# From /Users/Daniela/Documents/CCG/GU_art_2/GO_levels_extended/scripts/extend_go_genes.pl on Mon Oct  1 12:06:18 2018
# Input = /Users/Daniela/Documents/CCG/datasets/GOs/gos_complete_table_BPonly.txt
# Filtered with: grep -v "GO:0008150" /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended.txt | grep -v "GO:0001906" | grep -v "GO:0002376" | grep -v "GO:0006791"| grep -v "GO:0008152"| grep -v "GO:0009758"| grep -v "GO:0009987"| grep -v "GO:0015976"| grep -v "GO:0019740"| grep -v "GO:0022414"| grep -v "GO:0022610"| grep -v "GO:0023052"| grep -v "GO:0032502"| grep -v "GO:0040011"| grep -v "GO:0050896"| grep -v "GO:0051179"| grep -v "GO:0051704"| grep -v "GO:0065007"| grep -v "GO:0071840"| grep -v "GO:0098754" > /Users/Daniela/Documents/CCG/datasets/GOs/extended_GOs/genes_gos_extended_no12.txt 
# Genes	GO	GO branch  
mltF	GO:1901564	P
mltG	GO:1901564	P
mmuM	GO:1901564	P
mmuP	GO:1901564	P
mnaT	GO:1901564	P
mngB	GO:1901564	P
moaA	GO:1901564	P
moaB	GO:1901564	P
moaC	GO:1901564	P
moaD	GO:1901564	P
moaE	GO:1901564	P
mobA	GO:1901564	P
mocA	GO:1901564	P
moeA	GO:1901564	P
moeB	GO:1901564	P
mog	GO:1901564	P
mpaA	GO:1901564	P
mrcA	GO:1901564	P
mrcB	GO:1901564	P
mrdA	GO:1901564	P
mrdB	GO:1901564	P
msrA	GO:1901564	P
msrB	GO:1901564	P
msrP	GO:1901564	P
msrQ	GO:1901564	P
mtfA	GO:1901564	P
mtgA	GO:1901564	P
mtn	GO:1901564	P
mtnN	GO:1901564	P
murA	GO:1901564	P
murB	GO:1901564	P
murC	GO:1901564	P
murD	GO:1901564	P
murE	GO:1901564	P
murF	GO:1901564	P
murG	GO:1901564	P
murI	GO:1901564	P
murJ	GO:1901564	P
murQ	GO:1901564	P
murR	GO:1901564	P
nadA	GO:1901564	P
nadB	GO:1901564	P
nadC	GO:1901564	P
nadD	GO:1901564	P
nadE	GO:1901564	P
nadK	GO:1901564	P
nagD	GO:1901564	P
nagE	GO:1901564	P
nagK	GO:1901564	P
nagZ	GO:1901564	P
narQ	GO:1901564	P
narX	GO:1901564	P
ndk	GO:1901564	P
nfuA	GO:1901564	P
npr	GO:1901564	P
nrdI	GO:1901564	P
nrfE	GO:1901564	P
nrfF	GO:1901564	P
nrfG	GO:1901564	P
nudB	GO:1901564	P
nudC	GO:1901564	P
ompT	GO:1901564	P
pabA	GO:1901564	P
pabB	GO:1901564	P
pabC	GO:1901564	P
panB	GO:1901564	P
panC	GO:1901564	P
panD	GO:1901564	P
panE	GO:1901564	P
panZ	GO:1901564	P
patA	GO:1901564	P
patD	GO:1901564	P
patZ	GO:1901564	P
pbpC	GO:1901564	P
pbpG	GO:1901564	P
pcm	GO:1901564	P
pdeK	GO:1901564	P
pdxA	GO:1901564	P
pdxB	GO:1901564	P
pdxH	GO:1901564	P
pdxJ	GO:1901564	P
pdxK	GO:1901564	P
pdxY	GO:1901564	P
pepA	GO:1901564	P
pepB	GO:1901564	P
pepD	GO:1901564	P
pepN	GO:1901564	P
pepQ	GO:1901564	P
pepT	GO:1901564	P
pfkA	GO:1901564	P
pfkB	GO:1901564	P
pflA	GO:1901564	P
pflB	GO:1901564	P
pgi	GO:1901564	P
pgk	GO:1901564	P
pgl	GO:1901564	P
pgpB	GO:1901564	P
pheA	GO:1901564	P
pheS	GO:1901564	P
pheT	GO:1901564	P
phnN	GO:1901564	P
phnO	GO:1901564	P
phoQ	GO:1901564	P
phoR	GO:1901564	P
phr	GO:1901564	P
pmbA	GO:1901564	P
pncB	GO:1901564	P
pntA	GO:1901564	P
pntB	GO:1901564	P
pphA	GO:1901564	P
pphB	GO:1901564	P
ppiC	GO:1901564	P
ppiD	GO:1901564	P
ppk	GO:1901564	P
pppA	GO:1901564	P
ppsR	GO:1901564	P
prc	GO:1901564	P
preA	GO:1901564	P
preT	GO:1901564	P
prkB	GO:1901564	P
prlC	GO:1901564	P
prmA	GO:1901564	P
prmB	GO:1901564	P
prmC	GO:1901564	P
proA	GO:1901564	P
proB	GO:1901564	P
proC	GO:1901564	P
proS	GO:1901564	P
prs	GO:1901564	P
pta	GO:1901564	P
pth	GO:1901564	P
ptrA	GO:1901564	P
ptsH	GO:1901564	P
ptsP	GO:1901564	P
purA	GO:1901564	P
purC	GO:1901564	P
purD	GO:1901564	P
purF	GO:1901564	P
purL	GO:1901564	P
purN	GO:1901564	P
purU	GO:1901564	P
putA	GO:1901564	P
puuA	GO:1901564	P
puuC	GO:1901564	P
puuD	GO:1901564	P
puuE	GO:1901564	P
puuP	GO:1901564	P
pykA	GO:1901564	P
pykF	GO:1901564	P
pyrB	GO:1901564	P
pyrC	GO:1901564	P
pyrD	GO:1901564	P
pyrE	GO:1901564	P
pyrF	GO:1901564	P
pyrG	GO:1901564	P
pyrH	GO:1901564	P
pyrL	GO:1901564	P
qseC	GO:1901564	P
queA	GO:1901564	P
queC	GO:1901564	P
queD	GO:1901564	P
queE	GO:1901564	P
queF	GO:1901564	P
queG	GO:1901564	P
rcsC	GO:1901564	P
rcsD	GO:1901564	P
relA	GO:1901564	P
rhmD	GO:1901564	P
ribA	GO:1901564	P
ribB	GO:1901564	P
ribC	GO:1901564	P
ribD	GO:1901564	P
ribE	GO:1901564	P
ribF	GO:1901564	P
rihA	GO:1901564	P
rihB	GO:1901564	P
rihC	GO:1901564	P
rimI	GO:1901564	P
rimJ	GO:1901564	P
rimK	GO:1901564	P
rimL	GO:1901564	P
rimO	GO:1901564	P
rimP	GO:1901564	P
roxA	GO:1901564	P
rpiR	GO:1901564	P
rplA	GO:1901564	P
rplB	GO:1901564	P
rplC	GO:1901564	P
rplE	GO:1901564	P
rplF	GO:1901564	P
rplI	GO:1901564	P
rplJ	GO:1901564	P
rplL	GO:1901564	P
rplM	GO:1901564	P
rplN	GO:1901564	P
rplO	GO:1901564	P
rplP	GO:1901564	P
rplQ	GO:1901564	P
rplR	GO:1901564	P
rplS	GO:1901564	P
rplT	GO:1901564	P
rplW	GO:1901564	P
rplX	GO:1901564	P
rplY	GO:1901564	P
rpmA	GO:1901564	P
rpmB	GO:1901564	P
rpmC	GO:1901564	P
rpmE	GO:1901564	P
rpmG	GO:1901564	P
rpmH	GO:1901564	P
rpmJ	GO:1901564	P
rpsA	GO:1901564	P
rpsB	GO:1901564	P
rpsE	GO:1901564	P
rpsG	GO:1901564	P
rpsI	GO:1901564	P
rpsK	GO:1901564	P
rpsL	GO:1901564	P
rpsM	GO:1901564	P
rpsN	GO:1901564	P
rpsP	GO:1901564	P
rpsQ	GO:1901564	P
rpsR	GO:1901564	P
rpsT	GO:1901564	P
rssA	GO:1901564	P
rstB	GO:1901564	P
rutA	GO:1901564	P
rutB	GO:1901564	P
rutC	GO:1901564	P
rutD	GO:1901564	P
rutE	GO:1901564	P
rutF	GO:1901564	P
rutG	GO:1901564	P
sad	GO:1901564	P
sdaA	GO:1901564	P
sdaB	GO:1901564	P
sdhE	GO:1901564	P
selA	GO:1901564	P
selB	GO:1901564	P
selD	GO:1901564	P
serA	GO:1901564	P
serB	GO:1901564	P
serC	GO:1901564	P
serS	GO:1901564	P
sgcX	GO:1901564	P
sixA	GO:1901564	P
skp	GO:1901564	P
slt	GO:1901564	P
slyD	GO:1901564	P
smpB	GO:1901564	P
sohB	GO:1901564	P
speA	GO:1901564	P
speB	GO:1901564	P
speC	GO:1901564	P
speD	GO:1901564	P
speE	GO:1901564	P
speG	GO:1901564	P
spoT	GO:1901564	P
sppA	GO:1901564	P
srkA	GO:1901564	P
sucD	GO:1901564	P
sufA	GO:1901564	P
sufE	GO:1901564	P
sufS	GO:1901564	P
surA	GO:1901564	P
surE	GO:1901564	P
tdcB	GO:1901564	P
tdcD	GO:1901564	P
tdcE	GO:1901564	P
tdcF	GO:1901564	P
tdcG	GO:1901564	P
tdh	GO:1901564	P
tdk	GO:1901564	P
tgt	GO:1901564	P
thiC	GO:1901564	P
thiD	GO:1901564	P
thiE	GO:1901564	P
thiG	GO:1901564	P
thiH	GO:1901564	P
thiI	GO:1901564	P
thiL	GO:1901564	P
thiM	GO:1901564	P
thrA	GO:1901564	P
thrB	GO:1901564	P
thrC	GO:1901564	P
thrS	GO:1901564	P
thyA	GO:1901564	P
tig	GO:1901564	P
tktA	GO:1901564	P
tktB	GO:1901564	P
tldD	GO:1901564	P
tmk	GO:1901564	P
tnaA	GO:1901564	P
torD	GO:1901564	P
torS	GO:1901564	P
tpiA	GO:1901564	P
trpA	GO:1901564	P
trpB	GO:1901564	P
trpC	GO:1901564	P
trpD	GO:1901564	P
trpE	GO:1901564	P
trpGD	GO:1901564	P
trpS	GO:1901564	P
tsaB	GO:1901564	P
tsaD	GO:1901564	P
tusA	GO:1901564	P
tynA	GO:1901564	P
tyrA	GO:1901564	P
tyrB	GO:1901564	P
tyrS	GO:1901564	P
udk	GO:1901564	P
udp	GO:1901564	P
uhpB	GO:1901564	P
umpG	GO:1901564	P
umpH	GO:1901564	P
upp	GO:1901564	P
uspG	GO:1901564	P
valS	GO:1901564	P
wcaB	GO:1901564	P
wzb	GO:1901564	P
wzc	GO:1901564	P
wzzB	GO:1901564	P
wzzE	GO:1901564	P
xapA	GO:1901564	P
xdhB	GO:1901564	P
yahI	GO:1901564	P
yajL	GO:1901564	P
yajO	GO:1901564	P
ybcF	GO:1901564	P
ybcJ	GO:1901564	P
ybdZ	GO:1901564	P
ybeY	GO:1901564	P
ybiS	GO:1901564	P
ybjI	GO:1901564	P
ycaO	GO:1901564	P
ycbB	GO:1901564	P
ycfS	GO:1901564	P
ydcP	GO:1901564	P
ydeM	GO:1901564	P
ydfG	GO:1901564	P
yeaG	GO:1901564	P
yedL	GO:1901564	P
yedX	GO:1901564	P
yehU	GO:1901564	P
yfaE	GO:1901564	P
yfbR	GO:1901564	P
yfcF	GO:1901564	P
yfdG	GO:1901564	P
yfeW	GO:1901564	P
yfhH	GO:1901564	P
ygeA	GO:1901564	P
ygeW	GO:1901564	P
ygeX	GO:1901564	P
ygfA	GO:1901564	P
yggW	GO:1901564	P
ygjH	GO:1901564	P
yhaM	GO:1901564	P
yhaO	GO:1901564	P
yhbO	GO:1901564	P
yhbS	GO:1901564	P
yhfS	GO:1901564	P
yhhY	GO:1901564	P
yiaT	GO:1901564	P
yibF	GO:1901564	P
yieE	GO:1901564	P
yifB	GO:1901564	P
yigB	GO:1901564	P
yiiD	GO:1901564	P
yjfP	GO:1901564	P
yjjG	GO:1901564	P
yjjX	GO:1901564	P
ykgM	GO:1901564	P
ykgO	GO:1901564	P
ynbD	GO:1901564	P
ynfK	GO:1901564	P
ynhG	GO:1901564	P
ypdA	GO:1901564	P
ypdF	GO:1901564	P
yqeA	GO:1901564	P
ytfE	GO:1901564	P
ytfP	GO:1901564	P
zraS	GO:1901564	P
zwf	GO:1901564	P
abgA	GO:1901565	P
abgB	GO:1901565	P
add	GO:1901565	P
ade	GO:1901565	P
adeD	GO:1901565	P
adiA	GO:1901565	P
allB	GO:1901565	P
allC	GO:1901565	P
allD	GO:1901565	P
amiD	GO:1901565	P
ampD	GO:1901565	P
ampH	GO:1901565	P
ansA	GO:1901565	P
ansB	GO:1901565	P
arcC	GO:1901565	P
asnB	GO:1901565	P
astB	GO:1901565	P
astC	GO:1901565	P
cadA	GO:1901565	P
caiB	GO:1901565	P
caiD	GO:1901565	P
cdd	GO:1901565	P
chaC	GO:1901565	P
clpP	GO:1901565	P
clpX	GO:1901565	P
codA	GO:1901565	P
cynS	GO:1901565	P
cynT	GO:1901565	P
cynX	GO:1901565	P
dacB	GO:1901565	P
dadA	GO:1901565	P
dcyD	GO:1901565	P
decR	GO:1901565	P
deoD	GO:1901565	P
dgt	GO:1901565	P
dsdA	GO:1901565	P
dut	GO:1901565	P
eutB	GO:1901565	P
feaB	GO:1901565	P
fixA	GO:1901565	P
fixB	GO:1901565	P
frlA	GO:1901565	P
ftsH	GO:1901565	P
gabD	GO:1901565	P
gabT	GO:1901565	P
gadA	GO:1901565	P
gadB	GO:1901565	P
gcvH	GO:1901565	P
gcvP	GO:1901565	P
gcvT	GO:1901565	P
ggt	GO:1901565	P
glsA	GO:1901565	P
glsA1	GO:1901565	P
glsA2	GO:1901565	P
glsB	GO:1901565	P
glxR	GO:1901565	P
glyA	GO:1901565	P
grcA	GO:1901565	P
hinT	GO:1901565	P
hycB	GO:1901565	P
hyfA	GO:1901565	P
ldcA	GO:1901565	P
ldcC	GO:1901565	P
lpd	GO:1901565	P
lrp	GO:1901565	P
ltaE	GO:1901565	P
mazG	GO:1901565	P
metC	GO:1901565	P
mltA	GO:1901565	P
mltB	GO:1901565	P
mltC	GO:1901565	P
mltF	GO:1901565	P
mpaA	GO:1901565	P
nadC	GO:1901565	P
nagD	GO:1901565	P
nudC	GO:1901565	P
patA	GO:1901565	P
patD	GO:1901565	P
pepA	GO:1901565	P
pepB	GO:1901565	P
pepD	GO:1901565	P
pepN	GO:1901565	P
pepQ	GO:1901565	P
pflB	GO:1901565	P
prc	GO:1901565	P
preA	GO:1901565	P
preT	GO:1901565	P
pta	GO:1901565	P
putA	GO:1901565	P
puuA	GO:1901565	P
puuC	GO:1901565	P
puuD	GO:1901565	P
puuE	GO:1901565	P
puuP	GO:1901565	P
rhmD	GO:1901565	P
rihA	GO:1901565	P
rihB	GO:1901565	P
rihC	GO:1901565	P
rutA	GO:1901565	P
rutB	GO:1901565	P
rutC	GO:1901565	P
rutD	GO:1901565	P
rutE	GO:1901565	P
rutF	GO:1901565	P
rutG	GO:1901565	P
sad	GO:1901565	P
sdaA	GO:1901565	P
sdaB	GO:1901565	P
slt	GO:1901565	P
speA	GO:1901565	P
speG	GO:1901565	P
surE	GO:1901565	P
tdcB	GO:1901565	P
tdcD	GO:1901565	P
tdcE	GO:1901565	P
tdcG	GO:1901565	P
tdh	GO:1901565	P
tnaA	GO:1901565	P
tynA	GO:1901565	P
udp	GO:1901565	P
umpG	GO:1901565	P
umpH	GO:1901565	P
xapA	GO:1901565	P
xdhB	GO:1901565	P
yahI	GO:1901565	P
ybcF	GO:1901565	P
ydfG	GO:1901565	P
yfcF	GO:1901565	P
ygeX	GO:1901565	P
yhaM	GO:1901565	P
yhaO	GO:1901565	P
yibF	GO:1901565	P
yqeA	GO:1901565	P
ytfP	GO:1901565	P
acpT	GO:1901566	P
add	GO:1901566	P
ade	GO:1901566	P
adeD	GO:1901566	P
adk	GO:1901566	P
alaA	GO:1901566	P
alaC	GO:1901566	P
alr	GO:1901566	P
apt	GO:1901566	P
argA	GO:1901566	P
argB	GO:1901566	P
argC	GO:1901566	P
argD	GO:1901566	P
argE	GO:1901566	P
argF	GO:1901566	P
argG	GO:1901566	P
argH	GO:1901566	P
argI	GO:1901566	P
aroA	GO:1901566	P
aroB	GO:1901566	P
aroC	GO:1901566	P
aroF	GO:1901566	P
aroG	GO:1901566	P
aroH	GO:1901566	P
aroK	GO:1901566	P
aroL	GO:1901566	P
asd	GO:1901566	P
asnA	GO:1901566	P
asnB	GO:1901566	P
aspA	GO:1901566	P
aspC	GO:1901566	P
astC	GO:1901566	P
atpA	GO:1901566	P
atpB	GO:1901566	P
atpC	GO:1901566	P
atpE	GO:1901566	P
avtA	GO:1901566	P
betA	GO:1901566	P
betB	GO:1901566	P
bioA	GO:1901566	P
bioB	GO:1901566	P
bioC	GO:1901566	P
bioD	GO:1901566	P
bioD1	GO:1901566	P
bioD2	GO:1901566	P
bioF	GO:1901566	P
bioH	GO:1901566	P
bipA	GO:1901566	P
birA	GO:1901566	P
btuR	GO:1901566	P
carA	GO:1901566	P
carB	GO:1901566	P
cmk	GO:1901566	P
coaA	GO:1901566	P
coaD	GO:1901566	P
coaE	GO:1901566	P
cobC	GO:1901566	P
cobS	GO:1901566	P
cobT	GO:1901566	P
cobU	GO:1901566	P
cof	GO:1901566	P
cra	GO:1901566	P
cyaA	GO:1901566	P
cyoE	GO:1901566	P
cysE	GO:1901566	P
cysG	GO:1901566	P
cysK	GO:1901566	P
cysM	GO:1901566	P
cysZ	GO:1901566	P
dacC	GO:1901566	P
dacD	GO:1901566	P
dapA	GO:1901566	P
dapB	GO:1901566	P
dapD	GO:1901566	P
dapF	GO:1901566	P
ddlA	GO:1901566	P
ddlB	GO:1901566	P
ddpX	GO:1901566	P
dfp	GO:1901566	P
dgt	GO:1901566	P
dut	GO:1901566	P
dxs	GO:1901566	P
eno	GO:1901566	P
entA	GO:1901566	P
entB	GO:1901566	P
entC	GO:1901566	P
entD	GO:1901566	P
entE	GO:1901566	P
entF	GO:1901566	P
entH	GO:1901566	P
epd	GO:1901566	P
erfK	GO:1901566	P
fabG	GO:1901566	P
fabI	GO:1901566	P
fau	GO:1901566	P
fbaA	GO:1901566	P
feaB	GO:1901566	P
folA	GO:1901566	P
folC	GO:1901566	P
folE	GO:1901566	P
folM	GO:1901566	P
folP	GO:1901566	P
frr	GO:1901566	P
ftsI	GO:1901566	P
ftsW	GO:1901566	P
gabT	GO:1901566	P
gapA	GO:1901566	P
gdhA	GO:1901566	P
ggt	GO:1901566	P
glk	GO:1901566	P
glmM	GO:1901566	P
glnA	GO:1901566	P
glsA	GO:1901566	P
glsA1	GO:1901566	P
glsA2	GO:1901566	P
glsB	GO:1901566	P
gltB	GO:1901566	P
gltD	GO:1901566	P
gltX	GO:1901566	P
glyA	GO:1901566	P
gpmA	GO:1901566	P
gpt	GO:1901566	P
gshA	GO:1901566	P
gshB	GO:1901566	P
guaA	GO:1901566	P
guaB	GO:1901566	P
hemA	GO:1901566	P
hemB	GO:1901566	P
hemC	GO:1901566	P
hemD	GO:1901566	P
hemE	GO:1901566	P
hemF	GO:1901566	P
hemG	GO:1901566	P
hemH	GO:1901566	P
hemL	GO:1901566	P
hemN	GO:1901566	P
hexR	GO:1901566	P
hisA	GO:1901566	P
hisB	GO:1901566	P
hisC	GO:1901566	P
hisD	GO:1901566	P
hisF	GO:1901566	P
hisG	GO:1901566	P
hisH	GO:1901566	P
hisI	GO:1901566	P
hpt	GO:1901566	P
ilvA	GO:1901566	P
ilvB	GO:1901566	P
ilvC	GO:1901566	P
ilvD	GO:1901566	P
ilvE	GO:1901566	P
ilvH	GO:1901566	P
ilvI	GO:1901566	P
ilvL	GO:1901566	P
ilvM	GO:1901566	P
ilvN	GO:1901566	P
ispU	GO:1901566	P
ivbL	GO:1901566	P
ldtA	GO:1901566	P
ldtB	GO:1901566	P
ldtC	GO:1901566	P
leuA	GO:1901566	P
leuB	GO:1901566	P
leuC	GO:1901566	P
leuD	GO:1901566	P
lgt	GO:1901566	P
lnt	GO:1901566	P
lpoA	GO:1901566	P
lpoB	GO:1901566	P
lrp	GO:1901566	P
lspA	GO:1901566	P
ltaE	GO:1901566	P
luxS	GO:1901566	P
lysA	GO:1901566	P
lysC	GO:1901566	P
lysR	GO:1901566	P
lysS	GO:1901566	P
lysU	GO:1901566	P
manA	GO:1901566	P
mdh	GO:1901566	P
menF	GO:1901566	P
mepA	GO:1901566	P
metB	GO:1901566	P
metE	GO:1901566	P
metF	GO:1901566	P
metH	GO:1901566	P
metL	GO:1901566	P
mioC	GO:1901566	P
mipA	GO:1901566	P
mmuP	GO:1901566	P
moaA	GO:1901566	P
moaB	GO:1901566	P
moaC	GO:1901566	P
moaD	GO:1901566	P
moaE	GO:1901566	P
mobA	GO:1901566	P
mocA	GO:1901566	P
moeA	GO:1901566	P
moeB	GO:1901566	P
mog	GO:1901566	P
mrcA	GO:1901566	P
mrcB	GO:1901566	P
mrdA	GO:1901566	P
mrdB	GO:1901566	P
mtgA	GO:1901566	P
mtn	GO:1901566	P
mtnN	GO:1901566	P
murA	GO:1901566	P
murB	GO:1901566	P
murC	GO:1901566	P
murD	GO:1901566	P
murE	GO:1901566	P
murF	GO:1901566	P
murG	GO:1901566	P
murI	GO:1901566	P
murJ	GO:1901566	P
murR	GO:1901566	P
nadA	GO:1901566	P
nadB	GO:1901566	P
nadC	GO:1901566	P
nadD	GO:1901566	P
nadE	GO:1901566	P
nadK	GO:1901566	P
nudB	GO:1901566	P
pabA	GO:1901566	P
pabB	GO:1901566	P
pabC	GO:1901566	P
panB	GO:1901566	P
panC	GO:1901566	P
panE	GO:1901566	P
panZ	GO:1901566	P
pbpC	GO:1901566	P
pdeK	GO:1901566	P
pdxA	GO:1901566	P
pdxB	GO:1901566	P
pdxH	GO:1901566	P
pdxJ	GO:1901566	P
pdxK	GO:1901566	P
pdxY	GO:1901566	P
pfkA	GO:1901566	P
pfkB	GO:1901566	P
pgi	GO:1901566	P
pgk	GO:1901566	P
pgpB	GO:1901566	P
pheA	GO:1901566	P
pheS	GO:1901566	P
phnN	GO:1901566	P
pncB	GO:1901566	P
prkB	GO:1901566	P
proA	GO:1901566	P
proB	GO:1901566	P
proC	GO:1901566	P
purA	GO:1901566	P
purC	GO:1901566	P
purD	GO:1901566	P
purF	GO:1901566	P
purL	GO:1901566	P
purN	GO:1901566	P
purU	GO:1901566	P
puuA	GO:1901566	P
pykA	GO:1901566	P
pykF	GO:1901566	P
pyrB	GO:1901566	P
pyrC	GO:1901566	P
pyrD	GO:1901566	P
pyrE	GO:1901566	P
pyrF	GO:1901566	P
pyrG	GO:1901566	P
pyrH	GO:1901566	P
pyrL	GO:1901566	P
queA	GO:1901566	P
queC	GO:1901566	P
queD	GO:1901566	P
queE	GO:1901566	P
queF	GO:1901566	P
queG	GO:1901566	P
ribA	GO:1901566	P
ribB	GO:1901566	P
ribC	GO:1901566	P
ribD	GO:1901566	P
ribE	GO:1901566	P
ribF	GO:1901566	P
rimP	GO:1901566	P
rpiR	GO:1901566	P
rplA	GO:1901566	P
rplB	GO:1901566	P
rplC	GO:1901566	P
rplE	GO:1901566	P
rplF	GO:1901566	P
rplI	GO:1901566	P
rplJ	GO:1901566	P
rplL	GO:1901566	P
rplM	GO:1901566	P
rplN	GO:1901566	P
rplO	GO:1901566	P
rplP	GO:1901566	P
rplQ	GO:1901566	P
rplR	GO:1901566	P
rplS	GO:1901566	P
rplT	GO:1901566	P
rplW	GO:1901566	P
rplX	GO:1901566	P
rplY	GO:1901566	P
rpmA	GO:1901566	P
rpmB	GO:1901566	P
rpmC	GO:1901566	P
rpmE	GO:1901566	P
rpmG	GO:1901566	P
rpmH	GO:1901566	P
rpmJ	GO:1901566	P
rpsA	GO:1901566	P
rpsB	GO:1901566	P
rpsE	GO:1901566	P
rpsG	GO:1901566	P
rpsI	GO:1901566	P
rpsK	GO:1901566	P
rpsL	GO:1901566	P
rpsM	GO:1901566	P
rpsN	GO:1901566	P
rpsP	GO:1901566	P
rpsQ	GO:1901566	P
rpsR	GO:1901566	P
rpsT	GO:1901566	P
selA	GO:1901566	P
selB	GO:1901566	P
selD	GO:1901566	P
serA	GO:1901566	P
serB	GO:1901566	P
serC	GO:1901566	P
serS	GO:1901566	P
speA	GO:1901566	P
speB	GO:1901566	P
speC	GO:1901566	P
speD	GO:1901566	P
speE	GO:1901566	P
tdh	GO:1901566	P
tgt	GO:1901566	P
thiC	GO:1901566	P
thiD	GO:1901566	P
thiE	GO:1901566	P
thiG	GO:1901566	P
thiH	GO:1901566	P
thiI	GO:1901566	P
thiL	GO:1901566	P
thiM	GO:1901566	P
thrA	GO:1901566	P
thrB	GO:1901566	P
thrC	GO:1901566	P
thyA	GO:1901566	P
tmk	GO:1901566	P
tpiA	GO:1901566	P
trpA	GO:1901566	P
trpB	GO:1901566	P
trpC	GO:1901566	P
trpD	GO:1901566	P
trpE	GO:1901566	P
trpGD	GO:1901566	P
tusA	GO:1901566	P
tyrA	GO:1901566	P
tyrB	GO:1901566	P
udk	GO:1901566	P
upp	GO:1901566	P
wcaB	GO:1901566	P
xapA	GO:1901566	P
ybcJ	GO:1901566	P
ybdZ	GO:1901566	P
ybeY	GO:1901566	P
ybiS	GO:1901566	P
ybjI	GO:1901566	P
ycbB	GO:1901566	P
ycfS	GO:1901566	P
yfbR	GO:1901566	P
yfdG	GO:1901566	P
yfhH	GO:1901566	P
ygeA	GO:1901566	P
ygeW	GO:1901566	P
ygfA	GO:1901566	P
yggW	GO:1901566	P
yhfS	GO:1901566	P
yiaT	GO:1901566	P
yieE	GO:1901566	P
yigB	GO:1901566	P
yjjG	GO:1901566	P
ykgM	GO:1901566	P
ykgO	GO:1901566	P
ynfK	GO:1901566	P
ynhG	GO:1901566	P
atoB	GO:1901568	P
atoB	GO:1901569	P
abgA	GO:1901575	P
abgB	GO:1901575	P
acnB	GO:1901575	P
acs	GO:1901575	P
add	GO:1901575	P
ade	GO:1901575	P
adeD	GO:1901575	P
adhP	GO:1901575	P
adiA	GO:1901575	P
adiY	GO:1901575	P
agaI	GO:1901575	P
agp	GO:1901575	P
aldA	GO:1901575	P
allB	GO:1901575	P
allC	GO:1901575	P
allD	GO:1901575	P
alsE	GO:1901575	P
alsK	GO:1901575	P
amiD	GO:1901575	P
ampD	GO:1901575	P
ampH	GO:1901575	P
ansA	GO:1901575	P
ansB	GO:1901575	P
appA	GO:1901575	P
appY	GO:1901575	P
araA	GO:1901575	P
araB	GO:1901575	P
araC	GO:1901575	P
araD	GO:1901575	P
arcC	GO:1901575	P
ascB	GO:1901575	P
asnB	GO:1901575	P
astB	GO:1901575	P
astC	GO:1901575	P
atoB	GO:1901575	P
bglX	GO:1901575	P
cadA	GO:1901575	P
caiB	GO:1901575	P
caiD	GO:1901575	P
cas3	GO:1901575	P
cdd	GO:1901575	P
cdh	GO:1901575	P
chaC	GO:1901575	P
chbF	GO:1901575	P
chbG	GO:1901575	P
chbR	GO:1901575	P
clpP	GO:1901575	P
clpX	GO:1901575	P
codA	GO:1901575	P
cpdB	GO:1901575	P
cra	GO:1901575	P
csrD	GO:1901575	P
cynS	GO:1901575	P
cynT	GO:1901575	P
cynX	GO:1901575	P
dacB	GO:1901575	P
dadA	GO:1901575	P
dcyD	GO:1901575	P
deaD	GO:1901575	P
decR	GO:1901575	P
deoB	GO:1901575	P
deoC	GO:1901575	P
deoD	GO:1901575	P
dgoA	GO:1901575	P
dgoD	GO:1901575	P
dgoK	GO:1901575	P
dgt	GO:1901575	P
dhaK	GO:1901575	P
dhaL	GO:1901575	P
dkgA	GO:1901575	P
dkgB	GO:1901575	P
dsdA	GO:1901575	P
dut	GO:1901575	P
ebgA	GO:1901575	P
edd	GO:1901575	P
endA	GO:1901575	P
eno	GO:1901575	P
envY	GO:1901575	P
eutB	GO:1901575	P
eutR	GO:1901575	P
fadA	GO:1901575	P
fadB	GO:1901575	P
fadD	GO:1901575	P
fadE	GO:1901575	P
fadH	GO:1901575	P
fadI	GO:1901575	P
fadJ	GO:1901575	P
fadM	GO:1901575	P
fbaA	GO:1901575	P
feaB	GO:1901575	P
feaR	GO:1901575	P
fes	GO:1901575	P
fixA	GO:1901575	P
fixB	GO:1901575	P
fpr	GO:1901575	P
frlA	GO:1901575	P
frlC	GO:1901575	P
frmA	GO:1901575	P
fruK	GO:1901575	P
ftsH	GO:1901575	P
fucA	GO:1901575	P
fucI	GO:1901575	P
fucK	GO:1901575	P
fucO	GO:1901575	P
gabD	GO:1901575	P
gabT	GO:1901575	P
gadA	GO:1901575	P
gadB	GO:1901575	P
gadW	GO:1901575	P
gadX	GO:1901575	P
galE	GO:1901575	P
galK	GO:1901575	P
galM	GO:1901575	P
galT	GO:1901575	P
galU	GO:1901575	P
gapA	GO:1901575	P
garD	GO:1901575	P
garK	GO:1901575	P
garL	GO:1901575	P
garR	GO:1901575	P
gatD	GO:1901575	P
gatY	GO:1901575	P
gcd	GO:1901575	P
gcl	GO:1901575	P
gcvH	GO:1901575	P
gcvP	GO:1901575	P
gcvT	GO:1901575	P
