#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	greB//cdaR//iscA//hslO//
GO_0061727_6	dmlR//pgaA//fpr//surA//ligA//prkB//fbaA//yoeB//tusE//paaF//alsB//ogt//eutR//manA//topB//trkH//yggE//ybiS//rutB//nagC//phoE//rpiR//tusB//yejA//
GO_0061984_6	nupC//
GO_0061985_7	yajQ//
GO_0062012_5	bglX//mdtG//asnA//iscR//csgE//rspB//metK//degS//emrY//yabI//dpiA//
GO_0062013_6	abpB//cysC//srlE//
GO_0062014_6	gcd//yihT//
GO_0065002_6	rraB//astB//fhuB//sspA//entS//potA//ybiY//sohB//
GO_0065003_5	ybaM//otsB//mcrB//kup//lyxK//ackA//murC//cbtA//bluF//pyrG//gsiB//gpsA//gatC//yeiG//pabC//parE//sohB//hsdR//intS//elaD//mdtL//basR//hiuH//yeiG//cysW//sodB//fiu//truA//prpD//rep//tbpA//treC//yihX//potE//fimC//nlpD//abgR//xseA//rne//mlc//groL//fucO//ydcR//insF-1//minC//treR//cydC//betA//panF//diaA//yjiM//pgl//dtd//pheA//ydhC//zapC//glpG//aroL//rnc//fiu//rimP//entF//ydiR//hpt//mreC//ydcP//ybiT//paaG//rpsQ//dfp//nlpI//radD//mnmA//ybeF//yhaM//citX//smpB//casA//glgC//nudF//ydjK//citX//rluE//gluQ//yiaJ//nudF//pdeH//tktB//yafS//purF//argK//uxuR//
GO_0065004_6	ygfX//
GO_0065008_3	gadC//amiC//malY//dosP//rpsM//hprR//zapC//rlmN//pstS//gppA//yoeE//cspB//argP//tmcA//arfA//alsA//glpK//ddpX//katG//yqeF//yjcO//mngR//sspB//modA//bamE//rodZ//ybaT//phnO//aroE//uhpB//yghG//udk//thrC//ibsA//ompA//aer//norV//tag//frdB//hsdR//eutB//tsx//hrsA//topAI//mdtM//setC//hypD//puuP//csdA//zntA//ilvB//ilvI//hycB//mscL//rsgA//erpA//ygcW//bipA//fecC//hha//mfd//aroG//gapC//nanA//yhaO//ybiX//mutM//bioD//yoaB//ypjD//yjhB//cmoB//lysU//dppD//dgcT//narV//lplT//fieF//insI1//yjhI//evgS//ybbN//emrK//hyaC//fliZ//rlmG//ycbB//fryA//smpB//rpsE//mcrB//pyrF//surA//sbmA//cadC//btuR//leuO//clpA//dcuB//phoA//yphD//rimM//yajQ//eutB//ftsP//hofO//argK//yajR//nanK//flhE//hcaE//trkA//fhuB//xapA//insI-1//kbp//lysP//lsrG//yphC//ubiB//ccmD//blc//dusC//sucB//sodA//uvrA//ubiX//recB//pgrR//rfaB//lexA//
GO_0065009_3	dnaC//yafN//fimZ//ygaV//mog//nmpC//hyfF//acs//aceA//puuA//rpnD//nudG//ybhI//phoR//cvrA//betI//sfsB//priB//deaD//fecB//narH//fabB//srlE//bioD//rpiB//asmA//hybG//cvrA//ghrB//glsA1//yidL//rssB//yddM//ytfT//setA//argC//yihV//ulaC//yaaY//torZ//nrfG//mdaB//tnaA//sbmA//yebZ//menD//yqjA//yjhB//yehY//atpB//clpB//modB//pstA//cmk//lptE//yfbS//rzoD//mcrA//ygiW//ssuD//rpsT//sutR//hemH//ybiV//ispA//hybA//yieH//ppc//torC//ybiH//insK//cadB//hscC//rssB//alsA//tisB//ykgO//
GO_0070084_7	tqsA//
GO_0070085_3	yqhC//yhbS//
GO_0070178_5	ydcS//
GO_0070201_6	tmk//glpF//pstS//
GO_0070206_7	proX//mdlB//yjhB//rne//
GO_0070207_8	glpG//trmA//sspB//intF//
GO_0070297_7	rmuC//
GO_0070298_8	malG//
GO_0070301_6	nac//cydA//kduI//ridA//ydfK//cadB//ydgA//rffG//dxs//rutA//
GO_0070329_5	fdoG//ilvM//
GO_0070413_7	yqjI//bamD//
GO_0070415_6	pgl//frlB//
GO_0070417_5	recB//yabI//slt//fklB//
GO_0070453_7	mraZ//
GO_0070475_7	wbbK//proA//fadJ//lpp//wecB//citE//dgcE//aroK//wzyE//gntU//fepG//mhpT//ydiB//ileS//frmR//btuC//cspC//ycjY//gpmA//
GO_0070476_7	gnsB//ackA//
GO_0070482_4	glpD//malP//sspA//uxaA//
GO_0070525_7	yfcF//ygcO//pdeD//nrdB//
GO_0070574_9	yjcS//folD//tus//rpoS//
GO_0070581_8	dacD//
GO_0070588_9	trkA//
GO_0070589_6	nuoF//nanR//kdgK//rbbA//frlA//hldE//yahO//yidE//gadB//ompN//alaA//ebgA//gppA//rbsA//hxpA//fepG//tus//def//gltX//yihI//trmI//pabC//ynhG//yhjD//trpL//fimD//prpR//yfcQ//tamB//thrC//yhjG//yjbB//argI//dinI//frr//trmA//phoQ//yhiM//kdsA//glvB//dusB//uxaC//rsmB//
GO_0070627_10	yfeR//
GO_0070646_6	rpiA//
GO_0070647_7	yhaJ//
GO_0070689_6	nudG//hyaC//
GO_0070716_8	lolC//
GO_0070726_5	rffT//ccmD//
GO_0070727_4	tehB//tolR//pepT//murD//ampE//dgcM//rpoE//rplI//pdeF//envR//dcd//gspF//cheW//elfD//rppH//gabD//rof//
GO_0070778_6	rutB//cpsB//
GO_0070838_8	zupT//hybG//flgH//rhaR//dgkA//yagG//hofO//yjaA//ebgA//pyrH//cas1//mtr//sdaB//sufA//eutN//
GO_0070873_7	asmA//trkH//
GO_0070874_7	tusC//
GO_0070875_7	cpdB//
GO_0070887_4	tehB//mscS//yagE//speD//tar//mlaE//ulaR//lysS//cynT//glgP//ulaB//ugpB//yfhH//atpB//ptsG//fecD//mraY//aldA//clcB//kduI//hypT//yjaZ//insF-1//wcaB//ftsQ//phoP//narW//ddlB//hisI//adeP//nuoF//yfiF//yghG//ykgF//ybcJ//tqsA//glvB//trkG//thiQ//yggF//speA//bioA//idnO//clsA//wzyE//cbtA//nikA//orn//yeaG//phnN//trmB//garL//prmB//astC//rlmC//scpC//ymgA//xylB//plsX//clpP//
GO_0070894_6	phoQ//
GO_0070925_5	infC//zitB//alkA//ugpE//rzpR//queC//rffG//luxS//rhlE//tyrR//
GO_0070930_7	potD//
GO_0070972_7	hlyE//
GO_0070981_6	waaP//
GO_0070982_5	sapF//
GO_0070988_3	rffT//trpGD//
GO_0070989_4	insI3//
GO_0071103_6	rstB//rraB//gloB//rluD//betT//cheW//yfcP//puuD//potI//yjjW//cheY//emrB//dnaG//rseP//kdgR//fdrA//pfkB//mreB//hypD//
GO_0071139_6	mnmC//yceD//
GO_0071214_4	yneE//insH-6//umpG//adeQ//ibsE//ccmA//avtA//yfaU//mipA//melR//cmk//hisQ//mlaE//malY//clsB//cmtA//proQ//phnI//chbG//uspG//torY//gcd//yeiG//mtfA//
GO_0071218_6	hcp//
GO_0071229_5	ydfG//araF//ppk//cof//lptF//
GO_0071230_6	purB//
GO_0071236_5	hypA//ftp//rffM//hrpA//acnA//suhB//fruA//trmO//dgoT//aes//coaD//alaS//secD//ccmD//rplI//hybG//fkpA//ynjD//
GO_0071237_6	hsdM//folM//
GO_0071241_5	npr//rffT//rpsE//galU//paaJ//ybgI//pdeK//cbpM//rihA//phnN//narG//ndh//ydeP//glcF//htpG//yfeR//lepA//
GO_0071243_5	hemL//
GO_0071248_6	paoC//xylF//yhdJ//ndh//dicA//aceB//rpsM//ygbI//glmS//hsdR//lolA//waaF//eamB//argF//
GO_0071249_6	dicA//cysZ//
GO_0071250_6	yajR//rapZ//
GO_0071265_5	glnS//rplK//tsgA//ddpA//pdeD//
GO_0071266_6	waaJ//lhr//
GO_0071267_6	gloA//kdsC//purC//
GO_0071270_6	rsmG//rzpD//
GO_0071271_7	hisG//frsA//
GO_0071276_7	kefB//gntP//
GO_0071280_7	dctA//garL//
GO_0071284_7	gsiB//
GO_0071286_7	ppiC//grpE//
GO_0071287_7	allS//
GO_0071288_7	chbG//feoB//
GO_0071289_7	yadN//
GO_0071291_6	feoC//
GO_0071292_7	torS//btuR//
GO_0071294_7	fabH//ygbL//
GO_0071310_5	yfbS//rsuA//surE//emrY//rpiA//lgoD//thrA//ssb//ybiJ//yejA//ispA//
GO_0071417_5	bglX//potA//ilvH//
GO_0071421_9	rpoA//edd//yehZ//
GO_0071422_7	mntR//yieF//yraN//
GO_0071423_8	acpT//
GO_0071453_5	fdnG//dppB//nusA//
GO_0071454_5	rayT//ycjU//
GO_0071456_5	tdh//
GO_0071467_5	aldB//lysR//dosP//eptA//yceK//lit//yecS//rpsI//entC//slt//psuG//
GO_0071468_6	lysA//dmlA//putP//zntR//cysH//panB//sbcB//secF//paaA//mraY//
GO_0071470_5	eutN//tufB//trmA//rbsK//livJ//yphD//serA//cysC//nrdF//waaY//
GO_0071474_6	hinT//aroP//lipA//eco//
GO_0071478_5	caiE//ibsB//hyfC//
GO_0071482_6	srlA//phnL//yjbF//
GO_0071483_7	lpd//
GO_0071495_4	glyA//rffC//glnE//
GO_0071496_4	rsmD//rpsE//narH//glmS//murF//gltS//yiaF//dedD//hyfF//treC//purU//lolC//yfbU//hcaB//yhcN//secB//pheT//ccmC//aidB//btuR//dcd//atpF//ygeA//cyaY//ubiE//ydbK//paaF//ascG//wzyE//entD//insA-2//cobC//yeaE//yhdZ//ulaG//yhhY//waaH//ldcC//waaY//yhjC//envZ//rph//dsbD//ygbI//argH//ygdG//trmO//tatB//nemA//ralR//ybfE//yciK//kgtP//
GO_0071500_5	rpsQ//
GO_0071502_5	codB//
GO_0071545_6	holD//speD//
GO_0071554_3	nlpI//tus//idnO//tsr//yghO//slmA//seqA//tpx//rcsC//ushA//nagZ//glxK//ybcC//gppA//cca//topB//hisD//sgrT//yigB//fdoI//ulaR//leuA//yciG//
GO_0071555_4	pdeD//recR//rplQ//chbR//hybD//cdh//sstT//yfcV//tolR//napC//yfcR//argG//uspE//
GO_0071577_9	yggF//menD//fadK//hscB//csiD//cynX//hybA//
GO_0071616_6	nrfD//glcD//
GO_0071702_5	ibsA//decR//bioD2//leuA//mtlR//hemB//suhB//ybaE//bamA//pgm//mutS//hdfR//narP//trg//yddA//hisS//yddL//nimR//tolQ//tusE//dpiA//malG//dauA//mgtL//dapA//yqjA//yidH//pyrB//sdhE//btuC//dppA//fucA//rspB//mtnN//rplR//elaA//clpP//wzzE//yphB//insI3//znuC//fimD//yadK//tyrA//opgD//flgB//sgbH//napB//pinQ//kbp//fhuC//flhE//agaI//uhpC//accD//abpA//proC//hcaB//kdpA//yebZ//ulaC//crl//yhhT//moaA//bcr//gabP//trkG//rrrD//narQ//tnaA//lacZ//ybhD//yddA//yjjW//hupA//fdx//hcaT//menH//fumC//rplE//ypdF//moaA//ftsQ//dnaN//rsuA//fruB//yfhH//hexR//ycjR//arsC//hemE//cdgI//rbsD//hslJ//galF//ldtC//rpsH//phnG//proV//pfkA//nikB//paaD//dapB//prc//cyoC//gsiB//tomB//gabD//ygfX//udk//panC//nuoH//uspG//frmA//abgT//hofC//ynaE//rrrQ//gudD//folA//yqiH//cspI//entS//yjeH//dmlR//mdtP//minD//ispF//yrfG//atpB//paaF//marA//yfeO//insK//murQ//xylB//ynbD//glpB//rseP//serA//ybdH//dcuS//yhdZ//speB//rffH//lolE//sufD//phoQ//copA//cheA//ascG//rep//hyfA//frlA//lptF//waaQ//yehU//ndh//tcdA//leuA//mfd//aroD//hslV//groS//garL//pflA//pinR//atoS//ispF//tdcR//glnK//yihI//rayT//csgG//yiaU//lpxL//argG//cysK//tas//hycI//folC//alpA//rssA//sufA//aslB//lpoB//fepA//malG//insI1//insI3//bdcA//bcr//kdgK//kdpF//manY//putP//argF//surA//hyaB//gcl//matP//lon//gyrB//setA//selB//ybhJ//phnN//yjcE//grcA//aaeR//aroG//xisR//mtnN//rcsC//orn//gstB//lsrA//aaeB//prlC//lrhA//emrK//abgA//yegT//phnH//gcvA//sbcD//arnT//rplC//arnE//recQ//cmtA//dtpD//stpA//fliS//yagU//yfcU//fetB//ftsW//glnL//phnO//narP//lpxK//rutG//pgi//ycjY//rpsA//ydcS//insA-2//argA//ppsR//decR//nepI//yaaY//dcp//trmO//hypE//aaeB//cysW//secM//yabI//yjfF//ilvA//dfp//fadR//caiT//nuoF//ybhR//argD//sgcR//fepA//ycfS//paaF//ygdG//rhaA//yojI//hicB//waaS//fryB//ybiT//cof//cytR//gapA//citE//nanA//yneJ//orn//argF//ybhR//gmk//mukB//narI//ompT//xapB//casA//yabI//rsmE//rlmI//udk//pheP//fliD//thiH//uspE//tbpA//pabC//ybbY//nlpE//fadE//tsaD//waaP//casE//sapA//ftsW//citX//metF//yghG//rnt//rsmG//ygbL//nanE//lpxL//rcsA//phnO//trpE//agaB//tdk//purT//cysK//manX//bioC//clsC//pgpA//ghoS//yjeI//zraS//rimM//ilvB//gppA//uvrD//tmk//cyoB//yhfS//rlmC//galK//cpxR//gntT//lolB//nrdB//aceF//basR//yeeY//arfA//yhdJ//gadE//mgtL//truD//secA//nikE//rimM//satP//pepQ//pdeF//mdoD//pitB//nirC//hofP//rarD//adk//waaA//pepD//fixC//ybjI//mgtL//aas//potG//ychF//yggD//mtlA//yadC//hisF//proX//malX//setB//msrP//intS//pspD//mtlA//elaB//csgE//nagD//dpiB//
GO_0071704_3	arnA//zur//trpGD//tldD//gspF//prmC//preT//hisF//yraK//yaiW//csrA//degP//rdgC//yhhT//paaJ//gshB//ybdM//fur//allC//gsiD//pinR//ppk//holD//pheM//rihA//pbpC//feaR//kduD//gltK//yciA//rfbB//iaaA//aroL//tsgA//macA//kdpF//gntK//asmA//map//cusB//agaA//yfbV//rhaB//galM//srmB//btuE//ybaT//pth//hybF//rpmF//rhlB//mreC//bssR//ybaO//ibsD//bioC//gloB//yggW//srmB//yajL//frvR//mprA//melB//ibpA//torI//mdtK//bcp//cspE//rbn//yfaU//mcrA//cynX//bolA//fhuC//ftsN//tdcG//casC//waaC//rnlA//nfo//iap//cysM//murB//rplB//nadK//flhD//trmH//holB//yiaL//garR//hisS//pyrH//pspF//radD//yhcF//secY//rplK//allB//ilvI//yhbS//fepD//ybgP//ubiH//yiaJ//yodD//folD//mepH//deoC//mgtL//xylG//degQ//appY//phoU//rfaQ//yieF//narL//nuoL//fiu//dnaK//cysK//ivy//rpsE//dpiB//rcsC//metI//hemL//yihL//panF//macB//glcE//thyA//lysS//argP//nrfD//ldrD//proV//pliG//yidH//metK//nsrR//rlmH//cheR//arsB//topA//ppiC//uhpB//galU//torR//nlpI//oppA//rpiR//helD//pitB//clsB//yciH//ompL//metK//yqcG//apaH//btuC//rplD//mgsA//bssR//mtfA//lrp//rsmE//elaB//mlaE//fecC//cysP//yraJ//mltD//ypdC//yieH//yigB//napB//alpA//aer//proC//thiM//cueR//tyrR//rfaH//ssuD//arnD//bioH//nupX//yacG//bfr//dcuC//ydeO//yjhI//ybeY//nusG//yneL//dppB//yggN//macA//ybhP//ptrA//fecA//gfcE//malP//yghG//hycB//yehB//gabD//dmsB//psd//yneL//ptsH//shiA//rpe//pgi//arnD//yihX//fliG//fdoI//crl//pntA//ldcC//ygfZ//xylB//fumB//fimE//srlA//yfgI//csgB//pflB//ribE//ydjH//murQ//tilS//fadE//btuD//bisC//csgG//hupB//hyaC//glpC//gadA//trpR//ptsH//fbp//ivy//xseB//zupT//eamA//tsx//wcaB//yjbB//nrfC//iraP//menI//dmsA//metL//tufB//frvA//ttdB//yjjQ//flgA//arsC//mrp//rhaT//murA//casB//idnD//ymdB//frlA//hslJ//metC//iap//csrD//mltF//rpmF//yhaO//thrB//yahI//ibpB//topA//arnB//cpsB//gabP//ydiO//yjcO//caiT//ispF//acrR//nuoH//fepA//sapD//exbD//wecC//rbbA//hisP//ulaR//gntP//tdcE//mlaC//tilS//tatE//exuR//hycB//araE//ycfL//hcaE//rpiB//umuC//kdsA//insB-4//pgpA//ilvN//sfsA//ffh//ldrD//dinJ//cheB//chbB//ynfL//lplA//yddA//yfaU//phnL//tatB//hinT//thiC//yrfG//metQ//rfaC//speG//insB-4//cvpA//mgtL//ydhJ//sufA//ygiW//ybiX//paaE//lapB//dosP//arfA//dgcQ//rpiB//sodA//ygeW//cysK//yfcF//murE//astB//ykgA//sgrR//entC//aroH//kdgT//yajQ//dmlR//xerD//rsmB//ygfX//ibaG//pgl//yiaL//arnE//hycA//yhbY//rbsK//mngA//rfbB//alkA//flgH//yqiG//exoX//betI//dctR//yfcP//uxaA//ycjD//cspG//yijO//lgt//tbpA//mutY//rcsA//malS//xthA//yjaA//pgl//yfbV//yadK//fadK//csrA//higB//yjiA//pdeD//lacZ//mnaT//ydcT//sgcE//ydjK//hisI//aqpZ//yggD//ycjR//yoeB//surA//argS//ftsN//ydaC//bepA//yraK//ubiJ//sgbH//cysD//mnaT//rsmI//arcA//osmF//rlpA//rbsK//uhpC//ykgF//eutN//pgk//kefB//ybeQ//rapZ//puuA//feoB//prpC//livG//hisM//rplT//yghO//yjcS//kdpC//kduI//dhaM//ribA//mlc//kdgR//ftsI//fdrA//yajQ//ihfB//ydiP//yahB//rfaC//ubiE//yjjW//waaU//pncB//zntR//hscC//purL//wecE//yejF//narW//agp//yhbY//prfB//ybcQ//xdhB//murJ//nadA//cheR//tdcD//ttdT//nepI//lolC//ydcP//ogt//nimT//tcyN//dacD//tdcF//recF//gpr//tdcA//zraR//iaaA//solA//ynfK//mdtJ//setC//frmA//mntP//sutR//fucI//ilvB//frvA//ptsN//narY//yfcA//ftnB//nrdB//lptA//mdtD//sbmA//ppsR//rhlB//gapA//fruK//trxC//mdfA//bdm//yeaE//pinR//nudB//pcnB//bglA//yjjV//cueR//glpG//yifB//dadA//cydB//dhaR//rpiR//nusG//yobA//rnc//uacT//cdaR//citG//ygeX//ynfE//rpsL//zipA//rnhA//nirD//rcsD//yadC//csiD//ychF//glnS//sdhB//arfB//oppA//nrdI//yobF//mltA//fkpB//alkB//yraI//hicA//bioB//xapR//cnu//btuD//hcaD//rimJ//frwB//mscK//polB//zapA//ybiO//casD//yfgO//hyfR//yieK//paaB//oppD//rffH//yibH//ybaT//yjtD//thiD//fnr//mscM//intA//nei//alsC//iscX//yjfP//metH//prpD//srlE//gpmA//argF//udp//upp//yhbY//tusD//dmsA//malY//mdtN//cysK//ydfG//rplR//rffH//cpdA//tusA//rpmB//ttdA//metN//insB-2//yodD//ccmF//cptB//fkpA//ansA//tufA//argP//atpG//hyaC//glvB//modC//phoQ//cpoB//wcaJ//rpsN//eutD//yihS//pdeK//feoB//bepA//uspG//yiaU//rpsI//yadM//potF//malS//yjcS//dgcJ//nusG//phoQ//tusE//fabR//ybaM//aroF//leuS//ugpA//murC//menE//ftsB//gltI//bamA//nadD//rplO//dcuR//hha//trpB//yafE//rpmC//rimL//artM//fliM//sodC//yjjB//afuC//rluB//lspA//yafE//sstT//dsbA//alsB//ribC//rpnB//fixC//kduD//gntT//nfi//pgaA//greB//yihT//speA//scpB//speB//hcaB//yhbY//creC//lsrR//btuF//hfq//nfo//priB//deoD//prkB//mqsR//yggP//pth//lysU//cas2//proQ//fryA//shiA//ymgF//menF//tmk//yajL//menI//malE//topB//idnT//ccmC//cysB//phnL//yjfF//iclR//mgsA//yjiY//ygbI//truA//rbsC//rnlA//otsA//pabA//comR//viaA//uspB//yebS//rarA//treR//cysU//yfiE//recQ//rtcB//yjbG//ompA//mscM//rdgC//elfD//gltI//nusA//serA//bsmA//ygbN//torZ//ompA//pliG//yjcS//exuT//flgA//lpxT//tolR//uspC//tufA//rpmA//recD//ldtB//mtfA//ycfL//agaI//glpG//phoU//hokE//yheT//asnC//fur//rnd//cptB//mzrA//yfiC//plsC//astC//pyrG//rpsS//garD//flgD//clpA//ldcA//yihU//rdgC//bisC//glpB//djlC//yehW//gadA//xerC//recJ//rimI//ydcO//yaaA//rplS//cirA//sugE//ynfK//yfaU//gltK//nusG//ggt//hypB//intZ//ulaR//sdaA//purL//glk//rpsH//entB//folD//pdeF//fkpB//yghW//apaH//glyS//yrdA//norR//yieH//tilS//yagU//pbpC//dnaQ//yeiE//eptC//gmk//kdsC//yidC//cusS//trpE//chbR//xylH//mioC//dcd//pgi//tauC//katG//fimZ//shiA//ygiB//nagK//kup//ydjH//nikD//narG//rplX//pgpC//gmd//potA//yhfK//clsB//hflK//hsdR//tmcA//ydcT//eutA//alaS//cbrA//mdtN//ybdZ//malS//adk//nrdE//chaA//gspI//pgaC//cysM//sbcD//yijO//hslV//rnt//rlmJ//cyoE//gltB//gadA//tesB//ldtE//ydbK//hemN//kgtP//idnD//yhjB//cspI//yccA//cpsB//hemN//cycA//fdnH//rhtC//scpB//lasT//yohD//mdtC//yihW//arnE//mhpD//actP//gpt//pstC//perR//ilvE//glpX//gfcE//treR//lpxM//glmU//mepS//bipA//fruA//ftsX//recR//iscU//pspG//fliL//ytfP//chbF//tusE//hisI//ettA//csrD//lpxB//ynbC//ampG//fucP//csgF//yqaA//yadC//glyA//rimM//phoR//rlmN//pyrG//yhaC//lysS//ygiW//cadB//yabI//ydeT//flhD//paaJ//nupC//selA//ispB//mnmA//cyaA//yjbG//ydiK//zntR//tdcB//yccX//yqaB//ybaT//nrfE//galP//nanS//hsrA//ynfL//tdh//ubiA//yidE//ynaI//ulaD//ansB//rluD//gabT//nirC//preT//aaeA//trxA//dnaN//ymgC//feoC//yidR//uhpA//dinI//zur//idnD//agaD//mdfA//thiH//cysW//pspC//bioF//yahF//uidR//bcp//thyA//dkgB//yggN//ldrB//rsmD//mdtQ//yeiL//nirB//ybiO//hcaR//allS//cobC//obgE//metE//alsE//miaB//waaA//acrB//rhaT//guaA//metC//truB//bioD2//yddG//cyoA//lysS//dnaE//lipB//selU//cysA//yneE//bamA//pinE//asnS//bioP//nth//ybdO//rimI//artJ//dnaN//yciE//dnaN//ydcR//glcC//rhaA//prmC//alsB//dsdC//mzrA//rffG//nadC//fliD//asnS//psuT//thrB//citG//fdoG//ampG//chaA//ggt//cheZ//degP//gabP//tap//yccX//uacT//ybbY//cpoB//yjjV//yadN//glpA//mcbR//mnmA//yafS//lipB//torD//mdtL//tauA//recX//pdxY//livK//speE//kduI//nupG//ygfZ//ldhA//epmC//aas//csgG//osmC//yefM//malX//gstB//ldrA//deoB//iap//mdh//sdaA//rluE//aroF//flgC//phoQ//leuC//nrfF//pflA//rimO//yidL//nikD//yfhH//yciF//yfcG//nikC//fimG//truA//murD//yhdZ//coaD//trxC//frlC//ade//nuoB//fecC//entC//tsaB//lptA//rfbB//pheM//ppx//kdgK//livG//rseB//rmuC//eamA//alsB//frmB//mutH//era//yafS//torY//yjcE//dsdX//yieK//purR//bcsA//paoC//yciH//nrfF//glcC//nirD//pspD//dedD//yhfK//mdfA//yidZ//eptB//envR//waaQ//bioC//yfiF//ydiK//ubiG//bioA//cheW//modB//pepA//hisH//yfaE//rclR//ynjA//hypT//truA//uspC//yehU//rssB//mhpR//fieF//folE//yihV//malQ//nagD//casA//mrdA//nrfE//nagA//cdd//ddpA//trpE//macB//glcC//trxC//gpmM//selB//ravA//treC//cpxP//alaA//alsC//fimG//bglF//pheT//nudC//rseB//folM//gltK//tyrR//rpmF//sgcR//lasT//leuC//cptB//xerD//abgT//treB//htpX//hisM//hypT//slt//yeeJ//artQ//tadA//secE//acrF//fucP//dinQ//exoX//glpX//phoQ//creC//nac//hofN//aroP//ydiQ//yihW//araH//lspA//bioD//frwD//yicJ//ptsN//yieH//rlmF//sodB//sixA//waaA//lgoT//prpB//ivy//cpxP//erfK//galE//alsA//ybdN//narU//yciE//fepE//ibpB//argK//mlaF//cpsB//yghB//iraP//lgoR//malP//rcnA//mepS//yebK//fruK//gcvP//yjeH//lepB//rzoR//hpf//ybaM//rbn//cho//speE//ldrA//rlmL//gntP//fepE//frdA//afuC//mtlD//ychH//apt//udk//narI//mglB//fecB//yjcO//trg//ycjU//narV//ubiX//yihX//mlaC//rspB//nrfE//yciV//nrfG//qseB//ppsA//gudP//ygjH//pstB//tisB//ykgM//fimF//yjhC//yhdJ//yqgB//gspI//yhbQ//mscS//nirD//hrsA//asmA//lsrK//iraP//nadE//znuC//mgtA//argP//dinI//kdsD//fsr//flhE//xapA//bamD//zipA//mdtJ//rimM//tusC//yihS//gcvP//hycI//xanP//ibsD//napB//matP//ldrA//ybaL//slyA//ynhF//rnlA//fliT//gmd//lptE//asnS//glsA2//eptA//fliK//yhjV//ychF//tatA//paaK//dsbC//ychF//fucO//yfbS//rbn//amiA//narX//acrE//allS//iscU//rsmH//rng//rhaM//pspD//murC//narI//yqiG//add//fucP//crl//potH//araE//ybcL//ycdY//malE//deoA//yedL//cmtB//ytfT//umuC//melR//malG//dmsB//aldA//elaA//galP//hemG//rplN//insK//fadM//yihS//ttdT//sohB//ypdC//iscS//ycjW//msrP//mdtF//yagI//add//fdnH//kdgT//fepD//fimZ//kefB//bioC//prmC//artJ//acpS//potA//macB//yrbG//pcnB//yhdW//glnE//nuoL//ascF//chaC//mutL//bdcA//ade//ybjX//trmA//tcyL//mltD//sbmA//glgC//fepD//tdcC//mntH//btuB//feoC//ybiJ//sfsB//fadD//ycjY//gpt//yfaV//hdfR//lysO//fdhD//ldrA//bisC//yfdR//aroA//hslV//ypdA//yqjH//rlmD//opgE//holD//fic//kdpF//thrL//ivbL//yeiG//rhaB//mrcA//rssA//mazF//metE//dxr//yraR//ybhF//ortT//bioD2//mgrB//caiD//rsmE//lapA//rplI//fbp//ydcM//hcaR//caiT//rstB//hflX//nudC//rzpD//mrp//fimH//flgI//ppc//ibaG//fecB//rimI//yfhM//yrdA//ddlA//xisR//yqiJ//phnK//nikD//folC//priA//dnaT//recC//purT//rpe//rfbD//lgoT//caiF//nrfE//rfbB//fimE//sgcB//waaQ//murG//araB//sufS//rlmL//sucC//lgt//nth//cysC//aaeB//artP//prfB//malY//murE//cas1//murJ//ulaE//waaL//rluC//tbpA//clcB//rhmD//yhgH//mdlB//aceB//yahO//mgrB//rpnB//fdoH//lacI//ycdX//mutM//pabC//cytR//bioD//manY//csgG//fimI//rstB//hypB//yeaD//hslO//abgB//uidA//tdcC//borD//opgG//proP//yjhI//rpoD//wecE//ddpA//rplC//cheB//yggF//fadR//pagP//xylR//hemE//glk//psuG//ravA//cecR//cnu//purA//galR//yhcH//yeaV//nikC//kduD//rffM//frr//rpsK//ppiC//rutF//ybhA//pck//yccA//yebZ//gcl//phoU//cobT//napD//ynbD//accC//aroL//bepA//cho//pyrB//sapB//sutR//mfd//prmC//mqsA//glnD//ybiS//entB//trpGD//kdpA//eutK//narK//citX//ynbD//mhpB//bglA//yajL//pepA//cspD//ddlB//rclC//queA//pstB//lacZ//dfp//dgcM//yieF//dhaL//aceA//relE//aaeA//iscR//bsmA//panZ//zraR//shoB//cobT//sgrT//mglB//mdtN//ybcF//minD//dapF//speE//gudX//serC//rzoD//tbpA//dmsB//pdeK//tdk//bcsQ//prmB//aceB//yihW//yhbQ//mtlR//
