#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	flgA//thrL//yedP//fryA//
GO_0061984_6	hldE//
GO_0061985_7	hypE//
GO_0062012_5	rng//yijE//udk//zur//fadD//recA//fabI//cbeA//tmk//atpF//ldtA//
GO_0062013_6	yggF//fecD//degQ//
GO_0062014_6	uspC//hrsA//
GO_0065002_6	hypC//selD//lgoR//rnhB//ltaE//tsx//lysO//tolQ//
GO_0065003_5	speC//yehY//dfp//fhuD//prmA//yafE//epmA//yggW//insH-6//pdeF//entB//glpT//fdx//cyaY//ycgB//arsR//csgE//uvrY//yqhC//glsB//ligA//rmf//waaG//flgA//queE//ispA//trpA//preT//napC//pyrG//aspA//lpxP//ispA//kdpA//sgcC//trpS//pspC//era//pinQ//upp//dicB//atpG//yhdZ//narI//cdgI//waaS//ycdY//ubiH//rpnC//topB//agp//gatA//kduI//lysR//nagA//adhP//yieH//nagK//glpF//nagB//uxaB//slyA//rnlA//gyrB//ihfB//livF//eutD//yqjA//yfcG//ppk//tehB//hdfR//insK//coaD//ydiO//casD//fruK//nrfC//gor//nrdB//hybE//mtfA//trmA//yiaN//rpnD//moaD//sbmA//garD//envY//mhpB//cbeA//rsmD//
GO_0065004_6	nagA//
GO_0065008_3	nrdR//rpmG//yehB//mprA//treF//dsbB//yadI//ydbD//gabD//zinT//rplD//cusF//aidB//ybbW//torI//panF//thrL//kdpE//iscU//fiu//lpxP//cmtB//iscX//mutT//arfB//msrB//hchA//yraN//yidA//baeR//mglC//ydjH//yfaV//dicB//chbG//frlR//ydiP//yhgH//uraA//fdhE//lrp//ubiI//sgrT//acrZ//pheM//ydcP//yjiA//cfa//kefF//ybdN//rseB//hisB//gntP//cmk//zwf//ompT//yegD//acrB//mdtE//manY//btuB//tnaB//mrcA//yfeX//mtlR//pdxK//ydcS//recO//alpA//fliK//aspA//nhaB//ybhD//yidP//nrfG//dnaQ//bhsA//cydC//rpsN//rpsB//hypF//yhaV//ccmG//ybiS//uidA//frdC//clpA//rpsK//ygiV//folD//apt//mepH//rlmA//rutR//sufA//dcuA//moaC//narU//dmsC//ybeQ//rph//nagK//yidQ//cpsG//tolB//mreD//glxK//fdx//yedX//hisC//mntH//rimL//yqiH//eamB//malI//yajD//xthA//paaE//ybgP//panB//curA//gudP//appY//edd//degS//cpoB//ynfF//ygiS//rplF//narZ//yadG//
GO_0065009_3	ybgQ//tolQ//atpH//cysB//cheR//proB//yiaU//lnt//wcaC//yejE//rrrD//csgG//acrA//ortT//cbeA//pstB//yedL//cobU//matP//menH//rssA//gcd//tsx//rpsH//arfA//guaD//allB//stpA//kdsC//atoS//lptF//dhaR//norR//ydeO//dsdC//ypdF//secY//hyaA//astB//yfaV//yfbS//mscM//fimI//ihfA//lhr//metR//qseC//nudC//eamA//yqiH//bamD//emrK//pyrH//nhaR//tyrS//rpsM//rplT//mfd//recG//rpnD//hiuH//fdoI//dsbG//agaI//pstC//rpmF//argC//rpiB//gatC//ygiV//nemA//creC//nac//amiD//glcA//ftsI//kdpF//
GO_0070084_7	mlc//
GO_0070085_3	waaL//cysM//
GO_0070178_5	csgG//
GO_0070201_6	tusD//ivbL//yfdS//
GO_0070206_7	frsA//mepH//tufA//tsf//
GO_0070207_8	lpoA//yghB//mutT//cysW//
GO_0070297_7	glnA//
GO_0070298_8	yjfP//
GO_0070301_6	hpt//arsC//kch//yddM//shoB//rutR//rnr//gudP//murD//mltD//
GO_0070329_5	fadE//yfbV//
GO_0070413_7	yiaT//flgF//
GO_0070415_6	yciT//hisI//
GO_0070417_5	fic//phnH//adiA//rplN//
GO_0070453_7	cusC//
GO_0070475_7	ybfE//hflX//dnaX//nagC//mgsA//csgD//hicB//ydhK//sgcX//glrK//moaC//agaV//proW//hisG//lhr//argC//ybaT//asnC//murJ//
GO_0070476_7	setB//xanQ//
GO_0070482_4	hycA//yhjB//ibsD//yfiR//
GO_0070525_7	pdeH//csgG//lpcA//cobT//
GO_0070574_9	ccmA//mhpD//flhD//lit//
GO_0070581_8	nrfC//
GO_0070588_9	gsiB//
GO_0070589_6	rclR//thiH//dppB//fadM//hflD//glyS//adeQ//phnK//uspC//fetB//hypD//glyS//flhA//guaB//livJ//yqiG//yrbG//cobS//glgA//arnT//frmA//ypjD//ubiD//lepA//fcl//yehX//fis//iscX//cobU//umpG//tig//etp//sad//gutQ//azoR//envY//folC//recX//rtcR//hybD//yjjV//yjhH//alkB//
GO_0070627_10	afuC//
GO_0070646_6	etp//
GO_0070647_7	fabZ//
GO_0070689_6	gltB//yraN//
GO_0070716_8	mcbA//
GO_0070726_5	ompL//mdtQ//
GO_0070727_4	entF//yfeD//cusA//lit//smpB//yeaG//tyrR//blc//fadM//yghW//phoE//rpe//dauA//recG//artJ//tsaB//otsB//
GO_0070778_6	potF//ybfE//
GO_0070838_8	ldtD//bioA//yfbU//fruA//waaF//livK//mglA//pdxY//glnE//frdB//livK//ydeP//lexA//casE//adiC//
GO_0070873_7	frc//glcC//
GO_0070874_7	appY//
GO_0070875_7	mzrA//
GO_0070887_4	mukB//insH-6//mntP//rlmF//glnE//ynaI//atoC//hpt//pnp//acs//rsgA//tdk//rpsS//sstT//hicA//ynfE//tar//mmuP//prkB//ygjK//pphA//tatB//slyD//fixB//crl//evgS//fadB//rzoR//rfe//truD//mltA//rpsK//nadA//ihfA//glgC//waaY//agaR//ygeV//gadW//rpsT//ydaC//ibsA//zapB//mazG//dsbD//mobA//hisM//yjbE//dut//puuC//pepQ//chpS//ssuB//ftnA//ynaI//arnF//cmk//flgM//hdeD//csrD//
GO_0070894_6	grpE//
GO_0070925_5	selU//mrr//hofM//mdlA//priB//sgcR//sapA//sfmC//ydiZ//zapB//
GO_0070930_7	entS//
GO_0070972_7	narV//
GO_0070981_6	cspB//
GO_0070982_5	gcvP//
GO_0070988_3	lsrC//malK//
GO_0070989_4	yjhG//
GO_0071103_6	rlmD//gstA//aroH//gltK//rbbA//thyA//abgA//arnT//mdtI//yidA//upp//ybjL//yiaT//rpmG//potB//csgG//nrdR//envC//purU//
GO_0071139_6	fur//yebC//
GO_0071214_4	rhaA//prpC//eutB//pgaD//rpsQ//tauA//nagD//cmoM//lpxC//ycbU//rnt//insI-1//thrC//acrB//fimF//speE//gcvA//metC//ynfH//xapR//creC//ybiI//gstA//pflB//
GO_0071218_6	purN//
GO_0071229_5	trmD//aaeA//gpr//oppA//flgK//
GO_0071230_6	dinB//
GO_0071236_5	torA//purU//ygfA//shoB//tdcG//ydeO//uraA//serS//mobA//acpH//adiA//yqcC//puuP//tqsA//lit//ybiO//plsX//yneJ//
GO_0071237_6	cspE//dcuB//
GO_0071241_5	panF//rng//ypdB//speC//frmB//phnP//yqeG//lsrG//cadA//hsdM//fadD//cusS//mzrA//yeiG//ebgR//ahpC//ttcA//
GO_0071243_5	entC//
GO_0071248_6	nrdH//rsmD//dtpD//glcD//aceB//yihX//rhaD//tabA//yjbB//bioP//purA//yidD//ycgR//nirC//
GO_0071249_6	ybaM//nuoL//
GO_0071250_6	ybeF//appB//
GO_0071265_5	hdeD//sstT//yieH//cdgI//ydhQ//
GO_0071266_6	gshB//ybiT//
GO_0071267_6	ydjJ//lysR//intS//
GO_0071270_6	opgB//hycA//
GO_0071271_7	ybdZ//ilvM//
GO_0071276_7	paaJ//paaF//
GO_0071280_7	acpP//dgcT//
GO_0071284_7	dcp//
GO_0071286_7	proW//recF//
GO_0071287_7	yiaM//
GO_0071288_7	phoP//sfmH//
GO_0071289_7	ybbN//
GO_0071291_6	alaE//
GO_0071292_7	tusB//recT//
GO_0071294_7	yjjQ//atpE//
GO_0071310_5	satP//cas2//ydhQ//cusA//bioP//mtlD//wza//cmoB//secG//ybeY//ycbU//
GO_0071417_5	ais//hrpA//yidL//
GO_0071421_9	bamE//rssA//waaQ//
GO_0071422_7	gcvR//ypdC//ssuB//
GO_0071423_8	rpmC//
GO_0071453_5	dnaA//nlpA//yfiC//
GO_0071454_5	cspD//rluA//
GO_0071456_5	umuD//
GO_0071467_5	proS//potG//ybiS//ulaR//gutQ//rne//yfdO//nrfA//higA//psuG//malF//
GO_0071468_6	uidC//yqiH//pgpA//yafC//dmsB//rraB//mepM//oxc//rhlE//tig//
GO_0071470_5	wecB//trmB//speE//kefG//mngR//slyD//fumA//rplN//hdfR//yajR//
GO_0071474_6	caiB//glsA2//ybcJ//rffT//
GO_0071478_5	msbA//rfaB//pflA//
GO_0071482_6	phnG//prmB//ackA//
GO_0071483_7	csgF//
GO_0071495_4	yidE//ydiZ//garL//
GO_0071496_4	rpoD//feaR//lspA//chbA//ybcC//radA//wzzE//rnhA//lolE//melB//ubiG//cmtA//yhhZ//metF//yfbV//mltB//ubiH//rnr//emrD//insA-1//ptsG//ypdF//wcaC//kbaZ//gpp//menB//aaeB//uxaC//rmuC//slyA//wecA//rmuC//zipA//nrfD//rrrQ//argO//rihC//glvB//dnaC//ybjN//cpsG//kdgT//uxuA//dapF//yihW//ddlB//insH-5//yfaU//nrdG//agaS//nanE//wzzE//rplN//
GO_0071500_5	yiaA//
GO_0071502_5	asnB//
GO_0071545_6	arsR//pstB//
GO_0071554_3	ispU//rraB//hycA//lpoA//cycA//rplP//ilvM//mqsA//dapD//dapF//folP//yehA//pgk//yhdH//garP//ydhJ//yfeO//trmL//mrdB//mepH//fliK//kdpA//ruvA//
GO_0071555_4	cpsG//lptE//pyrH//yjiX//yaaJ//pabB//dld//cusA//ydiK//asr//agaD//amiA//insA-2//
GO_0071577_9	recB//mreD//lgoR//yjjI//srmB//sutR//lsrD//
GO_0071616_6	yiiD//thiC//
GO_0071702_5	sfsB//mgtL//pgpC//yfdC//gltP//araD//eutB//ybdN//cydC//murB//rcnR//tehB//gudD//paaF//cusC//nuoB//pphA//norV//yedA//ybaK//asr//rsmD//valS//fdhD//lexA//hemD//hyfC//rbsB//recD//cydD//yrbG//nrdE//gatZ//lysS//acrB//adhE//yhgF//folP//flgB//yoaB//rnr//avtA//ycjR//pgaD//mglB//eutR//clcB//helD//slmA//arnF//torZ//prs//eutK//argA//appY//glnE//hemN//selU//mukB//argO//narZ//sapB//aspS//rspB//ldrD//recD//pphB//rfaF//fadK//hisC//otsB//hybF//hcaT//cheB//rutF//rclB//mipA//wcaJ//dusB//ygiS//phoU//dgcM//puuD//pheS//yhdJ//nuoE//pbpG//fdnH//pgm//dusC//araD//glgX//fumB//yfaX//lnt//flgA//yafE//purN//hemA//panC//hofP//panB//ynhF//flgF//ispH//hpf//otsB//kdsA//setA//msrA//sbcC//rlmE//fdoH//abgB//xylH//gatZ//gltI//dtpA//thiL//carB//iraD//ydiZ//ushA//glpG//murG//zapB//mfd//ftsB//pflA//greB//rutD//csiD//ptsN//rraA//murB//cobS//ygcR//yhbO//pdxY//def//proC//rnpA//mipA//ybdO//mscS//yigB//ykgO//cheW//wcaB//trmH//ydaC//selA//tdcA//ycfJ//trpA//guaC//nadK//accA//sgcB//yceK//pheP//hupB//exbD//eutA//hcaT//yfaX//rhmD//spy//waaS//tdcC//ada//caiT//yhdW//gppA//lldR//mhpD//mltD//poxB//nrfB//chpS//ulaD//rusA//gnd//dgoA//lit//ynfH//fdnI//glsA2//uhpT//dgoD//recA//mngR//trmO//narV//yfeX//sgbE//ybiY//sspB//apaH//frlR//tatD//lsrR//wecA//def//rfbX//cysW//glvC//hdfR//sbmC//yhcF//setA//hicB//ynaE//fucK//ndh//mtlD//rclC//mrcB//mltB//yfdK//hemC//lacZ//iraM//uhpT//slyD//gadB//rtcB//ybdM//ykfM//manZ//hda//csrD//ydaC//ykgA//cadB//dapA//sapD//rapA//uxaC//diaA//hicB//cdd//rihA//ypdA//napA//yhjA//rcsF//sdhD//gltL//ridA//pheS//thiG//lptD//fliM//ydhQ//ccmH//rcsD//dgoA//yfiF//dcuB//speG//bglX//mscS//rpmF//copA//cpdA//mlc//fecC//proQ//elaB//psuT//frwD//hinT//sucA//lpxD//lyxK//hrpA//fadI//rlmI//yehB//cysC//puuC//rfaD//yehA//opgH//yaaJ//frlA//greA//yciV//ddlA//yfbU//ecpR//yieE//idnD//ompC//hyi//ycjP//yqeG//rppH//trkA//malP//agaD//cas2//tolA//yfcF//agaW//basR//manX//yidH//yhdJ//pyrH//bioD2//dnaE//pbpG//rluC//cueR//rbbA//infC//sstT//ldtB//rtcB//yeeO//serB//guaD//secY//caiE//yafE//gadW//idnD//tmcA//yajO//melB//csgD//tsx//ogt//pflC//dicA//recQ//ulaG//uspB//lit//yeaD//ydeT//waaJ//nusA//der//potE//artM//mdtN//epd//rutR//ycbV//ortT//mrdB//ibpA//paaX//rpmJ//yeeA//yjbE//rph//argT//cspC//yhcN//insK//hda//ghrB//polA//ydeO//mrdA//hycB//glrR//pstB//leuB//garK//pldB//lptC//ttdB//pitB//cspG//yfaV//yehU//caiT//ghoT//rfaH//ynaI//ybbY//hypE//frlB//dppD//chiP//
GO_0071704_3	argR//yajO//xseA//kdpE//serS//ibsE//waaB//eutR//yhbX//xylG//dicB//insK//mdoD//hybE//ydiB//yegS//fixA//dkgA//idi//yehC//galT//dinB//thiE//aroL//ycjW//csiD//moaD//yfeD//aaeA//glvB//lptE//ydaN//aceB//phnC//dcuB//bioC//cysS//rlmN//yafE//rpsI//mfd//wzzE//rcsD//ppiA//degS//yihL//yahN//tolQ//rarD//dut//rpnD//cpsG//ubiF//dhaM//rseP//yciG//pck//nuoF//hypB//menF//ftsL//dppF//znuA//sgrR//ppiA//fkpB//rpsN//rluF//rimL//nepI//tdcA//gntT//cysU//dkgB//treR//mrp//mepM//argG//mdtK//flgB//ftsE//rpoS//insI4//ychH//rhmR//rihB//baeR//evgA//ybiJ//uidR//fliS//ccmE//ddlA//ydaN//gcvT//waaO//insE-1//fumA//yiiE//lysU//rbsK//lgoR//cheA//tnaA//psuT//ftsN//csgG//rsmB//btuB//pflB//dxr//eco//lsrK//ftsP//gatZ//yeiG//ydcO//rplI//sgcC//yigB//hsdR//insH-5//aceF//hipB//pabC//rpsJ//creC//rplJ//yfcQ//mscK//kefG//plsX//caiT//fis//hsrA//pspA//hofN//aroD//rpoE//ftsZ//argG//thrS//pgm//kdsA//pheP//kdpB//flgM//lptF//uidC//yrfG//yadM//mgtL//yjhP//yicJ//garP//cydB//araH//phnI//setB//pepB//yeeL//ilvB//yagE//sbcD//hemF//dsbB//yihT//ypdA//hisG//soxS//lacY//ompL//gatC//ygfI//chbR//eutN//pdxB//ampD//acrE//zntA//yadK//phnK//nuoM//kefF//ydjJ//mntP//ybiJ//dapD//uspG//plsX//corA//gspF//proX//lpcA//ubiA//trmD//kdpC//bdcA//rnt//proV//gltP//eutK//coaE//ubiA//allB//ftsW//pspA//yajD//guaD//csgF//proP//ibpB//oppD//livK//frwB//rzoD//yhgF//exuR//yiaA//ftsB//nadB//agaA//rutE//xanP//uup//cheR//sxy//cmtA//ycgR//hemB//gpmM//rlmA//pykF//nuoE//yafE//sgcX//intA//apaH//otsB//insA-1//rpmC//yqeF//deoD//fadK//cheY//oppD//cysH//menA//pspF//purN//matP//rnhB//gadA//ilvN//rlmN//yahD//cmtB//yfcG//leuO//macA//trkG//rffC//gadA//glcE//cas3//glxR//hisS//lsrB//waaS//yegD//frsA//carA//rplO//pmbA//ribF//baeR//gcvR//hipB//mraZ//ptsG//hns//insB-4//higA//tdcC//deaD//yheT//yeeA//acpH//ndh//hdeB//gatY//rfaC//alpA//gor//sgbH//ygjH//purL//yafO//mhpA//glgS//csgG//adk//caiD//lptG//uxaB//speE//fliT//frlC//appC//yihU//envC//ldrD//ydeM//poxB//tatC//purC//sufS//yfcA//ybaE//mlaB//sutR//agaV//ydcT//mtnN//atoS//rhmD//rplE//uspF//yqhC//soxS//rpsP//dtpA//hslU//ydeI//yrbG//torD//pabA//uhpB//aes//yghG//dicC//curA//aspS//mdtM//atpH//yehW//cutA//rnhB//alsB//ydjL//hofM//yojI//purA//sufD//eptC//ygeR//ycgB//melA//cas1//ymgF//rnhA//adiC//recC//ffh//nuoB//rplR//lacZ//hyaC//fhuD//cyoE//yqaA//dapD//rpsE//cspA//metF//dsbG//ghoS//yciV//nadC//yphD//ilvE//hemG//rpsO//gudP//rpsA//ispG//ybaL//ydfK//cytR//hdeD//cheB//galS//ybiA//potA//xylB//flgB//ilvB//casB//ilvA//fecB//fucP//iscR//yjhH//lrhA//pabA//fadR//rfbD//fepA//dauA//mdtJ//mdoD//macB//panD//yhdH//grpE//hisI//tdcR//yeeJ//pflA//ribA//adhP//rtcR//ssuA//ompT//rapZ//carB//lysS//nuoI//dinQ//yqiI//narW//hemF//gstA//ivy//ispU//yacG//rseB//dadA//ybcF//ygcO//pta//rffT//rplX//fucI//moaE//hisP//dcuC//murR//yqhC//hisG//dtpD//nuoI//envZ//accD//sgcA//glsA1//purL//dctR//ycjQ//cusF//yjjI//dacD//gmk//ubiJ//hslV//bacA//tauA//yoeB//yqiI//malG//yfdK//gntR//kdgK//tsaB//phoU//ybiO//rbsB//mcrB//ppc//tsaB//lldD//trpL//tdcG//entD//yfdG//cpdB//ibaG//dnaX//phnL//ymfA//cysN//mrdA//yjjW//cheY//mog//yeeA//fadI//elfG//ygiB//lrhA//gcvH//ftsX//exuT//glcB//glsA2//cydD//radD//ybcC//leuS//cheA//rluA//pliG//yijO//yagF//degS//folE//yccX//norW//asnA//cydC//melR//atpE//cpdA//galF//setA//rpsP//tdcR//lsrB//rpsD//bdcA//citX//acrB//mscK//uhpB//paaA//phnO//trmB//flgB//cycA//rsmA//yehZ//gltI//tsaE//pabC//mdtA//fsr//idnK//cysP//yihR//roxA//fumA//uvrC//accA//ddpA//tmcA//sdhB//gltK//ribB//dsbC//bisC//adhP//hcaC//glcD//ybhJ//rluD//rpiB//mcrB//ruvA//yifB//gudD//uvrD//yhjA//tauA//rfaD//tcyJ//ycdX//mzrA//ybaE//ydjJ//wecB//acnB//metF//alsE//yadG//gntT//bdm//crcB//fis//tyrA//rimK//soxS//crp//galT//rplD//eutD//ycjY//casB//cdsA//livM//cydB//torC//garP//yfcQ//aphA//crr//srlD//ung//bssR//waaA//nagB//cysQ//fadI//lldP//casE//erfK//ldcC//yihL//ssuB//agaI//ydcS//yehP//yidZ//kdsB//sutR//yceK//mdoG//potB//yjhG//hofN//xapR//yiiE//pgaC//mukB//truD//ais//agaS//lysR//menE//gatZ//ybeY//arnE//yidR//prc//rluA//menA//lnt//cusA//yafO//afuB//rpoD//yoaA//cpdA//parC//curA//hmp//uxaA//fecD//aceA//folC//ybcF//hpt//mdtM//alpA//rsgA//yecS//afuB//frvR//rpsJ//rpsI//ybbN//lrp//rhlB//purT//yicJ//hisA//rho//pgl//nrdH//nanT//ftsE//talB//fixA//yjcO//ghoT//allB//chaC//fadE//entF//pinE//yphC//yiaL//fliG//ribE//folC//rluC//yqhD//gsiC//acpH//ybiW//rpoA//folP//murI//ydaN//hdfR//cheB//uhpT//rhaT//cusF//ssb//mdtI//frdB//arsB//topAI//ftsY//infB//rpsO//rssA//paaX//ugpE//rapZ//relE//yhfK//rnr//mmuM//rluE//mntR//purN//mglA//moeA//atpE//uspB//gcvH//ispF//copA//bglF//yfaL//rhaA//rnlB//gsiA//ybeQ//ihfA//tcyL//setA//glpT//ascB//yeaD//tonB//ydiB//hypA//ompF//bglF//fliM//garK//narL//cpxA//rraA//oxyR//hycA//focA//yneJ//nei//mhpD//aroA//fucO//spy//dsbD//mdtE//murQ//prfC//ydeP//rpsA//tnaA//sodB//intF//adeP//fryA//ulaC//udk//frdD//uxuR//iscU//csgG//hflK//ompG//arfB//atpG//dsbC//cpsG//rcnA//dacA//mraZ//dinD//erfK//ygbI//yjjU//dicB//ibsE//ppiA//nfi//hipB//frlA//entA//trmO//yefM//cstA//glk//pck//fimA//relB//yidR//gntK//ynhG//yfgO//rof//yceO//yjhI//pheP//ftsY//dtpA//etk//hisG//ftsB//yahI//pinE//acrD//guaB//rfaH//gcvH//dsbG//rmuC//hcaF//mepA//ybhI//ftnA//sutR//nfi//tufA//nagC//mutT//elfG//znuA//sapC//yebK//yphB//narI//mepS//guaD//yqcC//degP//yeaK//rpiA//ubiA//argE//rutA//agaB//sgbH//ggt//dedD//sufD//gshA//yagF//hisP//yadC//insB-4//cspC//kdsC//lysA//hinT//cysC//shiA//roxA//dpiA//lpxB//gltK//yahN//fadM//ibsC//yefM//aroK//priC//metL//nikC//folX//rrrQ//rpsI//pheT//livM//ibsC//ppiD//ygcR//acs//cvpA//yobF//mrdB//hypF//patZ//rsmJ//ubiI//yqeA//recB//rpnA//fepB//bioD//allR//yidE//thiE//ldcC//rclC//ydiK//pyrC//creC//tolB//slmA//rffT//yebQ//hdeA//insI4//insF-1//lsrG//dnaJ//erfK//mpaA//hsrA//nirC//shiA//secM//hinT//yegV//ydhJ//mdtE//cca//uvrY//ansB//alaC//secY//rfbC//cydC//tap//yfeD//yebK//cmoB//cysZ//hemH//mdtQ//murG//tyrR//evgS//opgD//rclA//aspS//rfaC//opgH//yqjH//yefM//setA//lgoR//sodC//gntK//sbmA//aceB//codA//narW//rbsR//glgS//dgcE//kdpB//yfaX//ruvB//rpoS//ligA//syd//deoR//mltC//rho//gntK//uhpA//potB//chpB//secD//uvrB//fetB//dnaA//gltS//dapB//lolC//efeO//emrD//coaA//hyfA//clsA//rhsD//mcbA//tktA//pepA//ccmA//acpH//gabP//leuS//setA//ypdB//ssuD//yafQ//ybiX//dppD//ansB//rpsJ//phnC//fbaA//narZ//speC//fryC//rsmF//cydD//hflK//sucB//cbl//selA//galT//rlmA//ygfZ//gcvP//dgcF//fieF//dcuD//bioD1//macA//ilvL//sufC//galR//galS//hns//ydfG//yidR//yeeL//dinJ//umpH//nudF//ribA//ligB//yeaV//icd//cnu//yqaE//fadB//codA//aphA//yihL//hslU//yajR//polB//hokB//ribA//dtd//tbpA//ygcR//sgbE//yhaC//yieE//yfdO//intF//sbmC//csgB//fis//aroB//ycaO//yrbG//yihP//recE//murQ//cydB//dadA//treR//ygeR//hdfR//srlA//yibF//rsmA//xylR//cobC//hslU//glnQ//uup//ybeQ//glnE//mscK//ppiD//treR//livG//yagU//trmB//opgH//napA//rhaT//yahI//uhpA//kduD//yeaD//lolB//azoR//rlmH//rsuA//agp//grxD//pntA//pgl//hslU//ansA//wecA//glyS//glk//murA//ubiA//fabH//rsmF//cysC//ypdC//uvrY//fimI//astB//truA//rfaE//xanP//frdC//moaD//yciT//yebZ//ydhC//thiD//rhaB//yebQ//exbD//intA//sstT//cspI//fepD//adiA//ulaB//metE//sodA//agaI//prpC//yfgO//nimT//ycgB//malG//fucI//csiR//ldtA//sbcD//purC//fryB//pdxB//dicC//map//flgD//yiaF//setB//pck//thrA//yfgJ//moaC//gatB//intE//amiB//pyrB//mdtN//hfq//lsrK//dsdA//yaaU//kdsB//hycA//argR//yihR//hemB//mgrB//mgsA//rfaF//trmL//cyoE//yqjI//yjjV//mngR//yjbB//hexR//yihW//uxaC//bioA//yphB//cysG//rluA//ybiS//arnD//secE//ybhA//pdeK//hipB//cas1//lsrB//cpsB//adhP//zapE//rcsD//fucO//hflX//ppx//xanP//argK//envC//fliS//tolC//mgsA//aaeA//cmoA//prs//yafS//mutM//fumC//tauB//oppB//tig//mmuP//lpxM//purN//chpB//phnK//mtlD//tar//yjbB//uhpC//otsA//yjfP//lpoA//opgH//ybiW//lasT//yibA//ppiC//wbbK//mcbR//hycI//agaI//nuoM//dgkA//arcC//hybD//fabB//hupB//phnI//mcrB//hisS//tusC//yqiJ//dtpD//smrA//rlmJ//gabD//glgA//feaB//lepB//infC//yieF//abgB//murB//yraR//blc//atpA//potC//glmU//cheA//ortT//oxc//yhdX//ybiY//ridA//bioH//yibT//ybaL//baeS//nfi//rsmE//zitB//nth//secE//focB//cobU//cobC//yhbX//mgrB//rutC//eamB//hyfC//def//diaA//tpiA//chbC//radA//yahD//eutK//dsbB//hemB//tehA//hsdM//mutT//trpR//dsbA//asnA//kdsA//treA//ulaR//rffH//dbpA//cysK//intF//ygjR//pheT//crl//narJ//yhjX//sutR//ydeT//rhtC//uxaA//atoC//yecS//yidQ//kbaZ//patD//topB//entF//phnP//malZ//rhlE//ygeV//ycgR//ypdI//yihT//cheY//yjtD//yddL//hcaF//appC//rplW//waaF//ilvB//clsB//plsC//ftsX//cheA//yfcA//yadC//rsmH//yhaO//yagF//ushA//fbaA//agaR//ldtB//tcyP//tatA//yccS//yceD//emrK//gcvH//mltC//mutH//pgk//chpB//bcsA//yidZ//dppA//yahF//yjfP//priC//mdtD//hprS//citC//etk//srkA//trpD//ravA//rhoL//ftsL//rfaH//araH//sdhB//atpC//greA//entS//phnH//ulaB//mltF//pgrR//scpB//fepE//oppD//csdE//yqaA//murI//diaA//glxK//ygeA//aas//cvpA//yegV//dtpB//waaF//mutH//dtpD//fixC//gatB//ytfT//gsiA//yihP//psd//pgsA//ydcI//radA//rpoS//dgkA//cheZ//gntP//waaS//sufC//yihR//ompR//ybjI//folD//glcC//intZ//garL//atoS//gltI//argB//ybiX//yciT//ynbB//paaX//apaH//yhcN//tdk//rclB//yeeA//ybhD//bioP//glcE//pabA//guaB//ybdO//gatY//frwB//erpA//yieK//fumC//minD//fdhD//tag//iscA//gloA//gloB//ivy//hisS//rhtB//ldtC//rplS//yfiE//eutK//ytfP//cutC//pdhR//mglC//hisH//sucC//purL//galF//treC//panZ//osmF//ptsH//aspS//manY//cptB//rpmC//yfdO//ubiB//yfhM//mgtL//ydfD//pheP//mhpD//tesB//bioC//greB//waaB//menI//nagA//kdsB//tabA//ompC//sufA//sgcC//yihR//hemD//fliG//wzzE//recQ//cysZ//rplC//menF//cra//rne//alsC//msrC//pflC//proX//cusA//potE//trpE//trpR//yafQ//emrY//aas//fre//atpD//mog//holA//yidR//ycjW//yfhH//holE//sapF//intA//dsbB//hemL//yghU//coaE//glpF//ybhJ//ydcM//rnc//lysA//narP//malK//aphA//fliL//frmB//uhpB//lpoA//yfeW//sdhA//iscS//dapF//nuoI//arfB//lysS//rsmH//dgcJ//yraI//clcA//tatA//fsr//argC//tisB//tisB//adhE//lgoT//yhbX//fkpB//yieF//ygjR//pitA//ftsA//lysP//hypD//fliL//folX//mepA//rpnC//zapE//hns//hypF//thiD//uidC//eutR//dsdX//mnmC//cas2//gadX//rplE//ypdI//dppF//rusA//fimI//ppsA//nagK//insB-4//caiE//mrp//mglB//norV//ydhQ//hybA//sucB//carB//cra//ydiK//def//uspB//ybdG//abgT//lpxH//pliG//agp//eamB//nuoI//phoP//moeA//ompN//caiT//sanA//gspJ//cysD//gapC//
