#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	rfaE//mdtM//setC//paaB//
GO_0098869_4	secB//menH//phnP//flgF//yjhH//xisR//yhjV//purD//gudX//cho//murR//csdE//shiA//cspB//mhpA//tilS//nlpI//hcaD//fliL//ubiX//mltD//dbpA//
GO_0099046_5	yggE//yhfS//
GO_0099116_10	rplK//
GO_0099131_7	metR//
GO_0099132_7	atoB//insE-1//lolB//rutC//sucB//scpB//cysH//prmB//actP//yeaD//menD//gatD//ugd//yfiE//rsmD//arsB//mhpB//pphA//fetA//groL//atoS//trmH//erpA//
GO_0099133_8	bfr//galM//livG//ydfG//valS//dapA//ybbN//rsmB//ccmG//motA//fdnG//tauC//pabC//seqA//hiuH//mdtP//umuD//ycaO//ytfQ//mngR//
GO_0099587_7	tatB//ltaE//
GO_0101030_8	glnE//
GO_0104004_4	rcnR//yahN//tesB//epmA//garP//rpmE//fadB//mcrB//ettA//rutB//pitA//malF//ldrA//ulaB//selA//eco//fdnH//xdhB//paaC//malX//atoS//tktA//nusG//glrR//
GO_0110017_7	nadE//
GO_0110095_4	ybaT//yieL//
GO_0140115_6	secF//agaC//menA//gcvP//mlaD//
GO_1900190_5	pgpC//ftnB//btuC//queF//mdaB//mdlA//comR//dapD//mnmC//rpoD//ppc//caiF//fepE//
GO_1900191_6	rhlE//rseP//rpmJ//ydgA//
GO_1900192_6	trpD//ybfA//
GO_1900231_6	relB//cof//yjhP//mqsA//nuoE//
GO_1900232_7	ispH//fis//atpE//
GO_1900233_7	pgaB//
GO_1900371_8	aroP//
GO_1900372_9	tusB//
GO_1900376_6	birA//hycI//ygfZ//
GO_1900377_7	lsrB//
GO_1900378_7	csgB//
GO_1900542_7	fdx//
GO_1900543_8	yfjR//
GO_1900704_7	manZ//
GO_1900705_8	nikB//
GO_1900725_7	yhjX//
GO_1900727_8	hslV//
GO_1900749_6	mipA//
GO_1900751_9	yiaT//
GO_1900866_6	setC//
GO_1901068_8	ghoT//ypdA//ftsI//lsrK//smpB//nac//oxc//arcA//atpF//ribF//rffG//
GO_1901069_9	ppc//
GO_1901070_9	rfaF//aspS//mdtF//yqaA//
GO_1901071_6	atpH//yahD//hypB//paaX//ypdB//
GO_1901072_7	yidQ//mak//ulaG//mglC//
GO_1901135_4	insF-1//cysG//clsB//thrB//pbpC//kdgR//hypF//dapF//aroK//cysQ//oppA//arfB//ddpA//chbB//degP//yohC//nemR//apt//acnA//cspC//secB//araH//macB//pgaB//ydfH//yiaN//flgH//rhaR//ugpC//pheM//infB//tusC//dsdA//queD//sodB//ycfH//cbeA//yihQ//ydeP//chbF//thiL//ulaG//pheA//speG//glxR//comR//ubiH//ubiJ//pspG//ahpC//glmS//glrR//lptD//hemL//sfmA//fadD//recG//dmsB//ilvN//ssuE//yhaJ//nanT//malZ//recO//psuG//phoP//cas3//appY//manY//aaeA//xylE//cdaR//bioF//yidK//dfp//radA//rssA//lysA//ynhG//speF//cusF//yahK//gshB//dinI//dtpD//nrdE//ccmE//fliG//rfaF//bamC//uspB//ykgM//yiaM//rpoA//flgH//murF//bglA//pck//abgB//hcaD//argK//gutQ//tamA//ddpA//menC//yihR//gspF//yehZ//rfaG//mngA//ttdA//wzzE//rpiA//sixA//ccmF//atpA//ybhA//ascB//csrA//fliT//bioF//mdtO//trg//rplE//yhdX//rzpD//ybjI//pdxB//dsdC//rarA//yhjG//glcE//tamA//lpoA//hypC//serC//yedP//yibH//yhbO//amyA//xthA//ushA//treF//pdeF//yjgX//serC//sapA//ydeM//edd//gsiA//rpmE//trpR//puuC//hisS//ffh//appA//cutA//argG//npr//xisR//relE//ompR//purF//lptC//araC//yebC//yhjA//rplQ//qseC//xerC//ptsH//arnT//potA//glsA1//tusE//pntB//waaF//gph//ligB//tdcB//putA//rpmE//tusE//yfbV//yafN//helD//frr//ynbB//clpP//ptsN//entE//uraA//frdA//cysM//yneL//citE//glgS//rpoH//fabI//bglJ//narQ//hofC//tamA//fdhF//kdsC//hycI//argI//murR//treR//betI//ldtB//frdB//rcsB//truD//betT//mngA//insI1//oxyR//acpT//gltX//srlE//sufD//ygjR//oppB//phnL//ssuD//hisF//rimP//dsdC//potG//yebQ//aidB//ttdT//dxr//xapA//ybiT//tpiA//rcsB//rffH//flgA//yejB//hofO//xdhB//rplX//cysK//malK//rclA//satP//gyrB//holB//ygbL//pdhR//waaS//rlmH//ydeP//yidD//glmS//yhjC//mdtJ//yqeA//hflX//tsx//lldR//malS//recO//lacI//fadR//yfcQ//
GO_1901136_5	intZ//rbn//gcd//rplC//yccA//nadC//recN//rimM//prs//dnaN//rplA//pepQ//hscB//allC//sfmF//yagG//yegT//pheM//hscC//rplO//sfmC//tyrB//ssuC//ftsE//nirC//cyoC//glgA//grxD//yjbF//radD//ilvB//cysD//fnr//ilvL//uxaA//mmuP//rplF//dinD//ettA//holC//phnK//rarD//ykgF//puuR//speC//epmB//dsbC//rbsK//rpsJ//gabP//garD//gntP//
GO_1901137_5	ymjB//fdoI//ygfI//rhaD//fadR//citE//yieF//glxR//glpF//blc//yebG//fdoH//panE//qseB//rpsH//clcA//cpsG//groL//lpoB//amtB//phoR//rfaG//barA//tadA//adiA//thiD//coaE//sfmD//waaU//yqhD//mprA//hybD//glcF//galE//ydjJ//patZ//gsiA//ribE//glrK//hexR//nagC//frsA//uraA//mraY//cyaA//rpiB//tdk//ybjN//csgA//rluB//efp//ydfD//rihA//yqaB//cobT//aroP//arfB//bluF//yqhD//bioH//ypdF//deaD//hisD//kch//fetB//fimC//garK//fliS//caiF//yciF//yehX//rbsK//gcl//rutA//gspJ//hcaE//prpB//ldtB//dxr//tdcE//miaA//btuC//hdeB//elbB//ssuB//mlaF//potC//cysS//prpB//hybA//flgJ//xylE//narG//livK//tatC//cof//ribB//ddlA//sspB//sufE//rssA//yqeA//glmM//cheY//narY//yggP//rimI//ppx//rutA//ytfP//thiQ//dgoA//casA//hybG//sgcX//yiiE//fadK//idnK//thiC//marR//rffM//hisD//cas1//ampD//rlmL//sseA//ygeA//yadK//birA//yegT//araC//caiB//fixB//cyaY//putP//rlmC//dtpA//smpB//hsrA//lysU//mdtD//hscB//ygaZ//folE//yecS//rpsL//yibT//potD//mgrB//purR//dsbC//ydcM//pdeL//fieF//thrS//ulaD//kdgT//rlmC//ibsA//
GO_1901159_6	menH//yaiW//hybB//
GO_1901160_5	ccmC//msrQ//glpC//
GO_1901161_6	flhE//viaA//sgbU//
GO_1901260_9	ydiB//
GO_1901264_6	sapC//rpe//hofO//yehP//ghoS//bepA//hyaC//yagG//yghO//rpsB//xseB//dhaK//dsdX//flgE//ymgA//cobU//ydiZ//yggE//copA//cvrA//ybjG//ddlA//fhuC//appB//aceF//trkG//glyS//fcl//cdaR//cecR//hicA//mepS//yihL//maoP//rhaB//aes//yoeB//nadC//glpT//rsmF//mog//mfd//mutS//mutY//
GO_1901269_5	hicB//yacG//pepB//yeiG//uidC//rnr//ybhI//scpC//glgA//trpGD//ypdB//glmU//
GO_1901271_6	vsr//cspA//secE//djlC//adiC//wecA//hemL//gspF//torR//fliM//yddL//nanS//
GO_1901275_3	gltB//
GO_1901281_6	casB//
GO_1901292_6	cysZ//yidA//fhuD//zapB//gcvH//eptB//tcyJ//puuR//groL//cobS//gpmA//eutK//gspE//nrdE//moeB//hsrA//dsdA//hflC//hokB//secG//sfmD//elaB//cmoM//yraN//sodA//mntS//orn//hisC//rpoE//flhA//fadM//yqiJ//
GO_1901293_6	dnaX//yidE//pfkA//melB//csiR//rtcB//lplA//rclB//dtpD//hisD//fieF//poxB//yiiD//yqjI//gdhA//frvR//rpmB//dicA//nusG//hisQ//flgC//sgcC//dapA//acnA//rmf//envY//ugd//rapA//ibsB//gpt//dcm//nrdI//yecS//kdpB//yeaE//fabA//ydiR//fkpB//yecS//insH-5//clsA//prpR//sspB//yhjA//purT//yiaT//rpmF//patZ//lsrA//rplS//rplI//purF//yadG//sdhD//fabZ//cobU//menI//yfcP//fpr//prpB//yciT//dicA//coaD//rplY//moaB//rlmN//argD//ychF//csdE//elfG//betT//ulaC//yobF//perR//yphB//
GO_1901360_4	yhjD//yidA//secE//feaR//yddG//cysD//mfd//pspG//gmhB//sdaA//tusC//edd//secB//oppF//bamC//rrrQ//fadE//bamB//dinG//ypdB//chbF//hybG//ulaD//sgcX//rmuC//rplL//nrdI//yfaV//gsiC//aas//acrZ//agp//bglX//aroG//hdeD//agaR//lsrR//caiE//flgK//waaZ//codB//phoE//mdlA//fadE//mug//dapA//crr//cyaY//hofC//csrD//srlA//hemD//glgA//ydcT//alpA//wecB//phnI//dinD//fepA//tusB//ispH//btuD//betI//cheY//yjiR//dgcT//ybhJ//yiaB//ynfK//frsA//insB-2//wcaC//hipB//ampE//ftsE//cpsG//nuoH//ftnA//ais//puuA//carB//sapA//yebG//yraH//glnP//argF//tabA//ybfA//fumC//yhhY//iscX//torD//yfgO//malZ//dppB//mnmC//yjfF//mglA//aroE//sdaA//cusA//pdxH//marA//rclR//proV//metN//phnN//yoaB//hycB//rffH//yhdX//yqgF//efeO//yjbF//hybG//fruK//msrA//yegT//rhaB//argI//stpA//murP//higA//ybjC//yeaD//fes//proS//purC//srlA//rtcR//yeeL//yqjA//pdeF//glxR//tadA//rfaF//manZ//sgrR//pspF//bioB//ftsX//dgcZ//rrrD//sfsB//nrfD//pntA//eutD//groS//djlC//murJ//nagB//rusA//fabA//dgcZ//hslR//abpA//ridA//argR//aceF//yrbG//araE//surE//yjaA//ldhA//yqjH//yajL//mdtC//erfK//tnaB//sodA//efp//yafS//dcuA//fkpB//entF//fhuF//idnT//yadG//tolQ//hyfC//mhpD//nagB//dcuD//fdrA//rpsE//hemD//yhgF//gor//yjbH//rseC//soxR//cysC//xseB//rplB//rclB//elfA//intS//csgF//znuB//tauD//yjiY//cheB//nhaA//mcrA//skp//rnlA//rna//rpmJ//hsrA//puuD//nupG//cueR//narY//caiE//iraM//yajD//hemD//ansA//asnB//mgtL//galP//wzyE//mqsA//ompN//phoU//yfiC//ebgR//ydcR//mgtL//yihT//sthA//rplC//fadJ//yidP//potC//rof//cdd//lacZ//ytfT//ptsI//rpsS//fepE//yfjR//rpsK//patZ//malK//bamB//yceO//dxr//bssS//insI3//yphF//ubiG//sucC//fdoI//yhcH//yegV//yjhI//btuF//yfcR//thiH//treF//fucP//ihfA//glxK//yigB//yeaV//lsrR//intS//thyA//rfaB//yehU//tmk//dpiA//sbcD//panZ//ulaC//ubiH//sfmD//pabC//opgB//metN//mnaT//galT//ftsY//ppsA//umpG//yedP//ftsL//rimI//garR//pth//gmd//ydeE//aceA//uhpC//ispG//rpsP//ygeR//yfcP//rpmJ//yihT//fadK//tktB//truC//ompN//argO//gcvT//ribC//gshA//intF//lolA//puuB//ydcI//yehD//rpiB//gspI//malI//zipA//purN//htrE//secF//ydcO//sgbH//ychH//ybcM//rplJ//zitB//oppD//ompL//pyrF//fepA//kdgR//msbA//treR//nrfD//ybiV//xisE//waaJ//wecA//flhD//ygeR//mreC//glcE//cysA//fpr//cynT//paaZ//rpoA//kch//ybcJ//mdtL//yfbV//mgsA//atoS//pta//atpC//yggW//frr//hybF//yejE//ycgV//trpD//aroL//yohD//nikD//lit//mtgA//ndk//pheS//lolA//deoR//rihC//dctR//ldrA//prfC//ariR//rsuA//rpmJ//hisS//yhaM//prmC//dcp//arcC//mazF//nemA//yihL//rsmG//prpR//ruvC//speF//tyrB//lapA//tisB//yfjV//oppB//mgrB//gcvA//metQ//yaiP//mazG//yjhP//pdeK//lexA//ulaF//flhA//mscL//gudD//cspE//sgcB//sgcB//araH//ppsR//trpL//ycjQ//phnI//udk//argF//agaW//yajO//murJ//mdtE//tdcC//rplT//nanS//artQ//yjhC//yaaU//mglA//fadJ//fliD//rihA//yfiC//glpG//selD//dcuA//fabB//acrR//rnc//ybjN//dsdA//nrfD//cbrC//cusR//tdcR//zraS//marA//rluD//dnaA//pgm//pdeR//ydiF//queE//nirB//potG//der//lysU//ydgA//malZ//dsbC//ytfQ//rihB//hcaR//ivbL//perR//yedP//aphA//efp//uacT//yfcP//ihfB//rplQ//otsB//ispA//pgpC//tnaC//rutD//prfB//pdxK//glsA//argE//sad//gluQ//recC//galT//rpiA//mepS//yajQ//queD//envR//yciF//patA//marA//recN//rplB//ycfL//purF//yddA//yfeW//rtcB//ratA//yadK//tcyP//ygbM//mliC//arnE//pncB//ileS//argK//dcp//pheP//parC//fryA//yhhT//tamA//frdD//waaH//ybiV//yidA//yfbV//rraB//yqjH//dmlR//yojI//dsbD//ampH//mdtL//ydiF//lasT//metQ//citE//baeS//acrE//phnC//fabI//gmhB//yqaE//pepQ//ftsP//lacI//mutH//ftsB//gldA//yqcG//zupT//gltP//ilvN//pheA//sdhC//dicA//yrbG//yibT//leuO//kup//gatB//ybdG//amiB//yciE//cpoB//rplQ//infB//arsB//ibsB//cirA//wzzB//ymgF//yggD//nepI//nupC//trg//yedX//yfcU//ybhP//cspB//rplM//cpxR//argB//bepA//accA//rhaA//gatZ//fimC//ytfE//flgK//ubiD//purL//rbbA//pitB//mak//citE//mdaB//ycjR//nagE//agaR//dhaK//glsB//mdtJ//yfgJ//yhjA//gcd//yjhB//yhjX//glcD//hyfC//cpxR//zupT//metE//msrQ//asnA//groL//yqgF//adk//thrL//ymgC//cusB//norR//ydcZ//ybhR//narV//yiiD//zapC//torC//narH//narG//ubiX//rlmE//yehX//glcE//nemR//tdcA//atpA//yegS//fixB//panE//yqaE//cedA//dapB//rodZ//tauB//selA//nlpD//rpmG//ygeW//ppiC//mobA//cpxR//recD//ygfI//frdD//tusE//pheA//pheA//ydhJ//yjiA//hycI//fabR//nadK//speA//lapA//yhjA//potI//setB//garD//dnaN//mdtC//waaZ//ispH//sapD//yadC//rpsM//betI//tktA//yccA//kefC//lolA//lptC//cysG//sufA//prc//lapA//yhjG//ybiX//dpiB//hybC//lacZ//ychF//hslJ//ilvC//rbn//zntA//flhC//pepT//purD//yoaA//gyrA//thyA//potA//alkB//atpD//gcl//iap//elfC//folC//rfbC//fic//fimZ//ompA//fucA//rpsM//gloC//ygbM//murP//nagZ//vsr//yadV//pmbA//ttdB//ivy//phnI//sppA//ompA//nusG//nupC//nupG//mqsA//sapB//leuE//mltG//ubiX//ybiT//hybF//zur//yneE//ibsD//cysN//ilvA//gltX//xylH//iscR//kgtP//dld//glgA//yaaY//yhiM//decR//clpA//mnmG//yqiJ//galR//nuoB//yhgH//hcaC//ibaG//serB//wcaC//aceF//yjiY//rdgC//mntP//lptA//livF//flhE//cysE//ydeT//dacD//
GO_1901361_5	dut//lepB//aslB//waaU//chbG//ftnA//glsA2//speG//livF//yaiV//plsC//rbfA//trmA//ahr//raiA//mngR//cvrA//ubiF//intS//yaaU//frlC//adeQ//poxB//rutR//spoT//caiF//yidE//yheT//yagJ//hscC//serC//glvB//mtlR//actP//znuA//ldrD//glgX//yadN//waaZ//queG//ugpC//atpE//sstT//cobB//ypdC//hisC//potI//tqsA//baeR//proC//rclC//ybcJ//dtd//serC//cysP//ccmA//gloC//rnr//ynaE//yfbU//ybgI//pncB//gloB//preT//pykA//fdhE//opgB//flgM//tsaC//cspG//pabA//appA//flhE//glvC//glnQ//dacB//uup//eutA//lsrC//yggF//rplC//sbcC//recB//araG//slyA//solA//pyrH//livK//tolR//aroK//mrcB//yghO//syd//adk//gatB//entF//nagE//argF//rspB//yaaY//hflK//ycjY//yjjW//tolA//paaZ//iraP//ybbY//flgE//alsE//kdgR//hdeA//ygcO//glgS//ssuA//nirC//metL//prfC//gsiD//tnaA//nrdB//ybaE//rluF//fic//ulaD//ydcR//mscK//
GO_1901362_5	hemH//malP//dbpA//nepI//rplY//metB//yfaE//eptA//tolC//rfaC//nusA//yjbG//elaA//aqpZ//ribC//puuB//ompF//murJ//agaI//caiB//ykfI//lpoA//diaA//sanA//acnB//polA//yfcV//trkG//fliS//folX//argP//hycA//gatY//cyoD//yihW//ybhF//ulaG//ubiF//glpK//aldA//gudX//sad//yheT//wcaJ//trpR//lolC//gcvH//ompT//uxuR//yjgX//malG//corA//mrr//dgcE//artP//ynjA//yjtD//rihB//gltL//metQ//fliZ//ynhF//aroC//thrC//recG//fadD//degS//cho//msrQ//lolC//aroP//uspB//lptF//malG//deoA//yjiA//cheB//pyrB//ybhP//codA//solA//yqaA//rclR//ubiH//xanP//moaE//rpsK//bglB//yfgJ//hdeB//eutA//ompL//hisA//adhP//osmY//endA//rplB//arcC//ascF//pdxY//narZ//gabT//murI//flhD//pnuC//tktB//deoR//umpH//paaD//livJ//prpC//decR//adiC//yhaO//cpdA//nanE//btuE//sppA//opgC//mgsA//mdaB//kbaY//speF//panE//fabZ//poxB//menD//insB-4//kch//ybgI//dfp//ydcR//dinJ//yhaO//ydjM//fadH//pflB//tusE//soxR//appY//mcbR//yidH//yigB//araH//ghrB//arnB//cysD//rutR//allS//speD//hyfA//pheT//fruK//glnE//mqsR//rclR//prs//chaC//trkH//ydjE//ybgP//dgoA//fdhF//argF//fadI//aceF//tcyP//sodA//mnmA//cyoE//ubiG//gsiC//murJ//lnt//yiaL//recR//mhpD//mltA//mdtK//araE//pdxY//clpX//fliG//yhbS//hscB//era//ccmH//etp//nuoM//ycdY//ydcR//recR//dinQ//rpsB//rsgA//mgtA//fdnH//apt//livJ//yihQ//arcB//mhpC//glnQ//yhaO//flgF//ackA//zraS//srlA//mocA//coaA//yfeO//ccmD//mdoD//carA//gapA//rhtB//zapB//nlpA//pgpB//arnF//sstT//hcaD//tamA//manZ//fau//serC//chaC//mtfA//nadK//tnaA//dgoT//waaF//rseB//pta//araH//narK//holE//yihL//ilvC//rutB//hpt//relA//hybC//uacT//sspA//cedA//alpA//agaV//hofQ//dctA//rplT//gshB//cbrA//sfmC//fadJ//yahB//chbR//yafN//yobF//rplY//pepQ//ratA//mdtC//syd//ybcQ//ompA//rdgC//miaA//mhpA//hprS//fabZ//nrdE//macB//ibsE//acrD//yraH//groL//ybiJ//elfC//yceD//cpoB//mdtG//dhaL//yhcH//nadB//sufA//mntR//leuA//ispG//guaC//yeeJ//rzoR//acrB//rlmN//hybE//aes//hscA//treA//ppk//cmoA//nikD//yadC//norV//rpoE//yaiV//evgA//cvrA//fliG//rlmH//nadK//hyi//apt//pgpA//rcsB//yhaV//cysU//yhhY//ssuB//hprR//mglA//yidD//greA//mgsA//yfgO//ycaN//fiu//ydfG//tdcE//rraA//ptsN//ybaK//ydiO//btuR//atpA//cobU//wzzB//xseA//phnN//rssA//argS//sapF//setC//malI//manY//ybaO//phnI//nrdA//yddG//tcdA//agaV//rffH//ybiY//pabC//yhjA//bcsA//zapD//ygeX//gsiA//dnaX//purU//gsiD//prlF//ribD//plaP//mntP//prpR//nrfE//yneE//cheZ//phoU//hslO//xapB//pgaD//yfcP//lysR//surE//treR//tatD//btuE//nhaA//rbsD//aslB//ldtB//
GO_1901367_6	yhjR//mscM//
GO_1901401_6	sgcA//
GO_1901422_5	fepG//speF//emrK//
GO_1901440_4	kgtP//
GO_1901441_5	hsdR//
GO_1901463_7	nagC//
GO_1901530_5	csiD//panD//lysC//cpxA//
GO_1901562_5	dsdC//
GO_1901564_4	yibF//ilvD//rfbB//potE//thiC//ogrK//hisD//clpS//tktB//nuoH//gltD//artI//yaiP//yhbO//pfkA//smrA//yjiQ//patA//rimL//tufA//casB//yaaY//nuoN//fepC//thiM//mdtE//ybeF//lgoT//fdhD//hsrA//yehA//yegD//nhaR//yfaE//phoP//yqjA//rpsA//torS//cirA//tas//msrQ//ftp//dbpA//yedP//treA//aer//ldtD//pspF//tusC//tolC//fucI//mdtC//tufB//ycgR//insB-2//bdm//hycH//yfgO//acrR//proB//ygjR//cas3//lysS//ypdB//chbA//yahK//wzzE//rbsB//malP//rlmM//yfiC//poxB//cpdA//yggX//sbp//dedD//yhbX//rlmD//nagK//mlaC//yjjW//envC//rsmJ//wcaJ//malK//alkA//trkG//ubiB//kdpE//yhdX//yohC//ygeR//proX//recT//sodC//idnT//gltX//rlmA//acrE//ygbL//atpA//rapA//lpxC//bluR//mltG//iraP//fsr//otsA//prmA//insI3//uvrC//gadX//zntA//rrrD//insB-2//secA//queD//yqcG//gpr//ibsB//rpmE//yfgJ//dcuS//hchA//pheA//holA//bcsQ//mlc//bioD1//dinG//tnaA//rzoR//moeB//ynfK//tusA//ugpE//pliG//pcnB//yhjB//yfgJ//dicB//ftsW//kduD//yebS//bamB//elbB//rraA//cydD//lapA//yfcG//rplB//zupT//sodC//hyfF//yhbQ//yihI//mraY//glpX//ompF//pcm//yeaG//mgrB//nagE//csrD//deaD//dhaR//tmcA//mltG//pbpC//xapR//rlmE//ypdC//ydcM//tolQ//rfbC//tsaD//yehY//araF//hofN//purA//alpA//uidR//ttcA//dgoD//nuoE//yjfF//mobA//nanE//purC//aroL//bioB//uraA//aspA//grpE//paaC//ilvB//idnD//hybF//lasT//topAI//ydeT//kdgK//ftnA//ybaQ//norW//yihP//cbrA//emrB//hypA//waaL//frvA//fucP//btuB//hldE//fadE//intQ//rsmJ//tolB//ybfE//paaE//glsA1//wbbK//fhlA//ccmE//sdiA//waaF//msrB//rpsD//hns//yiaM//rbsA//aceA//kilR//hdfR//uspF//acpT//waaZ//yadV//aroH//lspA//speC//rlpA//sapD//clsA//yhbO//codB//sgcX//yadI//torC//rplY//recT//speC//sgcE//fixA//rlmC//ybaK//modB//sufC//nrfF//yidQ//msrA//nrdH//cra//cydA//yfcV//glcF//glnS//norR//waaC//rfbB//flgH//yceO//lysP//nfsB//intZ//proQ//dcuB//ftsW//ybfE//yadV//fkpB//hemN//yjbF//pgsA//alsC//yfcA//xylF//tsaE//yjjB//ynhG//yghB//bamE//degS//mutT//atpA//infB//ghoT//ung//gdhA//wzc//cvpA//uxaC//srmB//nrdB//hxpB//rffH//btuE//tisB//lysU//ssuB//gyrB//trkH//ruvA//trpD//agaW//kdpB//rlmJ//frvR//yiaA//djlC//insH-5//yidR//murC//yjjI//cyoC//copA//glgS//lacI//ydcM//ymjB//yjbB//msrP//sspA//yraK//artJ//ycjQ//uidA//bioB//gpmA//ligB//bolA//cysD//tar//pmbA//sgrT//sdhB//mntS//yggE//uraA//elaD//emrK//yfhM//narL//recF//yceO//ybaO//nupC//yfcG//allC//ilvN//nrfB//pdxY//prlC//rspB//yccS//hisG//mrdA//kch//ybaQ//wbbK//gyrB//maa//rhaT//trpS//rhsD//baeS//ynjA//acrF//bamE//emrB//bisC//flgA//tnaA//wza//lptB//ubiD//plaP//apaH//wrbA//ndh//mtnN//xylF//phoP//tauA//ybdM//yiaF//cbtA//sdhB//ychH//ypdB//ais//ftsA//glpX//mlaE//yobF//ynjA//otsA//dppB//modB//yhiM//citC//hcaT//grcA//msrP//mnmE//bglF//clpP//hybA//ydjE//ydbD//mepS//cynX//pdhR//livK//evgS//iscA//guaD//garK//aroE//betT//yaaJ//recX//folC//grxD//rpsI//betB//kdsB//yfeX//cysC//yjjG//kefC//luxS//epmB//hrpA//ygdG//fieF//ypdI//yeaV//hsdM//speB//tdcD//glpF//rep//xylA//ynaE//arcB//yjiR//frlC//yjbF//hdeA//rnpA//gluQ//yphF//casE//nfsB//lpxL//ugpC//insK//xerD//pldB//stpA//ydiQ//insK//trpR//actP//envY//ldrA//narG//mutM//galM//yfiF//dcuB//yaaY//minD//tauC//tatD//yidE//yqeF//intS//aroG//ubiH//topA//artP//ytfQ//tusD//garL//yecS//xerD//pepD//epmC//dmlA//ydiP//recJ//ibsE//fetB//htrE//kdgR//queA//ybcM//dinQ//abgT//glpF//rclC//rraA//yaaY//cdd//tisB//kdsC//mdlA//selD//fkpA//caiD//mcbA//glvC//abgT//recN//paaF//osmY//eptC//uvrD//dgcF//clcA//cptB//sucD//aaeB//ybiS//ascB//fau//recT//frmB//poxB//essD//hslU//serC//yjiM//carB//gapA//topAI//atpC//yihT//dtd//abpB//viaA//ygcO//mfd//ddlA//msrQ//rarD//pyrB//bcr//argA//ybiV//bdcA//nfo//pgm//pldB//insF-1//osmC//yqcG//lolB//dsbD//fixA//uidR//dgoA//yjhB//menE//rsmH//hisH//sucD//lsrA//cyaA//ldtD//xerC//aceA//ccmH//insH-5//rfaE//yhjG//aldA//csgB//mltB//mltF//pncB//csgD//ompT//insF-1//yqjI//aslB//lolE//rsgA//rpsT//ydeI//rpsQ//acpS//bioH//fkpB//asnB//ydiZ//seqA//hdfR//lptB//yhaC//pabA//rpnB//guaC//mltG//glpG//yebK//nrfB//lolD//uacT//dgcM//uidC//ssuC//rcsA//ybhR//alaC//puuP//rhmR//ulaC//mepS//ydaC//yoeE//rcsB//arnT//tusD//yejB//phnL//yagE//yahI//yceO//glnS//glk//sfmC//ftsN//gntT//gutM//dedD//nuoF//clcA//eptB//ulaA//argD//metI//ykgA//hcaF//glcC//fryB//gsiA//galS//fbp//rplB//yhjD//uspC//cysK//yjhP//mdaB//rpsG//ahpC//priA//yfbS//mcrB//mqsA//nikE//aroP//rsmE//trpD//yggN//plsC//mtlA//ftsZ//recR//norV//nrdH//lysR//yhdZ//ilvN//yceK//yeaE//xerD//kdsD//mepH//stpA//yccA//purB//yhcH//nuoH//glgB//rpsM//dsbC//metQ//nagE//ybcM//fecB//dusC//ynbB//ybbN//yhaC//yhcN//tag//fabG//prpB//yhjG//yhjC//bepA//yceD//dacB//tehA//emrY//dbpA//yccX//yqiH//yiiD//aspA//nikC//glmS//metF//ppsA//yigB//hlyE//ydgA//glmU//rlmD//yijO//fabZ//sdhC//ldhA//cmoB//ygiN//ypdC//phnM//yfhM//nadE//ycfL//aer//secM//fumA//uvrY//dcuB//setB//ygcW//prs//uup//pepB//nlpA//nimT//rffH//zwf//rpnC//acrR//pgpA//insF-1//etk//
GO_1901565_5	nanR//tolR//sdiA//kdsA//waaC//ybhD//purF//alaC//btuD//yhhY//metR//lptD//ycgB//lsrK//rnb//yhhY//thiL//sseA//secG//pdeF//psd//yfbS//luxS//cdaR//qorA//ydfH//allR//recE//menD//torD//yiiM//mmuP//frvB//puuD//dmlR//lptF//yhaO//dosP//murA//galS//chbC//leuB//caiF//yieL//nrfE//argI//araA//pgaB//phnC//gltB//yheT//wecB//yjiQ//srkA//rpoH//rrrD//yfhM//argC//hemF//ascF//yihO//rpsR//atpF//rhoL//yddA//yfcP//rhlB//mprA//metG//mscM//purC//fucO//melA//tpiA//mngR//uspB//yghG//ynhF//endA//yjjB//insI4//trkH//panB//alaS//rhtA//rpiA//aroD//gltB//lolD//ydjE//dppB//exuT//ftsW//ubiX//gabT//mtr//cas3//yjiR//nadK//gadW//iscA//puuD//ampG//thiC//rplX//ssb//talB//speB//yjbB//puuC//malG//glnD//tabA//frr//ldtB//dxr//ampD//ygeX//rpnA//gntK//gdhA//gadX//murB//proA//crp//rpiA//ttcA//ykgA//torS//rplO//adeQ//ynjD//dsbD//mlaB//
