#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	alpA//intS//gltB//prfB//
GO_0071704_3	adhE//msrC//dhaM//yhfS//queE//pstB//mtlA//mqsR//hscC//yebK//guaA//thrA//insF-1//recD//ygcW//rpsH//ydcS//intE//rfbX//tsaD//ispB//selA//msrA//kdpA//phoB//mrp//yihS//napC//pncB//yfbS//dgoT//ydiB//lldD//rluB//insA-2//sdiA//yhjD//nuoH//shoB//pdxB//gldA//livK//qseB//rcsB//ygjR//intF//srmB//fklB//dinD//yaaU//yfaX//xylR//ydjE//ompT//yddA//hflC//viaA//plsB//yfjV//prs//torZ//glvB//ihfA//gldA//uspE//yjfF//recC//rnb//tdcG//pabA//trpE//nagE//tusD//rpiA//flgB//tdcA//yjfP//ralR//ghxQ//exbB//pepA//hemC//agaR//hypB//dpiA//speD//tesB//rhtB//phnJ//cutC//gltI//rfaG//flgI//uidC//ybfE//osmC//dmsC//ykgM//glpC//yihQ//ybcQ//ccmG//lsrG//nsrR//gutM//yqjI//lptC//yraR//cpdB//rlmG//rfaF//ybdN//entF//znuC//fliT//narX//yqaE//kdsB//waaL//yibA//pldB//yqjH//adiA//prpB//fmt//serA//fpr//yoaA//trg//gltP//rnhB//mntS//cueR//cmtA//sgbE//insA-2//rplL//rsmG//artJ//nrdR//waaA//fabD//ebgA//ftsE//fucP//def//modC//rho//idnK//moeA//lacY//ybcF//dhaL//hpf//gsiA//insE-1//trpD//dhaR//waaP//queE//frlC//rplD//cyoA//araF//ftsQ//allS//gatZ//yneJ//metF//rffM//tauC//trkH//frr//mepM//rimJ//wzzB//yqjH//yqiG//wzzB//ygbM//glcD//tynA//aidB//rhlE//betT//galS//pepT//rpsQ//lgoR//trmB//pgk//erpA//pspG//yajR//sufB//waaA//azoR//lnt//shoB//gadB//dtpD//polB//yigL//rsmA//macB//yhdJ//acpT//pbpC//ygiB//recO//kefF//creB//nupG//yghU//pta//nupX//hslR//ytfT//btuD//infC//yiaA//gsiA//nudC//tamA//relE//yggE//phoP//mntR//exbB//yebC//gcvA//puuR//ushA//dinB//ybhG//cyoB//glcC//cpdA//hofP//decR//sgcR//pgpC//wcaC//sodC//yqgB//ppc//tehA//thyA//diaA//aaeB//yidE//cbl//dhaM//uxuR//oppF//pepQ//dbpA//mepH//acrD//yqjI//hisH//yagI//yhdH//aroG//yghO//hyaD//rplC//cpxR//cho//yciF//lacZ//livF//aldA//tsx//sfmD//rhlE//cysH//ybdZ//citC//rnt//tdh//fabB//envC//kduI//ppiD//ldtC//glcC//msrP//yajL//ybjN//yahN//dedD//degQ//gadB//gstB//ydiV//gltX//ybhF//yfbU//arnF//waaF//hcaF//alsB//yhdJ//alaS//ilvM//rplB//dcm//allR//sgrR//cobB//grcA//thrL//dxr//waaS//glpT//thyA//proQ//oppB//htpX//argP//rlmI//yjjX//ytfQ//yfgJ//potE//mdtA//yigL//pinQ//ldtA//serS//curA//yacG//lpxP//ydcT//aphA//yfeO//yciK//soxR//lolC//rpoE//rzoR//dcuS//galE//gatC//tusD//entH//fucO//narX//asmA//patA//mdlB//eptC//lgt//leuO//clcB//clpS//cecR//caiD//accA//thiQ//envZ//lrhA//cheA//yfdS//spy//proV//gltP//rlmC//fabH//ldhA//ydhC//nhaB//frwB//betI//yjiA//yagG//fdhF//rlmM//dnaA//yjbE//rplF//dppB//malK//garR//cysG//lrp//tdcG//nusA//hofC//ychH//ydcR//lolD//nikD//ydeO//yegS//fadD//manA//yhjR//lptD//hyi//ddpA//mraY//hyaD//gabP//setA//ubiI//yidC//spoT//yfeO//gloB//yjhB//carB//sapD//trpGD//yfgI//ibsA//rpnC//bcr//modB//nagB//yfdR//ybhP//rusA//mnaT//hofO//yhjC//creC//pbpC//tatD//yaiP//yadM//ygfZ//kefC//ybiS//rhaM//mdfA//sgcR//paaB//yedX//truC//yhbQ//tus//mnmG//gldA//pspG//bioH//flgK//malE//arnB//uxaA//mglC//yhhZ//adeD//erfK//ynhF//atpF//asnS//ydcO//phr//trpA//yfdR//mnmC//napA//menF//ydiP//trpE//yeaG//poxB//glgX//accA//yqeF//dinQ//gapA//aroE//epmA//yphB//insF-1//nagD//kdpF//bssR//cpxA//cadB//speA//agaR//metE//rnc//nirC//rplS//ygiB//yddG//ompF//sixA//zntA//atoB//ubiJ//csgB//qseC//cydB//dppD//ibsB//arfA//pldB//yqeG//ldrD//rfaE//trpS//tauD//soxR//paaD//kdsC//ygeW//mglC//narX//preT//rffT//gltS//yhbY//yfcF//lolD//yiaL//rspB//tdcG//der//dapB//ykfM//nrfF//pheS//ybfA//ybiW//umpH//pfkB//cmoA//ycaO//aes//yfbV//lptE//rsgA//ydiO//fepB//gcvP//yciV//bcp//fepD//umuC//yddM//wecB//sgcB//yehB//relE//casE//mnaT//rpoA//menA//gcd//hslR//fabD//yoeE//ravA//narK//pabC//cynS//acrR//pnp//yfeW//mltD//nikR//kbaZ//ygfA//tsaB//pgsA//yeeJ//nfuA//mdtI//yjjX//pyrG//lolC//rbbA//yidD//araE//yoeB//infC//yfhH//ubiF//rluD//dacA//ftsZ//speF//pgk//yjjQ//ybhJ//nrfC//gatC//mngA//agaA//ybfE//exbB//glnS//waaL//codB//ttdT//rpsB//rimO//fixA//ftsK//pyrE//nudB//folA//hdfR//adhE//cyoD//brnQ//dctA//pgpA//gapC//pyrG//rzpR//dctR//pdeF//rclR//prfB//idnO//minD//ldrD//yidA//dgkA//avtA//tus//yefM//ygbL//yehZ//phnG//metL//araG//pgaA//insH-5//yjhH//dsdA//bioA//galR//ybhF//hypD//ygcR//emrK//ghoT//yaaJ//pdxB//puuE//yecS//surE//yghU//cdd//nagD//hypT//nrdI//yjfF//ftsZ//caiE//caiE//rhtB//rpiA//fdoG//phoR//ydhK//wcaB//cusF//phoP//purN//ggt//sapB//kefB//glnP//tamB//ynhF//yfcU//speF//feoB//glnE//gadC//fecB//ftsN//dcuS//dgoK//mdtF//mscM//gsiC//gltD//fadE//eco//aroB//yiaN//opgE//rplD//hybC//carA//rimM//yaiW//entH//kdgR//trxA//treA//ytfP//sugE//rclC//thyA//skp//envZ//ybdH//fabR//melB//lacI//pspA//ydiB//btuE//pyrC//yfcA//mdtO//satP//cbrA//udk//folA//grpE//lptE//csrA//yrbG//xylE//phr//zapE//purN//tolR//ulaB//lpxK//hiuH//thrS//sapC//mhpD//cmtB//dedD//yhgF//yfdS//tbpA//ispH//malE//clpS//tdcB//glgP//lptB//metE//paaF//ihfB//tdk//dppF//hyaD//yfaE//cspD//potG//yphD//ssb//bfr//xseA//yjcO//opgE//dacB//paaH//ribD//macB//yojI//bioC//ascF//ygiN//rclR//yejE//ulaE//umpG//pfkB//spy//rcsC//yqcG//yiiM//yhbX//ynfH//selD//uacT//gfcE//ubiB//mngR//def//rnt//lldD//speE//pabA//mdtM//ddpX//lepA//glpC//ybeY//basR//mdh//sapC//entF//holE//norR//ratA//hyfA//gapC//paaJ//hokB//fdnG//pgaA//pepA//rhoL//galR//yjaA//proX//hybO//iclR//ycfH//cbeA//tmk//yfdO//ygiN//nimR//tsaD//ybiY//betB//yebQ//uspC//cvpA//fau//lgoD//nirD//argB//hofM//mltA//nrfE//mak//alkA//frvA//yfaU//lgoD//holB//yiaL//srlE//paaK//yaiP//rpsE//ybiS//araB//opgC//wcaB//cheB//hflD//menA//hemB//dcuC//folE//yidK//rnpA//ttdA//purT//ddlB//focA//panC//yafN//dcp//tolQ//glpB//dmlR//ghxQ//zraR//lplA//pyrL//ftsE//ydeI//tktB//cnu//chbB//ugpC//zraS//potC//ndh//tauB//menH//thrS//hyaB//folA//ppsA//tdcA//dppB//yrdA//intZ//zwf//ydfG//tesB//glgB//mntP//lolD//kdpC//gabD//rlmJ//lasT//insI-2//moaC//mepH//nupX//purB//mglA//rpsL//mcrB//kdgT//yfdS//murC//rnlB//fre//gatY//zraS//fliK//phnG//rzoR//casA//preT//murA//ftsK//purF//metB//lon//osmF//agaW//yjeH//intE//uxaB//fabD//tyrA//yqeA//prmB//proP//pdxY//purD//dinG//alaE//ybiX//sdaC//araE//ddlB//rpmA//rffT//bglF//fetB//flhD//rplT//chbC//fucI//opgH//umuC//oxyR//dgcE//kdsD//rfaB//hisQ//yidC//insI4//cusR//maoP//atoB//dsdC//gnsB//tonB//glrR//prpC//argK//cdd//cyaA//ybiA//bamA//phr//rbsR//rpsE//katG//yidD//lit//yiaF//rmf//mnmC//uspB//ilvM//recE//nuoN//rcsA//yidR//xapA//yieH//relB//mrdB//yjeI//wza//grcA//ompC//nlpE//gloA//gpr//xerC//ydeP//minE//tig//ispG//hdfR//tatB//gntT//yadI//mltA//gsiA//argH//guaA//hpt//dppB//yhaO//htpG//ssb//puuE//glcE//mdtC//flgB//ydeP//fabH//hrpA//eutK//yneJ//livG//yabI//wza//ldcC//ilvI//rnlB//ypdB//accD//glgB//artP//ytfE//hisM//allC//pykA//cyoA//nusA//ymgF//flhC//ydjJ//epmC//prmC//cobS//mmuP//ung//iap//ompC//parE//ispB//rpsA//rluE//kefF//yehY//yahO//torD//yejF//insI-2//nei//mntR//crl//abgA//glnS//holB//alsA//thiP//dacC//waaL//proS//chbR//nrfE//yhhZ//abgA//hisS//ftsY//valS//ftsI//tauC//fadI//pitA//gapA//kdgT//rpnA//yggP//ybfA//recB//ampD//rluA//csgB//arnA//pgpA//tadA//ilvE//ydiB//leuD//glnL//yibH//ssuC//dsdC//tsaE//kdgK//dinG//pstS//yiaT//hsrA//artJ//argD//sbcC//sufB//chbC//hycI//clcA//ycdY//hycH//dnaJ//rclA//rutB//astC//ykgM//zraR//btuD//mdlB//rcnR//ydiZ//cbrC//ydiK//wcaB//yjhG//spy//mraY//yfiC//phnP//yadM//comR//yfbV//yiaN//cspD//yfcF//tag//ygaV//ycjY//viaA//idi//metH//ccmH//chpB//argK//nikC//nimR//rfaQ//rpsM//uspB//ldrB//lsrC//kefF//manZ//rof//rssA//yraI//bssR//bamE//tyrR//narU//nikR//arcA//rpnB//rpe//yebZ//yagE//treB//baeR//ydjJ//copA//yiiE//fliK//yibF//yfeR//phnJ//ybfE//glvB//insB-4//yedA//tcyJ//rplR//mmuP//nuoB//gcl//kdsB//pabC//yfaE//yjjB//yfiE//garP//uvrA//rpsD//pspD//aroC//sbcB//rimI//ygfI//intQ//rclB//rpsR//blc//nanA//exuT//bamA//mdtE//fliM//dctR//cas3//macA//recJ//iraM//garK//ampH//rimK//uhpA//iraP//uxuB//rarA//rmf//lamB//ompR//endA//sutR//yciE//ftsI//viaA//pdeH//glxK//fumB//nirC//frdD//ygbM//yfjV//ydhK//yjcS//pheS//xanQ//yajL//rutG//dnaA//envR//kdpF//mtfA//yajL//aspS//uvrD//tatA//yjjW//luxS//deaD//emrY//tyrR//mhpC//ybhP//yraK//waaS//zwf//ridA//rbsK//pyrC//yfcA//yqhC//menE//glcB//pdeK//crr//zur//hlyE//mmuM//cmtA//slyA//folM//ompN//fbp//rpsA//leuC//ilvI//panE//ldtC//appA//mdtN//nadA//uhpB//fhuF//yhbO//trg//ybaK//atpB//chpS//ascG//cysI//fcl//aspA//iraP//blr//hscA//plsC//yhbS//waaH//hsrA//npr//ttdR//zapC//dnaG//hpt//yqiJ//pstS//rfbD//sufB//zipA//bamC//gsiD//rsfS//uxuA//motA//malK//asnC//rsmD//dsbD//srlA//ydbD//hinT//proA//pck//entF//yihX//rplA//acpH//topB//rapZ//glpG//mzrA//ybfE//uxaA//mltF//elfA//lsrD//trmL//ada//yajR//hokE//sbcD//argS//ybdN//cysQ//waaB//preT//yhjA//nagE//abpB//yddG//ydhK//lolC//ubiI//betI//phr//tas//mhpC//yejA//dcuD//ygbI//dusC//dedD//kdgK//thrB//miaB//dcuS//pabA//rimL//cyoC//gudX//hupA//hslR//ygfI//ribF//cmoA//waaO//umpG//ccmD//aas//dpiB//rsmD//lapB//evgS//codA//sapD//pinR//sbcC//truC//insI-2//nrdD//yfeD//ycaN//diaA//nrdB//waaZ//fryB//fruK//ibsC//atpA//phoB//sulA//proS//agp//uspF//msrB//lacY//ymfA//glmM//hybD//ulaA//mltG//ybdZ//arnF//coaA//uvrC//cpxR//cfa//kefF//cheA//sfmD//ppsR//rbsR//gadE//xylG//nhaA//erfK//gatY//pgsA//btuR//yadI//hdeA//acnA//yebQ//betA//sspA//yfaX//hisS//elyC//rclA//btuF//eptA//rplK//rlmN//uacT//hybA//argC//sstT//fepD//mcbR//agaB//paaK//gapA//hybF//fabB//aroC//accD//emrB//yebQ//groS//lipA//nupC//rplJ//potI//pnp//yieK//lamB//ycbB//selU//trmJ//yraN//fhuD//poxB//ydgA//rclC//xylB//nanE//artI//fhuD//hcp//asnC//purA//ybgQ//speB//arnB//udk//narI//mrcB//emrY//gspJ//yehY//arnA//pdxB//dgkA//yhcH//rpsD//hipA//gspJ//yjbF//ivbL//ghxP//srkA//ybbW//bdm//fadD//glpD//pyrF//rutR//tnaA//fumA//prkB//yhcF//aidB//rpe//frdD//rsmH//paaK//sgcC//ybdH//rihB//ycfJ//ycfH//yegV//fes//ychH//melR//yhdX//yjeH//truD//vsr//kefG//umpG//sppA//cspC//gspI//iraD//melB//bdm//hybC//hflX//nupC//nuoE//yfeR//queE//hdhA//yiaM//hpt//paaD//puuR//hupA//dctR//deaD//dapF//sxy//osmE//frc//fimI//dsbG//ydiF//gnd//xanQ//ptsI//tgt//nikB//uhpC//ydjL//ybdH//ychF//ydeE//aroA//pphA//treF//tufB//nadE//sdaB//yhgH//tilS//ydiR//yphD//mtlR//clcB//kdgK//fimZ//cyoA//diaA//cspD//edd//htpG//narL//mdtI//purR//yqeF//uxuA//polB//hypC//ascG//msrP//ybaE//araC//ydbD//waaJ//atoS//pgsA//wecB//pagP//phnN//hscC//pgaB//glpK//rclC//intA//ynaE//yraH//potD//cmtA//
GO_0071705_5	rplN//gadA//topA//solA//iap//hypT//ydeI//kefC//ydgA//oppB//rhtB//dpiB//sgcE//fepE//mnmG//yhcN//yieF//fetA//yggX//ddlA//uxaA//garK//mtlD//dxr//flgI//gspE//treA//epd//narI//cheR//moaB//gabD//mdtD//yhjC//srlR//livG//ybdR//rhlB//ycjD//yobF//yeeO//ygiB//fadA//pdhR//narY//ubiJ//yhgF//ybhF//fucI//tdcB//panZ//yhdW//rpsA//ybaE//entH//cstA//yeiG//nrdB//ytfQ//mtgA//mazF//galU//rplP//frdB//tdcF//waaP//elfD//rnlA//sgcX//crcB//hofM//yejF//lpxL//intS//iscU//flgB//yjbE//slt//yfdG//tdh//ynaI//fliD//uidA//sgcE//chpS//ynaE//ccmD//hypF//wzzB//fetA//asr//aspS//pabA//sgbH//ldtC//galF//rpsB//proS//rfaC//mngB//phnL//ccmA//glxK//ttdB//yciA//rpiA//pspG//tcyL//ycfS//rimL//frmR//cadA//leuC//blc//pabC//yhjR//holB//ebgA//manA//feoA//rimP//hisI//ompN//ccmE//glcF//sufB//ybdG//galM//narH//ptsH//sgcX//ecpR//cpdA//fruK//greA//epmB//ubiD//hybC//zapB//rstB//yehD//sucB//bluR//gadW//yegT//rpsA//bdcR//citC//galK//nth//feoC//dinB//dacA//hycI//yeeY//ycfS//ybiW//csdE//malI//dapB//galE//yehP//gntR//rsmE//gatZ//mdtB//dnaG//fabR//metH//ccmE//yghW//pncB//mngB//cysI//suhB//ydbD//eutB//manX//hybE//ygbM//xylB//napD//bacA//mipA//creC//mgsA//nagA//nikE//degS//ptsN//acpP//cspB//yeeJ//dxs//maoP//yciV//pdeD//relE//ttdT//sseA//ymjB//yeeA//nirB//fimC//tadA//rpmB//fixC//yjjG//mdtJ//sbcC//ubiB//rlmG//ydjJ//rplD//galK//sdhE//cysP//prmB//rluC//def//hcaR//trpD//citX//secA//narP//yhaC//eutR//yebK//appB//aroC//frlB//rutR//ada//ykgA//msrQ//macA//
GO_0071709_5	yihU//nirB//fruB//trkH//mngB//umuD//mtr//yeiL//ppk//msrP//
GO_0071731_5	puuD//fabG//hrpA//
GO_0071732_6	epd//
GO_0071769_5	priC//
GO_0071804_3	narH//glgC//purN//panC//zntR//tpiA//agaR//yqaA//rimO//ldtA//ralR//mfd//msrB//ogt//ychH//
GO_0071805_4	alaC//queF//yeeJ//sgrR//phnI//elbB//pyrE//cysC//waaQ//agaI//gfcE//comR//galR//fecC//wrbA//
GO_0071806_6	envZ//malZ//malP//aroF//tsr//ushA//nusG//otsB//hscA//sapD//oppB//nlpA//mltD//ydeI//sgrR//aslB//alsB//ispG//degQ//
GO_0071807_8	lspA//
GO_0071824_5	zraR//
GO_0071826_5	sdaA//yebS//ugpE//wecB//galM//cysS//tolR//yjiQ//rzoR//ybcQ//tehA//ybiO//gapC//fkpB//zapD//yfcP//accA//csiD//dkgA//dgcT//ymdB//dsbC//tyrR//rhoL//entD//mreD//
GO_0071897_6	yhdW//rraB//uvrC//rhoL//pdxK//mdlB//rluE//lsrG//katG//ydiB//ribF//opgE//topB//dnaC//cyoB//gyrA//ilvI//ybeQ//selB//cysW//
GO_0071915_9	kefB//
GO_0071932_8	yihT//
GO_0071934_6	dps//idi//fryC//
GO_0071941_4	dtd//ygiW//fdoG//paaK//osmY//dgoA//pagP//truA//napA//
GO_0071945_7	znuC//
GO_0071951_8	cusB//
GO_0071963_4	borD//
GO_0071973_6	puuP//prpR//csrD//fabD//hypD//bamA//livM//elbB//kduD//rpe//gapC//hybF//hprS//pliG//wcaB//slt//dmlR//yqjI//abpA//idnD//hofP//purT//umpH//yagJ//nrdD//kdpC//allS//mltD//tktB//hscA//phnK//
GO_0071975_4	rpmJ//
GO_0071977_5	xylG//
GO_0071978_7	fadI//lysC//uvrA//tauB//ung//trmH//rbbA//yggP//metE//purR//ydfH//yidP//paaE//acrE//
GO_0072321_6	glsA2//ulaD//
GO_0072322_6	rpsJ//
GO_0072323_7	aroB//
GO_0072329_7	ispF//napD//rclR//atoS//hofO//casC//plsC//arsB//rffM//betB//paaG//nagA//nrfB//trxA//pheA//mntS//hybF//focA//cyoB//nrdG//cysQ//frdA//ispB//asr//glnS//ilvL//mepH//nfuA//narY//frlR//ycfL//acrA//phnL//sufA//zntR//mdtN//glnD//yjiA//rpsK//glnL//cusR//ybhI//dsbB//decR//queA//waaC//sodA//uidC//moaA//cheA//pflA//eutK//rhsD//ykfI//sbcC//glnB//yajO//ampG//sspB//yciT//hybE//mdtE//nlpD//napF//crcB//proS//nadE//phnN//yidP//cusB//dxs//yhgH//yccX//fieF//melR//ypdC//leuB//codA//lolD//ibpA//gltK//
GO_0072330_7	arcA//fdoI//amiA//yjjQ//ydeP//rplQ//nikE//rzoR//hisP//gmd//sxy//yeiG//hicB//setC//eutR//cdaR//pal//rzoR//tsr//epmC//yqjA//kdgR//amtB//yehY//pagP//recN//cmtB//melR//yhjD//iraM//trpE//yeaK//thrS//ddlA//rcsA//murQ//hyfF//yieK//murJ//queG//hycA//ymjB//tcyN//prpB//hicA//efeO//trpL//rpsM//argB//sufD//prs//yggW//fbaA//alsK//yhaJ//rzpD//ydcR//yqiG//
GO_0072337_6	eptB//iap//cysC//hyi//mltG//ypjD//hyaA//tisB//sspB//cobT//yecS//napF//rhtA//yihR//rraB//rpmA//relE//fadR//chbR//uup//uof//thrC//ynfK//pdeK//hicA//intA//
GO_0072344_7	ydeP//rlmF//yadN//frwD//
GO_0072348_5	csgB//ygiB//ygbI//gntT//eno//fumA//xseA//ccmG//nanA//yjjB//rclA//polB//yjeH//galF//insB-4//dgoT//lpxM//amyA//talB//ydjL//dedD//gabP//ydhJ//cyoA//pepT//ycbX//yfeR//fliL//trg//ykgA//mukB//djlC//abpA//xseA//perR//rlmL//accB//tdcD//yggW//paaJ//
GO_0072350_7	paaZ//tsaD//rffT//rsmH//ygeR//recD//speA//hslJ//rarD//paaB//ygfA//ansB//frvA//yiaL//rcsD//ydeT//tyrR//fucK//
GO_0072488_7	ibsD//rhtC//ratA//uhpT//etk//gshA//prpC//
GO_0072490_6	degP//glpT//
GO_0072491_6	rna//cysS//
GO_0072501_7	ttdT//
GO_0072502_7	kgtP//
GO_0072503_7	agaC//ycbU//
GO_0072505_8	hns//
GO_0072506_8	hyaD//
GO_0072507_8	ydiV//moaB//yifB//
GO_0072511_7	gsiA//aer//nlpI//rcsF//iraD//kdsA//mhpA//setB//bssS//yieH//ygaZ//fruB//lldR//ppc//flgJ//rnlB//thiM//
GO_0072512_7	roxA//dsdX//fepD//pdhR//yjjG//insI4//mdoG//flgH//gdhA//nadC//melA//cynS//
GO_0072521_5	yigL//serA//bglH//proA//ycbV//rhlE//trmB//abgR//fdx//ydjK//ygiN//nudF//paaK//hisI//mdaB//radD//otsB//ompF//pdxA//eamB//tusA//frwD//dmsB//hdeA//yiaN//ddlB//dacB//iraM//bioF//rpsJ//tolR//yhjB//glgS//ibsE//nac//ratA//ydeI//ratA//rpsI//rplN//ybaQ//yciT//fepC//dapB//sgcA//gltL//rraB//ypjD//acnB//glrR//eutN//mtr//mdtN//fimA//cobC//lpxL//ampE//arnD//nlpD//yidR//ilvL//yjjV//potC//chbR//panE//umpH//fixA//yccS//
GO_0072522_6	pepD//dcyD//rhtB//rpsS//hipB//rcsB//decR//yfcF//gsiA//rffC//radA//narJ//yjiM//rcdA//hldE//mdtG//gdhA//yadV//tas//mutY//aroC//eptA//ruvB//kdsA//gpr//metR//glnL//tusB//hexR//nuoI//viaA//rlmJ//moeB//feoA//fabD//fimG//ygcW//ydcS//rpsE//efp//cpdB//sdhA//yjfF//
GO_0072523_6	yiaU//rhaA//ispH//rlmB//gcvR//ybcQ//asnC//ycjQ//ptrA//preA//rplA//ybaE//
GO_0072524_5	amiC//lptG//mntP//potA//yagJ//parC//puuP//argA//entD//hisI//uspF//fbaA//kbp//waaF//csrD//xthA//yidP//patD//chaA//recG//fdnI//ldhA//mtgA//citX//gstA//ccmA//ydeP//fdrA//cdh//cyoC//sspB//marR//ilvC//ydaV//smpB//glgS//nuoL//pntB//arcC//rpsI//flgB//artQ//ycjD//fabI//dkgB//yedX//xanQ//
GO_0072525_6	livF//cysU//atpC//tusD//cnu//dnaX//nagK//flhD//ynjA//lexA//metB//fryB//ivbL//waaS//yiaN//ftnB//rlmE//glcC//ispA//ynhF//ilvL//ydeE//gpr//ydeE//yiaM//rhtA//cfa//aroL//pdeD//tsaD//lldD//prkB//ilvC//rstB//ymdB//yqcG//paaE//
GO_0072526_6	mhpD//rclA//
GO_0072527_5	sucB//pcnB//pspC//yehD//ldcA//bglB//yibH//ccmF//rimI//btuE//aroK//puuD//rpmA//lysU//rplD//trmI//ptsH//pagP//tqsA//ybiT//ychO//exuR//gatD//betT//tmk//ybaQ//dsdC//yiaF//idnD//chaA//flgM//lrhA//yjiQ//pta//phnI//yqeA//leuA//glnK//aroA//surE//yciG//uvrD//ynjD//napC//plsC//aaeR//fhuC//pldB//ycgB//pgk//ybgP//tcyP//rna//xylR//tehA//thiC//yghG//
GO_0072528_6	aroE//yjiY//dacC//glrR//yeeY//nuoN//frmR//ptsI//wzc//mutT//treA//htpX//rhmD//yhjX//trkA//rdgB//holC//yadI//nikB//ydjM//arcA//nadE//leuE//yfbU//yraN//ybaO//tdcD//atpD//murI//
GO_0072529_6	agaB//fre//tabA//yfdR//mrdA//pgl//ppiD//ytfP//appY//hrsA//ibaG//mraZ//gcvH//cusB//leuD//rcnA//pepA//rhlB//malK//chpS//araG//bglA//arnD//
GO_0072530_6	yhbX//ppiC//chpB//yhgF//
GO_0072531_6	rssA//yhdJ//pitB//yehZ//zupT//aroF//
GO_0072581_9	abpA//
GO_0072593_4	potD//tadA//ybaL//glnB//bglB//tnaA//mlaD//ytfQ//cysE//
GO_0072594_5	mdlA//
GO_0072599_6	ygiW//
GO_0072657_6	mtlR//yrdA//insA-2//sbp//ydaV//mhpA//alsA//yjjI//yahF//narG//codA//yfeO//rbfA//phnM//srlR//nadD//ybdN//
GO_0072714_5	etp//
GO_0075713_7	cadB//mgtL//macB//
GO_0080033_5	mhpT//ulaB//
GO_0080090_5	kgtP//yddG//ybhI//cas2//deoR//rcdA//cpoB//lysS//mltF//ynfH//pldB//fadA//entE//glgB//mepH//ispG//waaS//xylH//ycfS//fabR//aceK//rhlE//ydjJ//hisM//speF//mliC//yegD//hyfC//mdoD//ygfZ//yahD//ftnB//fcl//ftsY//higA//melB//waaO//yedA//rpsD//crfC//dgcQ//yihR//hcaB//ydeM//feoA//yceO//kdsB//bioA//rppH//bamA//hofM//queA//narQ//pheP//fimD//fdrA//rluF//moaC//dnaK//yqaE//lptF//pgl//mlaC//lpxT//ribD//rpe//sad//ilvA//gcvP//ydiQ//ybjX//dgoD//cynX//ftp//yccS//dgt//fetA//treF//satP//fabR//rbsD//nupX//emrY//kefB//ompW//bluF//hemF//yqjA//mzrA//yibA//oppB//cobC//hemN//ydhC//envC//hxpB//acnB//prpB//acpP//casA//yjfP//fdoH//yrdA//rpsK//narX//yhhY//ccmE//purU//opgC//cysK//rnd//speB//ribE//yajR//aroF//fimA//def//queC//uhpT//potC//lpp//iscX//insI3//hisF//lolB//ubiE//dsdC//ftnB//yceO//potC//rodZ//ubiI//thiI//gpr//yqiG//priB//lolE//flgG//insI1//flgC//yhcN//ybdO//atpB//miaB//yahK//ydiV//yajD//rnlA//ais//kdgK//yedX//apaH//abgA//fpr//rcsB//opgG//tpx//torD//livJ//yeeO//rluD//tusA//gmk//ydaN//glnH//nrdR//rluB//napB//acs//helD//rtcR//mioC//serC//fdnI//lsrA//ycgR//tolR//ybjL//rna//dpiB//dnaG//rpmJ//ppsA//yiiD//ydfD//cutC//hypF//higB//agaB//nikE//amiA//nuoN//accB//epmB//queC//bacA//tnaC//envC//tqsA//moaB//yagI//ribD//ribF//pstA//fruK//alaC//yihT//wcaJ//garD//alsB//higA//dcuR//cspE//lacZ//nikR//osmC//mepS//ampD//fabB//purF//dkgB//secF//ytfE//pdhR//yjaA//hofQ//pppA//wbbK//speF//ygbI//sulA//aaeA//bamB//wcaC//bamE//yehB//aspC//zapD//yphD//rna//gabD//ybcC//yehZ//cusB//waaB//cbl//ycbB//tusE//glnL//malG//agaC//sapB//spoT//ldtA//secD//paaK//amiC//agp//lrhA//hokE//ilvD//insI4//azoR//xylF//ugpB//intF//gntU//yobA//rhaD//rluC//glnA//yqaE//mdtG//yhfS//lacZ//kdsB//ihfB//thrC//folP//ybgQ//argD//yahF//tyrS//fabA//uvrD//ompA//nuoN//zur//murP//ftnB//malZ//fabG//bioC//tig//carA//adk//obgE//rhaR//rsmG//gntT//agaR//rplX//rluE//paaB//glcF//nanS//bdcR//ybhR//nth//ruvC//panE//fumB//aceF//rfaC//rfaD//argG//cycA//paaH//nlpI//cho//uvrY//talB//ychF//tcyP//recX//yadK//yhgH//nrdI//glvB//ftsY//dcuA//hyaC//yajL//hns//dapF//aroB//rsmE//hypB//dinG//phnN//fdhF//cusB//groS//gltX//rhtB//
GO_0080111_4	tnaB//yiaU//
GO_0080134_5	aer//
GO_0089705_7	prfC//intE//
GO_0089709_7	pstS//chbR//
GO_0089718_7	wecB//rimJ//yqjH//ompN//ycfS//fecC//thrA//rplM//thrC//basR//
GO_0090066_4	pitA//flhA//asnC//ompW//leuC//
GO_0090068_7	lpxL//
GO_0090069_5	rsmC//qseB//rlmC//
GO_0090071_6	holE//soxS//rpsR//
GO_0090087_6	metK//wzyE//yahN//
GO_0090116_7	bacA//
GO_0090143_4	ygaV//
GO_0090150_5	alsE//glsB//treR//fucI//emrK//rsmI//tolC//waaG//yeeO//cysS//hflX//yihW//
