#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	bdcR//ssb//gcvP//gnsB//
GO_1901564_4	cdh//nadC//preT//znuA//bamB//otsB//bglX//nuoM//pdeF//ibsE//lyxK//dsbA//crcB//ompG//actP//ileS//dgcN//chbA//ycjU//thrA//yahB//ygcR//ybiI//rpsR//yjiQ//sgbU//kbaZ//katG//yjiR//glvC//nuoN//cadA//lgoT//rplW//gsiA//zipA//trpD//fmt//rzoD//aldA//glpF//sgbE//yadM//ybcJ//ptsH//yfcU//fimE//hisH//lasT//iclR//yfjV//insA-2//uhpT//kefC//manX//ldrA//mdtI//galP//glpK//recE//gcvH//metL//recO//plsC//lysA//deoR//murA//yceD//pheS//yehA//gntR//recT//kbaZ//yibH//tsgA//gapC//metH//cysG//ilvM//yebS//gcvA//envZ//mnmA//ydjL//rspB//msrA//rlmN//uup//metI//acrA//frvA//rnhB//tqsA//ycjR//yjhI//yqiI//ftsH//xapA//nrfC//emrK//amiD//ybdN//speB//feoC//eutB//argS//gstA//rimK//cmoM//rplK//narL//dinB//creC//arsC//elaA//murQ//epd//fixA//wbbK//sdaC//tar//thiD//dhaM//ulaB//dppB//uvrY//mtnN//ybhR//iscS//pepN//yfcA//entH//mrp//rluE//rcsB//baeR//pspG//mngB//prfA//hpf//hdhA//sdiA//recX//mdtE//rpoS//lrhA//gltS//dapF//ydfK//cdaR//ghrB//pppA//gyrB//frlB//araD//slmA//ribB//dxs//pfkA//lsrK//evgS//lapA//treC//recG//cyaY//gcvP//yneL//panB//rlmA//glcC//dinI//ppsR//hdeB//clcB//paaK//hisP//nemA//deoB//yraN//frmA//rfbB//galU//oppC//plsC//mglA//cas3//stpA//mngB//acrA//yaaA//tolC//dcuB//trg//flhE//fimA//glgA//casA//aceK//agaI//cheZ//sugE//ycjY//yraK//betB//ppiD//ttdB//ymdB//glmU//pstC//ygiW//ynfH//yqjI//nadD//dgoR//cmoB//iclR//hha//ybcC//ydiP//dacC//yphF//yciF//waaF//malF//ybjC//livF//gpt//ttdB//secG//fadB//cheW//argP//dtpA//pfkB//yhcH//pstB//phnG//glpT//lsrB//metQ//metF//rimK//lptF//ytfQ//paaB//galF//umpG//ydeT//yidQ//mlaC//ycjQ//argF//rplN//ugd//ybcL//lysP//dosP//dcuD//mqsR//rhmR//gdhA//rsmC//cusC//rplF//pgpC//tdh//flgC//efeO//rseB//leuB//ispH//intA//mtfA//yhfS//pspF//rbn//phnJ//trpL//sxy//fabD//bioD2//slyD//fhuD//greB//dfp//dnaB//envC//pspA//ykgA//minE//ssuA//hyaB//intQ//yjhC//ttcA//hlyE//nanC//trpE//fadA//hfq//cueR//pstC//add//hflD//seqA//ynfH//ssuB//hycB//ygcR//sgrT//dinI//tolC//nirC//phoR//guaB//mtgA//yajQ//yeiL//fdrA//hicB//fiu//ybaK//mltD//pepN//hisD//hofC//flgI//narW//bglB//glnD//sgcE//hycI//yehC//waaA//pgaD//yihR//yciG//yfaU//rsfS//frmB//rpiR//nlpD//argH//nrfC//endA//yeeL//murB//agaB//recD//msrQ//topB//hlyE//btuE//aaeA//trxA//ribE//gltL//metF//modA//fixA//rplB//sulA//gpt//chpS//hicB//fryA//argS//ydiZ//perR//ycjD//ubiJ//arcC//recJ//cyoC//gluQ//waaB//paaD//mqsR//prfA//agaI//tdcF//rihC//hcaD//fimD//fliZ//grcA//dppC//dinQ//dnaB//mraY//zapE//trkG//adeD//mscS//grpE//phnM//recT//ubiH//frdA//rnpA//rlmF//ssuA//gatY//fabB//yfiE//wcaC//yfcG//pspC//rzpD//sufB//recO//lacY//yceO//nrdH//rpnD//gutQ//rpsO//rplY//prc//yieH//afuC//mngA//sohB//asnB//afuC//ygcW//zntR//frlC//ycjY//mobA//uidC//cspI//aroA//rutA//elfA//yggD//nrfD//lgoD//yjhH//idnO//zntR//rzpR//tar//mgrB//cutA//sodB//kilR//yfbU//yfdO//ypdB//dcuD//infC//uxaB//gpt//rplC//yieL//hemC//tag//pagP//rlmI//rpoE//arfB//dnaG//clpX//chaA//ydcP//yibH//relB//glpB//rsmD//dcuS//ybiT//dppF//dinG//waaU//yhbS//panB//recB//mreB//hcaD//rhmD//idnK//ftsL//rpmJ//deoD//insK//nadA//fdoI//rstB//yedX//trxC//thiQ//yhaC//rimM//yedA//rsmF//agaI//glpD//lacZ//entB//amiC//galK//secB//mdaB//yidZ//degS//tolQ//hofC//hofM//raiA//plaP//mgtL//ftnA//ugpB//paaC//hisM//focA//ghxQ//sapD//cutA//qseC//solA//treB//hemF//yggT//ftsL//kup//rcsA//cysQ//ogrK//glvC//barA//ygbM//carB//livK//rlmB//rpmG//yfdS//yjjW//insA-2//ybaK//proX//ppk//cdgI//tas//pspC//lacZ//fieF//ybiV//yieL//yjhB//ytfP//degS//ybcF//fimE//hipB//frdA//bglJ//hycA//fimG//rpmA//lptG//tabA//dsbB//gapC//rpsA//dadA//cheA//ygcW//lptG//yjcS//tgt//ompT//rpsQ//ymgF//azoR//ibpA//nfsB//nadA//modA//mdh//sfmA//cheZ//lpxB//ilvI//agaD//basR//cspB//yijO//cspG//nrdI//rpsH//nuoF//umpG//aroE//pagP//ydeP//mscL//rcnA//hybD//dxr//aceB//dgoT//murI//dnaJ//bioB//yehU//ybhA//yhdX//tufB//diaA//fimA//wcaB//aceK//hisH//bhsA//mreD//cobC//phoQ//livH//yfeW//csiD//artJ//ybdN//argK//yehD//npr//yidQ//holA//ybhI//ykfM//gfcE//chbB//fabI//ulaB//plsC//rpsN//cmoA//sbcB//prfB//rpsH//uof//gudD//rnlA//modA//yedP//rpiB//lysS//hdfR//hisI//secM//sgcR//tmk//ydhK//agaC//astB//waaC//mtlD//nanR//carB//ybhJ//mlc//dinD//yfbV//dcuS//leuB//norV//sfmD//purF//rpmE//tusC//gstA//baeR//fklB//cas1//pflA//argH//fdnH//proP//ydhK//pckA//pgpB//mug//fucI//cpsB//mltA//tabA//nrdR//cspI//potD//artP//ftsQ//ycjP//def//birA//lysP//ldcA//thiE//ybiX//cynT//ygiW//sbcB//ubiG//ypdI//gatY//eptA//trmL//uup//rhaD//pth//sapF//mscK//waaL//fhlA//ydhQ//ydcR//paaD//yfcG//nimT//insA-2//ydeP//fimA//hisS//rpmF//agaB//yeeL//yfcP//ynhG//hipA//acrB//nrdD//roxA//idnK//yedF//gutQ//cusC//yccX//hexR//yggX//bioP//phnM//blr//ldhA//yehC//lysO//treF//fliZ//yhcH//yghB//trmJ//gltB//ygcO//wzyE//aroA//mltG//yhaO//yeeY//endA//hchA//yciE//yfdO//torZ//ldtC//
GO_1901565_5	kduI//tatC//cysP//astC//gltI//nuoB//tauB//ynfL//ariR//dpiB//hprS//yhcD//pgaA//lplT//yibH//trmO//degP//glgA//sthA//rep//bcr//yacG//nudB//efp//mutS//nanK//cusR//appA//rpiR//gpmM//yjhB//norW//gcl//ogt//arnD//rlmL//rsfS//mppA//aer//ygaZ//cysA//yhbQ//mdtQ//ubiE//udk//ftnA//sdhE//eamB//rbsA//sohB//ybaQ//yqcG//orn//rsgA//bglH//arfA//hofQ//insB-2//crp//mscS//malE//insH-6//pckA//arnD//garK//ybeY//mocA//yggT//trpL//yggF//erfK//yfdR//sdiA//fimZ//fecA//lolC//yjhI//ettA//yegD//ssuA//cobU//napF//murC//yejE//prfB//nrfF//dcd//hicB//acpS//gltP//nirC//ycjR//ydiQ//lptE//gltP//ybeQ//yadK//kilR//yjjQ//yggT//hyaB//coaE//putP//mlaB//wecA//tyrR//caiE//argK//corA//phr//lldD//emrB//lpoB//wzb//envC//yehW//ymfK//glnB//treA//glnS//hisM//nanT//cysA//uraA//apaH//napC//rlmD//paaB//kdsB//adeD//yeaV//trkA//ugpE//aroL//
GO_1901566_5	yqgF//yigL//argR//relE//livH//yafS//mglB//alaE//mngB//rapZ//trpA//rplI//frmA//atpA//hicA//sbmC//sgcA//mltC//thiQ//adhP//aas//pflB//yjcS//blr//treR//glpT//uvrB//ubiD//hyi//ibpA//lgoD//rimM//rutD//ygiN//puuP//sdaB//htpX//amiB//rimL//rsmJ//yfaU//ftsW//serS//allR//mlaF//napD//rplO//ppk//groS//yhbO//yjjG//cysS//bacA//mutH//mutS//lysO//pntA//mdaB//nrfB//accB//kdsA//chbA//corA//glnP//dapD//mscK//pgk//cobS//tnaB//uidA//alaC//ybaO//queC//rimL//bglF//yfdC//qorA//yagI//ygaV//dnaN//mtlD//lplA//ydiQ//yjhB//yahI//mdtJ//dauA//ybjL//bepA//tonB//rlmL//eamA//potF//ogrK//ycjY//bglF//ilvN//greB//rsmH//melR//glnB//mdtI//ushA//rimP//hypT//hprS//oppA//fdhF//flgB//rutB//yoeE//azoR//dapF//idnD//sdhA//glnP//adhP//wbbK//selA//waaU//cyoB//ulaE//ibsB//yghU//sfmF//mdtI//dmlA//yggN//dgkA//dkgA//mraY//recF//trmA//rhaR//ygbI//cbrA//phnG//gmd//hofO//cusS//manX//dpiB//nagA//fabZ//yjtD//ynbD//ttdA//ulaC//shiA//nuoL//malE//yhjA//glgS//rfaG//ynfL//seqA//npr//glpT//rlmG//ldtA//mppA//mprA//rluC//zapA//rbsB//hcaE//rplO//ubiE//ptsP//mutM//ettA//truB//upp//pyrE//topAI//gapC//waaC//waaF//potF//tdh//ygdG//fimF//yjiX//yjiQ//nanE//ftp//dgcM//hofC//artI//trpC//mrcA//zitB//garD//ydiB//uspF//nrdB//ftsH//ldtB//hcaE//rlmE//fhuF//mdtF//yggD//gldA//proQ//ydfH//xylB//yoeB//rpsG//yqaE//yegD//tamB//rlmA//aldA//hycB//nlpE//panZ//garL//ybiJ//ygjH//tauA//dgcF//mmuP//yaiV//dacC//bamE//yiaB//ribE//waaA//dcyD//yqgF//yqiG//rpiB//lsrG//ycjD//gpmM//ypjD//frwC//clpP//sppA//yadN//tolA//dcuB//rpmH//hcaT//trpR//mnmE//secF//rpsM//moeA//ybaE//epmB//ftsL//menC//mmuM//smrA//hflD//ldcC//tolC//hofP//fliG//yfaL//tdcR//csgG//lysS//recG//nuoH//trpR//sgcB//ansA//yhjA//ilvE//chiP//rof//creC//mlaC//yehP//cmtB//xylG//artM//pspD//hflK//adk//yiaL//ettA//yebS//metC//nlpE//ycjY//dut//rspB//uxaB//hdeB//sgcB//pldB//glyA//gspI//oppA//aslB//narP//wrbA//chpB//zapE//mltD//torI//yhaM//ssuE//yraK//gpp//fdoG//soxS//ybeQ//cnu//mcrB//hldE//avtA//trg//sgrT//hemA//ortT//ygiV//tcdA//ecpR//nupG//tatB//gsiC//tdcG//tcyP//opgB//zitB//cspD//ypdC//rapZ//fre//dgcF//rpmG//speG//bacA//galK//galE//exuR//alaC//pepN//rcsC//evgS//ldtA//fimD//ybaM//bfr//deoA//rapA//rpoS//lsrD//fryB//fruB//mzrA//casE//bluF//lpxP//otsA//apt//clsC//yhdJ//ribD//cysP//yehX//chpS//lepA//ychO//gltK//rfaH//dicC//degS//xylG//yjiQ//gltP//glnK//ackA//tusB//ulaC//gudP//grpE//alaE//qorA//bhsA//lldP//acpP//
GO_1901568_4	rluE//
GO_1901569_5	aspC//
GO_1901575_4	dtd//basS//rbsB//yobA//hcaF//dcm//yaaU//torS//yihV//rplL//rnc//pheT//tdcG//ycbU//ftsX//yegT//ybiW//yhgH//rstB//oppD//fruA//dcuC//nadE//tdcB//ybjI//bhsA//ftsL//entH//yahI//cyaA//uxaA//fadJ//degQ//mltD//mtn//ydcI//yahD//hpf//trpGD//rutA//yafN//glxR//argH//yihX//ybeQ//lysC//yraN//pykA//ymjB//miaA//yicJ//malZ//envY//fucO//lptB//atpE//bcr//cysI//ydaV//pgsA//rzoD//ggt//selA//pitB//citX//uxaB//rplQ//deoB//dapA//sbmA//ydfG//yadI//hyfC//sdhC//maeA//cheW//aceF//ftp//ghxQ//malP//rzpR//zwf//hemD//sfsA//spy//sbp//bamD//acrF//rpsT//fdoH//yegT//rapZ//ybjG//prfC//nudG//yciH//dnaB//phnI//yagJ//tcyJ//nupC//rsmG//fliS//phnC//rarD//ubiG//nadA//yidP//rhoL//yehZ//dxr//priA//mcrB//tatE//hcaB//livF//ampG//mnmC//rcnB//pspD//dacC//yehC//cpxA//malE//hdeB//glcB//ygcR//fabR//phnC//adiA//yqcG//rarA//ycfL//fdoG//ppc//rrrD//mdlB//accB//sthA//ymgC//nemA//nikE//abpA//lgoT//waaG//ymjB//ygeR//yejF//ydiP//xanP//rimJ//ygiB//ssuE//nrfA//pdxK//yneE//focA//wcaB//udk//phnN//opgH//ssuA//ugpB//rbsD//waaL//yciT//roxA//potG//waaG//rusA//entH//chaA//rbbA//der//lptG//puuD//viaA//yggE//yciF//mobA//yagU//elyC//pflC//gltX//pntA//mdtF//aaeR//appC//xylR//ybaT//htpG//ibsE//flhA//ulaG//ydcP//hypB//ydhJ//dauA//ubiG//thiQ//panE//argS//nepI//mlc//rep//xylR//bioH//fabB//rpmA//mntR//yegS//eutA//yceK//paaX//holD//ybcL//argF//rfaQ//fabR//intE//yghU//rlmG//eco//ybiI//qorA//frmA//xdhB//nadE//hemC//mfd//narH//rpsK//proP//ruvC//cmoA//rplT//argE//gudD//avtA//ymgF//pinR//cynS//ydhC//cobS//rcnR//yehU//osmY//diaA//ugd//ptrA//shiA//srlE//ubiI//folD//lsrK//yddM//iraP//xylF//tsaD//chbC//xerD//ulaF//endA//yjiA//waaU//dgcT//ompL//prs//codB//ulaB//rpiR//rplF//slmA//katE//trkH//asnB//higB//gcvH//yciH//rluB//kdpD//ugpB//kbp//dgcJ//thrB//srlA//rnpA//hha//chbG//csgD//hlyE//ssuC//paaJ//rnhB//insB-4//katG//ispG//eptA//yfiC//aroG//hxpB//phnM//yfbU//mlc//hisP//mntP//agaW//sixA//arcB//nrfD//waaH//ldrB//rseC//bdcA//rplX//ampE//dmlR//atoC//zur//astC//rcsD//secA//xylR//fumA//sdiA//artM//raiA//yjaA//murC//proP//gpp//epmA//nlpE//yhdW//yrfG//ybbW//entB//dcuB//gltP//fdoG//roxA//rmuC//pabB//ibpB//zntR//sbcB//mtlR//ftsE//yadC//hemC//lhr//mzrA//rsmB//prpC//pncB//yajO//yddG//ilvI//dcuB//lptG//livM//rihB//trpR//carA//priB//mdtD//ynbC//pppA//ibpB//sohB//yqjH//crl//glnQ//gpmM//fepD//mioC//rpsI//nuoN//frwC//ibpB//yafO//cvrA//feoC//codB//pta//proX//degQ//uidR//fucI//sdaB//leuC//obgE//ybgI//xerD//rfaG//alkB//asnA//uidC//garK//pyrB//yhaJ//yhdX//purN//
GO_1901576_4	erpA//nanT//obgE//mlaB//ycjR//ydaC//rpsI//csgA//nikA//ptsI//trmH//zitB//ilvD//glmU//panE//moeB//hybA//gntU//yfdS//uvrD//yqeF//mntP//cbl//cadC//bglA//ydcT//dcd//pepT//lpd//caiT//recC//gadC//insA-1//rhaT//fixC//afuB//amyA//ycjD//trmB//thrA//rseC//ybaQ//rbsB//acnB//pyrD//emrY//mog//narX//agaD//cdgI//hyaB//uspF//puuC//yqeF//mgtL//ubiG//rbsK//wcaJ//yddG//fbaA//ptsH//yfaE//udk//yidQ//hslO//ubiJ//yfiR//eutD//aroH//talB//hisB//ruvA//cheB//modB//purB//uxuA//diaA//uvrB//rbfA//gapC//efeO//yajR//rplE//ynhG//fadA//cusB//mlaB//ssb//paaG//yhcD//fdx//rluB//ubiH//casC//waaJ//hscB//pta//trmI//blc//garK//lgoD//phoA//araE//znuB//insB-2//amyA//galR//hemB//macA//glpR//tusA//mscK//ompT//ybcM//gmhB//tcyL//hiuH//plsB//lptC//proS//gpsA//fimF//nudF//sutR//metF//ribD//fdnI//gspI//yedP//soxR//dadA//yieL//pitA//yehT//matP//djlC//cbtA//cydA//ptsH//rplN//mfd//dgcZ//iscU//leuD//puuR//araF//ftsB//mraZ//ybdO//afuB//zapE//ybiV//recJ//dmsC//lysU//mreD//fklB//aroE//csdE//pitA//yhdX//chbA//cedA//chpB//metE//yjcO//bamD//hybA//potH//rplJ//srmB//phoA//dps//hofC//rcnR//malG//prfC//yehU//arnT//znuB//paaX//endA//cas1//ulaC//ibsE//fkpB//rfbX//yehC//yihS//sufA//ybaK//queA//narU//fbp//rne//cusC//ppc//ftp//folM//creB//yijO//dcyD//nanK//aroE//rcnB//epmB//recF//trkA//paaA//seqA//ilvM//ispA//hldE//purT//cyoB//zipA//rlpA//treF//lsrK//paaB//carB//moaB//aslB//ygfA//rrrQ//yhdW//gutM//ftsA//rsmH//frwB//yggP//argP//yahO//pgrR//yihW//afuC//bhsA//msrA//gspJ//rdgB//ydaV//gsiB//moaB//argD//nudB//yihV//emrE//fpr//arnT//lldR//malZ//frvR//csgA//mrdA//ybiW//ybjD//proW//yciE//cueR//ykfM//ydjJ//rpsO//gstB//ugpA//rpoD//puuB//hisQ//ralR//rcsC//ygjH//rhlB//yqiJ//ldrB//frdA//sppA//aceF//yiaN//cysH//fumB//ynfF//yafN//yhbO//ptsP//creB//acrA//murD//rhaR//oppC//betT//dld//clpP//apt//narZ//eptA//yieF//ybaM//rlmF//dgcZ//zapC//slyD//xanP//yjcE//pdxK//lrp//yojI//tdcB//lysP//rpsD//yibH//exuT//acrZ//nuoF//menF//poxB//ynjA//ycdY//pepB//trkG//ascB//ccmH//erpA//nanK//cmoB//glnK//folX//yqjH//yieK//acpT//tcdA//tsaE//tdcF//moeA//malI//xanQ//pyrE//sgrT//fimB//ccmH//ygbN//zapE//ygiN//gppA//efp//pspF//gntU//nagK//mlaD//nuoE//phnL//trpB//chbG//mdtI//rihB//nagA//panC//tatC//plsB//hycB//topA//fliS//yfhH//ygeX//pepD//fdhD//ybeY//wcaJ//cbtA//rhmR//ogrK//acrE//uxuA//fimD//zraR//moeB//ynhF//sixA//trkG//yafS//yobF//dnaA//tatC//recB//afuC//rplE//fecA//garR//appC//ihfA//rpoE//trkH//brnQ//rluA//exbB//yiaJ//gcvA//mocA//mrdB//alsK//bioB//ycfL//mdtB//rodZ//entE//rpsD//dcd//speB//trpL//glvC//yoeE//aspC//codB//edd//recT//adhE//dgoA//ilvN//oxyR//truB//malE//rpoA//xylF//hyi//yjbE//cynX//norV//thiC//sucD//macB//waaY//roxA//mngR//acrA//ushA//creC//ygjH//proC//guaB//csdA//fepG//fryB//gspF//ynfK//hns//envR//abpA//fadK//fetA//rpsT//nadA//opgC//murI//trxC//cobU//mutS//miaB//tmcA//caiF//fucI//ppk//ybjN//ftsN//alsB//ybhA//sstT//fumB//folX//hybD//mlaF//suhB//ygaZ//ytfE//yjhB//dcuS//recO//mgsA//uxuA//elaD//polB//acnA//ydiR//tamA//vsr//lpxT//cobU//yagJ//ydjE//bssR//cof//kgtP//ydhJ//evgA//thiL//paaD//ydiP//abgB//orn//otsB//ralR//ppk//potA//nrfD//pgaB//yqjA//metF//gmhB//ybjL//rmuC//ada//nuoL//hpf//nupC//guaD//pta//mdoD//umuD//gutM//yedA//artI//cpoB//pstS//cysZ//mreD//ndk//fucA//dgoD//ychH//modA//btuR//rpnA//purT//rbsB//manY//cheY//rpmC//ivbL//zwf//sfmA//sbcC//gutQ//yagF//glpK//mltC//frwD//sapB//ldcA//recR//uidA//rplY//nupC//ftsA//yqhC//mutT//cspC//rplL//yhfK//hflC//yfbS//ymfA//hrpA//upp//aldB//kch//mdoD//ynaE//ubiX//artQ//glrR//ytfP//ytfR//chbR//chiP//ulaR//cspA//htpG//cynT//araE//fruB//casC//mltC//ompN//rlmI//sspA//accB//recO//soxR//corA//kdgK//dppD//yghG//thrC//atpB//entA//ydjJ//ycbV//pdeR//tatE//sapF//epmA//thrL//nagK//mrcA//narU//cytR//rhaR//tsx//proP//flgA//ampG//ttdA//glpG//ptsN//aslB//narH//ldtE//gmd//ubiJ//ypjD//rhlB//rclR//narQ//ppiD//puuC//ynbC//diaA//rpoA//pyrD//mraZ//potC//yjjV//yadN//mdtE//prkB//rplR//sanA//hslU//garR//eutN//gluQ//nuoE//degP//deoR//yqeA//kbp//fixA//bdcA//fadM//rpnA//galE//infB//csgD//abpA//caiD//uxaA//yhbO//cdd//aroB//rsmD//ydiV//yaiW//mdlB//yqaA//yehP//wzb//afuC//casA//lgt//scpB//rbsC//ghoT//glpC//paaZ//entE//bglF//envR//eutR//decR//hprS//borD//pinQ//glsA2//ppk//rlmJ//yraR//amtB//gcvH//argR//opgH//rsmG//rplX//ynaE//gabP//dsdA//uraA//ybcC//citG//rcdA//sufC//fhlA//waaG//ychH//rimO//yneL//eutK//sdaB//yrdA//pflB//fdhD//holE//ligB//tnaB//cof//casB//napF//ompL//ykgM//ygeX//idnO//rlmL//erfK//galE//mlaB//yieE//glsA1//yfaX//nrdH//dtpA//sucD//hycB//dinG//mipA//pgaB//cfa//parE//yheT//flgF//tatE//casE//norV//yahF//rlmI//sixA//dgcM//folP//ybcJ//lpoB//serS//xylE//secB//wzzE//phoU//yebQ//yehC//ydgA//hemE//xylH//yciV//tauD//tamA//ydcM//yiaM//citT//hslU//trpR//
GO_1901605_5	yeeL//cpsG//speC//puuD//yfgO//nrdR//intE//araD//asnC//tdcG//sgcB//fepG//miaA//arcC//rsmB//ldrD//fimA//rplC//gabD//rluB//fdhF//ybiS//trpA//hupA//glnQ//fabZ//yfcG//sgbH//dxr//aroD//opgC//gapA//intF//napF//rpsL//envY//zraS//hofP//rpsB//rplA//grpE//tsf//nrdH//mtfA//yihX//alkA//lapA//atoC//ccmD//thiQ//etk//glnQ//amiC//rlmN//hofM//aroC//ibsB//znuA//yqhC//pspC//rsmB//frwB//yhcD//amyA//torS//yeeO//ptsG//yibF//thiM//rutE//murC//pdeL//nikC//arnB//emrE//menD//glrK//cyoD//hofP//qseC//rlmA//fdnH//ldrD//sbcB//opgG//paaA//yhjA//aroG//ybhR//paaA//cheZ//tdcB//ompR//dosP//lysO//rsmG//argC//adhP//moaC//nuoE//truD//hyaC//ybbW//nrdI//macA//agaA//yrbG//rtcR//clcB//dmsC//cysM//xapA//ycdX//ddlB//guaC//sucC//gadA//intQ//lepB//gloC//rplN//yhjX//xylB//tdcF//idnD//pepA//mhpA//pcm//xseA//mog//rho//pphB//symE//yciA//metB//frwC//pgrR//ogt//cydD//gadX//maoP//ssb//gadA//ybjL//ydcT//ssuC//prlF//carA//frdD//hyfA//nfsB//dacC//putP//pspD//cpdB//nudC//yraI//
GO_1901606_6	smrA//hrpA//nirD//yjhB//ispF//pgl//csgF//nagB//prmB//clpP//yqcC//frdD//rlmL//adeQ//fliT//oppF//rsmG//cysK//gmd//rmuC//fadB//alsE//ydiK//xseA//fecB//rplM//thiM//nlpA//poxB//rclC//lpp//waaP//phnJ//bcp//ppiC//minC//ubiD//elaD//chpS//yadN//dnaX//cydC//xdhB//yjcS//mppA//ydcO//hrsA//
GO_1901607_6	gapC//ulaR//paaB//wrbA//rusA//eno//btuC//pyrB//pmbA//aroP//epd//groS//nikC//leuS//pstB//kefB//narH//bamB//yedX//etk//metH//cydA//iraD//envC//rplP//aroD//lysR//pstB//tag//mepA//proV//slyA//cusC//ybgI//uup//insI-1//znuA//ispA//phr//yraK//ypjD//rpsS//mscL//araD//recJ//galR//bioF//recT//envZ//thiE//thrB//ydaV//fucO//puuR//decR//tnaC//mtn//napF//roxA//relA//fucK//malQ//rbfA//ttdT//pspD//trpR//ralR//asnC//sdhE//nirD//uvrY//frsA//pstC//sdhD//ycaO//ybbY//thiE//amiA//agaD//argB//puuC//yiaB//ddpA//tus//accA//hns//yceO//bipA//acrD//lsrK//rihB//ybhA//ychF//yciK//marA//mscL//abpA//nagB//ttdT//xylF//
GO_1901615_4	srmB//uof//rutG//bdcR//blr//ascF//ccmF//mrdA//wzzE//panF//mukB//yegD//pheA//yrdA//ynfH//btuD//glnA//dosP//ccmC//sucD//ybaE//entF//mcbA//ltaE//codA//focA//alaC//ompR//mdtA//gsiC//ptsN//fepC//hicB//yciG//npr//aslB//trxA//rfaH//era//mdtO//ypdI//araE//arnD//galK//araC//queG//bioP//hypF//coaA//rpmG//ubiG//tomB//phoQ//pyrB//cysI//fimG//ahr//dppF//pgi//thiC//yafC//obgE//preA//nupC//lacI//ybcC//cspE//proW//uxuB//soxR//lptE//gcvH//frdD//yjbB//kdsB//sthA//frlA//hflK//serB//ispH//rhaM//ydcI//cysA//hcaE//
GO_1901616_5	lptE//hyi//agaS//xylE//pyrL//yqiH//paaX//ybiW//trmO//frdB//citG//rpmJ//cbeA//rplT//yehC//rpnB//rplK//wza//dgt//ydhK//yedA//tsaE//gltB//serB//entE//
GO_1901617_5	polA//eamB//ribF//slyD//yfjV//yfiC//chbF//yjjV//fsr//ybgQ//rpsE//proC//chbG//ilvE//ykgA//galF//nadB//deoC//ung//scpC//yneL//yehC//glrK//mngR//pgsA//mscL//
GO_1901642_6	ybcM//ybjX//gadC//gpmM//bcp//ftnB//sohB//wecB//
GO_1901652_5	yoeB//recO//secG//dgcQ//ycjW//
GO_1901653_6	proS//bioH//
GO_1901654_5	ispG//ubiC//allS//mscL//shoB//
GO_1901656_7	rutB//ptsI//kefC//waaG//psd//
GO_1901657_5	mngR//ycaO//ycgB//aceB//thiH//yjhP//yhjD//ychF//sapC//fimE//nei//fixA//nupX//amiD//yebC//tufA//cmoB//frlA//yafQ//ybfA//mdtC//uraA//fhuB//mnmC//pspA//rsmA//fdx//tig//yehD//pbpC//gpmM//mcrA//ilvA//ybcJ//atoB//yraK//hchA//flgF//nrfB//cedA//paaF//ccmD//argO//hisC//
GO_1901658_6	wecC//cho//atpF//thiL//zntA//ydhJ//alsA//ydgA//rutR//ssuC//yoaB//nikR//waaA//xylE//
GO_1901659_6	argO//wzb//dmsC//yidD//waaG//cadA//rnpA//citG//acpT//appA//uraA//minD//patZ//rpsG//dcuS//casA//ycfH//pyrE//pepN//
GO_1901661_5	tonB//iraM//allC//sodA//cysE//dppB//acrA//intZ//hyaC//entE//yifB//eutD//dedD//phnO//nfo//mltF//yhfK//creB//rffC//glpF//guaC//trmL//dgcJ//minD//
GO_1901663_6	narX//dnaX//ycaO//tap//uraA//cobS//fepE//gabP//glxR//ybiV//ruvC//trmI//tusB//hldE//ulaD//ppk//csgD//cytR//ybdR//iap//waaZ//lgt//yfcG//
GO_1901678_5	glgX//ychF//yeeJ//ygbL//agaV//potD//exuT//trmD//ydiP//etk//lsrA//recT//ymgF//ybdG//yfcA//map//yqgF//hslU//yidZ//mqsA//iap//ycjY//astC//gabT//metE//iscA//kch//
GO_1901679_6	degQ//
GO_1901684_8	arnB//
GO_1901698_4	frvA//gabD//glnK//azoR//ridA//moaD//tatC//dinB//yjeI//nagE//pta//manX//truC//menA//hybF//abgT//lit//rclA//potD//allB//menB//
GO_1901699_5	ubiC//kdsA//lacY//yqjA//trxA//gatB//
GO_1901700_4	yeeJ//ibaG//rppH//pepA//soxR//hiuH//rbsK//acrZ//minD//rluC//nusA//cueR//mlaF//rplD//yjiR//ilvN//mraY//lolB//thrA//yfdR//tabA//paaB//dcuR//ralR//gspI//dusB//dmlR//nusG//yfiE//yijE//moaE//bcsQ//cheY//mgtA//rimK//emrD//yodD//dnaN//patD//ldhA//acpS//csgF//rssB//argC//cmoM//ykfM//kdsD//trpR//fecC//yaaY//ydaC//mukB//malI//yhjA//recX//dsdC//cmoB//fmt//ycgB//glnH//iscA//ftsE//bipA//
GO_1901701_5	nuoG//panE//guaB//prmB//pgaB//lacZ//mdtD//sbcB//spoT//yjhH//csrD//yagG//rsmH//dsdX//ygaV//umpH//lsrG//gmd//
GO_1901891_5	mdtD//mepM//casC//
GO_1901892_6	nrfC//
GO_1901998_5	yidL//arfB//
