#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	hyfC//crp//rplA//lysP//
GO_0090304_5	yafN//allC//fdoH//ghoS//ykfM//lsrR//agaD//lacI//asmA//insI4//rhaR//ftp//cobS//patA//soxR//hpt//nrdH//trpD//pepQ//yadN//ivy//iaaA//gudP//yfeX//menB//oxyR//yqhC//yjfF//melA//agaA//ybiH//dfp//tatC//yeeY//sucD//xylE//osmY//kdpE//holB//ynfH//nuoL//rpoD//minC//ybhG//ybfA//trkH//yoaA//ttdB//potH//frsA//ahpC//rimK//narK//yfaL//ldcC//cbtA//thiG//argT//ybbY//manY//katE//yidE//pbpC//ssuE//dhaL//gnsB//malQ//cusB//yiaL//kdpD//nrfG//deaD//pyrD//uspE//wcaC//rplB//ilvI//flgM//thiD//slyD//yhiM//narX//fumC//yjiX//pyrE//uspB//entE//ibpB//obgE//wcaJ//degQ//ttcA//wrbA//tyrR//yphB//adeP//feoA//cyoC//rhaB//kilR//ibsD//ghoT//phoE//mqsA//yojI//tdh//yqjH//fabZ//rof//napF//aroP//ldcA//yadM//fhlA//yjiM//melB//ompC//fliA//sdaC//yafO//argG//fruB//ppc//ispH//lpxP//pdxH//lptE//yeeA//cpxA//napA//pflC//trg//ggt//ygjK//glcF//melB//yfcQ//hipA//rfbD//pdxH//dicA//yifB//arcB//cusC//yidR//gabT//dgcE//ybgQ//ptsP//bcsQ//araE//gcvH//tyrB//yciT//mdtG//argC//focB//nadA//dpiB//proC//puuB//waaU//mdtI//lgoR//waaA//ompN//rimO//nrdR//glcA//yegS//yhdZ//ldtD//manX//cpxA//basS//narY//ydjE//yiaF//pcnB//yneL//pheA//yfiE//hyaC//idnD//fabZ//treF//dacD//torR//fumB//pdeL//dtpA//ecpR//grpE//trpL//hcaD//helD//fadK//acrD//ydjK//puuE//cydB//arnT//btuF//ybcJ//dcuC//entF//tusD//mfd//sbcD//aroH//ybjX//wza//rne//narX//mpaA//malS//opgD//yhdX//cheW//accD//galP//dsbC//ybiT//phnC//csgA//htrE//dmsB//mprA//yejB//essD//ybbN//yibH//galP//lysP//yqeA//rffH//cadA//yjiM//hemL//mepA//patA//tatD//wecE//rplT//yecS//tcyP//manA//btuD//rsmJ//adeD//gcvA//uidR//nikB//yfdC//lolE//nuoE//rplX//tnaB//arnA//hyaB//fecD//argF//idnD//fdnI//uspF//yjbG//ldtC//ydaV//rcdA//ypdC//pgm//ymgC//rplB//fucK//ymjB//tktA//envC//gadB//phnG//yfaL//ybhI//uup//tyrB//trmA//ampD//tauA//rfbX//cobU//arfB//galT//pgsA//ybdR//rpiA//gcd//yebK//gudX//flgB//holA//ybdN//torI//yajO//xapB//allD//argH//ltaE//yddG//gpp//fiu//csdE//opgH//tsgA//syd//tcyN//sbcB//frvR//edd//phnM//sapC//fdoI//aspC//gpsA//xylB//yqeA//bacA//ssb//chpB//accB//hofM//ychH//cho//cedA//ygeA//rsmE//pdhR//hcaR//znuB//prmA//srlE//allS//alkB//ycfJ//alkB//corA//selA//yfcG//galT//epmA//fdoH//hisC//clpS//ftsZ//casC//yciA//srlE//sapA//rpiB//kgtP//dgcQ//yieK//ligA//gltI//ftsZ//aroC//yciH//mdaB//carA//mdtI//nuoG//mepH//clpS//csgG//glgA//ihfA//lptD//tolQ//oppC//arsR//fucA//mak//rpmF//yddL//rep//gabD//elfC//yiaL//zapE//ycjW//yibT//lpcA//umuC//sufD//fdoI//fdoI//etp//metI//cobB//hdfR//menI//recE//dauA//coaA//yfcS//yihX//yrbG//yeeL//mutT//yeeY//lsrA//tap//speA//nirB//waaA//rlmD//yjhG//nrdA//rzoR//secY//glsA2//rffH//ppx//clsA//sbcC//uxuB//yegT//pyrB//truA//rutC//garR//pflC//kdpE//pyrL//pta//ftsK//rhlE//lolA//nimR//cusF//ygcO//yehA//rcsA//tilS//folX//pphA//ravA//relB//
GO_0090305_6	lolA//ycdX//hyfF//tap//sfmF//cysI//nei//mntH//panD//nadB//dcuD//lsrR//pabC//trkH//aceF//msrQ//emrD//glpR//phnJ//ttdT//tgt//ptsG//tap//idnO//mraZ//hexR//ldhA//kch//glpT//lpxK//rpsB//srlA//ralR//yojI//pheS//phr//wecB//leuB//uof//yagG//hisS//glxK//pgaC//ycjY//lpxM//zwf//hemE//kch//lapA//galE//eamB//gapC//nagC//dnaX//fabA//lsrD//bdcR//nrdG//caiF//dicA//ttdB//ligA//agaI//agaD//rfaG//ybiS//abpB//mscK//dgoA//pphB//ldtE//fumC//malG//tyrR//atoS//rpoH//fetB//sufB//rayT//hypE//groS//
GO_0090313_8	bioP//yeeJ//
GO_0090329_8	pykF//tolR//asr//deoC//yadG//glpA//aspS//
GO_0090347_6	guaD//
GO_0090352_6	flgB//
GO_0090357_7	ybeY//rplL//
GO_0090358_8	ratA//
GO_0090407_5	umuC//nanA//sufB//ihfA//trpC//uvrC//sdhE//aqpZ//pmbA//acnA//moaA//gutM//gabP//narI//lysO//udk//soxR//ybjN//stpA//hrsA//fdhF//paaJ//nfi//trpD//rutA//dppA//glpX//pabA//recC//hybE//hcaD//lsrK//rnc//rlmE//lgoD//purT//cheB//pgsA//ybhG//iraP//menF//lsrK//tig//fimA//wrbA//yehT//minD//entC//rplY//hycA//arnT//ygjH//yneE//gsiC//aceB//mobA//mnmG//yneL//yqcC//cyaA//yohD//thrC//waaS//lyxK//norV//queE//hprS//atoC//hisQ//rpsL//ompT//lpd//yhhY//nfuA//pdeF//kdgR//rplL//dmsA//yiaJ//fsr//ugpC//phoP//lnt//cspD//tas//rrrD//rsuA//tatE//ftnB//yedF//ygfA//yqeG//perR//mngA//uhpB//cbl//sodC//rpsR//gnsB//ybhG//mtfA//yjiY//ygaZ//mdtO//rpsS//idi//hofC//ybhF//sgcX//lon//yqeA//pstB//uxuA//fliD//yehB//lrhA//arnD//nrdA//paaE//napB//luxS//gatZ//purA//ravA//menB//ycjD//ibsB//chbC//motA//cspD//lldP//
GO_0090487_4	yegD//
GO_0090501_7	betB//dsbD//rplF//yjaA//allS//rhtA//ykgM//tufA//acrA//arcB//ung//dppD//dnaE//atpF//creB//pliG//rraA//dtpA//mntH//yiiD//eno//yfhM//cpdB//napC//rbn//epmB//rhtB//xylA//narV//galU//norR//manA//
GO_0090502_8	yegT//appC//mtlR//rlmN//gyrA//kgtP//cas3//yahI//secY//ppiD//yihW//glpX//sgcR//entH//mlaD//garD//dmsA//acrA//bioD//yphB//ycdY//
GO_0090503_8	upp//leuC//otsA//rhaT//preT//dnaB//yciK//mdtL//
GO_0090529_5	aphA//hemN//rlmN//frmA//tyrA//ygfX//
GO_0090540_10	nemR//kdsA//argP//
GO_0090549_5	ymfK//insI-2//
GO_0090605_5	csrA//insH-6//pgpC//helD//ispG//recN//appC//gcvA//xapB//
GO_0090609_6	ycfS//purD//yjaZ//yhdJ//csgG//narY//dnaK//hcaE//bcsQ//
GO_0090662_6	pgaB//
GO_0097035_4	acpS//ydiK//
GO_0097056_7	yphC//
GO_0097164_4	nudF//tpiA//gyrA//rpsK//nemA//adeP//idi//ymgF//cydA//rnd//malI//purU//thrC//dpiB//mdtL//ackA//cysG//gcvT//bioF//dgcF//dapB//hisB//rclC//malY//ynfF//yadC//
GO_0097237_5	ogt//waaP//recE//dnaJ//dppC//kdsA//hcaC//cobC//mdtC//sgcE//
GO_0097264_6	hdeB//
GO_0097286_10	ftsH//
GO_0097292_8	ybiI//
GO_0097293_9	rlmI//
GO_0097304_7	guaC//
GO_0097305_5	csgE//putP//pdxJ//nac//thrS//tauC//
GO_0097339_7	manZ//
GO_0097366_5	yqcC//tcyP//glpT//
GO_0097428_6	entA//gsiC//sucA//oppC//argP//hicB//narH//
GO_0097435_4	sbcD//yfiF//
GO_0097501_4	aroK//
GO_0097502_4	mcrB//
GO_0097510_7	waaY//
GO_0097532_4	iap//
GO_0097533_5	deoC//
GO_0097577_5	rpoD//trmL//dnaJ//
GO_0097588_5	qorA//ymjB//ycdX//rlmI//fadL//clsA//ybdR//murD//cpxR//flgE//emrK//nimT//mhpA//yqcC//smrA//yahK//ftsI//hscC//dam//tilS//lysO//fadM//ydfK//xisR//hyaC//yraH//pdxJ//zupT//atoC//arcC//ulaR//
GO_0097638_8	fimG//ybaL//allC//aroK//
GO_0097659_7	rpsL//rplX//mglC//dauA//alpA//dnaN//cirA//yjiA//rspB//aceK//lpxD//emrB//gabT//mdtK//fucA//yjaA//fkpB//rcsC//narX//rpsD//sufE//yjjG//bcp//ridA//narP//recG//yejE//yccX//fabG//fumC//recJ//ltaE//narK//cadA//yfdS//purD//dhaM//narI//citX//caiD//etp//patA//rhtA//livK//hemH//tnaB//roxA//prpB//acnA//cusA//infC//mdtM//mzrA//rlmL//dcuC//cysS//epmC//garR//yjiR//serC//pdeR//rpsE//uacT//ldtD//mraY//lgt//msrP//mgtA//yfeW//hyaD//birA//nhaB//priB//gatY//galK//chaC//tcyN//aaeA//oppF//napA//ftsZ//phnM//rpsB//agaA//treC//yehC//pabA//tusA//pyrB//yeeA//yidD//deoR//nagK//yfgI//ftsY//xanP//rlmF//yciK//surA//ssuA//rfbD//gatB//gluQ//yebG//yhdX//rffT//feaR//rna//uhpC//yiaB//ycjQ//mlaF//exuT//cysU//nagZ//pflC//trkH//yieF//yegD//
GO_0098002_8	mppA//
GO_0098542_4	recC//dxs//nrfC//spy//phnC//hisC//wrbA//potE//zapC//cvrA//
GO_0098586_5	nuoG//yeaE//bcr//
GO_0098655_7	lepA//pdxY//deoR//dsdX//yfiC//ynfH//hemH//gltK//lptG//gltP//yceO//uof//mrdB//lasT//hofP//yehX//tsaD//yhaO//ulaD//rplY//idnD//yoaB//glsB//emrE//amiD//tcyJ//lsrC//flgK//nfsB//yabI//pheT//abgB//rfaD//yeaE//rutC//aslB//caiF//yahK//clcB//yigB//rpe//kdpB//betT//gltS//gstA//ispH//lipA//yqeA//emrB//yfjV//bisC//ccmE//yeiG//fepA//alsA//fecC//intE//rbsR//yigL//ligA//yaaU//zinT//uspF//sufC//araC//ispB//adiC//slmA//rcnR//atpD//ariR//btuF//lacZ//argT//cynX//pdxY//ubiA//elyC//ydjJ//rimL//appY//yihV//atpE//ribC//lipA//frdA//hycH//thiC//acrF//yoaA//mltB//bcsA//dsbB//hcaT//caiB//hicB//napA//yadN//mscK//fepC//panZ//rbsA//crr//priB//rpsO//acs//
GO_0098656_7	ybhR//yhjA//mcbR//mazF//fabA//flgJ//fbp//rpsP//cvpA//ftsA//yghU//queG//dsbC//yfcA//etk//fes//frwC//hslJ//tynA//ynhF//elaA//znuC//yciE//aroF//yqiG//murP//ldrB//hofM//melR//actP//srlA//accB//nusA//rng//yjhH//recT//icd//fliD//sspA//nudG//guaA//yfeO//ulaD//phoA//ddlA//lpxK//acpP//cutA//rpsA//setA//dpiA//narY//kdgT//potE//folA//nuoG//holD//recD//nudF//hisI//phr//fmt//cnu//evgS//ispH//hisS//rihA//chpB//ygjH//pdeH//tehB//ubiB//gyrA//rfaE//ftsB//rhtA//trmD//gpsA//napF//preT//zipA//arcB//mukB//dapD//cysB//ypdC//cheZ//ahr//ytfR//dgcM//fimI//ymdB//lolE//srlA//dicC//eamA//ascF//
GO_0098657_5	mdtI//frmA//iscX//lsrC//flgI//yfeW//fliG//cysU//tyrB//lsrK//fadI//fkpA//ynfK//ygiW//puuA//fucK//dusC//tusD//potE//oppD//
GO_0098659_8	glsB//xapA//
GO_0098660_7	gatA//appB//pbpC//yeiG//puuP//paaE//opgE//nlpE//mntS//ybcM//potA//ygjR//tmcA//sgcE//rlpA//yafQ//gcvA//purN//dgcT//rpmG//kdsD//pyrF//glnS//yhfK//tehB//etk//ydjJ//ttdB//dam//fhuD//nac//acpT//yqcG//cheZ//emrY//rpsO//hdeA//crp//tsaC//pdeF//yqhC//glnS//entE//lepA//fkpB//rsmE//rcsD//pnp//yebC//elfG//ykfM//dhaM//uhpA//yafN//otsB//elaA//patZ//prpD//ebgR//yneL//yehU//lpxD//epd//parC//lgoT//tusC//rcsB//yaiV//tag//nemA//mglB//mrp//dppD//dsdC//yfeD//paaK//fur//
GO_0098661_8	csgD//bamB//glyS//sdhD//mdfA//putP//rutG//yigL//fliA//frlA//oppF//uxaB//waaY//pyrD//betB//menB//cof//sfsA//allD//
GO_0098662_8	gntK//gmhB//gspI//insA-1//lptF//cysK//nrdH//dnaG//sulA//opgG//ribB//dicB//lldR//azoR//lysS//lsrA//cueO//cmk//rplE//cysH//tabA//opgG//hmp//ygiB//sfmA//perR//btuR//trpR//pstC//ddpX//alsA//flgF//der//ykfM//kduD//sapD//ybeF//pntB//yfjR//bipA//pyrG//rsmB//ubiI//rplM//chbA//mcrA//mutL//hyi//avtA//panC//cpdA//rmf//dsdA//proS//ptsI//casB//sdaC//elaB//yqcC//rclC//cynS//
GO_0098670_7	tufB//
GO_0098704_7	pgk//uhpC//frr//gcvR//
GO_0098707_10	paoC//
GO_0098708_8	pck//sanA//aas//potD//
GO_0098710_7	gcd//thiQ//
GO_0098711_9	dcuD//
GO_0098713_8	cysA//mgrB//nanA//pfkB//
GO_0098719_9	sdhE//
GO_0098732_6	allB//ygiW//cusF//ynbC//
GO_0098739_6	yjhB//ybjX//fnr//malF//eutR//xylG//degP//alsB//groS//xapB//speD//dppA//uhpA//flgD//phnO//pflA//ulaF//alkA//
GO_0098771_7	acrF//pheM//yciH//npr//kefF//yodD//yhbX//elfG//pdeL//ypdB//waaB//nirD//yahK//purC//rplX//betT//pdeK//ybiJ//ldcC//yagU//frc//cpsG//ydjE//livK//cysH//rlmL//acs//ydiP//xanQ//codB//glnD//rpoH//ydiK//abgA//nuoN//fimH//
GO_0098776_7	cbrC//modA//ydiV//sbcC//phnI//
GO_0098795_9	mutY//
GO_0098869_4	yaaU//dnaB//yehX//rpsB//accA//allC//livG//cysC//ugd//tbpA//sodC//pspC//rlmN//lpcA//accC//preA//ycjP//pgrR//diaA//ybbW//arnT//rpoS//
GO_0099046_5	eptC//feoC//
GO_0099116_10	ygiV//
GO_0099131_7	ddlB//
GO_0099132_7	rbn//borD//yeeY//truD//higA//arfB//phnL//ydjK//nadE//pbpC//znuC//secD//rpsM//dgcE//rnlA//nlpA//narH//yqeA//frwC//rlmE//parC//ihfA//ydeE//
GO_0099133_8	argD//hybE//dmsA//yghO//mgtL//fliA//lpd//dgoT//purN//waaG//mgsA//yiaT//yieK//rplR//dsdA//ilvC//pyrB//rhtC//dcyD//cysB//
GO_0099587_7	ychF//fetB//
GO_0101030_8	treR//
GO_0104004_4	mtnN//caiE//yafE//yeeO//frvR//xylA//secF//ribC//ascB//glnQ//mdtK//xylG//zraS//cyoB//ndh//zraS//nirD//idnT//ycbV//phoE//seqA//mscL//bglB//artI//
GO_0110017_7	tbpA//
GO_0110095_4	nanA//yqaA//
GO_0140115_6	mrdB//garK//qorA//rplB//slt//
GO_1900190_5	cusS//rlmI//yeeL//adeQ//nirB//ynhF//cpdB//hupB//phoA//mntR//asnS//atpC//ais//
GO_1900191_6	aldA//yicJ//ftsN//cof//
GO_1900192_6	coaE//crl//
GO_1900231_6	tag//ppsR//arnA//ydcI//ytfR//
GO_1900232_7	cheZ//yeaG//dkgB//
GO_1900233_7	tsgA//
GO_1900371_8	yjeH//
GO_1900372_9	tomB//
GO_1900376_6	tdk//yjaA//prpD//
GO_1900377_7	yagE//
GO_1900378_7	rnhB//
GO_1900542_7	sfsB//
GO_1900543_8	ydcR//
GO_1900704_7	gyrA//
GO_1900705_8	alsC//
GO_1900725_7	nusG//
GO_1900727_8	yfaE//
GO_1900749_6	garK//
GO_1900751_9	puuP//
GO_1900866_6	ppiA//
GO_1901068_8	sfmF//mepM//insI4//baeR//yaiV//osmE//glcD//oxyR//fumC//pbpG//tgt//
GO_1901069_9	araD//
GO_1901070_9	ygeR//cpoB//potE//uof//
GO_1901071_6	cusC//ulaE//hsdR//proA//rplY//
GO_1901072_7	atoC//trpL//yeiE//obgE//
GO_1901135_4	pdeL//ygcO//luxS//araA//cspD//rutB//hemA//sugE//ygfA//cyoB//ushA//hemC//galP//ymjB//ykgM//cas2//yihQ//yjcO//sodC//rlmA//ydiP//ligB//phnP//deoC//yafN//ibsC//mntS//lpxM//uspE//cyoA//opgE//ibsD//trpL//ychH//xylG//mtlD//dmlR//mdoD//fdnI//manX//ilvE//yfcS//uhpA//yhjB//cysK//ldtB//yadN//yeaV//sgcX//yafN//pstC//wzc//aspS//clsB//ybgI//yihR//bioA//thiE//uspG//ybhA//mutY//gapC//aroB//emrK//yjjB//yegV//exuT//asd//cysU//nagC//perR//astB//nrdG//wcaC//bamC//emrK//nikB//mdlB//arfA//tynA//comR//csgB//xylE//lldP//menH//surA//fabI//menH//arfA//rssA//gltS//nadD//accB//yjtD//minD//alpA//sppA//gstB//ynfE//mdtE//hprS//plsC//btuC//lgoR//narY//gabP//gpmA//ydhK//yihR//fbp//rhtA//tatD//purT//thiP//hypF//ilvL//rrrD//aaeR//maoP//fumB//ycjU//lldR//yehB//rbsK//sutR//rffT//ygaV//idi//uxuB//pyrF//mltC//proW//ykgM//prmA//yjjW//cutC//aroD//ydeO//rplA//groL//tdcF//nimR//aidB//dgkA//waaF//narG//mlaB//hcaE//envZ//lipB//hisG//zapC//hisA//panC//dnaX//trmB//yidP//gntP//yaaY//rng//mak//thiP//minD//entE//ftsW//scpC//ycjR//ratA//sdhA//ptsH//yhaV//mgsA//tyrR//prpR//ddpA//leuD//malS//ridA//dkgB//deoA//fadJ//grxD//feaR//glpC//uraA//bioP//prlF//ycfS//potE//hisI//glnB//hpf//ycaN//yhaM//pflA//betI//dgkA//rseB//yfdG//ompT//hlyE//bcsQ//mntP//nhaR//rcdA//tap//arnB//zraS//insF-1//yjhH//fabG//citT//hcaR//araD//yggP//yceO//chpS//pstB//glpF//ynfF//lsrR//patZ//waaO//tldD//ybgP//rlmJ//hypC//frdC//yggN//yeiE//cbl//queG//rlmM//yagE//spy//gshB//fixB//mprA//aqpZ//purB//insB-2//speF//bepA//uhpB//ldtC//focA//mnmA//ydiF//rmuC//ruvC//moaC//chbA//rutR//bioB//mltC//ppsA//fucA//gutM//dgcN//dgoK//ypjD//pntA//garD//mhpA//wcaB//yebG//xerD//thrS//
GO_1901136_5	ahpC//rcnA//pspD//mntR//clsB//mtnN//hns//recG//ycaN//yddM//ftnB//purN//yghO//tomB//yfeR//yegV//msrP//rsmH//frsA//dsdC//ompT//yihP//lpoB//tdcB//mscK//fecB//dedD//ariR//yciV//oxyR//ldtA//tcyL//appC//rpnA//yibA//fixA//mliC//pdxA//yhaJ//lit//fabG//dgkA//ynaE//bioD2//kefF//dxs//mgtL//yaaA//yehZ//phnH//luxS//yjgX//
GO_1901137_5	bisC//tar//dnaQ//iaaA//groS//mqsR//yfiF//yraI//yciG//yhdW//metI//btuC//ybdR//nanT//sdhD//rsmB//cpsB//ybdZ//norR//mipA//atoS//mepA//ubiJ//rpmF//mreB//sodC//queG//mlc//tyrR//panF//yjhH//ybcJ//yhaO//acrE//fdnI//fbp//fliA//amiA//pntB//argE//cbl//minE//citE//ycfS//rof//pabA//ulaD//trmD//tqsA//cusC//speC//ybiY//ftsY//ralR//ulaB//yfiE//envC//dcd//rsmG//xapB//yegT//yeaE//murB//fliA//yggP//yiiD//tufB//gph//tldD//cpxP//yebS//betI//yehA//cedA//dam//cobC//rplR//dcuA//tamB//yadM//menI//xapB//aroA//sdhD//yddG//cutC//yfcP//aceF//nanT//iraD//ruvC//mepM//agaS//frr//tufA//dppB//fimD//lpcA//yibT//ptsH//ygiB//tsaD//ftsE//hdeA//ligB//fur//pgi//otsA//fadK//ansB//qseB//leuB//mcrB//kilR//htrE//ybiI//plsC//ftsY//insH-5//xylA//mscL//umuC//glpT//mukB//tsf//aphA//pspA//smpB//nadB//hypT//tdcB//feoB//rfaG//pfkB//lasT//yahK//mscL//flgG//ygjH//glvB//hdeB//secM//panB//livJ//rbsK//yjhH//hdfR//fabZ//phnL//csiD//evgA//cbtA//kup//gph//ssb//ymjB//bfr//sdaA//rsmI//
GO_1901159_6	speB//ygcW//yfeX//
GO_1901160_5	dmsA//ykfI//guaB//
GO_1901161_6	ycgB//ftnB//exbD//
GO_1901260_9	ycdX//
GO_1901264_6	recF//uhpT//lipB//rtcR//sfsB//prc//ompN//flgJ//mhpR//ynhG//yehX//flgE//thiM//lsrD//panD//ppsA//yddG//mdtP//ygdG//ycbU//eutN//purN//phr//yebG//ybiX//yidE//psuG//nrdG//dacA//ydcP//cydA//sdhC//patA//ppiD//acrR//ycgR//mutT//phoU//mdtE//rplD//proW//ddpX//lacZ//atpC//
GO_1901269_5	leuE//ybhF//yaaJ//ftsQ//glnA//ycfH//scpC//preA//ytfR//dtpB//cof//rffG//
GO_1901271_6	yfcA//nuoI//zntR//xseA//ypjD//kduD//yfaL//aroL//cpxP//yciE//lptC//hcp//
GO_1901275_3	kgtP//
GO_1901281_6	lnt//
GO_1901292_6	sgcX//soxS//ytfP//yehU//murB//iclR//satP//rcsF//secE//dgoK//rlmC//accD//yiiE//lspA//caiD//nudB//fepD//mhpD//hokE//mgrB//yebZ//yiaF//cmoB//pcnB//insK//narI//umpG//argO//intQ//galM//fkpB//znuB//
GO_1901293_6	uxuA//ptsG//kdpE//yhjX//dcuB//yihS//map//osmE//yfgJ//zraS//glyS//hdfR//osmF//rfaB//feoB//ynjD//ilvI//hypE//flhC//frdA//lptF//ybdM//yiiM//umuD//nuoI//ptsP//dgoK//rhaT//ftsX//hcaF//murB//dctR//prfA//valS//ydiP//cusS//ybjX//flgF//yneL//ydjM//prkB//lpoA//csgA//glvC//rhlB//chbC//ushA//moaB//mnmE//yhhZ//crl//flgH//ydjJ//ykfI//yiaN//sbcB//lpxL//sgbE//ynaI//psuT//glyA//nusA//hisS//sfmF//yoeB//trpC//aroF//yehD//rfe//ybbY//aidB//fryC//ccmD//entH//ybiI//
