#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	lldD//hypB//gstB//pabC//
GO_0098869_4	yiaJ//dam//ybhF//recF//hypB//mhpD//chbF//raiA//glpT//tolA//purC//nth//ung//sugE//cbrC//rplF//murF//nimR//yohD//cspA//degQ//yneE//
GO_0099046_5	mepS//prkB//
GO_0099116_10	hdeD//
GO_0099131_7	yehA//
GO_0099132_7	malG//narL//argG//nrfG//ybjX//djlC//waaZ//ychO//sspA//shiA//mscS//torR//cysS//rlmI//lldD//frvA//ytfT//ebgR//rarA//bamA//tar//ccmE//ppiA//
GO_0099133_8	rof//yfaE//ftsP//xylH//trmO//mdtK//ghrB//ygfZ//alaS//tamB//argO//tdcR//malI//dinD//hybC//alsC//mdtK//melA//sdaB//sbmA//
GO_0099587_7	hyfA//osmC//
GO_0101030_8	ymjB//
GO_0104004_4	mltD//lysU//xisE//garR//epd//uspE//abpA//rlmJ//hybE//rplR//trpD//metE//glpG//fadD//cyoD//yjjI//djlC//rodZ//insH-6//nanK//secA//mnaT//pspG//cpsB//
GO_0110017_7	nfo//
GO_0110095_4	rplF//yjiX//
GO_0140115_6	lpxP//ydjH//adiY//dapF//curA//
GO_1900190_5	btuE//djlC//deoA//ssuE//mhpC//yfdC//rpnC//recE//btuF//mutY//ariR//zraR//ivy//
GO_1900191_6	gshB//yqjH//ymdB//cusR//
GO_1900192_6	tnaA//eutD//
GO_1900231_6	dmsC//yajR//dld//ettA//mdtL//
GO_1900232_7	glyA//rppH//cadB//
GO_1900233_7	hcaB//
GO_1900371_8	ydbK//
GO_1900372_9	hybB//
GO_1900376_6	mhpB//asd//yceO//
GO_1900377_7	yjiA//
GO_1900378_7	trkH//
GO_1900542_7	ubiE//
GO_1900543_8	ytfR//
GO_1900704_7	chpB//
GO_1900705_8	yafC//
GO_1900725_7	ybfE//
GO_1900727_8	casE//
GO_1900749_6	ygfX//
GO_1900751_9	priB//
GO_1900866_6	yiiE//
GO_1901068_8	dkgA//panD//ydaN//bamD//glpK//rpsA//evgA//frwB//yciA//topA//ispB//
GO_1901069_9	ybaL//
GO_1901070_9	ribB//yebQ//tynA//ybhG//
GO_1901071_6	pagP//ydhK//lsrC//mdaB//oppB//
GO_1901072_7	ydeE//ffh//rbsC//tnaA//
GO_1901135_4	yehP//rsmE//mdtE//fliK//uacT//cdd//putP//yibA//thiC//pnp//rbsB//wrbA//bipA//hyaB//rseB//ilvM//potD//eutA//rpmC//rpsL//nanK//frmA//gspE//feoB//btuD//lsrK//eco//lapA//xapB//rhoL//ppiD//arnT//ftsI//fklB//yfgI//ydhQ//rtcR//fliL//yebZ//malY//paaH//yaaU//rlmI//chbR//ygfX//yhgF//mtlR//pheP//mscL//dicB//yqjH//fliD//glgX//dnaN//tadA//torA//dnaJ//cspI//puuP//pgk//hscA//ygaV//amiA//gntT//rpsH//ulaF//ynfE//torR//sufB//dsdC//fimB//ansA//hyaB//dppA//tar//etp//bamE//nuoI//nei//speE//pphB//ispF//der//glpR//murD//acnB//flgD//yjjU//aroG//menF//pheT//pgpA//hcaF//glcB//srlB//fadJ//exbD//fepG//ydcR//ydcP//hxpB//frmA//yibF//thiD//aes//ldcC//yieL//atoC//potI//tsgA//yebG//purT//cusR//selA//rutE//alsK//recQ//rhtA//mlaE//ompC//yfcF//hisG//ridA//ybbW//wecA//gadE//crp//narU//moaC//modB//ydjH//glmU//cysP//znuA//atpG//dhaR//yneE//wecA//ispG//speA//yhgF//ydcT//gcd//zinT//abpB//gadC//psuT//fabA//rihB//cyoB//ydfG//gspF//xapA//mdtI//dcuR//yedL//fbp//fecA//ydiV//trmJ//mrdB//pgaC//tauB//basR//rfbB//map//frsA//ydhC//appY//lysS//tyrA//ompT//thiQ//ltaE//yahB//fadE//bfr//fliT//torY//yhdJ//thrL//uidA//ymdB//ynbD//mreB//tnaB//lptA//higB//mdtD//elfG//infB//cutC//glpT//uxaB//yfdG//rpnA//yebQ//insH-5//mdtD//mfd//entE//queA//rep//ilvH//arsB//sgcX//yfdR//nagD//ligB//narU//seqA//ampD//nuoE//cydB//ybgI//tdk//yhgH//ybaK//trmJ//mltD//cysH//frr//ygiB//pepD//acpH//frmB//modA//lptF//rbsD//ycaN//gapA//deoC//ykgO//hcaT//yrdA//mgrB//yfiE//pyrB//yjcE//sgcE//folA//prpB//yfcG//allR//lysR//pgaB//msrB//lhr//ycdX//yfdO//pdeD//rplF//hrsA//ulaF//tatE//ycjY//nagC//rffC//agaB//dgoK//yfiC//bioB//ydiP//pyrB//ulaF//lacI//hofC//adeD//
GO_1901136_5	acrF//arnB//hypT//recT//glcB//fimF//cysB//cysC//ydjE//pcm//mlaC//hflK//sgcC//mtr//moaA//pepD//dusC//acpT//matP//proW//gadX//srlE//wzyE//rapA//aas//tsgA//parC//lpxC//msrQ//rpmH//thiE//narI//yagJ//ugpA//waaU//livK//cyoE//nrdR//aldA//rapA//ymgA//puuB//purB//lgoD//murE//ompW//tcyJ//xdhB//ahpC//tehA//uhpC//ybbY//
GO_1901137_5	rbsD//eutR//phnH//rcsD//insK//aceK//yqaA//mrdA//sbcB//ycgR//ssuE//yqaE//tmk//yfeO//mreD//rbsC//lpd//yacG//yejE//tehB//intE//fumC//hslU//citX//ynfF//syd//afuB//cysN//yqiH//ydcS//copA//rpnC//edd//hybB//atpE//agaD//phnJ//rihB//csrA//dacA//dgcN//yieL//sthA//potH//ydhK//hyaA//fadA//tusA//era//yefM//ybiH//rluC//mscK//tmk//sapD//gudD//fadE//yciG//panD//crl//ydcT//acpS//chpS//rsmI//yhaM//hsrA//folE//metR//mrr//ybdR//nrdD//gstA//ilvC//livG//lipA//kefF//trpGD//yqiI//asnB//thiP//ilvH//lsrC//cpdA//folD//thiC//feoB//fmt//mtr//yjaA//abgA//nfo//nirB//ydeE//nemR//yhaO//alpA//lon//kdpA//asnB//lysO//leuD//atpG//cynS//msrC//hyi//tesB//ogrK//fis//rhtA//pyrB//rpiR//leuC//adeQ//yjiX//ybcQ//rimM//rraA//mglC//sgcA//cpdA//dtd//tyrS//deoA//pepD//priA//nuoH//zapC//ispU//rfbB//yeaD//eutK//sxy//ybcL//moaD//glcB//asnA//rutG//sdhE//bcr//cho//maa//udp//argR//csrD//thrA//lldR//rlmD//sstT//flgI//yabI//mdoG//gcvA//gltL//secY//yidK//yfgO//fepB//kdgK//yneJ//
GO_1901159_6	idi//entC//fixB//
GO_1901160_5	nlpD//rpmA//rplB//
GO_1901161_6	ycbV//ygcR//idnT//
GO_1901260_9	insB-4//
GO_1901264_6	dppB//yfaV//dhaL//pepA//frwB//exoX//sgrR//rplE//appB//lnt//yfcG//ompR//tmcA//alsC//fetA//mhpC//exoX//asd//yfaE//wrbA//htpG//ddlA//garK//frdA//truD//ybhA//talB//focA//emrK//thiP//wza//fadE//ftsZ//folC//fadE//gntK//cueR//tmcA//rimI//rtcR//yrbG//gloA//ugpE//glcF//
GO_1901269_5	mglB//atoC//uxuR//yadN//yibT//poxB//malQ//carA//dapB//xisR//dgcN//lrhA//
GO_1901271_6	gppA//syd//manA//frlC//hofO//rplK//cspB//yceD//pinQ//flgD//insF-1//cdgI//
GO_1901275_3	sbcB//
GO_1901281_6	ybdH//
GO_1901292_6	kdgT//narP//trpC//leuD//adhP//lolE//lpxC//mlaC//yghU//truD//yneL//acrZ//fdoH//xylR//zapE//feoA//yigB//ycjW//pitA//rep//ispF//osmE//hslR//rtcB//ybaK//yihO//tolA//insA-2//glnP//mdaB//dgcT//rbfA//
GO_1901293_6	tomB//ispG//hns//ybhS//hybO//ftsQ//soxR//pphA//pspA//hybC//rpiB//mscS//holC//waaG//pgl//phoQ//matP//ompR//metH//yqhD//ycjR//glnP//rpsI//ypdF//araD//ibsB//rarA//mltC//murB//ybiT//eutA//ivbL//yddG//ftsE//lysP//gadW//pheP//cysD//elyC//flgA//dmsC//ydhK//recB//narU//gabT//metH//tktB//ada//mscL//yccS//lpcA//dgkA//ruvB//purD//frwD//cueR//nadK//ghoT//fepA//ogrK//clcB//ydcM//ribE//yrbG//murR//nagB//bisC//ltaE//sgcE//dnaA//ibpA//aroA//htpG//plsX//intF//
GO_1901360_4	phoA//codA//flgG//degQ//hdeD//hyfC//lgoR//holC//zraS//yccX//yjtD//malY//nrdA//citE//basS//ccmG//kdsC//yfdK//dgcE//rplI//ybbN//pck//sutR//hybC//gltB//agaC//feoA//shoB//amiD//rhlB//mlc//ymjB//dppF//folM//yfdR//trkG//ybiI//rfbD//adhP//zntA//dcuA//yfaV//dnaE//ypjD//dtpB//pheP//glsB//menC//glnK//cynT//cutA//lptG//mhpB//secG//yfcS//dsdC//artI//exuR//yajR//ynbC//yecS//corA//perR//lysP//abgA//yfgJ//idi//rpoS//phoU//rcnB//ydeO//lipB//kdsC//clsA//ltaE//macB//artM//ssuB//atpB//rnc//cheR//yccS//galT//rplK//dadA//fadA//gadX//acrB//rdgC//argA//ynbB//entA//yajR//fabH//aroG//bglA//argB//ldtA//glpX//paaC//ubiI//ycdY//recE//ybbN//acs//betT//pyrL//dedD//hisC//zapD//waaU//queC//mdtM//cof//intQ//umuD//bdcA//rlmH//fetB//mutL//envC//pepT//era//hicA//elfA//yggP//ycaO//opgE//malK//uvrA//msrC//ymgC//idi//artM//rpoS//ybaM//flgH//ligB//gltP//alsE//atpA//fdoH//nmpC//cecR//hslU//rlmC//folX//mglA//yihX//ydgA//cydB//groS//sgcC//lrhA//rarA//mrcB//proX//atpB//ykgO//hofC//aldB//fadI//garL//nanT//sthA//napA//acrD//narL//aspA//chaC//nhaA//symE//acrA//yjjB//dgcZ//uspC//xylE//norR//fdoI//mhpC//hybB//pckA//ybaE//clcB//yqaB//betA//chbB//ppc//rtcR//ampD//uvrY//phnH//coaD//uup//dcm//elfA//rplD//frdB//upp//yqeF//yhdZ//mrcA//ynfL//rpoA//casB//paaG//yfdR//dppF//apaH//rtcB//yddM//hcp//allB//hybC//parE//yieF//ebgR//tatC//rimI//mrr//sbmC//cobU//murI//yfiR//frlB//ydjM//tsf//kefC//yidE//mliC//nsrR//ybhF//dcm//yjhH//slyD//panE//fbp//kefB//nirB//yciE//mukB//bolA//tauD//atpE//citX//yiaF//yagU//sfmA//blc//flgC//hpf//hinT//fnr//fecD//holD//lsrA//pphA//bssS//qseC//aroP//ymfA//ybgP//epd//pheA//ydcZ//ppx//dxr//panZ//napA//trkH//holE//nuoE//gltP//mdaB//yfhH//selU//yoaB//ogrK//umpH//dinI//dgkA//lsrC//alsC//hcaD//mlaB//ilvE//deoR//rpsN//tpx//dbpA//ompW//panE//ldrD//yhbO//nfsB//ldtE//fadR//xisR//fdhF//fetB//mgtL//nanR//rbsB//mdtQ//tsaC//aldB//lasT//trkH//mobA//slyA//glcC//yidR//artP//appY//arsB//agaA//artP//ygeV//frvR//yjhC//murD//ptrA//fliD//moaD//kduD//lptB//dcm//yafQ//gcvR//cdgI//purU//yiaT//slyD//phnJ//yjaA//rpnD//ybeF//galE//yaaY//pspD//bioH//rpsA//menD//npr//ybiO//narP//yjhI//mtlD//ybiX//ybiV//lsrR//sbcD//narY//cysA//mdtE//sgrT//lpxM//rho//fucO//lysA//ykfI//dfp//aphA//yefM//mscM//ompF//tsx//plaP//glgP//efeO//hokB//ppiA//patZ//nanR//tolQ//frmB//ldtA//sad//xseA//pdxA//fumC//pnuC//ghoS//ugpC//rpsN//malS//crcB//seqA//yidC//acrF//thrB//cpsB//pth//fucK//ycjP//trmD//hsrA//pspA//hisM//ybdG//wzb//pyrH//rfaF//elfD//nepI//mtnN//nagB//lpxC//rayT//nusA//ibpA//ycgB//pgaD//gadC//appB//rpmJ//ilvB//pyrB//fimI//pstC//preA//rzoR//yiaF//valS//ydbD//aspC//rbsC//hslU//evgA//dinJ//cobS//yihP//yhjR//rna//surE//clsA//basS//ydeT//yiaB//moaE//uof//manZ//nrdI//rodZ//pepN//napF//yifB//rutE//insI-2//dctR//rlmM//acrB//narI//ubiH//ogrK//hcaB//xylH//citE//rng//mdtG//yhbS//bioF//npr//cueO//fdhF//nsrR//tamB//ydiO//pgk//napB//pgi//ydcP//aer//yihV//rpmC//sbp//mcbA//rpsH//citG//lplA//rplI//rpsS//dacA//eutK//ldtC//mdtN//envR//zipA//ybbY//dmsA//aaeR//pncB//adeD//aldB//fau//treB//ydfD//nfuA//dusC//dkgB//trmA//yjhI//emrK//eno//fliM//acpP//pinE//yhjB//rimK//elaD//ynbD//waaH//metQ//rpmE//gph//fabA//pyrC//ibsE//clpB//sdhA//lpxH//mug//arsC//sapA//prs//tnaB//citT//yhhY//rhlB//yccA//mlaB//rclC//cydD//sulA//dld//livG//yoaA//opgE//hdhA//qseC//fmt//bioH//ycgR//ygaZ//atoS//rbsR//stpA//pntB//ispF//nanC//soxS//ulaR//ymgC//tldD//panC//dsbG//aldB//pdxK//ugpA//modC//agaV//endA//yeaE//casB//yjiA//exuT//rluC//yhjG//rpnC//mog//yqaA//glgC//xisR//afuC//sgbH//yehY//mltF//thiL//fixC//hypB//nhaR//pepT//nfi//fabA//phnO//atpF//gor//cyoC//mtlA//sfmA//fimG//ychF//dgoT//dapB//dgcE//yeeL//pyrL//ravA//ycfJ//ycjY//frdA//ldtD//syd//paaX//xapB//ilvC//rcnA//cysP//nrdH//ybcJ//selB//pheP//hcaF//tonB//oppC//lsrC//sapC//plaP//wcaC//xylR//thiQ//mdtI//malG//relB//yoeE//folM//lacI//rpnD//rutC//pgaB//yghB//napF//betI//relE//coaE//yiaA//nadA//ushA//recD//wzyE//citG//yjiX//ccmH//rsfS//fabR//secA//fimI//ssb//der//yecS//acpT//hypF//entD//rnhA//selA//htpG//gloB//guaD//ygfZ//mocA//ybiI//lhr//srkA//accB//yhfK//yagU//iaaA//potI//npr//torZ//bdcR//ydiB//arsC//rcnR//marR//rzpR//scpC//murE//abpA//serS//preT//radA//sodC//lpxM//glpK//aspA//glcB//amiB//emrY//dnaJ//serC//ulaG//ydaC//helD//thiI//agaR//alsE//sbcD//vsr//glcB//ssuE//upp//tus//artQ//hcaT//rhaD//sbmA//ppx//arnF//elfD//lplT//pyrL//torZ//bioA//dnaN//agaD//yiaB//yqcG//acrB//yfaV//agp//narH//clpP//pyrF//nikA//fimH//garL//mocA//sufE//cadC//folA//etk//uspB//umpG//parE//fbp//holE//yoaB//ybbN//fadK//tolB//ansB//zapA//acrB//phnM//metE//nuoF//lptG//fiu//napD//kefB//nagB//hslJ//purD//mlaC//yjiM//pncB//flhA//hyaD//yfgJ//emrD//yjbG//epd//clsA//tqsA//
GO_1901361_5	leuD//acrD//yifB//dpiB//entB//treB//malG//srmB//yejB//ulaD//mltF//yobF//ftsY//degS//topA//yehC//yciK//murB//frmR//frlR//ppk//ndk//gatB//ppk//guaA//fdoI//nlpD//groL//tatC//chbF//hemB//ykgF//ghxP//cusA//thiQ//entS//uspB//fixC//ydjE//tmcA//gabP//citX//fepD//ygeX//tig//ssuD//lacZ//agaC//putP//yejE//glnE//mdtM//yieH//fecB//pal//yciV//fes//yciA//yjiY//ydaC//ivbL//cysI//bdcR//clpA//yadG//atpE//putA//rhaD//ftsI//degQ//cysM//psuG//ycjW//adiC//entE//dfp//bcsQ//yfeW//upp//fetB//mukB//thrL//ybiV//accD//nuoG//yneE//pal//ampE//aas//betT//matP//mlaF//xanQ//abgT//ypdA//yihT//flgA//serC//cysW//corA//yfjV//ykgM//ygbI//chbB//mdtG//elaA//cdh//gph//aceF//gatB//rdgC//yeiL//dmsC//yeiE//torA//katG//sgcE//astC//puuB//napF//gadA//pyrF//lysP//gpsA//nei//kdsB//
GO_1901362_5	glnH//rcnB//shoB//sthA//mhpB//rraB//ybdO//etk//phr//rplL//yidE//kdgT//mltD//rbfA//waaP//tyrS//tmcA//rpsO//panE//recD//sucB//arnT//gspJ//hyaB//ybiH//greB//hemD//folX//aroD//frwC//yiaM//mdlB//arfA//livF//hipB//fepA//nudG//gpmA//ftp//pyrH//feoB//fixA//cbrA//fabA//cusS//tus//waaH//casB//ydiB//msrQ//hyfF//pdeF//gntK//yehC//fadH//ycjP//metI//dicC//insA-2//ariR//bglF//hemC//rpsI//nrdG//msbA//gluQ//recR//ydjH//alaE//rplF//moaC//nrfF//rsgA//wrbA//nadE//agaI//citX//ynfL//recG//aroA//ytfQ//ybgQ//nadK//proP//abgR//yadG//ruvA//argF//lpxT//tauB//rimP//glcE//rplS//lhr//mdtC//hemN//tatD//mutS//afuB//garL//cysI//dgt//mhpT//rhaB//idnT//ybhP//ynbD//yaaU//mutT//malF//iraD//malF//radA//yceO//mdtF//dpiB//cof//mcrA//cydB//clpS//dsbB//iraP//entC//mlaD//ompC//fpr//rbsA//ypdI//yheT//yhaM//pgk//thrB//cyoB//ggt//argE//yraI//malE//mdoG//dadA//rhaS//cpdB//tatB//yebZ//nanT//paaD//ybdM//lon//purF//ybgI//preT//rhaD//recA//speC//tqsA//bglA//sgbE//panZ//smpB//arcA//pepQ//lepA//napB//ubiG//aaeB//fimH//glpC//patZ//cmoA//lon//glyS//cysC//rcsD//feaR//pldB//acpT//sfsB//betI//yajL//sapA//gspE//ytfE//mcrB//nudG//mdtA//fcl//idnK//hybC//nikD//fucO//potC//malE//nac//waaQ//mdoG//torA//ffh//yfdC//yidA//ampG//cspA//elfC//birA//sucA//abgT//mdtB//yjbH//insE-1//tilS//malI//hmp//lolD//rutR//trmL//sucA//rbfA//yafC//pstS//arcC//prlC//rpsE//mazG//allD//alsE//hofN//cdsA//casB//grxD//lepA//yidA//insH-6//gutM//zapD//ptsI//rfaH//ldtC//brnQ//tusA//sdhE//preT//ydhQ//pppA//lrhA//lptC//secM//araF//rmuC//arnE//ibpA//prpC//lyxK//yqcG//lnt//satP//yhhZ//cysH//rpmF//yggN//sucB//mtr//fadE//rimI//hybF//ychO//nlpD//atpE//msrA//panD//eutR//abgR//glnE//ycgB//metR//cpxA//acrF//ariR//lpxD//perR//upp//gyrA//tdcG//pstS//tdcA//ccmC//cheR//ddpA//yebK//sad//hflX//ubiG//ybaM//ypdA//lptC//rseP//afuB//ccmE//truC//entD//lldD//ispH//comR//yjjQ//rssB//nrdG//hcaT//rlmD//pheP//dnaE//ribA//menA//cysK//phnI//purD//kdgR//elyC//mdtL//ldcC//potF//yihV//lrp//xerD//agaI//topAI//dgcM//livG//mscK//lolA//fadK//cbl//tamA//frwB//yjhP//sufB//mdtK//yaaU//ybiW//adiY//tamB//lyxK//cydD//dsdC//yajD//kdpB//dacA//srlD//trxC//nudB//rlmG//lapB//dctA//hypA//lysS//yajO//ybiX//ybhS//rutD//lsrA//nadE//sbmC//rlmN//waaQ//ycfH//fryB//mutM//dppD//intQ//ydaN//cvpA//cueR//mpaA//ygbI//pgl//flgF//ybhG//gudP//xylG//bcsA//ygdG//nusA//umuD//pdxA//iraD//manY//gadA//
GO_1901367_6	treF//ugpB//
GO_1901401_6	nudC//
GO_1901422_5	rzpD//metC//ibaG//
GO_1901440_4	agaI//
GO_1901441_5	gadE//
GO_1901463_7	iscS//
GO_1901530_5	tehA//glpD//rlmA//maa//
GO_1901562_5	ybhI//
GO_1901564_4	yjiX//speD//gltD//viaA//polA//hda//sdhD//ulaE//mipA//aceB//ybiH//ybbY//yieL//frc//glnK//cirA//rhoL//cpsG//lgoD//hns//ldtE//macA//ompA//cmoA//paaJ//selA//hpt//moeB//artQ//xylE//panZ//hcaR//menF//yciT//arnF//yqgF//rplN//srlA//envR//ubiJ//hslR//betA//mutH//fumC//ssuB//torZ//yjhB//wecA//ydiP//norW//nupX//chbR//recB//mdfA//hdfR//pstS//fhuF//yidD//mtlD//malF//oppD//fhuB//gspE//zur//rfbX//ybdR//torZ//frdD//murP//relE//gmhB//tolR//ssuA//azoR//xisR//lolE//xerC//tauA//rpsL//rpsB//rhoL//elyC//trpA//yjcO//tcdA//ldhA//ispH//cra//ycgV//fadI//speF//phoP//sufA//rpsO//xerD//cspG//mak//yibH//aphA//ttdB//opgB//elbB//ygbI//adeQ//mcrA//cca//prpB//efeO//mzrA//nfsB//cyoC//yidP//sgcB//hchA//rfaB//ydeO//yihT//mhpA//glpA//rarA//manA//glnB//yegV//rlmA//ydfD//ydgA//wbbK//trpS//glnH//cstA//yaaY//degS//hisM//hicA//yhbQ//yjeI//hfq//yihX//yadM//fetB//tcyL//hpt//nuoI//moaB//iscU//dxr//yedX//gspE//guaC//amiC//ycbU//ugpB//dctA//lsrG//murE//dacB//mdoG//recD//rpmC//dcuB//dsdX//cycA//yehD//cyoA//speB//sucB//yjbF//pheP//ribF//appB//aes//srlA//gcvP//amiD//yahK//phoU//csrA//gcvA//selD//bluF//glvB//rutA//deoB//torY//yhaJ//pth//galT//yobF//ygcR//wzc//tatC//fecC//glnB//dadA//yedP//emrE//narX//phnO//yjcE//narI//sfsA//yeiL//lysC//mdoG//ortT//rzpD//araG//pabC//ccmA//aqpZ//trmJ//yegD//lptB//rseP//sspA//ulaA//ynbB//fimB//intZ//fruB//ymgA//ribA//yigB//radD//putA//glnP//ilvI//mscK//rrrQ//minD//garL//ykfI//cstA//pepA//waaH//rssA//lptC//rne//idnO//dinD//pyrF//cmoM//ghxQ//ybeY//dam//ybjX//yhjV//intQ//yjjI//hldE//clpX//dps//tatE//ydcM//holC//carB//gltD//eutK//hxpA//potD//dnaB//mdlA//rlmG//rzpR//ygiS//ybjC//yhcF//fimC//frmA//xthA//hybG//htpX//gyrA//rpsD//fic//hemB//cysU//birA//pyrD//glpF//emrK//symE//rimK//glpG//nrdI//nlpE//amyA//sbmC//recG//bhsA//aroL//rimP//rlmL//cynX//kdpB//rpsD//nadA//rhlE//ybgQ//gshA//prpR//proW//mazF//cusR//sutR//rpmH//hemL//ptsI//sxy//ydfK//yfcR//cysH//ptrA//ybcC//argI//polB//pepT//hyi//ppiD//metF//tsaC//yggN//asmA//cadA//gpsA//lolA//pspA//allB//dgoD//rodZ//hsdR//glmM//malG//tolQ//nrfA//rstB//gcvA//mutM//mdtO//glgS//kdsA//zntR//cadC//ade//pykF//dnaN//yraI//fimH//murB//dnaG//mscL//cynX//nikD//ampE//flgI//ppiD//agaC//yihI//fimC//aspS//wecC//ttdA//yidK//asr//rof//yhjA//prpC//creB//umpH//nrfE//csrA//tcyP//glcA//fabA//rapA//ansB//gsiC//sufD//gntP//rpsG//fdhF//nrfA//hycA//ibsB//yajO//tdcD//sufD//mlaE//cyoB//bglA//yidK//acpS//argF//ilvC//mdh//rclA//pgm//dtpB//fklB//rsmB//mltD//dhaL//hscC//mutH//cyoC//atoB//sodB//gadE//crr//aspS//pinR//nei//kdpA//galR//rppH//ackA//ydcM//rsmG//yfiC//phoP//rutG//tktA//glnS//glvC//ydiK//rng//thiL//gltL//fruB//gutQ//fur//rcnB//chbB//nrdD//eptA//mreD//ybcF//sthA//ratA//yjhC//nrdD//marR//crp//speG//yidA//bipA//def//rbfA//pinR//ydiQ//yjjI//ymgC//dgt//wecC//fliL//rhaD//ybaT//fbp//dosP//mltC//lpoA//uxuA//treR//idnK//katE//nrdR//yidL//yccA//dfp//pykA//gstA//btuF//hemG//yieL//yihS//agaC//ilvB//radD//yehZ//nanE//lptB//cysC//nagE//yqjA//yagU//infC//rihA//ugpB//rarA//bipA//garR//ssuD//bamE//waaS//mioC//fdoH//yadM//sixA//lpxT//proS//malI//astC//phnP//eamA//gcvH//asnS//ynaE//pgpB//tdcF//ftnB//ispU//hscB//ruvB//rplW//yjbB//cpoB//rutR//proB//insI-1//prs//pstB//mnmA//symE//frr//ygfA//wecB//mnmE//narJ//valS//ygaH//tpiA//moaD//yibH//metN//ygeA//cdd//ilvC//yihX//recB//aas//atpH//tusB//xerD//hslJ//sgcE//malQ//pabC//fur//mrcA//yciE//srmB//ybbY//codA//rfaB//nusA//viaA//dppB//abpB//yfcV//yhbX//potD//polB//ubiX//cmoB//pdxA//uxuR//hemC//cysE//yciK//rluC//zapE//ycjU//yhbS//dcuC//pflB//yhbO//intA//yijE//tmcA//ybfE//yeeA//ihfB//glmU//frlB//waaQ//sbcB//aidB//tsgA//fliL//ompC//queG//arsR//xylE//panD//uxaB//cbeA//umuC//ascG//yedF//glrK//glgS//lpxL//ychF//ybhD//tqsA//rhlB//bioD2//ade//panE//tauB//ycdY//glsB//purR//galT//hisP//mgsA//acpT//ybcL//potD//ppx//rbsC//clsC//trg//adiC//decR//ampE//gcvR//sspA//tolQ//lpxL//ubiX//gcvA//arfB//carA//ykfM//queF//hyi//yfcA//patZ//yhjX//ybjX//crl//hchA//bhsA//ydjM//tus//dsbC//asnA//gspF//lsrG//maoP//cyoC//yjiR//paaK//guaD//yciE//yidA//csiR//hypF//ftp//metB//kdgR//dxs//lamB//gstB//nuoF//phr//dcuB//rihC//uacT//fliT//paaH//rpmF//alsB//fliA//wzzB//aas//yfgI//araC//frlC//yeeY//melB//apt//insI-1//sucA//ftsL//ibsB//feaR//narU//ppiC//agaB//thiH//kdgT//galU//yfgJ//nusA//xylG//rimM//tsaB//gutM//serA//pbpC//ushA//emrB//sapF//gluQ//rpiR//uacT//sdhB//hscC//trpC//ydjJ//citC//rsmD//yacG//ribA//fucP//btuF//ptsI//lptB//proW//hypA//ypdC//sutR//waaY//tpx//pykF//ruvA//tamB//yfaL//iscX//yfbU//mioC//puuD//yfcR//galF//ycjW//pspC//glpX//hybF//yafN//speB//murG//cmtA//kbp//prs//lptC//gabD//ftsB//ydeP//uidR//ycgR//aceB//malP//ydiP//hybO//uvrY//dnaX//rcnR//pinE//yegS//mioC//lipB//
GO_1901565_5	dinD//glpD//rplX//osmY//galS//glpR//shoB//yfdR//crfC//ttdR//rmuC//wzyE//bluR//rffC//lpxL//mreD//cytR//tsaE//yqaA//uspE//xisE//gspJ//waaA//insI1//insE-1//allS//tas//yoeB//serB//ymjB//nudC//etp//lgt//paaF//hcaR//dnaN//pgaB//dgcN//nrdD//dsbG//rlmI//aroP//yagU//glcA//rihB//tatD//uspG//cspI//helD//gntU//deoA//dnaB//rplO//flgG//ttdT//tcyP//sufD//ydjH//dtpD//ttdT//idnD//gspF//tqsA//ompG//ispA//dsbD//fucO//holB//entD//yadG//kdsD//yqcG//ychH//ilvC//wecA//csgA//recR//idnO//glnK//ttdA//dinI//umuC//proP//rnhB//rfbC//minD//dhaR//yibT//cysU//zapE//hycA//hxpB//moaE//speF//mnmE//pntA//emrB//fepB//yehA//torA//gpmA//yehW//patZ//sdhB//cspC//zraR//fkpA//yiaJ//dcd//aceB//yggN//mak//yijO//trpS//ilvE//frmR//glnL//bdcR//ybdZ//mqsR//murP//dkgB//hypF//amiD//fryB//treF//rpoD//ribD//gutM//rpsI//cspG//ygeW//efp//tsx//
