#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	recA//speG//tpiA//dnaA//
GO_0099131_7	pstB//
GO_0099132_7	fliA//yohC//hcaC//pth//hdeD//ccmF//macA//rlmC//tcyP//ycjP//yiaT//csrA//paaD//paaH//eno//yqeF//mdtL//rph//sugE//ypdI//yfhH//wzzB//symE//
GO_0099133_8	murF//glnK//yjaA//yeaD//cspB//gntP//fucI//fabG//acpT//nuoM//xylF//ydeE//gatB//ypdB//wecB//ygfX//yedP//pdxH//sgcE//eptA//
GO_0099587_7	rpsO//rcsA//
GO_0101030_8	gloA//
GO_0104004_4	mnmE//frmB//mtfA//tonB//evgS//cmtA//fadB//recE//fliL//ydaV//ccmC//tauC//sfsB//tolR//hfq//asnB//lpoB//nudG//gspE//agaB//fbaA//pdxA//purC//fmt//
GO_0110017_7	pntA//
GO_0110095_4	tag//rnt//
GO_0140115_6	narP//sfmF//sfsA//ascG//arfA//
GO_1900190_5	ybiT//nusG//rplW//hyi//hxpA//rph//fadL//cheA//yihQ//intE//dnaQ//yihO//gntR//
GO_1900191_6	panF//sodB//iscS//murQ//
GO_1900192_6	rfbX//torD//
GO_1900231_6	rfbB//alkA//ftsX//mreC//trpR//
GO_1900232_7	atpF//menD//sgbU//
GO_1900233_7	crl//
GO_1900371_8	casC//
GO_1900372_9	nagE//
GO_1900376_6	torY//yqhD//ccmE//
GO_1900377_7	ychH//
GO_1900378_7	hyi//
GO_1900542_7	grpE//
GO_1900543_8	ruvC//
GO_1900704_7	lsrG//
GO_1900705_8	yhjC//
GO_1900725_7	cfa//
GO_1900727_8	yghB//
GO_1900749_6	ftsZ//
GO_1900751_9	pinE//
GO_1900866_6	moeA//
GO_1901068_8	yciT//bamE//rpsM//rsuA//nadK//patD//dcyD//hisG//yghU//cspB//ispG//
GO_1901069_9	ydiR//
GO_1901070_9	lldR//lon//glgP//yeeA//
GO_1901071_6	dapF//nrdE//bacA//lysC//pyrH//
GO_1901072_7	ahr//metE//waaS//ydjL//
GO_1901135_4	flgF//pabB//barA//ydiB//shoB//rnd//gltD//miaA//paaX//yadG//rimJ//folD//acrF//kdsA//lldD//cutA//kdpC//fixB//ynfH//maeA//brnQ//fimE//mltG//hybF//gltI//thiC//topAI//cysS//yqjA//fepA//yfdO//era//yceD//flgH//mpaA//ftsK//nac//rimO//rpmA//zraR//sufC//rluF//btuB//mtgA//mrcB//ldrB//kup//cydD//rayT//metN//lpxP//serB//glcB//kup//ybjG//ubiF//ydcP//glpD//tldD//yciH//hyfF//yfgJ//ybiV//yhbO//trmJ//mltC//rpsS//rplB//exuT//cvrA//yjjV//yceK//yobA//nanS//yehW//gcd//aspC//yodD//coaA//hisP//ygbN//dppB//glpT//groL//arcA//paaA//adiY//ompA//tatC//rapZ//hcaD//ytfQ//rlmJ//pepA//cynX//amiB//rpsN//rsmF//zraS//hns//ampG//yajL//yheT//panB//lexA//uxuR//greA//asnB//phnL//yidE//wzyE//rpoD//nirC//fdnH//ompN//pphB//upp//rutR//dinG//glnA//fadA//ccmG//yhcN//dusB//fimC//aphA//dctR//yiaU//mdlB//pflC//ilvD//ydeM//rnhA//ydjJ//ygeW//yjhB//rpsM//murP//yedF//lpoA//yecS//mhpR//valS//waaL//recO//hemD//insA-1//rpnA//fimB//ydcT//queD//ftsN//araG//intE//rutG//rcdA//yraR//potD//sfmF//lptA//uacT//alaE//chpB//nagK//kdpB//ybhI//tisB//hflD//trpC//dgcZ//cbl//dmlR//gpr//exbD//yajQ//hha//ridA//potE//rusA//ilvC//tdcR//pldB//katG//dnaK//tnaA//gspE//ybjX//ytfT//thrS//nudC//iscU//dnaX//yaaY//dnaB//ubiH//ycbX//nirB//aaeR//napD//flgD//mrdA//hokE//plsB//pyrC//xylB//yneL//yrfG//kdpE//ubiG//atoB//dppD//gstA//asnC//sucA//epd//phoE//mngA//cpdA//nlpE//yciE//trpC//frmR//dicC//cysW//mobA//fetA//napD//grxD//cbrA//rzpD//fryC//bluR//yadI//yfiF//betA//rlmC//bcsA//ygfI//agaA//marA//ispB//glnK//rimP//secY//entA//rihC//dedD//rhmD//pgm//htpG//pcnB//dcuA//apaH//asnB//gadE//infB//yphB//ompN//sdaC//yfdR//yjaZ//paaG//ubiJ//chpS//ariR//trpS//dgcJ//artQ//
GO_1901136_5	dacA//mhpC//lsrC//yadN//srlD//rlmA//panC//atpD//nanT//speD//tgt//yidL//eco//rbbA//ybhJ//cspC//malS//aspA//ybaL//ralR//rfbX//waaF//acnB//yqiH//hisM//mngB//setA//iclR//msrB//serC//rpsE//cpdA//yggW//symE//hprR//potE//thyA//fadB//mazG//ompA//era//asnC//dgcE//nrdE//chbF//sspA//kdpB//ascG//fabG//tldD//fbp//rfaF//
GO_1901137_5	mdtB//ycbV//lacI//ytfT//hisG//lsrG//purT//lepB//rpoS//ybjC//uspF//yphC//yfbS//ynaI//rclC//fis//metQ//yfeO//glgS//adiY//fliG//yhcN//aspA//ccmD//gudX//cheY//hscC//rdgB//yphC//cpxA//uspF//plaP//leuS//iraP//emrE//fre//speA//yefM//ghrB//ulaG//frr//ynbB//fimG//scpB//ybjL//uraA//ttdA//sutR//fetA//sfsB//yahF//proQ//lon//rplE//slyD//fruB//yphC//ftsL//erfK//csiR//cca//ndk//comR//ttcA//phnC//ydhC//gntT//garK//thiM//waaS//hflD//glyS//paaF//kefF//hprS//rlmN//lgoD//metN//hypF//mgtA//fadL//nuoH//nemR//rpsD//degP//ruvB//hycH//yjgX//yfiF//mlc//hemG//rplT//yihW//ydeE//yifB//dsbG//ycbB//cusF//btuC//dgcM//hycI//glcC//yajL//osmY//ymjB//rseC//gatA//tdcB//yadV//hscB//dinG//puuC//sdiA//dsbB//melB//zapE//hipB//pyrL//nimR//yafQ//yegD//leuB//dnaC//yaaY//mrdA//ftsY//dgcT//recQ//alaE//bioB//decR//alaA//mtr//acs//cpsB//kbaZ//dcd//waaO//lysC//rplN//chbG//acnA//tsr//holE//metH//cytR//livK//yhbX//flhE//hemE//rhlE//xseB//lpoB//hybC//gapA//gltB//ykgO//fabG//putP//
GO_1901159_6	kbaY//acrE//pgaB//
GO_1901160_5	cysA//ygjR//macB//
GO_1901161_6	leuB//yjiX//potG//
GO_1901260_9	rppH//
GO_1901264_6	ybiX//ygbL//rcdA//cynX//ftsE//ybdN//cysC//nfuA//yfcF//ykgF//kdgK//ibsB//opgD//pgsA//cydA//queG//murE//sufB//cysC//ompA//ldcA//eptA//dhaR//ascF//yejB//yihS//fecB//yaaJ//tolB//afuC//murA//cobS//recE//mazG//rlmF//ampE//fimA//ubiJ//glgS//yfeX//prfB//ydfK//aaeA//araF//
GO_1901269_5	ibsD//artI//flgH//ldtC//cusB//pgi//fryA//cdsA//glnB//arcC//rraB//minC//
GO_1901271_6	flgG//truA//ygeR//yggF//prmC//ybeF//nemR//dcp//fecB//putP//uxuB//ppiD//
GO_1901275_3	ygiV//
GO_1901281_6	upp//
GO_1901292_6	ydeT//yieF//cecR//fimZ//accC//curA//atoB//rep//ybhA//pdxY//proV//metK//rnpA//dxs//fepG//waaS//yggX//rclR//plsC//yacG//ybbY//nemR//ygjK//yhdX//elyC//pykA//aslB//crl//pbpG//bamA//ygfX//gapC//
GO_1901293_6	kbp//cbl//selB//tatE//ybhA//yqiG//flgA//yfcQ//ydfG//moaD//gpt//garK//allS//gmk//zinT//rodZ//dppC//sdhA//fadR//hrsA//efeO//dtpA//ribF//pstB//rdgC//eptA//baeS//groS//lgt//fruA//proQ//bluF//moaA//rsmF//dsbA//yneL//galP//prmB//csiR//ynfK//dsbB//moaA//gadX//yadI//rseC//rsmI//rnb//yadV//yafE//gloA//yoeB//arcA//cysW//wzyE//tusE//ldtD//yjcE//accB//yfeD//fliA//bioH//rcsA//appY//narY//intA//rutC//zapB//uacT//hcaR//thiG//sfmH//trmI//rsgA//acrF//yeeJ//
GO_1901360_4	guaD//frlA//tsx//slyD//katG//ygfA//rpsQ//ulaA//tusC//bsmA//iscR//atpH//ycbU//dgoA//dkgB//rpnB//ulaE//dcuD//pdeD//ygfZ//focA//ybhA//pgpC//ftsN//nepI//uidC//appC//cydB//murQ//ycgR//hprR//adiA//gltI//phnM//manA//araF//uraA//yhfK//oppB//yiiE//accC//ushA//yejB//cyoE//gntT//betT//yidZ//puuC//ybiX//frdA//lgoR//pepB//rplL//dgcZ//ilvA//mog//lplT//asd//skp//hupA//yibH//ispU//hisH//citT//fixC//ahpC//mdlB//nrfG//hypA//yeaK//mgrB//minE//ydfK//mukB//ydjH//nusG//basR//citE//rlmL//hyfA//mltC//pta//rpmG//hisD//purD//chbC//atpD//yfgO//narZ//argT//rng//mdtB//narZ//ddlB//dnaT//ade//fmt//rpnA//atpH//dtd//ykgA//puuC//ubiE//ulaA//rplC//yjbB//nagD//clpA//rbfA//tsaD//ybiS//sufB//ompF//hyaD//yfbS//moeB//ybaO//araH//csgF//pnp//cvrA//thiE//ydaN//yjtD//shoB//ydaN//kbaZ//ybiH//garL//sgcX//yggX//cmoB//rcsB//yqeF//ahpC//clpA//aes//nlpD//rfaG//treC//wzzB//exuR//coaD//appY//yhgH//yhdH//tar//yfcP//sppA//hcaB//yciH//mnmC//rhlE//greA//yoaB//rpoS//yodD//ihfB//ivy//argR//ycdY//lpxD//uspG//cynX//araE//ftsB//glpT//rzoR//kdgT//queD//yjiQ//prmA//gloA//phoR//pcm//tcyN//era//ccmD//ybcF//citC//ssb//phnL//ybcF//rihA//aphA//priB//moaE//rimI//ybeF//agaI//dinB//mtn//sucA//cspI//torY//pnp//fklB//tolQ//nuoH//leuB//rhaD//leuO//uvrA//pnp//flgI//pdhR//kefG//rbsD//ppiC//cpsB//hisH//yfiF//cdgI//yqeF//wzzE//speE//zapA//yajO//rimP//priC//mgrB//narG//dmsB//ubiF//adeP//hisA//ymfA//pitB//atoC//glnL//eutA//araB//yccA//puuD//dcuA//mutM//ascF//yihT//kefC//purF//rayT//ftsL//hofQ//frvA//ycgB//yebG//ftsZ//prkB//ppiD//tatB//abgR//opgC//bepA//napA//glgS//sdhE//glpB//ascF//gltL//cobT//tgt//sfsA//wecA//rpsN//kilR//agaR//dtpC//rfbC//yjhP//trpL//rcsB//pdxA//yqgF//mdtL//yhjD//ushA//paaZ//lexA//fecB//xseA//iap//dppB//hisH//narJ//def//nuoB//ubiB//ydfD//cmoB//mhpR//ftnB//galF//fabG//wcaC//yrfG//cspI//htpX//umpG//yeeA//codA//ftsN//patA//menF//insH-5//priA//lsrB//lsrC//fau//pnuC//allR//tmcA//cpdB//murR//nrdG//ybhG//yoeE//mglA//yobF//yagG//marR//yfbU//yfeO//rppH//asnA//btuC//glpK//cspE//cyaY//pal//fliA//fieF//lpoB//metQ//yaiW//yhjV//ygfX//frdB//hscB//ybjI//thiG//ynfL//sucC//clpB//moaA//hscA//thrC//ydiR//csgB//pepN//cynS//xisE//mcbA//elaA//pepQ//feoB//fetB//csiD//leuE//zapD//yfcQ//ycgV//coaA//sgcA//yedL//hofP//aroC//rplR//feaR//coaA//puuE//msrP//luxS//ttdA//rssB//thiI//yiiM//yadM//prlF//adeQ//sfsB//rplL//fhuD//ubiE//arsR//rutF//ykgM//dsbA//uvrC//sdhB//opgH//dcuA//trkH//chbR//slyD//luxS//yacG//rplT//gdhA//ppiA//pta//malK//paaA//glsA2//ispB//gatY//ynfE//mltB//agaV//gabP//gpmA//fadE//qorA//ybdR//rclR//trmL//cdaR//cspE//glxR//intZ//aspC//recF//miaA//agaI//ybdO//decR//tehB//wzb//napC//pdeL//tolA//alsC//hofO//recB//cysS//macB//emrY//gmk//cvpA//speA//rfaD//putP//dsbG//marA//tolR//fliD//hisP//rpsB//ybaE//mdtG//yfbU//mobA//ilvC//pgl//syd//soxS//opgH//nrdA//basR//nadD//tyrA//plsC//dgcM//menE//arsC//cmk//ybhR//hldE//pfkA//eutA//dld//araA//fucA//epmA//umuD//ascB//sgcA//pabB//ftsH//potF//cdh//rfaH//aaeA//cas2//pabC//ycfJ//dam//zur//panD//ychO//rplJ//pdeH//rpsK//helD//dtpA//ycbB//rfaF//rsgA//fic//tolQ//sdhD//elbB//borD//pphB//poxB//tufA//yjaZ//plaP//lolA//acnA//agp//rlmF//tatE//rpsL//clpS//rseC//alpA//dtpA//opgG//ydcZ//rimI//cmtA//oppC//metL//mioC//xylG//yahF//yciT//lolA//yiiD//ycaN//rsmE//yedF//cpxA//dapD//yjfF//pcm//abgR//murA//atpE//mraZ//metB//wzzE//ytfE//ybjD//malK//tqsA//lldD//ypdA//kbp//rsmC//napD//yejB//pepT//hypF//yebZ//hisS//nrdB//pth//recE//hdeA//yjhP//trmD//exbD//galP//yjjX//greA//cpsB//nudC//citC//mdtJ//patD//betI//rbsD//cusS//aspS//zraS//zapC//dacD//ymjB//entA//creB//yphB//argP//yejA//nac//pliG//evgA//emrD//ybiO//rfe//artI//yjeH//fetA//recQ//ychO//ybiA//glrK//rraB//dauA//fadE//ibsD//coaE//frwB//torI//lipA//fhuD//pyrD//bglB//nhaA//pyrL//rlmD//mlaC//hemH//zitB//fliA//rluE//ftsL//yebZ//rsmD//entB//yphB//srlE//glnS//ybgI//grcA//zapE//frdC//acnA//ycgB//bcp//secA//ybfE//dapB//trmO//prs//galM//gsiC//cysB//fepA//pinE//casA//cmoA//trxA//rnb//rlmA//ydhQ//sdhB//gyrA//glrK//tdcB//fecC//glyA//greA//rimJ//mltG//tqsA//dsdC//frlR//paaX//pgk//sspB//emrK//nirD//basR//glgS//mazF//manZ//msrC//argK//ftsZ//rarA//ftsN//mdoD//ydhJ//gabT//cspB//phoB//thyA//ddlB//lgoR//mdtJ//ttdB//gpt//phoB//flhA//ttcA//kdpB//kch//ycdX//birA//ybjD//dps//aroA//opgB//ade//ascG//mfd//ybfA//yhhZ//lsrA//rseB//ytfT//menD//mutS//cheY//yoaB//hscA//ydiK//feaR//gabD//dgoK//hslO//infC//ybiJ//yfeW//arsR//nikR//tsaC//yneE//pgrR//setA//paaZ//purF//ebgR//xanQ//emrE//glcB//dtd//glvC//cas2//pfkB//hofP//ybaE//yqeF//yqcC//topB//nlpE//prpD//rbsA//recD//nrdI//tusE//gabP//hemL//sthA//groS//wbbK//mprA//ybcC//abgR//fabR//dsdX//livM//yfdO//fumA//adiC//yobA//csgB//ydiB//yjhP//cvpA//gadE//holD//arcA//folA//
GO_1901361_5	crfC//ybdR//cpdA//cpdB//feoB//ycjY//zraR//pspA//ddlA//srlE//dapF//eutK//yahD//metQ//cytR//hypC//ybhG//sufC//hrsA//mepH//hcaC//perR//rpmF//dapF//smrA//dctR//yohC//ribB//mrcA//frc//rmuC//dpiA//phnP//barA//radD//nth//dppF//fdhF//dps//melA//yaaA//yghU//xanQ//nrdI//glmU//gppA//mocA//flgB//nanA//ycjU//leuS//ydhQ//atpA//trxA//gsiC//fumA//phoB//yqeA//trpL//ampG//ttcA//yedA//epmA//fnr//cspA//csrA//rpsM//ybjG//nimT//pyrF//speC//rplQ//metG//yjbE//iap//artI//ydiV//fes//rnb//ldcA//nrdH//citT//waaU//carB//basR//def//yiaJ//hisM//yahD//rutF//mipA//yiiM//yaiV//rfaH//paaH//ftsY//ycgV//ygbN//nanC//eptB//yjjI//rbbA//mhpA//abgR//ydjH//frmR//rfbX//feaR//dps//nuoF//sucC//hsdM//livG//glrR//waaH//fruA//dnaN//cydC//putA//holD//zwf//prs//cutC//rclA//murP//trmL//
GO_1901362_5	cysB//greA//aroH//yqhC//queE//garL//fliD//yjhH//fic//rhaB//srkA//sufE//udk//ptsN//sgbH//xylH//yraK//trmA//yebK//yehZ//agaW//proS//ftsP//ynfL//frlA//frlR//ydeE//wzyE//yggX//ispF//srmB//nrdH//yhjG//rdgB//rhoL//btuD//uspG//eutB//trmD//rzoR//ghrB//serC//chaC//pdxB//hybA//holE//putA//agaD//arcB//ruvC//insB-4//rraA//bcp//gltD//pflC//fkpA//gatC//rpsN//phnK//modB//cdaR//gltD//nadE//metG//ruvB//waaY//uacT//entE//yhaM//yagF//rzoR//ascG//oxc//ygeX//panB//trmL//ldcC//dedD//purN//yibH//ccmG//grpE//yeiG//ycgR//oppF//aceA//rluA//leuO//cedA//flgI//wzzB//ykfM//psuG//acrF//lgoR//hisI//mdtO//hisA//moaE//cytR//yhaV//baeR//arcB//yggX//gsiA//gatZ//dapA//ybaE//yjfF//pnp//moaD//clpA//sucA//yqiJ//hemL//yhbS//dnaN//ibsD//yhjG//alpA//tdcB//aroF//gudX//ydbD//rutF//malE//glpB//paaA//yjhB//aroA//mreC//gutM//rbsC//uhpC//adhE//srlA//thrA//frmB//birA//rlmE//yfgI//mlaE//epd//ydiR//tatD//clcA//rplQ//tktA//pflA//rhaB//hokB//gspJ//crl//rimP//lhr//puuC//glnP//yhjR//cynT//mtlA//dtpB//alsA//nuoI//hiuH//cutC//carB//hofO//ykfM//lolB//yahD//bglJ//truC//pdxH//pstS//gabP//recG//ygcO//dosP//lysA//rclB//waaZ//mdaB//aidB//acpP//ccmD//proW//dinI//fecC//ydhJ//pstC//ghoT//trpGD//yfgO//dgoR//pppA//rseP//rpmC//ybaO//maa//sgrR//tus//glcB//lacY//putP//iraM//hemA//rpnA//yjhC//rpiA//hypC//hipA//ghxP//insF-1//sspA//ynfF//lnt//mscS//rhmR//mscM//glgP//malZ//yehU//opgE//murB//mtlR//ptrA//evgA//symE//serC//dinD//relA//tatE//ftp//hpt//raiA//ccmE//glmM//ybdG//sufS//yneJ//ansB//holC//ydeO//cdsA//fimZ//surE//eutB//rluB//envR//yadC//otsA//rfbD//rayT//yggW//wecB//menD//rhlB//map//yhaC//murG//rapA//yphC//livK//msrB//rluD//sutR//glpB//caiB//lrp//yiiM//rhtC//mraY//sapD//dicB//hycH//insK//msrA//ybiI//rbsB//rpmG//prpD//sgcR//fimF//glcF//glrR//gsiD//arcB//waaS//xdhB//uvrC//trxA//rplT//ymgC//fdhD//trmJ//rdgB//ycfH//dtpB//yphB//mdh//yhaM//pheP//yadI//yidQ//mmuP//galF//rfaF//ubiF//pgk//fliK//phr//lsrR//nrdE//yccS//ybaE//tdcE//yeaE//argP//pyrD//glpR//yihU//eutK//agaV//ydbK//aroP//ndk//arnT//waaP//plsC//alsB//hofQ//sodC//pta//insI-1//yhdZ//argO//ydjH//ldtE//pheS//abgB//garD//lasT//rpmJ//aceA//yraI//ymgC//qseC//yjjG//mngA//lolC//casD//eutK//hflK//cecR//metB//surA//parE//ybiT//sixA//modA//gyrB//mdtL//yhdJ//yjaZ//ynbB//nfo//srlR//ybcL//rsmC//sfmA//gdhA//fhuD//mltB//relA//mhpC//ribA//ulaF//chaA//rpnD//insF-1//glk//fadI//yiaM//
GO_1901367_6	glmS//insB-4//
GO_1901401_6	yjhH//
GO_1901422_5	glpT//potG//narZ//
GO_1901440_4	ynbC//
GO_1901441_5	oppF//
GO_1901463_7	argB//
GO_1901530_5	yiaA//ttcA//yhjA//cadB//
GO_1901562_5	dapD//
GO_1901564_4	rraA//hofQ//torA//fliM//metC//ulaF//glmU//mutY//csdE//rlmJ//ubiF//fdnI//umpH//mlaE//codA//mdtJ//yajD//hybC//alaA//rpsL//ycdX//yadN//dnaB//psuG//tsgA//ulaR//mog//selU//yfiE//yggF//znuB//tig//lgoD//kdsC//purD//serS//atpB//metN//nuoG//topA//yjhG//uxaC//dnaE//yfcS//ppsA//mcrB//sdhD//sbcD//ychF//yhbY//cspD//yghG//rplA//galT//yeaK//waaU//edd//fsr//ppc//ygcO//feaB//mtn//rpmJ//ileS//dsbD//adeP//accA//intS//otsB//lptE//mtlD//add//bamE//preT//serA//hybF//thiL//trmL//dgcE//bacA//ybaL//grcA//ydfK//katE//cyaY//ydjJ//ansA//xerC//ispH//rpsK//cysE//carB//mntS//prkB//sugE//cysS//waaY//lacY//pncB//kefG//thiE//hisP//aldB//ulaG//mutL//ymjB//rplJ//yfgI//umpH//yhdZ//fimG//frdD//mnmG//creC//murQ//ycjU//mepH//flhE//preT//yagG//sbcB//tar//fucA//srkA//msrP//yjjB//rluF//rutR//aldB//mutS//hscA//aceF//hscC//rpoE//chbC//yigL//flgI//tcdA//rstB//secF//pdeL//nrdF//xylG//yhjV//argD//fdx//yibF//dicA//astB//uof//leuE//secF//dacC//ygaZ//yqaE//manA//gltX//rplD//ygcR//ydaC//frdA//intA//rplB//maeA//ymfK//rutD//sseA//pheM//glsA2//yghW//caiB//coaE//glyA//melA//pdeR//yjbG//putP//rimO//dpiB//dsdA//zapB//amyA//pepT//yidZ//arfA//eutN//mcbA//fdnI//mltF//ydaN//argE//dsbB//fadA//ycjD//carB//araF//dcd//ypjD//paaC//rfe//rutC//relA//exbD//ybcL//xylG//ynjD//aphA//ldrB//xapA//bglF//ydcP//gldA//yhdW//pgaC//pfkA//sugE//yqaA//rpe//waaO//prmC//mhpT//recC//eamA//narY//rlmN//metG//queG//prpD//dicC//trxC//era//yidL//envZ//aroK//mcrA//sgcB//ynhF//phnL//dgoR//hflX//ibsA//trkH//yadV//yibH//dmsC//hisH//atpB//tsaB//phnL//flgH//frlC//yraR//narI//ytfT//acrZ//speC//rlmF//lnt//dcuD//ybiO//ynbD//btuB//ascB//lplT//recE//aqpZ//nupC//araA//waaH//accC//rne//amyA//yidA//rnb//ygiS//viaA//aceF//btuD//mdaB//rhaR//lsrB//abgT//cspB//yadI//cmoA//mcrA//rapZ//speD//torA//tatE//prfA//umuC//atoS//agaC//rssA//frsA//lasT//waaY//zipA//lpd//yggW//yhjX//cydC//hyi//iscR//rihB//dtpC//insA-1//dxr//glpK//xapB//ybiX//cyoD//eamB//uvrA//ispB//rbsB//exuT//nanA//yddG//queA//yedF//opgD//der//pncB//yhbX//wzyE//rluE//proX//ydhJ//dhaK//sgcX//flgC//yibF//frdD//gpmA//hypA//ushA//leuD//yiiM//alsB//argT//gcd//trpD//allS//fdhD//cheY//ybcQ//yddM//mocA//yieF//araD//lysR//arnE//fecB//betB//insI4//idnD//chbR//yhaJ//soxS//cspC//yjiQ//phr//azoR//sodA//ubiC//polB//rpe//ispH//ampG//asnA//yraK//kdgK//dtpB//pepN//prlC//argE//dtpC//metG//gldA//rhlB//yadK//rplK//artP//plsX//sugE//evgS//bcr//gsiB//sbmA//nsrR//entA//hyi//zraS//mazF//queF//pspA//yeiL//rclB//yidH//yfcS//lysA//gudX//infC//fhuB//hflC//ypdI//iscR//ydeE//ycfH//chiP//yehP//mutH//rfaG//atpB//yihU//nhaB//rnlB//lsrC//rlmJ//tolB//yeaK//tdk//queD//gmk//frvB//rmf//cbtA//gluQ//waaF//yqjA//dcuB//tatE//cmoM//csgF//fimH//fhuD//cytR//clcB//kdgR//pdeD//gloC//selU//lacI//cmtA//recJ//dnaJ//ycjR//pgpA//cas1//cmk//bisC//gltS//aqpZ//gmd//malY//cstA//fryB//rutD//citT//hmp//rdgB//dosP//ppsR//iscS//sugE//copA//yhdX//yijE//elaA//ftnA//ptsP//rcnA//rhaB//ddpA//tgt//mdaB//fdhE//potB//marA//tufA//leuO//chbR//ttdR//yhcN//hcaR//rplX//chaC//cdaR//malG//yoeE//malP//yedL//yoaA//citE//ypdC//ydeM//mutT//truC//zapB//rplF//manZ//dhaR//tauC//yiaO//narY//yhjX//maeA//dppC//dps//agaA//ccmC//yjfP//yiaB//ibsE//yhdH//tdh//clsC//entA//sapF//rutR//ygaV//dam//murQ//umuD//hrsA//plsB//symE//galK//tolB//yciG//spoT//borD//pykA//csgB//ubiH//gdhA//yhgH//uof//ndk//hrsA//dcuS//dinG//katG//nuoB//dacA//dgcT//fucA//serB//manZ//yebZ//yfcQ//mlaE//gyrB//mtnN//trkA//metQ//mlaD//ispU//tusA//tesB//dgcJ//pepD//pspC//tatE//talB//fryB//fdhF//cspB//queF//eutN//lnt//elfA//ydjJ//wzb//purL//ribF//tus//cbeA//bioB//yiiE//tqsA//entD//lyxK//arnB//yigB//xylR//dtpC//mdoD//arsR//gcl//ygaH//acrZ//rcnA//xdhB//ybaM//yqeG//ygeR//sufA//cobU//rhaS//rffT//ychF//acnA//asr//mgrB//gspF//acrR//shoB//sgbE//ygaV//glsA2//lldP//folC//lpcA//fhuF//exuR//argA//cedA//fsr//ratA//znuB//surE//tcyL//relE//phr//lrhA//ygiB//ompC//yhcN//hemL//dgoD//fdhD//lacZ//dppF//dcyD//yciT//rffC//bamB//cadC//csgB//napC//exbB//katE//bluR//fbaA//ydjM//rclA//apaH//ispA//agp//epd//gspE//otsA//rplI//bioB//rmuC//sgcB//tag//yggD//dgcT//torA//ygdG//rtcR//murQ//preA//ybeF//cmtB//ytfR//putA//fhuF//casA//gspI//yehA//mmuP//chbG//msrC//ybdZ//miaA//rsmE//ygjH//yraH//adhE//kdpE//waaB//yqaE//pgpC//queA//ynfL//yhjA//yraK//katG//tar//ghxP//rsuA//yjbE//yhaJ//ybiS//rzoD//cbrC//curA//crp//tag//glrR//tgt//purU//kdpD//xanP//oppB//yjcS//puuB//ybjG//entE//yhcD//ybjX//rplM//ldtB//azoR//pdxJ//tdcG//lpoB//yajD//waaH//ynjA//yhbX//ldtB//cstA//gsiA//yjfF//glmM//rplM//mnaT//mliC//slyA//eptA//trpA//ybcQ//rho//lsrG//ccmH//sthA//bglB//malS//pal//yggE//waaQ//galE//argI//malS//guaD//tmcA//asnA//uspC//insI4//wrbA//pdxJ//nth//cusC//recR//arcA//metK//argE//
GO_1901565_5	gatB//waaB//acnB//talB//acrF//rnhB//hyfR//rnlA//hsdM//glpF//pphB//feoA//yfiC//ymgF//cysC//yqcG//mmuM//appB//msrC//allS//deoB//grxD//gsiA//corA//trmI//mgsA//tnaB//dxs//ycjP//ychO//lpoA//emrE//paaZ//htpX//yhdX//ilvL//paaK//emrY//bluF//lasT//lolD//ydjK//lysO//evgA//kdgT//cca//argD//ybfA//eutB//yajO//edd//puuR//rplF//ccmA//ydaC//gcvP//relB//nupG//cysW//ftsW//cra//accC//rusA//rplY//mlaB//metL//wrbA//gsiB//ilvI//ppx//tolR//fimD//brnQ//yedF//ybcL//lpxK//fliA//kdgT//cydB//groL//ftsQ//mnmG//cobT//hha//entC//mltG//lpoA//suhB//dcuR//wecC//yrfG//acpT//fau//mngB//ycjU//casC//purA//selD//queF//ftsA//rsmH//mpaA//ymdB//yehU//gph//nfuA//nupX//relE//mazG//yraR//insI1//dnaQ//psuT//yjhI//phoA//deaD//aroK//artI//focB//glnL//fadA//glrR//ybcC//yghG//phoU//yhjC//aaeA//cydB//yehY//frwB//ybjD//obgE//higA//ybcQ//
