#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	cbpM//dacD//murA//yrbG//
GO_0055085_5	srkA//aroC//clsC//metN//kdpE//alr//rpoA//ftsA//atpG//yfbV//rzpD//ycjW//hofC//dacD//ggt//waaH//speA//waaS//fimE//hexR//cydB//yqiJ//elfD//panF//yfdO//yfaU//hycI//yceK//rpnD//ypdC//djlC//nadA//yidL//marR//oppC//flgG//yraJ//mglC//yehX//barA//eutN//queG//ybjN//tatE//speC//nrfG//rhaR//narL//trpE//insA-2//fecA//fadK//yfeX//flgM//hyfR//rnt//lyxK//rcnB//sad//fkpB//astC//aroA//ubiE//ampD//rffG//rpmE//waaQ//mcrA//casE//glnA//xylH//cysW//flgH//parC//potH//ddpX//ftsN//rhtC//yihO//tufB//ybiX//rpiB//cspC//fabD//sfsA//artQ//tilS//aroP//ydeE//ompF//dld//yehD//yhaJ//yeaD//gshA//ispA//yjfF//eptC//nadA//ybaK//rutC//corA//ldtB//yhdZ//rhlB//glnK//rpnB//yjbE//insK//rlmA//nuoB//yhjG//ygdG//baeS//crr//tehB//rnlB//kbp//waaB//arnE//qseC//mreD//yagI//abpB//sbcB//nfo//hyfR//fruA//ribC//ppx//ebgA//greB//cmk//metL//ygfI//tnaC//otsB//phr//panB//mfd//rppH//glnL//pdxH//ydaC//ykgM//ptrA//yafE//argH//mtgA//appA//rutB//frvA//napF//ybdR//waaF//alsK//rzpR//rplP//gyrA//phoQ//kefB//tauD//speF//hemA//nirB//hemF//aspC//aceB//ybiS//purA//dacC//topB//qseB//apaH//ogrK//qorA//lepA//fixC//yahN//ybiY//fdx//cspE//napB//ulaC//uhpT//srlA//higB//ydiR//ftsI//murA//fur//gapC//gltX//rpnB//rhaM//xylR//fadB//valS//sapF//cbpM//bdm//mscL//sfmC//ampD//fepB//crcB//fdhE//dsdA//ybcC//nuoH//fimG//serS//nuoB//galS//btuR//hflX//fimH//ygiB//yjiM//ynfF//cyaA//yphF//dadA//psd//rpoE//fixB//hpt//glpB//trpGD//ybjI//rhtB//yhdJ//ftsW//hxpB//chpB//pbpC//moaD//chbR//pepT//dnaC//ibsE//cra//glxK//mlaB//tnaC//ptsP//cdaR//argH//tamA//nikD//malI//atpA//relB//dsdC//rcnA//adiA//rplN//rlmN//yihI//pheT//uspE//ydiO//oppF//sgcR//recN//entB//yihO//thrL//msrC//bioC//paaB//mipA//ychF//xapB//lpxB//yieE//rsmC//ftnA//selU//qseB//arnE//ytfE//tyrA//pheP//eutA//rluF//fucK//cyaA//msrB//secM//dmsA//dacB//yrdA//cobS//proQ//hscB//cheR//garK//ybeQ//napA//arcC//yhcF//xanQ//yebQ//osmF//pflC//nfuA//yihO//clcB//tauB//sapB//rlmI//rutA//yijO//glgC//proA//yibH//osmC//ydjL//qorA//nimT//nikC//thrC//dppA//yqgF//rpsB//yhjC//araF//lacY//hemA//pbpG//yhaJ//dsdA//yjeH//btuR//fimB//pntB//eutN//cytR//basR//tsaB//era//xapA//fabZ//hybB//leuA//rrrQ//trmJ//yccS//aroL//znuC//nirD//argR//yieE//yieK//livJ//ycjR//yhhT//ldtB//yhjD//putA//nth//yihU//ycjU//rnlB//sgcX//allB//lpoA//pstC//livF//glrR//nanR//ynaE//degQ//galM//hisC//yfcU//atpB//slyA//secB//wzc//eno//mraY//dgcQ//tyrS//uvrA//queC//cydC//ybeF//yghG//talB//ybgI//narP//lpxP//thiD//wzc//hflC//ybdH//oppC//mmuP//sohB//ykgF//ssuB//patD//rcnA//yohC//fdoI//mdlA//ydcO//gph//secB//dacA//serB//zupT//dnaC//purT//gph//sspB//ybeQ//yehD//bglJ//lysO//thrC//ubiB//nfuA//yjiR//yqiG//aroP//afuC//zapE//pgaA//pspD//
GO_0055086_4	cusR//emrK//prfC//cheB//nimT//yjeI//yjbG//rpsK//lysU//yccX//yqaB//ybiX//cbpM//tusB//patZ//mltF//psuT//mioC//rzoR//lexA//zupT//yadK//csiR//ycfJ//fpr//sgcC//tusB//ndk//rpsK//ybiW//parC//rpoA//yagJ//cof//aroG//aceK//galR//ccmA//mhpA//tusB//garD//chbB//ydeE//mngR//ychH//ssb//argA//ascG//kbp//cpxP//fhuB//yahF//mtfA//csgE//fabD//recR//ybhR//yieE//norW//uxaA//dps//ssuC//fruB//ivbL//yadM//ycfS//nlpA//dtpD//mltA//gor//gcd//metQ//ldtC//ilvB//gsiC//thiL//rplC//moaB//tmk//tauB//uxaC//aroH//luxS//fkpB//cstA//nagB//glmU//fepG//srkA//rfaB//pitB//yjbG//yeeO//rffM//cynX//glyA//mngB//fimD//norR//truB//deoB//fecD//yabI//ybaL//leuS//tus//cydA//lon//pcm//yehC//ycjP//bluF//livH//aceF//lsrK//yjjG//csgB//rhtC//dtpB//bcp//moeB//nrdB//rplE//fdnG//gltX//sufC//clcA//cdgI//hns//ompA//wzyE//dnaE//treF//yehW//dtpA//bamD//smpB//fdhE//lipA//greA//rlmL//basS//yggE//ndh//clpP//murP//gltL//tatC//torY//cof//hycH//yibH//hxpB//aroK//asnC//yfeX//ftsI//yjhC//yfbU//msrC//gadB//ruvA//yajL//gltP//rimO//ydcR//bglA//ivbL//thrB//rng//fur//gloC//
GO_0055114_3	feoA//csdA//hlyE//paaD//gsiB//hycH//argC//cdd//tamB//ghxP//yciE//rcnA//cadC//yphD//paaH//lsrK//yidQ//nmpC//rhmD//basR//cpdA//torA//nanK//yjbB//ecpR//ssuD//miaB//ubiF//ffh//lysC//nrfE//yafN//cbpM//yeiG//pgpC//mutT//fabA//narJ//rplQ//zur//exoX//eno//zipA//acrB//solA//ybiY//galR//trpR//ydiV//lpxH//rplE//rplQ//ycbV//cvpA//fdhE//arsR//yhaO//phnK//rcdA//sbmC//leuD//recJ//eamA//modA//ybiS//yfcR//ygfZ//napB//nth//ydbK//allR//tktB//artM//carA//iaaA//ilvB//cysU//rnt//ribE//paoC//pitB//copA//glnA//glcD//der//yjcO//greB//truC//lolC//cydC//hisH//gltD//aspA//hybC//yghU//ynhF//nudG//caiF//mazF//fimI//rdgB//hcaT//rlmJ//gntT//mrdB//umuD//ybiW//lsrB//folM//fabZ//purN//agaV//hsrA//dmsA//pyrC//cusC//dgcN//mdtM//ydcP//tolA//gsiB//arnA//tsgA//ypdI//bglA//rcnB//ftsX//ygaH//agp//mngA//tpx//pflA//trpC//puuE//ycgB//rpsT//nagZ//glpB//ytfT//truD//recC//rpnD//folD//pgrR//hcaR//gcvR//waaY//rcsC//mglC//tauB//metK//feoA//srmB//rplB//tusC//nrdA//xylF//yfgO//holE//ydhJ//leuA//ftsQ//agaA//flgE//ymdB//treC//lsrK//trmI//yagJ//pagP//ydiP//dtpD//codB//hofC//murP//fadD//nudB//suhB//cfa//rclR//alkB//degQ//rseB//ybiW//carB//evgA//hyaB//puuA//flgJ//melA//yqhD//zapA//
GO_0055129_5	uvrB//ydiO//ygiV//
GO_0055130_8	dnaT//gadC//
GO_0060003_10	pdeD//atpB//fur//mdtC//
GO_0060255_5	menI//narH//selD//ycbX//yqhC//clpS//pgaD//dsbA//yedF//yjcO//rpsK//puuP//agaC//yjjX//cfa//hslV//agaC//wecE//ortT//pgk//ssuE//wza//lpxC//oxc//mtlR//ybaQ//yhjV//rssB//fumC//ybdN//aaeA//btuD//dpiA//rnt//nadE//ldrD//ptsG//topAI//yphD//aes//pdxJ//yhaJ//narI//feaR//creC//nuoB//ygiN//glpR//clpB//priA//yebC//ybjI//yfjV//yeiG//osmY//narG//rlmN//yihP//hybG//cdh//ppsR//mocA//yfhH//gph//ybeY//mltF//maa//glnB//syd//sbmC//argE//ldtB//leuE//ruvC//mtlD//sufD//malY//nadD//waaU//yraH//yhjB//ecpR//otsA//crl//clcB//kbaZ//sfsA//metH//murC//moaB//yiaT//dmsB//tnaA//yqaA//sapA//dicB//cydB//ulaE//nimT//mltB//miaA//yohD//srlA//rplT//bioP//feoC//sgbH//fabR//ldhA//chpB//yqgB//cobB//folP//atpF//narL//yehP//fhuF//frwD//insH-6//yeeL//rimL//proA//rep//priA//ppc//mtgA//frsA//ldtE//lpoA//yciF//rpsR//gltB//fdnG//flgC//cadA//hyaB//ppk//mmuM//hisA//cydA//sseA//potB//yafS//lysU//dicB//gadC//fadJ//yahK//ydjE//fliL//rraA//dosP//rplS//mdfA//dsbD//surE//cheR//oppA//iap//dut//rbbA//pgl//dxr//pdeD//gutM//yqeA//phoB//fadA//adhP//sulA//qorA//add//ycfJ//kdpA//alsB//mqsR//trkG//acpP//yjiQ//ycdX//thrC//yheT//tmk//nadA//xthA//pflA//dusC//malK//rssA//tusE//uhpB//sgcX//yihR//mgrB//mlaE//iscS//glpD//yfcR//pdxH//sapD//appB//yaiV//epd//glpB//truC//frdD//truB//dcuB//murC//wecA//eptA//adeD//mlaD//btuE//aspC//nuoL//pgpB//ydjM//rsmA//alaA//ampE//maeA//gcvR//ynfF//yjjW//phnK//elbB//mnmG//rplK//fimZ//prkB//pdeD//gadX//ppc//prfA//deoR//yfbR//fruA//ptsG//napF//gspF//fepC//metI//yhhZ//ribA//frvB//ada//dsbG//ybdR//rfbC//ahr//rluC//mazF//ogt//dgcE//yibH//rfbC//sad//elfD//potD//rlmL//bdcA//dcuA//rhaT//ymgF//qorA//yedP//cysZ//mtlA//dmsC//fimD//purT//msrB//ibsD//yeaG//hybC//yeeA//modA//rplR//yaiW//yiaM//rpoH//puuC//gmd//yhdZ//hypC//ybfE//yceK//mipA//deaD//atoB//fiu//hyfF//znuA//uspF//gltP//ycbB//srlB//dnaG//purN//ybjX//nemA//coaA//rbsC//trpC//yieF//cobU//potF//dam//bioF//ibpB//lptC//tnaA//dppF//caiD//maoP//sohB//ivy//prmA//nrdD//cysP//speG//yahF//lptD//sad//brnQ//napD//deaD//lptE//sapD//glpK//trpB//ybiT//argP//smrA//gltL//yieH//qorA//ompR//ynfH//rsmB//tdcA//mgtL//nrdH//rsgA//def//bamD//rmuC//fixB//ycbV//malP//rbsD//artI//artP//
GO_0060274_5	wcaJ//
GO_0060326_5	envY//
GO_0060341_5	ddlB//mntP//
GO_0060491_5	ygjR//elaB//xdhB//rpmH//
GO_0060566_8	mtfA//
GO_0060567_8	xisR//purT//ydeP//
GO_0060699_8	yfeD//tsr//puuD//cpxP//cmoA//
GO_0060700_7	yoeE//rcnR//yjjX//pal//rpsK//
GO_0060701_8	ftsZ//yidP//rnt//lpoA//ydcI//
GO_0060702_9	dcp//mdtD//fimD//torS//ydgA//
GO_0061013_7	dctR//hmp//ruvB//ykgO//frvA//
GO_0061024_4	argD//fecA//recN//tufB//sstT//ldcC//ybiW//rfaH//lrp//emrD//yfcA//fpr//
GO_0061077_4	entE//epmB//rffC//sodA//tauD//abgB//ycbB//csrD//yghW//cra//yjiY//fic//cmk//sbcC//flgB//basS//mngR//solA//trmD//degP//fimB//hupA//mhpA//
GO_0061475_9	xseB//
GO_0061504_8	cysG//
GO_0061610_5	polB//
GO_0061615_7	rsmJ//tnaA//
GO_0061687_3	yihX//mqsA//hemA//spoT//nanA//tap//
GO_0061720_5	ybhD//mtfA//dcuD//ravA//
GO_0061727_6	msbA//ralR//tolA//mipA//yhhT//rtcR//asnB//xylR//sapF//fdoG//hypB//purR//udk//ybhG//puuD//cbpM//ybdH//ftsZ//rplM//umpG//adiY//mltF//sdhD//mdh//
GO_0061984_6	motA//
GO_0061985_7	secB//
GO_0062012_5	yggW//rffT//cobU//argK//lhr//ymjB//ldhA//rplP//relA//agaD//acrR//
GO_0062013_6	yhiM//rfbX//yacG//
GO_0062014_6	yiiM//gltK//
GO_0065002_6	ecpR//bioA//pdxY//eptA//ribD//insE-1//uspF//maoP//
GO_0065003_5	yidQ//yajO//dgcN//dosP//amyA//casC//ytfQ//mobA//murB//fdnH//epd//rpnA//ghxP//gadB//cysC//rfaE//yafC//uspC//ydiB//arcC//nrfC//borD//ilvM//agaI//yiiM//umuC//degP//yahD//rplE//lamB//mcbA//prlC//ccmG//sodB//ltaE//cspE//alsE//miaB//mdtM//pykF//moeA//mhpR//ulaB//mtfA//metR//bioC//ygfI//uvrB//aas//ahpC//rrrD//ampH//cvpA//sdaC//aroB//zur//fadK//surE//yeiL//rplL//puuD//bluR//cstA//gltB//pdxH//nagZ//nimT//rpiB//sdhA//gcvP//otsB//hypA//sbcC//rlmG//malQ//ydbK//tilS//aaeR//yggD//yfcV//phoB//yejF//acrA//pbpG//rcdA//perR//yfeR//narJ//argP//hisA//ldtE//cmoM//
GO_0065004_6	cydB//
GO_0065008_3	galP//yraN//mrp//hns//livM//rapA//rdgB//rpmE//rfbD//dpiA//ldtB//maoP//galM//alsK//kdsB//adhE//rlmC//yigB//ggt//yahF//yraR//sucC//betI//dmlR//cho//sdaC//yaiP//dkgA//argO//ldtC//atoS//yiiE//plsB//bamB//mppA//ydiQ//idnO//ynfK//agp//pdeH//wcaJ//wzc//rpsB//nagD//bisC//yidH//ftsW//entF//rimO//ykfM//yjiR//argR//bioB//soxS//yhaC//gpmA//prfA//prfC//ybfE//argG//citX//ygeX//hyfC//bglF//ribF//ynhG//mhpD//phr//hypD//ompL//putA//fucA//lgoR//ahr//yebQ//torA//folD//moaD//rsfS//dnaT//pdeR//sucC//eutB//aaeB//rlmJ//frdA//csgD//holC//ivy//guaA//glnH//cof//idnO//gluQ//rep//rcdA//metL//phnK//proA//nikB//kdgR//sodB//pldB//ybdN//adiA//yddG//hsdM//leuA//phoR//mutS//metG//yqcC//gadW//yqiJ//ppsR//zapD//lhr//rpmG//rpe//thiE//leuC//dppB//acs//fucA//chbR//speE//flhE//rhmD//rpmF//betT//flgH//
GO_0065009_3	yfcA//ydeE//nikB//rlmM//ftsK//mcrB//aaeA//pckA//cpsG//yhjA//rhmD//mdtP//hns//gatZ//garD//queC//betI//glgS//gntU//tbpA//rfaQ//elfD//fcl//moaB//glcC//menB//dapF//acrR//iraM//fruK//ftsW//yhaC//puuC//yjiX//aldA//wzc//ybiH//hybE//cyaY//suhB//yfiC//spy//yfeX//rpsA//potH//mug//menD//yciV//argR//trkH//tamA//nirB//uspG//blc//potB//yfgO//ddpA//mglA//bioP//puuP//murR//betB//sspB//yidE//tap//pspF//phoB//flgJ//flgJ//nrdH//purB//yidE//ttdR//hyaA//tcyP//epmC//dtd//
GO_0070084_7	fabZ//
GO_0070085_3	hflD//uhpB//
GO_0070178_5	ygiN//
GO_0070201_6	nanC//dcp//yciG//
GO_0070206_7	lpxK//purL//frwD//lptG//
GO_0070207_8	casB//glpD//yjbF//dkgB//
GO_0070297_7	lptE//
GO_0070298_8	tcyP//
GO_0070301_6	ldtE//recG//rcnB//mgtL//fcl//uspC//ybcM//ybiI//yqjA//pgpC//
GO_0070329_5	mocA//treB//
GO_0070413_7	agaV//manA//
GO_0070415_6	ypdA//mdtP//
GO_0070417_5	pgrR//yibT//blr//cnu//
GO_0070453_7	hycI//
GO_0070475_7	tufB//ftsB//ftsL//ydaC//leuB//ycfH//argG//ybcC//yqjH//moeB//yrfG//zntR//hofP//agaS//emrY//rpnB//ygaZ//potC//pepB//
GO_0070476_7	pck//yahI//
GO_0070482_4	lrhA//bioD1//uspG//pta//
GO_0070525_7	yehY//eptB//caiF//trxC//
GO_0070574_9	wecE//feaB//ascB//moaA//
GO_0070581_8	livM//
GO_0070588_9	rapZ//
GO_0070589_6	bioC//hinT//rsmD//rlmI//yfcA//ahpC//ynaE//yqeF//mppA//zapA//mdfA//paaB//cas2//xseB//appY//emrY//dgcQ//yiaM//ykgA//dacD//casA//eptA//rpsK//hisF//yahN//cyoE//flgI//plsB//gnsB//rraA//gatY//skp//mhpD//uidA//mraY//yrbG//thiP//tatE//fadM//yrdA//cysS//manA//rbbA//
GO_0070627_10	yedA//
GO_0070646_6	zinT//
GO_0070647_7	ypdF//
GO_0070689_6	leuO//ndh//
GO_0070716_8	cpdA//
GO_0070726_5	yjeH//recE//
GO_0070727_4	xapA//yihX//ompF//mdtF//tusB//fabD//ydbD//ppsA//arnE//cmtA//yhhT//katG//yeiL//clpB//ileS//macA//fadL//
GO_0070778_6	wecB//ybcC//
GO_0070838_8	yobF//hypD//entE//metG//grxD//ytfE//rplR//fdnG//dnaB//cof//rimK//yebS//tmk//mnaT//ribD//
GO_0070873_7	lldD//hdfR//
GO_0070874_7	dnaA//
GO_0070875_7	yahD//
GO_0070887_4	ycfL//csgA//yjaZ//casC//rlmC//pyrH//fliM//pta//emrB//rhaB//glgP//trpS//nadE//ycfH//elyC//exbD//napC//rpsE//mlaE//tusD//leuD//kefB//rimM//pstA//cbrA//livF//flgD//yehC//paoC//arsR//pgl//ilvB//frwC//yehB//rffT//ppsA//ybdN//norW//caiD//tktA//yeiG//hxpB//nei//rpsL//mtlA//yghU//smrA//potD//xylA//napA//dnaQ//fryA//glcA//cyoC//ffh//ybdN//rlpA//tauB//emrB//allS//
GO_0070894_6	bioB//
GO_0070925_5	sgbH//yjjW//rhaR//selD//actP//mdtN//hcaT//bglJ//menE//yheT//
GO_0070930_7	sppA//
GO_0070972_7	ais//
GO_0070981_6	ydiK//
GO_0070982_5	napA//
GO_0070988_3	accA//ptsI//
GO_0070989_4	cobB//
GO_0071103_6	copA//htpX//fixC//dsbC//dmlA//ompW//cnu//kgtP//shiA//feaB//dinD//hslU//wcaB//osmY//rcdA//ftsP//pstA//znuC//tatA//
GO_0071139_6	talB//hyaB//
GO_0071214_4	srlE//alsA//pyrE//ftnB//acpP//ompC//ssuD//waaP//shoB//fimA//srmB//xylA//dnaJ//ppiD//cydA//tdcG//ade//rsmA//lasT//yjiA//allS//frlR//ahr//cdaR//
GO_0071218_6	umpG//
GO_0071229_5	clpA//fliD//phnK//tar//uhpC//
GO_0071230_6	galS//
GO_0071236_5	ydeM//gudP//lapB//speA//ycfL//galK//frvA//yejA//pgaC//bcsA//cadC//aldB//nuoB//ahpC//nuoI//fepE//rhsD//rlmI//
GO_0071237_6	htpG//yjjB//
GO_0071241_5	ldtE//yegS//livF//psuT//tusD//phoP//ydiR//yebZ//guaC//treC//chpB//glpA//marA//dsbC//cedA//accD//mntR//
GO_0071243_5	entD//
GO_0071248_6	yccS//dinJ//soxR//gcvR//bdcA//rsmA//rpsN//mlaD//hyaA//thrB//yaaA//rpsS//nhaB//wza//
GO_0071249_6	katE//nirD//
GO_0071250_6	hrsA//ahr//
GO_0071265_5	sbcC//ybeQ//nikC//rpsE//frmR//
GO_0071266_6	dacD//moaA//
GO_0071267_6	gcvA//aceA//hns//
GO_0071270_6	lpxL//hofM//
GO_0071271_7	hxpB//trpGD//
GO_0071276_7	rseC//murB//
GO_0071280_7	yfjR//sfsB//
GO_0071284_7	insA-1//
GO_0071286_7	argP//idnD//
GO_0071287_7	pstA//
GO_0071288_7	paaH//bolA//
GO_0071289_7	gadW//
GO_0071291_6	talB//
GO_0071292_7	gatD//asmA//
GO_0071294_7	fimB//hslU//
GO_0071310_5	pdxA//gpt//mraY//secF//yeaV//ycaN//glvC//ydbD//higB//rplO//uspG//
GO_0071417_5	mgtL//pyrL//gdhA//
GO_0071421_9	ispF//tusC//hrsA//
GO_0071422_7	artQ//yhaC//dctA//
GO_0071423_8	aas//
GO_0071453_5	slmA//cdh//crcB//
GO_0071454_5	aroK//csgF//
GO_0071456_5	def//
GO_0071467_5	ybhS//fliM//ubiI//gadA//mreC//add//aaeB//nagK//bamB//hyfF//gmd//
GO_0071468_6	puuA//yeaD//rsgA//gatB//uvrC//baeR//yraR//ahr//gspF//mntH//
GO_0071470_5	gatB//pyrG//rhtC//xylA//ybaK//mntS//iaaA//yfbV//rplC//narH//
GO_0071474_6	rffC//mak//mliC//mutH//
GO_0071478_5	lapA//ecpR//sgcC//
GO_0071482_6	zapC//cycA//sdhC//
GO_0071483_7	mtlR//
GO_0071495_4	yidP//ydiO//murC//
GO_0071496_4	hprS//bolA//ibsB//puuA//zraR//zwf//era//ruvA//cysH//ettA//yibA//secG//ytfR//relE//hrsA//rplQ//nupG//mpaA//phoE//oppA//rfe//idnD//cysN//gcvP//rssA//amiD//rplN//lolE//uhpA//ygaZ//rpsQ//lsrB//dgoD//flhC//glnP//ybjX//ldtE//ddlA//ascG//hupA//ubiD//gatD//cspC//yjtD//rpsD//rbsD//xapR//yhjG//gltI//arsB//fepE//kdgK//queE//
GO_0071500_5	ibsA//
GO_0071502_5	insK//
GO_0071545_6	malP//hemN//
GO_0071554_3	thrB//dusB//gltX//galT//nlpE//zntA//ggt//trpD//gcl//groS//torI//murF//eamB//cydD//pdeR//rng//yeaD//dgcF//baeS//rsmJ//yhfS//ribB//ptsH//
GO_0071555_4	sapF//rpsB//ldtB//sdhD//hupB//ybjX//rhaR//kdsD//rseP//mdtN//hypT//proS//fdoH//
GO_0071577_9	yhdW//ubiC//glgC//yidP//rcdA//csrD//narJ//
GO_0071616_6	trpR//wecA//
GO_0071702_5	hypB//pheP//gcl//glpC//srlA//pdeH//dmlA//ybbN//proQ//dgoA//diaA//trxA//tesB//yhaC//uvrB//yghW//glmU//feaB//gppA//glpA//ycfS//mtlD//hpf//dnaX//rseC//lolD//ibsD//yqjA//rsmA//mepS//fur//fre//betA//mlaC//pgk//tauD//yhaJ//srlB//grpE//soxR//fis//lsrC//citX//ybdR//pnuC//pdxY//suhB//rpsI//yegS//dhaR//dgcJ//kbaY//erfK//scpB//nrfB//avtA//tcyJ//cysZ//fruB//tag//mliC//bluR//ftp//udk//hcaD//ddpA//ydfH//yggE//yfeR//glcA//yafC//mtfA//aroF//galP//afuC//cysZ//frmA//fimC//fruB//groS//hslU//dtpA//rnc//rpsM//dpiA//dhaM//yahN//mreB//ftsL//yhjX//moaD//yajR//artP//xerC//paaE//recJ//gudD//umpG//folA//fadD//rbsC//ygbL//evgS//wzb//rarD//fhlA//ygeX//rplN//aaeB//ratA//kefC//metG//pfkA//rpiB//rpmJ//pyrB//sbcB//rne//hcp//yfbV//uidA//envR//yggF//hisA//yacG//mgsA//insE-1//hsdR//polB//prfB//modC//rlmC//tar//chpS//phnG//aroL//yebS//waaQ//ynfL//rlmD//narI//kefC//ftsL//paaC//epd//gsiA//lepA//cysU//ruvB//rnb//queF//hemN//codA//bssS//yjcO//ybjX//pfkA//yqjH//ebgR//rzpR//essD//yfhM//yciE//xylF//murD//tar//cdh//dnaX//rarD//melB//tsaE//rpsN//malY//cobT//ddpX//mltG//relE//bglH//tap//dgcT//slmA//malX//btuF//ybiV//appA//umpH//insA-1//thiG//tcyN//holA//mreB//rhmD//rsmB//uvrC//rutD//melA//yihX//ynbB//recJ//fadL//aes//cbl//flgB//yihS//speC//bioD//yhbQ//yoeB//baeS//sufB//atpH//epmA//ygfA//treF//nirB//tsgA//tilS//yfcS//hemF//codB//pgpC//aroA//waaA//kup//yebQ//ydfG//tufA//tpx//glnS//sucB//ispF//birA//rpsJ//aroP//nrfE//envC//xthA//ais//kdsD//ispA//bssR//yidP//fixB//rsmI//ycaN//cptB//insH-6//yihW//dgcE//mazF//ldrB//sapA//hscB//napB//panB//yjjG//atpE//ybhG//osmC//glnH//fumB//menE//citC//zipA//rbsD//aqpZ//nsrR//thrC//fhuF//gshB//frwC//metF//metC//feaR//cadA//menI//chpB//mntS//yebQ//yedA//rpoA//yidA//ubiH//rrrQ//pabB//frmR//nrfF//rbbA//trxA//gpp//rmf//insA-1//ugpE//ldhA//ycjW//uspE//rpmE//ygeX//pitB//rpsB//rlmC//trpA//argS//nadD//yggF//marR//ptsG//nirC//zinT//ybaL//potF//ruvC//ygbL//cbeA//lplT//cpdB//holA//baeR//ybjI//yebG//kdsD//gpr//yqgF//mtgA//yafN//flhA//yihW//tehB//sgrT//yihI//lacZ//lpxK//garP//ybgQ//ecpR//tyrB//insB-4//ppk//cysH//mdtO//yfeX//rclR//smrA//yidP//hipB//torA//lamB//fdhD//kdpD//nrdB//zapC//rsmC//yidE//ynbC//dicC//xylF//hscB//holD//ybiT//rfbX//alaE//uup//potF//ydeP//ilvI//lptB//prmB//glpA//fecB//ibsB//caiF//viaA//glgA//cspA//entS//trpD//bipA//hsdR//bcp//rluD//suhB//ampD//nrfB//livM//fimZ//kefF//hypC//mppA//potA//potB//
