#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	argS//fadR//secD//fadM//
GO_1901564_4	idi//ftsK//betI//potE//eutD//nudC//ais//yceO//narQ//lpxB//chpB//gmhB//sanA//sfmF//hcaC//amiD//cnu//sseA//kdsB//elaB//hcp//pflA//amiA//agaB//yjfF//znuC//hcaB//chbF//mnmE//eamB//ydaV//mug//sapD//pabA//emrK//envZ//ispB//trmA//bcp//hexR//aceF//yohD//dcuD//yneJ//cdaR//ybaL//hypA//cmtB//slyD//yhhY//phnC//yafQ//gmk//uidC//yccA//dld//xdhB//kduD//kbaZ//rhtB//rpiA//fabG//sapD//nrfB//ppiA//sstT//rpsK//yraN//aqpZ//bamE//pckA//dhaM//yabI//ivbL//alaC//relE//prfC//mdtO//yddG//srmB//kduD//rpoS//yfcA//rsuA//rpmE//emrB//tyrR//fdoI//mdtM//speD//lptF//grpE//rlmB//tusB//yjjV//yraN//nudB//coaD//lipB//bioA//rpmJ//topAI//nuoL//lpxT//yghW//tamB//rffC//rplD//arnT//fepC//mtn//mdtI//mscM//glnE//hyfC//pheT//thiC//rnlA//glgX//prmC//proX//elaD//fadE//matP//acpH//purC//gcvP//ybgP//yoaB//nadE//ygeR//ortT//cysI//arnE//ascF//hemC//yhbS//napD//sdiA//yphC//rcdA//lpcA//cmoM//crp//thrC//prpD//asnC//gph//fepD//sgbH//waaZ//der//atpD//bioA//nth//zapA//rpmJ//wbbK//slyA//nrfE//thrL//xanP//tbpA//ispA//alsB//smrA//mmuM//queG//cobS//mcbA//rfbC//ftsX//proC//gfcE//ribB//proC//rna//lptB//aroK//ribD//iaaA//yagG//frr//ftsW//leuB//yfjV//lgt//relB//nirC//oppF//fdrA//yrdA//cpxP//essD//argR//yihL//rlmH//ppiC//insI-2//argE//puuA//alaA//ybgP//cvrA//narG//putP//rhtA//rbsK//katG//alkA//phnK//mlc//malE//yhbO//narG//mutH//nrdE//pepN//cysP//yqhC//dicC//cpxR//ybeQ//mrdB//crl//yqiH//kdpE//ygiN//moaC//hipB//ccmA//ldhA//puuB//putP//ivbL//ulaG//yciE//valS//csrA//mglA//phoA//fepD//gcvP//mnaT//wzyE//iscU//dcuD//yciE//hypT//ldtD//clsA//yedF//speB//intE//sufB//deoR//cdgI//narL//paaH//dnaK//cyoC//proQ//ybiH//ykfM//dhaL//metF//bcp//entC//panF//hypE//mraY//moeA//mdtA//phnH//bcsA//ftsB//panB//amtB//yiaM//ilvN//ychF//bluF//speE//frwC//fadJ//ydfH//ada//nirB//gnd//yiaJ//eptB//prs//pgaB//thiH//recB//narY//btuF//sufC//uxuB//hdeA//cobT//mtlR//elaD//cho//yhcH//pdxB//rzpR//dgcQ//hokE//tusC//ackA//elfC//gnsB//mak//eptB//sgbH//amiB//sufA//dgcT//yfcS//yqhC//alsA//bioC//yhdX//ykgA//lpxC//rbsK//sgbU//mlaD//psd//agaA//bglH//guaD//alaA//ompC//cca//sdhC//rarA//dhaR//cysK//arfA//ybcF//casD//pgaD//fumB//lpxM//mdtN//metL//trmJ//yfiE//cadC//hofO//ybeQ//yidC//ftnB//hemN//narW//xisR//cmoA//ccmC//yiaF//sgbH//proX//hldE//secM//nanS//nuoM//dacC//kdsD//lrhA//ldhA//ridA//insK//rihB//btuC//secM//efeO//oppC//mdtL//nth//tsaC//mtlR//yihW//feoB//yefM//ypdA//cpdA//arcB//rne//thiM//appY//entH//crcB//fdnG//rfaC//sspA//yegV//hofQ//ribB//mdtM//ptsP//dam//torZ//waaH//ydeO//yghU//tauA//paaJ//zntA//entE//yggX//matP//nupC//yhjC//btuF//insA-1//araB//citG//ubiB//insB-4//cysG//mrcB//motA//glnA//cbrA//rimK//ycdY//dinI//atpC//aidB//fliS//sfsA//yajD//ompN//rnlB//rpsJ//fimI//cbpM//yfiE//cmoB//lyxK//ldtD//asnA//alaA//gapC//treC//oppB//ygfZ//treC//pyrC//sucA//gluQ//dxs//kdpA//wcaB//hisA//ykgO//btuB//abpB//rutD//glpR//glpK//nlpE//sodA//hyfA//ybdZ//mdaB//moaB//rlmC//hyfA//dauA//thyA//yfbS//ydfK//lysA//ulaD//gloA//rho//selA//phnC//mdtE//ypdA//rpoE//yihS//rlmL//ssuB//csiR//mfd//galS//valS//gapC//lsrB//hypD//rayT//trkH//tnaB//lysO//torZ//proX//yieH//mepM//lyxK//cutC//araC//sodB//paoC//malQ//narY//yhbO//sspA//chiP//osmC//yneL//rpnA//sgbU//hybO//feoC//baeS//tmcA//treR//alkA//rapZ//galU//apt//ldcC//rutB//leuO//mfd//trmL//phnJ//yqeA//yidA//aroD//cedA//glnE//ppiD//sucC//nikE//dsbA//yfgJ//yhjX//glpC//mdtP//ytfR//pntA//rcsF//ltaE//yhcN//sufS//panB//hflX//iraP//garK//bamB//yeiG//mntS//aaeR//rpmF//yibT//acrA//mgtL//rhsD//rpmC//holD//yhjV//acs//dinJ//hisH//cdaR//murB//yjeH//cysP//ddlB//appY//yjbF//basR//hflC//holB//garD//acrF//yfgO//yccS//nac//mfd//yecS//hcaT//mtr//sthA//nikR//dnaQ//ptsP//ltaE//yhhT//mgtL//yneE//evgS//ilvM//lolD//speG//malX//arsR//rusA//potF//emrD//cedA//btuF//dadA//hypE//msrB//ydeI//murC//chpB//dhaK//cedA//uxuB//yciT//rnd//hokB//mdtF//rpmE//recQ//mdtC//patZ//clsA//yqhC//nfo//shoB//pgaB//rdgB//clpS//metE//nth//wrbA//mtgA//tyrB//ridA//metH//ybiI//intS//ftsB//lpd//bisC//rlmH//yhjB//yfhH//valS//fryC//appY//dcyD//yraN//mlaE//paaX//yhdW//htpG//ivy//proV//ddlA//csgE//mzrA//kbaZ//ymfK//rpiA//ftsP//srkA//tdcF//amiA//waaC//hcaE//serA//nimT//trkA//prmA//ppsA//rlpA//mtr//yhaJ//atoS//yidC//sfmC//mdtE//speB//glpK//yggX//nikA//pgi//maa//tatB//cbpM//tus//ygbI//rpoE//mdtK//rsmD//yodD//fhuB//fadJ//mdtD//yjhG//yqiJ//ygjH//coaD//zitB//oppB//plsB//dcyD//ygbI//fmt//lapA//sstT//ynfL//adeP//fadI//raiA//xisE//cbtA//rcdA//recX//pphA//sxy//lpxC//priC//yieE//ldhA//sixA//csgF//rfaD//ftsP//kdsD//ybcJ//mgsA//leuE//cysI//fbaA//yihT//srkA//gmd//livJ//lpxM//ycfL//rpsJ//ybcM//paaA//ibsE//creC//mgtL//ilvL//ybjL//yjjQ//gutM//lamB//aroA//queD//hisI//nagA//ybhS//crp//yeaG//cedA//galF//crr//thyA//cytR//ghrB//
GO_1901565_5	mdtD//tqsA//narV//glpG//dgoK//rlmI//tus//vsr//citE//mhpA//ychH//rsmD//kefG//arfB//fecB//frmB//citG//gloB//mdtP//ycgB//thrA//fliK//waaJ//sthA//lhr//lnt//acnA//tdcG//cheA//rhaA//yegT//xdhB//dgoK//acpS//rsfS//yfcA//yebS//nrfB//yagF//yqaE//ycdY//tcyL//eamA//metR//opgB//gsiB//ftsE//yggE//ldrB//citC//ltaE//btuR//wza//panF//cobC//modC//dsbC//osmC//insE-1//pgl//fabA//pgi//treF//fruK//pitA//nagC//hupA//dtpC//ftsB//bioD//ybeY//iraD//yojI//sspB//hisS//cheR//yabI//ampD//fimG//sstT//asnC//yjjX//miaA//glgC//cysU//nupC//yqeF//yihW//cstA//rimK//intA//yahK//malI//ydeE//wzb//nirD//agp//cydC//yehY//ettA//ydiV//ybaE//aroC//rpoH//dgcN//elfD//tldD//gltI//yagU//rclB//cyaY//ccmC//argS//ubiD//rihB//yjiM//ycgB//proC//ygjR//yibF//uspG//sgbE//cysD//hiuH//dosP//yjiR//ghoT//mzrA//murB//yafN//napC//argT//cbrC//hycB//
GO_1901566_5	hisM//ispH//fucP//aceF//ccmC//gcvR//glgB//rpoD//aidB//dinD//cstA//rarA//uhpT//dicA//alkA//rusA//ispA//gcd//tatB//fadL//alaC//fimH//thrC//atpH//ybjX//dsdA//yaaU//mdoG//asr//insH-5//yqcG//gntR//hybB//rapZ//ydeT//cysS//mhpB//galM//xseA//rbsK//essD//hypB//ftnB//tldD//eco//bglA//yebC//fadD//fepD//yjgX//nuoB//wcaC//dadA//mgtA//mdtE//puuD//trpD//pepN//dcuA//yafC//yraN//hofQ//purR//frdD//paaE//rpnA//rsmC//hslU//rpoS//alkB//gpmA//cof//ybhA//chiP//fdrA//xerD//rpsH//tyrB//hcaB//recO//ydjK//ygaH//dppF//ycjR//wecE//chbG//yqcG//ydhK//mnmG//mtn//yecS//csdE//fetB//yagU//yehW//ycbU//gmd//treC//insH-5//deoC//gsiB//rnhA//mepH//napB//sgcA//aroC//wzc//phoA//yegT//tmcA//zwf//hinT//ftsW//dppA//xdhB//fecB//yfdK//ykfI//ndh//yfdC//tamB//fdoG//gpsA//bisC//cbtA//ydaC//sdhA//mntH//psuT//yibA//hdhA//gsiC//ulaE//ynfE//pspF//yehU//thrB//hybO//uidA//thrC//sfmA//ytfR//plsX//fecC//cedA//ruvA//trpE//rfaC//dnaC//ulaB//fruK//hexR//nfo//nanR//trmI//waaA//yggN//tar//rna//argS//arcB//yijE//prc//appY//yjjG//yhjV//bamB//rplE//gshB//hlyE//lapB//ypdA//ynjD//gmk//recR//diaA//yhjB//dgoK//prpR//xylR//miaB//cysQ//waaZ//yqeA//kdgK//elbB//metG//gmk//kgtP//cycA//thiD//pepA//insF-1//glyS//zitB//purU//fadR//ttdA//rseC//oppC//potC//sdiA//hisS//ssuD//bglX//feoC//trmL//hemA//cycA//bcsQ//thiQ//hdeD//yidZ//torC//aceK//tnaA//trmJ//ais//patA//rsmF//btuC//ybcL//yciG//rhmD//rfaD//yjhG//ppsR//rseP//mdaB//yehT//csgA//ccmE//kdpC//uhpB//clsB//rpnA//garD//rfaF//fumC//galT//rzpD//purC//trxA//pntA//ubiG//yghO//rsmI//paaE//ygiN//ynjD//ypdA//phoU//glsA2//btuC//rpmB//argK//casE//pyrB//ybiI//livK//chaA//aceB//zapB//bglX//paoC//rsuA//yfcF//atpD//basS//pbpG//hemN//ilvD//betT//intS//mazF//fimD//panC//rluC//glsB//yghB//tsaE//hpt//mhpT//yadN//sfsB//fucO//secM//cobU//nac//yceD//basS//aroL//thiE//pepD//mug//thiC//yhaV//umuC//murJ//murE//moaD//tauA//yehW//katE//ispG//lptG//cpsB//mukB//galK//ymgC//mntH//rplC//mmuP//sgcC//hemE//ulaG//ydeM//bcr//pepQ//nfo//zapB//cysB//csgB//cyaY//pykA//hcaB//wzzB//cyoD//rpmE//ytfT//fdx//intZ//oppD//yojI//fdoH//amyA//yhiM//pdeH//rnr//sucC//sgbH//yedF//yadC//trmI//nimR//sucD//yjhB//ssuE//dppF//insA-2//aroK//puuC//sapA//cspI//soxR//higB//ihfA//clsA//thrC//cysM//ydeE//fis//osmY//ldtA//phoA//hofM//dcuR//ccmC//menF//rnt//narJ//ycfS//hisF//emrE//cydB//glmM//trpGD//cyoC//lsrA//mcbA//ycjU//ygeW//artJ//ybhR//cusC//ligB//rlpA//
GO_1901568_4	thiE//
GO_1901569_5	artM//
GO_1901575_4	opgC//malI//galF//rhtC//glcD//ynhG//baeR//yfjR//speD//gstB//fic//mreD//prkB//tdcR//hofO//yfcQ//dicB//modA//rfbC//rnhA//ibpB//yfdC//rplD//tisB//ydeM//yicJ//ilvD//hdeB//torA//tdcC//fabG//yjiA//selD//rnlA//ymdB//asmA//waaF//priB//treA//rpnC//melA//uspC//tisB//pspC//secE//cyaA//yeeJ//hyaD//deoD//galM//borD//ridA//yiaN//arsR//aroA//ygaV//msrP//ygcR//mutY//fliZ//rffH//yggW//leuD//sgrT//opgG//nfi//yoaA//mglC//dicA//yheT//yjiR//ccmA//mscL//fhlA//ispG//selB//yhgF//sgrR//rimL//glsA1//torD//chbB//yaiW//napD//bsmA//alsB//sgbE//hslJ//sgbE//cusA//agaI//mdtJ//sbcC//ycbX//cysB//yggP//rlmE//recX//ydaN//dnaT//tomB//feaB//thiD//greB//udk//betA//fadE//ybcJ//alsE//thiG//ubiI//panD//afuC//pdeR//mdtI//appA//ycjR//argS//tsaE//cnu//gstB//amyA//mhpR//xapR//fdhF//gntT//entD//ycdY//ymgF//mscL//yqeA//mog//ispF//cyoE//thrA//ybaT//macA//yiiD//mlaD//tehA//yafS//ygfI//murR//fkpA//lepA//cho//yhaV//opgC//yfjV//maa//yaaU//hisF//intZ//ypjD//btuE//ygbL//tusA//bglB//ppsA//pyrF//sad//msrA//glyS//ygfX//pitA//crr//ubiI//sapC//nudC//yhcF//yjcO//pldB//ybgI//malZ//flgC//glsA//citX//pdeR//purR//potC//csrD//glgC//sgrR//yneJ//yqhD//sgbU//rpoD//ubiC//alsA//napD//hdeA//narH//xseA//ilvD//frwB//thiG//yhcN//alsA//gstB//ccmD//srlE//idi//cbtA//rcsC//etk//argS//galR//adiA//ugpB//tusC//dld//flgM//lolB//ypjD//frlC//sgrT//ypdA//rbfA//clcA//cof//dctR//lsrD//caiF//ptsG//infB//ccmC//gnsB//uvrA//leuE//rplP//preA//fepD//dut//uacT//tusC//creC//mutY//rplB//bcsA//dpiA//ycjQ//yjjG//dppC//dtpA//rclR//ybhP//yafN//yjfF//yidR//hsdR//arcC//fimC//malP//cedA//yihV//ykfM//ssuC//dmsC//yraN//yjaZ//murB//ugpA//gyrA//kefC//tatC//ttdB//insK//dgcZ//sufE//yciV//ynaE//yihQ//narU//fecC//fepG//yiaO//vsr//nagK//lldP//ybdO//yjhI//fabA//deoC//agaB//yggD//tonB//lpxP//araF//gabP//crcB//evgA//exbB//ynjA//ribA//trmB//hfq//coaA//envZ//fimI//yggT//fdrA//xseB//fhuB//atpC//yfeR//gluQ//yihU//tcyP//cysQ//tnaA//yhbX//pepB//zapC//potF//dgcM//rpiR//hypT//wza//rpsK//hisG//rplS//lnt//yehY//glnL//priC//tag//rfaD//emrD//puuD//flgA//sthA//yggW//yjiR//bdm//yhbY//entD//deoR//pdxJ//rcnA//insI4//yadN//malK//yijO//arsC//elaB//maa//slyA//holB//dacA//hicA//endA//rnhA//aroK//kilR//recC//fhuD//rplM//uvrC//rsgA//dgcE//rfe//ybcM//yadI//proQ//lptA//tilS//nimR//yceD//lplA//hycB//hiuH//hofN//dgcN//intZ//rpnB//ompR//ldcC//narQ//adeQ//yddA//dgcQ//yhgF//pntB//dgoK//elfD//rimO//btuC//malF//betA//gltS//mnmG//fruA//rfaE//nadK//xylF//gstB//yibH//rpiA//glnE//rffT//rpsB//cpdA//galP//
GO_1901576_4	cutA//hisQ//ygeR//mscL//rsmH//tap//ydiZ//uxuB//paaH//secA//deoD//yfaV//citE//ygaH//ldhA//hdeA//dinB//exuT//lptE//hda//gpr//ybaE//speE//gshB//prmB//pepA//zinT//ybeQ//mtlD//yidZ//glgS//etp//mrdA//degS//sgbE//yagG//asd//manY//gadX//abgB//hisA//zapB//rlmH//cysI//cedA//mrcA//wza//yqiJ//malF//elaD//rplL//mazF//cutA//alaS//crp//waaS//waaG//garR//allR//hslR//pmbA//fre//caiF//rsmA//glpD//rsmG//fau//dgt//caiE//ychF//mak//yahF//fimD//elaD//rluA//pgl//lipA//ygfX//dgoR//hupB//ybaK//cysM//ycjY//mntP//pntB//gcl//glcD//rseP//talB//queD//gstB//ybcQ//yjhB//recR//tyrR//ygjH//pyrE//dnaQ//raiA//sfmA//recE//yhjV//menD//purF//recC//yojI//bamE//tcdA//ybfA//polA//ubiX//sodA//acpH//hipB//greA//rrrD//gstA//topA//ptsH//glsA//yrfG//zapD//yiaM//yjgX//puuD//ypdC//eutD//mdlB//alr//mlaD//gadX//rpsS//mukB//basR//glcC//kdpD//rplB//hscC//arfB//cysE//tnaB//cobU//lon//nrdH//tusA//gapA//fadL//hemH//bglX//tyrS//ycdX//alaA//zapE//roxA//htrE//hfq//surE//thrB//tatB//mepH//aroA//rluB//dcm//rpe//ybhP//trpC//ydbK//dhaR//cbrC//waaH//yeeY//yoaB//alkB//elaA//ybcM//yibF//ycdX//ytfE//phnO//opgC//uhpT//dsdA//argT//lpxK//nagZ//yeaG//rpmJ//accD//flhD//sapF//lplT//mutH//proQ//rarA//waaB//torI//lamB//yggT//tabA//yehU//fnr//tyrB//yoeE//yajR//rimJ//nikC//rihB//leuO//yrfG//sbmA//msrC//crr//rlmM//ybiH//phnN//ynjD//proW//rraB//citE//ygjH//psuT//rimJ//waaL//murD//prkB//moaE//atpG//dgoT//dinG//norV//yciG//rnlA//codA//cbeA//ybhD//pitB//ybaQ//purA//hslR//tadA//oppB//ybhR//fliL//yigL//casA//npr//ynjA//rpsI//chbF//yahK//ynfE//yghB//yqjI//moaB//gatC//fimD//yhaC//rbsA//uspB//sucD//pal//ycjQ//pdxY//btuF//narP//trpS//nagK//kdpC//xylH//lpoA//rsmJ//atpB//yidD//trpE//bsmA//rimP//rplD//ubiJ//ychH//garL//ansB//insB-4//ybaM//ugpA//pdxH//sstT//dicB//ydhC//nanS//glpX//hisS//thiL//rplK//fepD//yjjI//ibpA//zraR//yphF//flgH//yqaB//garD//guaC//yieL//entB//chpS//cysE//ycfL//proA//mdtQ//ydfG//rcsD//lpxL//sapC//thrA//coaE//ribC//tsgA//rplC//glgX//pdeR//napF//trg//fkpB//bglX//yaaY//bssR//torC//queC//acs//birA//phnC//kefG//coaE//mltG//avtA//yfgO//menI//cpdA//tamA//ulaC//msrP//yhaJ//hldE//rpsI//tdcE//bcsA//caiB//yiiD//fliG//ycdX//cusF//rffT//rbbA//ftsY//emrE//plaP//atpH//purB//selA//yedP//amtB//napC//ulaE//fecD//ampH//sdaA//yfdC//hprR//yfeW//ftsX//emrK//ghoT//topB//yfjR//bdcA//ldtB//adiA//cfa//ilvN//ssuE//purF//rfbC//hycB//ygeA//ycfH//yjcS//malK//yjhC//yfjV//ygcR//yjhG//mscM//astB//htpG//hisA//hisP//ilvI//ybhD//rluA//yijE//dmlA//ynfL//mdtN//mlaC//purD//acrA//fimG//potA//sufC//mdtI//yfgI//ddpX//agaV//yadG//nikC//rbsA//rseC//basR//xerD//mngR//ompA//codB//ldcC//aspA//tehA//tgt//fepB//kdpF//kbaZ//pdeD//hycH//emrY//clpX//lysO//rhsD//crl//htrE//nuoE//rpsB//dgcN//ssuC//rsmF//yibA//rutB//yjiY//pyrG//sspA//mlaC//mppA//yebK//pspA//topB//pdeK//phnN//yjhG//araC//qorA//cobB//ybdN//hsdR//yceD//narU//lysP//clpS//icd//uvrD//yfeX//crfC//paaB//ilvA//accD//menC//zupT//ybaE//lpcA//malP//sbcD//recX//yehU//nuoN//insI-2//rbsD//cysN//tdcR//ndh//bacA//yibT//cydD//rdgB//appY//pncB//cirA//trpA//hokB//clsC//ldrB//pyrD//mlaB//rpsE//cdgI//icd//cydC//dppB//nfsB//yeeA//mnmA//rbsK//chpB//waaY//tusB//nmpC//cdsA//ydcP//solA//ribA//aidB//metN//yciK//ydiQ//araD//glmU//flgJ//adeQ//htpG//glgP//yaaJ//rfaG//gspI//ulaA//glgC//ompA//glyS//eutD//qseB//murJ//speB//hupA//ddlB//eutA//metL//trpA//macA//napB//exuR//rutD//ymdB//hemA//uspC//yodD//fliL//slyD//mutT//yidP//elyC//trxA//dcp//waaG//cptB//yihS//yraH//yfeW//pgaD//yfdG//mutY//ybdM//flgI//frlA//btuE//aaeR//ibaG//cytR//pbpG//mrr//cbrA//exoX//rhsD//comR//priC//gnsB//fdoI//fadD//recJ//ygfZ//gfcE//yihQ//araF//fabH//groL//paaB//yhfK//puuE//ldcC//lgoT//ravA//yiaO//betT//trpE//yagU//galF//pdeR//edd//abpB//mdtN//ygiW//gyrB//yfeW//rpsR//nei//rcsD//kdpC//puuC//arfA//skp//ydjJ//queA//pdeK//alpA//sfmA//frvB//rplB//ycjU//rpmG//ybaL//prmC//hicB//tabA//yggN//dkgA//gadW//satP//htpX//uidR//mltD//aslB//ebgA//mhpD//murP//pdxB//yafE//gapC//flgJ//mltD//hisF//lpoA//mdtA//mdtL//serB//mqsA//tsf//hinT//fbaA//gsiA//nimR//frr//melA//mscS//xapB//hemD//ybiT//murG//asnS//yfhH//yajR//metN//sfmH//ynfK//rlmL//mnmE//opgE//rimO//chaC//tktA//yciT//rspB//uof//leuE//rhaB//fdnH//bluR//malG//chpS//ulaC//rhtC//mlaF//pyrH//xseB//rpsN//insE-1//ddlA//potE//pheM//pfkB//glpT//narI//mcbR//livH//rhaD//recF//cmoA//mak//sutR//dppA//yiaB//glnK//msbA//abgA//psd//cbpM//lolB//pldB//fadA//ampH//wecB//dtpC//ycaO//nagD//chbA//cmtB//grcA//rnc//yraN//rsuA//ggt//rplL//coaD//bcsQ//ydaV//cysD//idnD//motA//tyrR//opgE//waaH//pepN//bamD//cysZ//hisG//garD//cysS//caiE//fadJ//rne//udp//menC//yrbG//fixA//pspG//yjjI//sbmA//waaC//cas3//rho//mreB//yqgF//alsA//rnd//agaD//yebQ//diaA//rpnB//bdcR//glpX//spoT//
GO_1901605_5	queG//pnp//glsA2//dnaX//yfdC//pbpC//yggX//accC//dcuA//lsrG//rpsH//htrE//cmoB//hypA//yehP//gloC//fecD//mazG//aspS//cadC//torD//radA//ybhS//fliS//malY//uxaC//yieF//citX//hokB//cysM//uxuB//dnaT//hyfR//ssb//rnpA//ydeE//rcdA//argB//hypT//bsmA//hcaT//pta//yiiE//dnaT//kdsD//lysS//agaS//lptB//rtcB//xapB//tauA//hisP//yhcD//relB//gdhA//lgt//malF//pepN//fimC//hsdM//hisF//nimR//dapA//yiaO//pepT//asd//nupC//proA//ttcA//syd//hcaD//ybaK//malP//nrfE//acpH//flhA//yddL//mgrB//gshB//ycdX//pabB//rpmF//glcA//pinR//lnt//frc//yghW//katG//ubiE//gutM//phnM//srkA//ulaF//thiQ//xylR//surA//csiR//fecD//glpF//ccmF//gabP//ompT//gntP//yaiW//wecE//agaV//fhuC//sucA//dsdC//csgF//treF//nimT//rbn//nikR//ybdM//rraB//ybiY//ptsN//hlyE//dedD//gltL//yqiG//ygeW//insB-4//mgsA//ygiB//panF//ivbL//rbsR//gdhA//acrB//yqcG//lysU//dppD//nupX//lsrR//sdaC//metH//actP//hisF//ygfA//scpC//dnaA//treF//waaP//cbrC//fryA//iscR//rlmI//nikC//feoC//cysQ//fabZ//potB//hyaD//flgG//yjjI//
GO_1901606_6	lysS//hipB//argR//pheA//yieK//mrr//dnaT//nhaA//torC//elyC//ampE//wzc//opgD//gpt//aroP//shiA//ibsD//mdoG//cheA//pnuC//uvrY//yggD//preA//rcnB//entF//fliS//lpoA//kdgT//rpmG//nhaA//ttdA//aroL//artM//ldrA//nmpC//cysI//nadC//dapA//rhlB//fliM//rlmJ//oxyR//ykgM//cbrA//pinE//yhjB//otsA//
GO_1901607_6	uidR//elfA//flgF//yafC//tonB//frsA//folE//mlaC//yecS//uvrA//ydhK//tdk//ytfP//frwD//yihO//mmuM//tolB//feoA//yebK//yhfK//gnsB//dnaN//ghrB//rhoL//rlmD//bioH//flgE//ttcA//paaJ//rfaQ//hsdM//yebK//srlE//queA//fliT//rplE//cho//cspD//patA//malE//paaJ//guaA//casB//mutS//cmoM//gyrA//rppH//yadK//ydiR//mzrA//csgG//sufE//mdtA//nlpA//gltI//ushA//rpmA//preA//yqhD//hyfA//ybfA//xanP//phnM//secG//yaaJ//aroH//rnt//guaC//nimT//yjbF//arcA//entA//ydhC//glgX//fadE//ompT//paaH//puuP//priB//spoT//ybiT//yejE//flgB//ompA//efeO//mntR//cmtB//pyrD//dps//zraR//hupA//rfbC//fliK//yceK//sgrR//purU//ydjE//nudB//ftsY//kdgR//
GO_1901615_4	moeB//gnsB//fecB//ygfI//rutF//mlaC//kup//clcB//rhlE//uvrA//nrfE//mhpA//lasT//slyD//cspG//sspB//umpG//cspI//uvrB//add//rpsI//pgaA//kduD//hxpB//dsdA//rpmC//yadV//recT//yihV//etp//ribF//insI3//argI//cbrC//murB//glgP//cspB//yeeY//ybiA//eamA//evgA//aidB//fabA//ymfK//msrP//argK//alr//torZ//rlmD//ydjJ//nrdB//phnM//ansA//yobA//dhaR//ogt//cvpA//narX//zapB//tap//yhgF//yafC//metF//ubiI//fliZ//malQ//exbD//ribD//mtlA//csdE//yjjI//nrfC//yjhG//recF//vsr//hyaC//xisE//tcdA//cmoA//ybdG//rzpR//gsiB//araG//yjbF//
GO_1901616_5	nrdR//relB//crfC//mlaC//phnH//tnaB//ccmE//cheW//clpP//yccX//elbB//nrdB//arsR//nuoB//arnD//rzoR//ynfH//ortT//rplF//sgbE//dtpA//eutD//cnu//rplE//sufC//
GO_1901617_5	recE//pdxH//qseB//yehP//thiP//rutR//pal//ycjY//dut//flgJ//hemB//phoP//pgrR//betT//adhP//tsgA//phnG//tsaC//epd//baeS//recR//poxB//cspE//flhA//yhjV//insH-6//
GO_1901642_6	alsE//clsA//hslU//gltK//cusA//yfbU//phnK//ssuA//
GO_1901652_5	truB//envZ//kdpA//cspI//rbbA//
GO_1901653_6	ttdA//mhpD//
GO_1901654_5	nrfE//codB//gshA//yaiP//tgt//
GO_1901656_7	gadB//ibsC//proV//hslO//ybhD//
GO_1901657_5	speA//mngR//yedF//ygfZ//grcA//ribB//lpoB//cirA//yfcG//agp//proA//shiA//nikB//cas2//ndh//tusB//bluR//tcdA//yjjQ//evgS//insF-1//lpxP//setB//acrE//sspB//ilvM//selU//nrfF//sseA//yhhZ//menE//waaP//tufB//waaL//appB//flgD//csrA//tamB//alkA//cobT//cvrA//yfdS//fhuC//nagA//
GO_1901658_6	rimI//rihC//msrA//macA//rfaG//rapA//rimP//degP//xthA//znuA//torR//atpH//ydfG//lldD//
GO_1901659_6	tmk//asnC//caiD//chaA//poxB//dcm//modC//marA//efeO//gutM//fadI//atpG//add//tsaC//sdhC//murI//ytfQ//serB//yciG//
GO_1901661_5	lpxL//mlaC//thiI//wecC//hprR//ulaF//mscL//ycjR//tdcB//fecA//pyrC//lysO//gmd//gsiD//birA//fabG//treC//htrE//lptD//fetA//xylG//creC//tusD//raiA//
GO_1901663_6	yfiE//prpC//mdtB//katE//yqaE//pnuC//ligB//amtB//kdpC//rplA//envC//thiI//flgA//aroC//pyrE//flhE//narX//yijE//fixB//yibA//eutN//recQ//galR//
GO_1901678_5	murB//putA//atpC//yggP//carA//parE//glsB//priC//lspA//lsrR//ftsL//glsA2//pabB//ibsA//ftsB//mipA//elbB//rusA//glcC//yjfP//insK//yfaX//truA//rplF//rpsP//feoC//psd//
GO_1901679_6	lrhA//
GO_1901684_8	alr//
GO_1901698_4	ytfR//arnT//gldA//aroL//ccmH//maa//mdh//seqA//malY//mscK//polB//rhaD//bioD//uvrB//ybcF//glgS//trkH//mdtI//leuD//feoA//puuP//
GO_1901699_5	yihV//btuB//ybaE//phnI//tdcA//sodB//
GO_1901700_4	fadI//glmM//mtn//ccmA//ttdR//poxB//gloB//afuC//malE//ygjH//yhcF//mscK//glgA//fadR//roxA//tatC//atpB//ihfB//hns//nepI//waaZ//cheW//argH//dam//mqsA//nadE//cof//dbpA//mhpD//bamD//yehU//yicJ//smrA//paoC//mnmE//dgcM//baeS//groS//yiaM//agp//yciK//yfbU//yqgB//rlmM//fecA//nusA//kdsB//yacG//mrdA//mhpB//insF-1//bdcR//alaA//gatD//phnG//fumA//nlpI//nusA//alsA//yhhZ//tdcR//upp//recB//
GO_1901701_5	tesB//rutF//sspB//ycfJ//ubiG//gudD//rpsI//yebZ//cheA//minE//mpaA//cyoB//nlpI//gph//ulaF//yhjB//gatD//nikD//
GO_1901891_5	yphB//tsgA//lpxC//
GO_1901892_6	yjiQ//
GO_1901998_5	lipA//cpxA//
