#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	xthA//rfbC//ygiN//hyfA//
GO_0055086_4	gldA//yfhH//symE//aqpZ//hypD//opgE//znuA//sucD//epd//gpsA//kefG//yebG//rnr//yiiE//iaaA//gspI//pyrL//fdhF//yqjH//rsmE//lspA//rcnA//treA//proX//serS//rihA//ttcA//priC//citX//yjhG//nrfD//yqhC//argF//slt//leuO//cbtA//ackA//iraP//ytfR//mhpR//tpx//srlE//yidP//glrK//frc//argA//gadW//ygiW//wzyE//coaA//glpX//dnaK//rsmE//thiE//aroG//dcuA//tauC//rlmA//gabD//exuT//rpsT//trpC//rclB//lpxD//yehW//rhtA//cysP//ydaV//rpnC//lpxB//yajR//sapF//mltB//mdaB//apaH//ycfJ//paoC//yfiE//dinQ//tatD//rclB//ybdM//fumB//yiaL//malI//tktB//mipA//ispG//rzoR//ileS//prmB//mgrB//wbbK//mlaE//ddpA//bdcA//mzrA//yjbE//yajL//hemB//hscB//yjaA//rng//trmJ//dbpA//potB//tatA//sutR//pyrC//flgC//truA//cfa//mscS//cbrC//ftsQ//yibH//ridA//gltS//murG//speE//ycbX//fliK//kdsA//avtA//glrR//murR//rffM//infB//sfmD//wzzE//appB//yeiE//ratA//fhuC//ssuD//ycjQ//arnT//galM//ftnA//tcyL//rbfA//dapF//lpoB//hda//gadA//rlmC//sfmC//fadJ//aroG//rsmA//ygfZ//iclR//glnP//eutR//bolA//mobA//yciT//epmB//moaE//araF//tcyJ//yfbS//nanK//tusA//hipB//ycjR//cdh//kup//lptC//norW//lysP//minD//
GO_0055114_3	dld//tyrA//murP//entD//tnaC//tolR//insA-1//hxpA//ribF//fhuB//proW//nrdE//rraA//xanP//rseC//pstS//rhaS//yebK//csiR//infB//glpA//oppB//secD//cysQ//hofN//yagI//dpiA//dsbB//hemF//dgcJ//gltI//msrQ//glcF//kdsB//metF//phoB//eco//ydgA//ynaI//nanE//potF//yccX//rbsA//hscA//napF//bglB//rcdA//yeaD//yjhH//xerD//ddlB//nrfB//nuoE//pdeL//btuB//yddG//degQ//fetB//cynX//speE//accD//yhhZ//ycjP//flhE//mdtL//trpC//cysK//dkgB//ybhD//yciT//intE//yhhT//ykgM//rplS//dadA//waaU//rseC//envR//paaX//yfdC//fpr//yfdS//mliC//rffH//ydgA//yddL//xanQ//nrfA//rraB//minC//nrfG//intZ//mepH//speE//purL//araB//thrA//deoB//flgC//tonB//rpmF//csiR//mpaA//fadH//etp//galU//rne//pdeD//hybE//ybjD//btuD//yjjU//ulaR//ygeR//tcyP//rhaR//cstA//sfsB//hicA//emrK//yejE//ldtB//ymjB//spy//kgtP//ynhG//rplR//ycbX//dinB//ybdR//hsrA//yqhC//nanE//gshA//relE//rimL//ttdT//suhB//yebZ//phoB//gcvP//rho//essD//rsmE//pinR//aroK//cutA//pncB//mreC//cydA//clpX//ymfK//ligA//rplY//cdgI//nrdD//yihS//thiM//rpmA//tatB//galP//dicC//ptsP//yqcC//arnT//ydiZ//yafO//cysH//cspG//ybbN//hupA//npr//panC//frmR//rpnD//dacA//aldA//opgH//menI//ubiE//chpB//gudX//waaP//rfe//rplP//norW//yjiA//tnaC//rho//thiD//dppB//ycbX//
GO_0055129_5	fryA//yqeA//cbrC//
GO_0055130_8	mhpC//adhP//
GO_0060003_10	ilvM//tusD//yfiF//frmB//
GO_0060255_5	yjeI//tar//rusA//yiaF//nlpA//yhdH//rutE//rluF//sapA//caiF//uidC//paaF//mprA//adeQ//holD//pdeH//rimP//elaB//tmcA//abpA//xylB//thiM//dtd//trmL//deaD//elfC//rplW//cnu//ratA//fiu//yehZ//ypdI//rnb//eptA//ybcM//cydC//yejA//ygeW//ibsB//ycfH//yehW//atpB//yciE//acs//sgcX//agaW//hdhA//cydA//fixA//znuA//yobA//rdgC//opgE//glnE//envY//paaX//sfsB//macA//gntT//fucI//rffG//pyrG//cyoE//insI1//raiA//allB//groL//mmuP//rclR//gor//creB//nagB//yqeG//yghU//nrfG//leuS//lgoR//rutB//hda//ybjC//lpxD//rihB//elyC//yciA//hslU//rtcR//rpsD//curA//gadB//yjaA//qseC//ygeR//lplT//rusA//rsmI//ampE//acrE//casE//tcyJ//bdcR//rpmG//glcE//cobT//eptB//mmuP//yafE//prmC//npr//cysW//tonB//fiu//yihQ//ydiK//hofC//yddM//yfcA//prpC//hsdM//ubiB//poxB//gpsA//trpC//hycI//yggX//ppiA//ldcC//gppA//ybhS//nikB//ccmA//treR//adiA//fre//yjjI//rutD//tilS//thiI//focB//polA//malS//lspA//yjbH//flgK//ydfD//djlC//waaG//yagG//tusB//hcp//dpiB//ybhP//lpp//idi//yrfG//deoC//sutR//fimC//yiiM//fixC//rutC//lpxT//dsbA//ygfI//fabZ//ftsK//dgcQ//glsB//murB//cbl//lolB//yehC//bcsA//pitA//crp//greB//ydfD//greA//yhdX//yehX//tig//napF//glnP//ygiB//citT//waaH//nrdR//yobA//gpr//lpxL//pphB//rbsC//casD//galK//envC//nuoN//ycjU//tdh//fetB//yhcH//abpA//ibsB//adeD//ybhG//yijO//cysK//uspC//pth//mhpD//thiH//livK//yabI//ynfE//serA//tehA//ftsX//galS//wecB//yjfP//elaA//glsA1//yaiW//ihfB//waaU//asd//nanC//gcvR//waaO//yggN//yieE//yjjW//rhlB//fliA//gcvH//marR//gshB//mutL//slyA//phnN//frsA//eno//glvC//yihT//cedA//rluD//mak//ccmE//galE//allB//cobU//ynjD//ssuA//gnsB//fis//sfsA//degQ//flgC//ndh//cobT//recQ//agaI//ruvC//mmuP//yfaE//menF//mipA//yihV//dnaA//hprS//ycfJ//opgD//yjbH//rhaB//flgE//patZ//otsB//gspJ//fdx//yphD//hycB//znuA//purU//xisR//pdeR//sbmC//ybaL//chbR//gdhA//dcuR//ybdG//rtcR//serC//rutD//rhaR//rnhB//hcaB//yjjI//yggD//smpB//fabH//lpp//sgcE//rsmF//eno//ydcR//modC//prmC//eutB//alkA//ompL//ybcL//alsK//trkH//yiiD//bioC//mazF//yphD//psuT//yigL//yhjR//gor//bglX//flgJ//btuB//mdtB//ygiW//dmlR//hybC//paaB//betA//ybbY//sgcC//yihW//rppH//dnaJ//ybhR//yrfG//uhpA//yqiH//nrdD//eutA//rplE//fumB//rsmH//rutE//lsrR//dapF//dcd//glpD//ilvC//rplT//cdsA//yedX//prpR//hscB//
GO_0060274_5	cirA//
GO_0060326_5	glsB//
GO_0060341_5	pyrB//dgcM//
GO_0060491_5	sppA//mqsR//aaeR//adiC//
GO_0060566_8	ibsD//
GO_0060567_8	hyfC//soxR//yihR//
GO_0060699_8	tauA//mdtB//accA//gcvP//bluR//
GO_0060700_7	proB//macA//prpB//hemL//ynbC//
GO_0060701_8	xanP//ybdH//emrB//borD//hypF//
GO_0060702_9	yphD//yfdK//gutM//rutD//yidK//
GO_0061013_7	rpsO//recE//soxS//smrA//emrY//
GO_0061024_4	yahF//mngB//trpL//ychO//phoQ//ilvI//tyrR//glnQ//cydC//talB//hchA//lspA//
GO_0061077_4	rlmC//moaB//lolD//rsmC//uacT//phnG//yehU//trmD//rtcB//hflD//rbfA//ascF//bioA//amiA//aqpZ//purB//nanC//grxD//murR//ligA//ygiB//mdtE//ydcZ//
GO_0061475_9	ugpC//
GO_0061504_8	gadC//
GO_0061610_5	ydcT//
GO_0061615_7	agaV//gloC//
GO_0061687_3	trmI//rstB//ycfS//infB//lplA//sfmH//
GO_0061720_5	flgG//ftnA//rlpA//ppiC//
GO_0061727_6	yfeW//rplM//dld//ybiI//cpsB//plsX//tauC//aspS//intF//yahD//lpxH//hpt//epmB//yehB//yaaJ//recF//gudP//dicC//pphB//ygjH//aceA//miaA//flgE//glmM//
GO_0061984_6	nikB//
GO_0061985_7	insE-1//
GO_0062012_5	yciG//oxyR//bamB//glnE//nusA//yidP//garP//yiaF//tusB//dnaJ//rfaQ//
GO_0062013_6	rfbC//dinD//rsfS//
GO_0062014_6	eptB//cueR//
GO_0065002_6	epmB//sdaC//cyoE//yfbV//rcsF//xthA//cas1//rpoD//
GO_0065003_5	fixC//asr//thyA//queD//ompW//rplR//opgG//garD//uspE//blc//fadR//waaF//mgsA//glgB//lexA//cyaY//ydeE//recQ//flhA//nudC//tatB//insI-2//guaB//dicB//glrR//garK//ibsB//mnmC//yhaM//proP//pepA//chaA//kdsB//ilvI//yiaA//yadN//rluF//lexA//acnB//prfB//mlaE//eamB//yjjV//sodB//cdsA//ybjX//dpiA//cof//rpsB//glcE//mcbR//gltK//yoaA//fliK//cusF//yjbE//nadB//kdgK//livM//rsmA//yggP//ampD//ligA//yihL//rimM//sdaA//ydiR//nadC//ybiS//alr//zitB//nadC//lolA//dtpB//aqpZ//flgD//alsC//glnK//ispU//elfC//hyaC//csrA//ygaV//wrbA//betA//sufD//yjiM//ydiO//ypdB//yqcC//elfD//ulaR//
GO_0065004_6	pgl//
GO_0065008_3	ynbC//eutB//cobU//wcaC//yabI//radD//sohB//nuoH//aceF//proP//appA//yicJ//napA//atpA//gatY//recT//yddM//ribB//mscK//setC//chaA//casE//grxD//mepS//aslB//cyoD//lolA//yhdZ//yahN//yggF//cysI//secA//kbp//sixA//aroG//rcsF//idi//tehB//opgD//rbsK//ampH//ndk//cpxP//selD//yadG//mtlR//waaQ//dcd//fimH//insE-1//ddlB//yfgI//uhpA//emrD//sfmF//yqaB//yceO//rhaS//mhpT//atoB//yhdJ//nhaB//mepA//arcA//hypA//psuG//yidH//tdh//nupC//treA//ldtC//arnE//yccS//asr//rlmG//treB//potC//pgaD//zraS//phnL//pyrH//xseA//phnG//ssuB//yciG//lsrD//gutM//trpA//yrfG//tdcR//acpH//hisB//xylB//dgoA//rbbA//gntK//casA//glpT//fdnH//malS//insA-1//oppC//fliK//rppH//sthA//tcdA//yehX//envC//rplE//gabD//opgG//hcp//ygaZ//gppA//btuF//nuoB//hcaD//diaA//speG//mglA//metB//murA//wzzB//gmhB//sfsB//sxy//ugpA//leuO//cysZ//aldA//gcl//
GO_0065009_3	uhpB//btuE//ycjY//ldhA//fdx//rmf//rpsM//gpt//uxaC//baeR//pphB//casB//sseA//chbF//trpD//cecR//rseB//yqiG//hisD//ilvA//srlD//rzpD//nlpE//yfeW//sutR//rimI//cheY//bdcR//murP//glsA2//lptC//pliG//yjjQ//rihC//mngB//yciF//emrB//dgoA//rhaD//appY//tauC//rnpA//tmcA//mocA//btuB//rhmR//kdpC//sbmC//lpxB//accB//araC//sutR//rluD//rdgC//ypdC//yidZ//gnd//phnP//sodA//yidP//mdoD//fdoG//bglJ//metG//cas1//uup//hypC//rplS//yecS//tatC//livK//pyrC//gmk//ghoS//moaE//rpsB//yiiE//
GO_0070084_7	yahN//
GO_0070085_3	ybcQ//secA//
GO_0070178_5	rfbB//
GO_0070201_6	galP//glsA1//ycjU//
GO_0070206_7	rpe//ydjK//ygdG//ycfJ//
GO_0070207_8	selU//narG//ytfT//yjiQ//
GO_0070297_7	msrP//
GO_0070298_8	mdtE//
GO_0070301_6	fbaA//tyrS//dppC//lapB//nfuA//glcE//fur//sfmC//ymfK//macA//
GO_0070329_5	secA//pspG//
GO_0070413_7	bioD//mutH//
GO_0070415_6	bcp//bglH//
GO_0070417_5	chpS//argG//yieH//gph//
GO_0070453_7	flgJ//
GO_0070475_7	rraB//glpB//torZ//udp//chaC//hlyE//dcuD//sbcB//sodA//brnQ//sgcA//lolD//hisS//dcd//ileS//srlB//sdhA//gadE//rcsA//
GO_0070476_7	uspF//ychF//
GO_0070482_4	mepH//exoX//mntS//ykfI//
GO_0070525_7	btuD//argB//rarA//rhmR//
GO_0070574_9	trxA//feoB//yraN//ptsI//
GO_0070581_8	nuoI//
GO_0070588_9	yccS//
GO_0070589_6	hisG//rraA//sdiA//ycfH//plaP//aceF//argI//yjcE//gltK//mtlR//yqaB//mazF//yafS//cnu//nanC//rutE//yciE//yedF//barA//ghoT//mocA//holE//dppD//ung//argK//rclB//fiu//modC//yhjC//bamB//htrE//glnP//nirB//rbn//gudX//ompC//rpiR//patD//flhC//patZ//deoB//ldtA//frdA//
GO_0070627_10	prlF//
GO_0070646_6	lpxT//
GO_0070647_7	clsA//
GO_0070689_6	paaJ//gatC//
GO_0070716_8	sstT//
GO_0070726_5	yegV//uhpA//
GO_0070727_4	ttcA//thrB//kdpE//yedA//ptsI//ygeA//yphB//yfeW//yjjX//argA//abgR//cheA//nagE//ytfE//sdhE//phnI//rep//
GO_0070778_6	ilvD//azoR//
GO_0070838_8	glrK//mcbA//arnD//rng//acpS//putP//hemH//entD//appA//waaY//sfmF//mlaB//mdh//astB//mntS//
GO_0070873_7	waaA//rpmH//
GO_0070874_7	gspJ//
GO_0070875_7	tatC//
GO_0070887_4	frr//nirD//manA//thiQ//nadD//dinD//adiC//frvA//diaA//entD//fliM//uidR//ilvA//bipA//iraM//panC//glgX//alr//yijE//rplS//moaB//gadW//citE//leuS//nrdR//malG//galP//pspG//panZ//tehB//fecB//rmuC//uup//frlC//alkA//wecB//ade//lsrD//maa//dld//rfbX//thiP//mppA//trpGD//ivy//rfaB//rffH//ftsY//uacT//ahr//hofN//rlpA//yejF//ulaR//yjcO//yejE//yhjD//ybhA//ycjU//murP//
GO_0070894_6	relE//
GO_0070925_5	hmp//ppk//fumA//nemR//ybcC//ihfB//araD//ccmF//feoC//hdeD//
GO_0070930_7	hscC//
GO_0070972_7	argE//
GO_0070981_6	rutG//
GO_0070982_5	asmA//
GO_0070988_3	corA//nirC//
GO_0070989_4	mlaE//
GO_0071103_6	lapA//lysU//exbB//acs//bioB//yfcV//gudP//ygeV//putP//csgE//crr//glrK//dtpA//bcsA//spy//soxS//ycfH//agp//rpmG//
GO_0071139_6	rhsD//citX//
GO_0071214_4	cedA//astC//recO//yahO//phnJ//narJ//ybhP//greA//tsaE//rutB//thiM//tap//mdtF//pflC//preA//fecB//ompF//hypF//yceK//mlaC//yaiW//cysW//ycfJ//gppA//
GO_0071218_6	flgF//
GO_0071229_5	dnaJ//clpA//cusR//rapA//hldE//
GO_0071230_6	rutG//
GO_0071236_5	yihQ//pyrL//fabR//focA//arcB//ycaO//gatA//yqhC//ppx//orn//yjaA//fhuC//ppiC//preA//dsdC//trmD//fadH//ycfS//
GO_0071237_6	wzc//paaH//
GO_0071241_5	hyaC//rffT//frvB//hcp//flhC//bioB//rof//paaF//ccmD//rpmA//mlaD//yhjX//lptD//radA//gltS//trpGD//argC//
GO_0071243_5	manX//
GO_0071248_6	pepD//purA//fabA//speF//envZ//ydfD//ypdF//dcuC//dgoA//nrfB//trpB//csrA//nupX//fadH//
GO_0071249_6	flhA//ygiS//
GO_0071250_6	queG//secM//
GO_0071265_5	xerC//glmU//ynbB//cspB//asr//
GO_0071266_6	cirA//lyxK//
GO_0071267_6	maa//lolA//dmsC//
GO_0071270_6	glgP//yceD//
GO_0071271_7	pabB//emrD//
GO_0071276_7	tatD//hdeB//
GO_0071280_7	pdxB//norV//
GO_0071284_7	sgbE//
GO_0071286_7	lacZ//pgpB//
GO_0071287_7	frwC//
GO_0071288_7	mukB//potC//
GO_0071289_7	lhr//
GO_0071291_6	csgG//
GO_0071292_7	tcdA//fadM//
GO_0071294_7	menD//mltA//
GO_0071310_5	bamC//uhpA//nth//ptsH//sthA//ackA//manZ//yfjV//yieE//ddlA//ttdB//
GO_0071417_5	ompC//gshA//ggt//
GO_0071421_9	ldrB//hisF//rcnR//
GO_0071422_7	tyrR//yjbF//nepI//
GO_0071423_8	rpmC//
GO_0071453_5	argE//uof//uidA//
GO_0071454_5	ugpA//lgoT//
GO_0071456_5	yihX//
GO_0071467_5	ampG//frmR//pnp//cobT//artI//arfA//hypA//ycbX//trg//ibsD//hypB//
GO_0071468_6	nrdA//adiA//yebC//bcp//yhaC//lptC//tktB//rclA//uspB//pgpA//
GO_0071470_5	abpB//acrB//rho//ychF//infC//tcyN//rne//cusB//iscX//entH//
GO_0071474_6	eutK//hyfF//yhcN//ydbK//
GO_0071478_5	paaG//ybhI//idnO//
GO_0071482_6	ygaZ//rimJ//rfbD//
GO_0071483_7	rpnC//
GO_0071495_4	prpR//yfdK//qseC//
GO_0071496_4	cynX//wzzE//yaiW//fetA//ppx//cobB//panF//cysM//sfmH//rnt//lpxC//yebS//napC//fhlA//pth//norW//nsrR//ariR//exbB//sapB//trkG//aqpZ//lgoT//hicA//hyfF//malK//cynX//elaB//pdeD//atpA//lptD//leuA//rcsF//pflC//emrK//treF//fmt//nuoB//dxs//fdhE//thrB//gadE//rhmD//wcaJ//bcp//frlA//hofN//bamD//ykgF//elaA//fepC//ynbC//menF//
GO_0071500_5	pspC//
GO_0071502_5	hyfA//
GO_0071545_6	afuC//selD//
GO_0071554_3	lsrB//solA//djlC//eno//trpD//mltF//mtlA//speA//sstT//cobS//cyoC//yddG//glsA2//yahD//gyrA//nac//allD//yfeO//rsmB//yieE//hofP//clpA//hycH//
GO_0071555_4	rhlE//pflC//pyrL//ydeP//mmuP//dapD//fabB//clpP//argR//lpxP//valS//cyoC//gudD//
GO_0071577_9	yihQ//ribB//mepH//hisS//ypdI//cyoE//cas2//
GO_0071616_6	argS//yfaV//
GO_0071702_5	gltD//yacG//afuB//ygjK//narQ//tdcA//bluF//xylE//rfaC//rclA//ymdB//recG//mdoD//aaeA//tusB//malY//gsiD//dcuD//chbB//clcB//iaaA//arcB//tktB//yiaU//upp//glgS//tolC//thiH//ycbU//rcsC//yafQ//hslR//gmd//gcl//ytfT//plsC//yfeX//dsbB//rplM//fkpA//rnpA//insA-1//frlC//panD//sgbU//panF//ibsD//mnmA//wzzE//eutB//dgcZ//oxc//pyrE//arnF//kefG//yedF//tolQ//alsK//potF//mltG//phoR//shoB//coaD//yedX//uof//rplN//uspB//msrP//pncB//atoC//uidA//waaJ//pgpC//lpxC//seqA//uhpT//nei//truA//appB//dnaK//yehX//rep//pgpC//eptB//puuC//fadI//rlmM//rpsH//aaeA//flhE//rlmF//accD//setC//gspE//araE//ubiH//metF//suhB//lolC//pckA//yhcF//nikB//wza//yigL//yjcS//fimC//symE//dmsC//eptA//menE//acpS//vsr//allD//alsC//ldtC//uraA//fecC//yidQ//ampG//yadI//hybC//tynA//yebK//hsrA//glpG//cysC//yphC//rpsP//holA//caiD//yaaA//hscC//yciK//holE//pyrF//uspE//btuC//gcvH//yfgJ//murE//araH//ulaB//bamA//ynfF//rffM//xanQ//gsiB//bcp//argD//adeD//yieF//msrC//ybiV//perR//frr//metK//nadK//grpE//hpf//yfcS//mrcA//lpd//dcm//lhr//rutD//hisF//mepM//hflX//fixA//tolA//hisS//malQ//gudP//tktA//cdh//mcbA//dgcE//sgcA//wbbK//luxS//ygeV//cho//cadB//nikA//dapB//fis//fimA//yeaE//sucD//rsmC//recO//focB//dnaN//hycH//rraA//ybcQ//menA//fadE//kdsC//holE//cyoB//yehZ//gnd//serB//yeaG//rne//ftsX//putP//hmp//fucA//hyaC//yggF//arnA//livJ//rpsK//elfD//ydaV//mngR//eptB//tauA//lspA//nagZ//idi//hisS//fucO//hrpA//fhuD//yfhH//pflA//yadC//ydaC//dapA//dicB//rfbX//cusB//insB-4//ycjW//mltG//yjaZ//yedX//ilvH//mog//gltI//argG//norV//rpsT//lptA//frwB//rne//zwf//cpxA//atpF//thiD//erpA//holB//pitB//eutN//yeiL//amiD//rna//fepB//ybeQ//ssuD//cmoB//murQ//dosP//tdcB//hipA//mdtG//gntK//dnaB//nfi//flgC//rsmG//blr//ybdR//ompW//murA//pgk//chbC//ptrA//sodC//metQ//pntA//rsmJ//ivy//cpxR//holE//rlmB//norW//ytfR//lolE//ybcL//minC//lpxK//alpA//elbB//lpxM//ydhQ//trmD//cspI//pgl//ynbB//ldtA//galF//proX//truA//sgcC//yqaA//cysC//bglB//gyrA//ubiF//gsiD//htrE//gltI//moaB//bglB//yjhI//gabP//galE//ogt//maoP//fabH//talB//cueR//fixC//parE//ypdI//murE//yghB//argH//uvrA//ushA//crp//yqjI//dpiB//secM//ypjD//yjbF//glpG//dgoT//surE//frwC//dnaG//cydB//dgcF//pdeF//cysG//hemN//hupA//ampH//tdh//yhdX//gpmA//lldP//yihO//secD//fucP//ilvB//hycI//chbG//pdeR//yaaY//yeeY//entF//mlaC//ydiK//ybfA//ygeA//deoA//ycjD//alaA//iclR//btuE//arnF//acpT//rsmG//cvrA//frwB//bcsQ//amtB//sufE//mgsA//hcaC//sspA//der//rutA//cysH//hipA//
