#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	araH//thiH//idnT//garR//
GO_0072330_7	sgcA//ompG//hycA//cydA//hexR//pnp//ybbW//bamA//cysW//miaB//yjcO//cpsB//tar//yceD//flgA//ygbI//hypB//rbbA//umpH//ssuE//mepS//agaC//tusC//xisE//nrfF//fabZ//ycbB//fadI//pcnB//menA//hdeB//ilvN//ygeA//trkG//paaG//mdtC//ygeW//bamE//ndh//napC//mraY//copA//crfC//adeP//serA//ypdB//yccA//dgoR//waaP//ybbN//pheP//flhA//yeeY//proA//yaaA//yeaE//torD//ldcA//
GO_0072337_6	bioC//bluR//potH//kefG//intQ//mutL//mdtE//orn//fecD//hslV//iscS//glmS//minC//cpsB//nagB//cpxP//murG//recR//csgA//ybiI//yfdO//melR//yfeD//emrK//yfdC//sgbH//
GO_0072344_7	ugd//rzoD//hemF//livH//
GO_0072348_5	yafC//lolE//uhpT//accA//dgcZ//cmtB//glpR//diaA//iaaA//ydeT//malI//wcaJ//cydA//hycB//gcvT//glsA2//casA//gcvH//ybcC//ybiX//fimI//cmtB//chbF//hiuH//tas//yhdX//nanA//slmA//queG//yfdK//yjiQ//gntT//queG//puuP//hemG//recJ//ycdX//smrA//yfaE//frwD//
GO_0072350_7	tdcD//frdC//truC//malK//yehD//etk//ispU//sulA//dgcF//dusC//gltL//aroF//ispG//rpmE//purU//ubiJ//yraH//torZ//
GO_0072488_7	yraH//sdhA//infB//ampH//csrA//umuD//ftsI//
GO_0072490_6	tcyJ//cas1//
GO_0072491_6	rplE//pgrR//
GO_0072501_7	dicC//
GO_0072502_7	sbp//
GO_0072503_7	ptsP//arcA//
GO_0072505_8	nikB//
GO_0072506_8	cspE//
GO_0072507_8	folE//yqjH//metN//
GO_0072511_7	pncB//yraJ//rplY//ydcZ//yiaM//menC//mepH//yjtD//aaeA//pgrR//fimA//dnaT//yqaB//yehZ//xylB//queA//dnaT//
GO_0072512_7	waaU//metI//yajL//mliC//rutG//nlpI//cbpM//allD//tar//hcaD//fepA//priA//
GO_0072521_5	yqiJ//hslJ//agaR//kduD//yicJ//ybcQ//lsrK//dadA//kdpE//ydjL//csgD//ligB//rpsP//lpxL//cusR//lsrC//prfC//ydeP//glnB//nrdD//fabD//uxuB//yajO//bssS//acrD//carB//mdoG//torC//mrcB//ybdO//pyrH//yedX//proC//elfC//kdpE//trpD//holD//rsmB//flhE//yhjA//ppsR//rcsC//sgbE//dgoR//hprR//napC//rffT//serS//yhaV//msbA//yhdH//rlmI//yhjX//dsdC//xylE//lpoB//rhoL//arcC//ydfK//yjtD//yehP//mdtK//yifB//cmoB//glnS//aspC//valS//trkG//
GO_0072522_6	fliA//mak//treB//fes//galS//queD//dadA//yfdR//dgt//fecA//ilvH//ygjR//coaD//flhA//pspG//allB//yibA//satP//rssA//murJ//fmt//kdpF//opgB//eutB//bglX//relB//oppC//fabZ//dsdC//clpX//fliK//ompR//nrdH//pfkA//rpsR//yfeX//cof//mhpA//mtr//hsrA//yhaC//chaA//mug//
GO_0072523_6	yobF//ykgA//metI//fadK//yjaA//nadC//uidC//tolC//cheY//yahN//ybiV//fieF//
GO_0072524_5	insK//manZ//cmtB//phnI//phnG//cysQ//yjeH//ivy//fepA//bioF//pth//glgA//rpoE//glgX//ptsP//cydA//tolC//yfdR//hslO//ilvM//ycjQ//yfcP//bsmA//ccmE//pheS//puuD//yedF//narH//waaQ//ynhG//hdeB//fumC//aqpZ//mutS//ygfI//yneL//dhaK//garD//holD//yihT//frdC//yejF//oxc//glpG//holC//ycfH//yciF//
GO_0072525_6	xerD//sapD//aroL//kdpE//yhaO//fdrA//hha//ydcI//arsB//yagJ//yjiA//stpA//rdgC//acrB//trmB//putA//ycfJ//rlmH//rfaQ//rlmE//phoU//hcaD//ratA//ybiH//hofC//sdaC//ynhF//ybhS//tktA//lpxM//ptsH//ycbB//csiD//eutN//setC//cadB//ogt//
GO_0072526_6	lplA//cmk//
GO_0072527_5	amiA//tadA//yidE//torS//hyaB//mocA//rna//aldA//plaP//sgrR//mnmG//gutM//hypF//kdpA//metR//waaS//yhiM//bluR//yehD//lapA//rplA//pdeK//rhtB//yihW//moaD//rhaB//araH//yjhH//dmsB//acrF//leuB//minE//yfbS//cysS//fepE//srmB//cdaR//nmpC//kefF//dnaA//dacB//shoB//menH//acrZ//minC//lptE//livG//ghxP//eamA//yabI//glpA//solA//artI//glpT//rraB//tolB//bioH//
GO_0072528_6	dgoT//ade//ubiE//lpxK//rutC//purL//mocA//prs//yeaK//hisQ//creC//mlc//mrdA//insI-2//htrE//glnA//rffT//sdhC//fliZ//yjjX//katE//rfbD//hypF//intA//yjiM//yccS//bfr//thiI//yafS//
GO_0072529_6	nagB//setB//nagZ//rsgA//narL//yecS//rrrD//yjtD//rpmC//gshA//betT//moaB//dnaA//yfcS//fadM//yhbQ//oppF//higB//malE//fucI//ftsL//yeiG//tdcG//
GO_0072530_6	tgt//waaA//pyrE//blr//
GO_0072531_6	fumA//uacT//insF-1//fepE//ascG//waaQ//
GO_0072581_9	yfcQ//
GO_0072593_4	trkH//ygbL//phoP//yifB//ygbL//dicB//ytfQ//glnL//tusA//
GO_0072594_5	moaD//
GO_0072599_6	wzzB//
GO_0072657_6	bcp//nudC//rhlB//mdlA//deoR//yafC//yciH//glgA//metG//hisG//htpG//rplA//tdcC//astB//gatD//pabB//rhaS//
GO_0072714_5	yeaV//
GO_0075713_7	ispH//bdcR//moaB//
GO_0080033_5	holD//gapA//
GO_0080090_5	aspS//phnK//perR//malX//thrB//sufE//dinB//xdhB//ykfI//yihO//ybhI//dgoT//yhaC//lpoB//metC//ygiB//pfkB//hyaC//thrB//maa//proS//ftsK//yegD//mnmE//rpmG//nanR//flgE//fabB//lrhA//yifB//fadM//btuF//murE//wza//nrdA//rhaM//torC//gspJ//dgoD//abgB//sdhE//dnaT//recO//pepA//higB//arnE//hcp//uspC//essD//rcsF//yhdJ//nadC//fliK//lpxD//mmuP//galR//arsB//bdcR//seqA//pinR//ycfL//dadA//cadB//nlpD//yfgO//mobA//argC//rplE//ilvI//fepB//thrA//mtr//yfdG//rhaA//lldD//manX//pabA//aldB//asnS//pspD//yfdS//aaeA//rpsL//rclA//alsC//mreB//uspF//ydeI//sfmH//lit//speE//frvA//ybiI//rcsF//hemE//hybC//idnD//frdC//ubiJ//ybdN//lipB//gsiB//phoE//pitA//yciA//hypF//trmL//truD//ldtC//ravA//mdtG//murB//yhiM//ybiS//fau//menH//mntS//entF//adeD//rpsT//menF//msrB//hslR//fixB//hybC//prpB//mlaB//ybhS//yidC//smrA//ribF//yqjI//insH-5//bioF//tig//gcvA//ribA//glsA1//rtcR//serA//bcp//pinQ//yjhG//nadB//mlaE//trpA//malK//ygcW//folP//gpmA//lpxT//paaA//rffC//ubiD//mlaD//rpsT//phnH//gstB//ompG//srlD//feoB//yhcH//rbfA//cptB//wcaC//mdtI//rhaM//gdhA//opgE//rluE//yciV//gloC//adiY//patD//ccmE//ycdX//prpR//yfcQ//yigB//tolA//dppC//dkgB//yacG//acpT//cdd//tcdA//acrA//ygfX//sufS//casD//moeA//chbG//udp//shiA//ais//tauD//hprS//cobS//trxA//ispG//tldD//hdfR//moeB//panZ//zur//agaA//bglH//ydbD//malI//pspG//csdA//carB//torA//cysE//yjaZ//ligA//ydeI//rnb//adhE//tpx//ykgO//hypC//dacC//fdnG//yebZ//yihR//narG//sodB//hxpA//ycfJ//yfaL//pstC//cbrA//cysN//rmf//gyrB//setC//hprR//ycjW//hisS//artJ//paaH//rzoD//dgoK//basS//dtpD//ldrA//ssuC//xapR//efp//yafC//pgaD//yedX//pyrG//gpt//ghxQ//cusC//perR//ynfK//fic//yjtD//grcA//birA//arcB//manA//crp//mlaB//hflK//hslO//yjhP//ogt//speF//iscA//ybjC//ftsN//wzzB//mntP//ilvE//mreD//prmC//pdeF//mnmC//lpoB//ybiI//ygiV//nrdB//mpaA//gstA//acpH//mlaB//ptsG//codA//allS//thiQ//hemL//yjhC//mlaC//sodA//infC//cdd//trg//ymgA//cmtA//yahI//iscX//yfcR//fadH//yadG//sfsB//ulaD//mdtE//modC//casB//eptB//gltX//rplB//tatD//caiE//rpsN//rhmD//hslO//yiaB//rzoR//arcB//wbbK//fdnG//torY//gltI//adiY//mrdA//ycfL//thiQ//fadK//trpD//hisQ//cbl//panB//dhaM//yfdK//ileS//aspC//cueO//hyi//nrdR//cpsB//
GO_0080111_4	dgcT//cra//
GO_0080134_5	tatB//
GO_0089705_7	galF//rrrQ//
GO_0089709_7	aceF//yfbR//
GO_0089718_7	ftsB//hyfR//hycA//minC//proQ//fumC//rhoL//iscS//ydaV//glcC//
GO_0090066_4	yifB//mdtF//asr//phnJ//fumC//
GO_0090068_7	rarA//
GO_0090069_5	hha//ydfK//guaD//
GO_0090071_6	fadL//dmlR//mgsA//
GO_0090087_6	ssuD//yegT//phr//
GO_0090116_7	ybiS//
GO_0090143_4	betB//
GO_0090150_5	yjaA//yhfK//hyaA//yhfS//yccS//fadH//selU//lysO//cadA//yebS//yihL//rlmM//
GO_0090304_5	yphD//fruA//htpX//solA//fadI//aceF//murI//yidA//folD//ybcJ//yceO//cynS//rpsS//aspC//tmcA//hyaB//mutY//yihR//yiiD//yhjX//eamA//nuoE//rhtB//kduI//tolR//yidC//hisG//ybaO//tdcE//hslJ//zapA//ydiO//epd//insE-1//msrC//prmB//yagE//tdcD//fixA//mlaC//tsaC//yceK//cusA//dpiB//obgE//bglH//rfaG//ahr//rcsF//prs//hexR//rbsK//zraS//phnJ//ubiD//hiuH//nikC//nirD//rimP//insI3//pspF//casE//citT//lysR//rplF//rlmM//fabR//ydhK//dgcJ//eamA//tusE//tar//entE//lasT//lpcA//acpH//yfeX//cspC//yccA//smrA//bssR//trpL//aceK//proB//ybjL//yqjH//hisQ//preA//bssS//nth//znuA//folM//folM//sutR//glnQ//cvpA//hflK//mnmA//ralR//yoeE//phnN//yiaB//ydiF//yciA//fepG//kbaY//malE//rep//pflB//yhdX//rcsB//lepB//narV//mppA//mntP//fsr//ppx//ftsE//lapB//murE//hprS//bioB//flgE//ynaI//ppsR//pspG//hybD//waaF//nuoB//rbsC//lpxP//osmE//dctA//thiG//tatE//mug//mngA//yfgJ//scpB//zapB//rihA//dppD//nirC//folC//yahK//yejE//dctA//tamA//nrdR//thiL//dhaK//guaA//yhjC//ybjG//kgtP//cspI//chbA//hxpB//lpxM//hcaE//dut//prlF//coaD//ubiG//fabD//cheY//glyS//exoX//aroH//leuB//cyoA//yjaZ//rne//fruB//yebS//yggT//appC//ykfI//yagI//phoB//carA//pspD//fepG//opgB//glnB//qseB//ydeM//yeiE//chbC//ppiA//srlB//trmL//melA//yhgF//paaB//ubiF//hchA//uxuA//yfhH//dicC//fhuB//hemN//fadK//rplX//frlR//rlmD//nsrR//ydhJ//setB//ydcO//eco//mreD//ompA//murQ//gltL//fecB//hycA//pnuC//guaB//yggF//ortT//pgaD//csdA//puuC//bioP//rcnA//yrfG//mnmC//sucA//miaB//fimD//ynhF//rzoD//yjaZ//csdE//dinB//pyrG//dadA//basR//agaA//nadC//greA//bipA//glmU//ompT//csgG//ybhA//cobU//ypdI//fre//cueO//srlE//glnH//infC//sspA//kefB//atpB//allB//adeP//cusF//chbC//rraB//ibsE//hyaA//tamB//kup//yadI//mazF//aspC//yfjV//hicB//lpd//chbA//ispF//cusA//mmuM//bdcA//yhjR//cyoE//abgT//ubiH//argP//ahpC//sbcB//yjiM//idnO//glcF//rpsP//rpsN//ibsD//uof//elbB//wzc//fdhD//hdeB//cobC//yidZ//fliG//atpA//tsgA//yohD//csgF//nac//nth//malE//ahpC//tisB//caiT//dgoD//yebQ//aceA//trkH//nmpC//tcyJ//frsA//xylE//glnH//pgrR//cueR//rhaS//lrhA//qseC//murG//ubiA//ttdR//lptG//kdpA//cheY//chbG//gph//raiA//fadM//frmB//exoX//maa//ssuD//rimO//patD//torS//yrbG//dhaM//feoB//yiiD//yfbR//yqaE//yiaO//fetB//insB-4//pnp//lldD//ybdM//cobT//yajL//corA//pgaB//entB//hxpA//rlmB//rclR//proP//symE//rpmA//selA//paaZ//glcC//ybjG//exoX//moeA//ubiH//sanA//rpnB//ygeX//exuR//mrcA//ldtA//hybE//agaW//rdgB//cspB//sxy//metC//nuoB//fecD//rfbX//nagZ//ybiW//hofP//trmL//dsbG//yghW//ymjB//nikC//tusB//gstB//purF//yfhM//gsiD//zapB//radD//yjbH//ibsB//ebgA//yihO//serB//ubiA//rpsJ//tktB//hdeD//zitB//yneJ//argI//malE//fre//mnmG//yfjR//znuC//iscX//gntR//mdtG//fryB//potB//motA//fliS//chbG//paaK//yafO//setC//yadG//fryB//bssS//mdtI//mtnN//rpoD//priC//eutK//ogrK//narV//glyS//rimP//ftsQ//hupB//ribC//hyfR//adhP//ilvL//
GO_0090305_6	chbF//kdpE//ybbW//wecB//mrdB//cysS//yohC//artJ//ynbC//ubiC//rimI//lysC//yieE//yqiH//tusC//ygbN//rcsD//galE//ubiD//lepB//mtlA//opgD//sufD//mscM//sdhB//cas2//yfcR//kbaY//mdfA//yciG//tyrB//valS//cpsG//tktB//pgk//moaD//entE//rsmF//surE//yagE//ytfE//yqiI//amiC//gltB//rho//gcvA//bamD//fabG//lysS//thiM//tabA//birA//ddpX//fadD//priA//glpG//rzpR//ybiA//yhbY//glsA1//sgcA//murP//glgX//mdtG//ilvE//hycI//iraD//agaA//phnH//macB//gcd//galM//rlmE//rna//yidZ//ydiO//citE//yidA//glrR//pbpG//ybgI//
GO_0090313_8	cobT//yciK//
GO_0090329_8	roxA//yfcR//leuE//gdhA//hldE//lpxL//yrdA//
GO_0090347_6	uvrB//
GO_0090352_6	qorA//
GO_0090357_7	opgE//cbl//
GO_0090358_8	gloB//
GO_0090407_5	ulaB//nei//mlaD//rspB//opgC//araD//dtpD//hslU//ychF//tdh//hlyE//envC//yaaY//higB//rpoD//slyA//rlmJ//lpcA//clsB//emrE//ssuB//aroL//xerD//hybG//ulaD//valS//rimK//elbB//dcuA//trg//ligB//araC//wzc//hisF//rffH//yjjX//rhaB//zapA//waaA//rimP//acnB//thiC//sbcB//ydiO//pgm//pnuC//yejA//hsdR//ubiH//pheT//tsaB//argH//waaH//thiH//ygjH//hybG//ycaO//ygiS//ynfF//fixC//fepA//parE//dppD//mltB//xylE//rzpD//tcyJ//rpsI//metH//prmB//ibaG//ycjW//leuC//yddA//yihP//ygbL//menC//fadI//cspB//recF//relA//rsmC//ssuB//ydhQ//mqsR//rplA//ydhK//yegS//waaQ//flgK//mtlR//ybaL//rfaQ//yijO//hofC//idnD//lysC//yphC//yceO//azoR//nanE//bcsA//yqhD//ibpB//mlc//wrbA//motA//norR//sfmF//dppD//mdfA//flgJ//argF//modA//maeA//glnL//ispB//zraR//accD//uidA//accA//fkpA//glrR//lsrD//mgtL//ydjH//perR//thrS//amiB//kdpC//agaS//
GO_0090487_4	napC//
GO_0090501_7	rluF//malF//speG//araC//argI//kdpA//marA//nrfD//rffG//sdaC//lapB//aroH//gldA//dmlR//mlaD//cysP//yhaJ//fes//dgcF//yihQ//cobS//ftsI//wcaC//dnaK//rbfA//ampE//djlC//ybiT//torS//tatC//tatB//htrE//
GO_0090502_8	rsmI//yraR//flgE//gadX//pntA//leuD//wecC//acrD//menH//aceB//yjhH//rplW//ybdH//hyfF//sdhC//yggD//ptrA//nadB//fhuF//stpA//dgcQ//
GO_0090503_8	nupC//dpiB//yidZ//mepA//menI//rssB//yphF//yahF//
GO_0090529_5	wecB//ygiV//uxaA//potI//rbsR//hisQ//
GO_0090540_10	fadD//ftnA//bcsA//
GO_0090549_5	menE//caiF//
GO_0090605_5	uxaB//yaaJ//xanP//hisM//ygeA//ubiB//alr//abpB//murG//
GO_0090609_6	truD//lpxK//glmU//truA//fmt//glpF//nanS//fklB//ycgB//
GO_0090662_6	ybiO//
GO_0097035_4	dsbB//insE-1//
GO_0097056_7	ppiA//
GO_0097164_4	maa//rapA//fimZ//cynT//fruB//aceA//yhjD//mnaT//dnaC//mtfA//hflD//atpA//ugpC//envY//citG//mrcA//pitB//yfgI//torY//scpB//acrA//moeB//lsrD//lptA//gudP//erfK//
GO_0097237_5	cheW//ompG//ybiT//yjiR//degS//tbpA//borD//cyaA//rseC//citX//
GO_0097264_6	srlR//
GO_0097286_10	feaR//
GO_0097292_8	dxr//
GO_0097293_9	amiD//
GO_0097304_7	fecC//
GO_0097305_5	pyrH//maa//ldhA//melA//relB//yiaJ//
GO_0097339_7	crp//
GO_0097366_5	lspA//ybjL//argO//
GO_0097428_6	shoB//glcB//bdcA//recT//lgoT//nrdB//rutA//
GO_0097435_4	ppk//appB//
GO_0097501_4	torS//
GO_0097502_4	lolB//
GO_0097510_7	wzzB//
GO_0097532_4	lsrK//
GO_0097533_5	msrB//
GO_0097577_5	rpsK//yjbE//sohB//
GO_0097588_5	katE//yfaX//motA//rlpA//waaJ//ykfI//yjhI//surA//yejF//frdD//rhaD//ynfL//aroE//bhsA//ettA//cysK//fimE//rpmH//ynfH//grcA//dgkA//uof//pth//speC//nuoM//yhiM//insI1//rihA//kbaZ//htpG//zur//
GO_0097638_8	bacA//pcm//ulaD//abpA//
GO_0097659_7	purT//ydiP//dedD//aspA//coaA//ulaR//gldA//ydfK//ubiI//mgtA//yajR//mutL//codA//rfaQ//mnmE//rpoS//hinT//htpG//sugE//degP//eutA//elaA//lgt//rlmF//gltP//glvC//nemR//ygaV//rimL//yacG//ytfP//rimM//ugd//sufB//ygbI//recF//coaE//yajL//glpK//folM//aroH//cysA//pgaA//trpC//yahB//priB//kefG//pepN//intQ//rcnA//tsf//frlB//ybjX//pdeL//yfcU//truC//napF//pepA//ung//narK//hycA//yebC//panF//bioD1//nikD//npr//bdm//zapE//yciT//hisH//fieF//ulaF//malX//glnK//metI//rimP//yrfG//purA//yddL//ycbV//ubiJ//mutH//tcdA//pepQ//kdpE//smrA//glnE//clpB//rnhA//tnaA//hypB//glpK//ygiV//glpK//ldcC//rzpR//narG//yfdO//glpX//ccmF//rne//yceD//yraN//yejF//ssuE//xthA//yjjU//rutF//nrfA//ftsX//entB//mdtA//gltB//narH//fdhF//osmE//birA//sutR//cheB//
GO_0098002_8	ycdX//
GO_0098542_4	abgR//rlmM//dcuB//uhpB//phnK//nagD//sdaC//dppB//yraR//ubiF//
GO_0098586_5	dtpC//cobC//pstA//
GO_0098655_7	rplF//pgaA//hisB//dppC//rcsA//yedX//sufC//dld//arsR//aldB//sohB//sodC//blc//acnA//hycI//mtgA//pbpG//rhaB//rnr//narV//rcsA//cysD//focB//pdeR//murR//yjfF//uidC//waaS//ydaC//atpB//radD//hrsA//leuO//yfgO//deoR//sdhC//erfK//ulaB//arsC//nadE//potG//chaA//qseB//norV//tdcD//zitB//baeS//eutN//ybhD//ampG//lapA//hypD//gcvH//tktA//etp//ssuE//opgC//yfcA//fecD//cspC//speC//ydaN//hslU//viaA//emrD//cspA//idi//ada//pabB//yebQ//trmB//yebG//agaD//rlmG//tusB//rplX//yqjH//glpB//cpoB//ydeT//ptsI//ybhI//dinB//obgE//sucA//yecS//znuB//rplF//rsuA//sseA//yciF//hybB//ydhK//casC//lgoD//dgoK//udk//yehB//wzzB//yfaL//trmJ//yhjV//hdhA//ybjX//rusA//gltK//
GO_0098656_7	hyfR//aldA//napB//dapA//gutQ//ompN//hyfF//arnD//gcvT//lapA//puuB//abgA//narJ//fabG//yehP//fur//yabI//nhaR//insI3//proB//mgtA//paaG//mepH//grxD//rsmJ//rcnA//aas//uhpT//serA//ccmC//ugd//arcC//rlmM//purL//fadD//fixC//cobU//mcrB//aslB//yfdC//uxaC//rcsD//macA//ffh//chaA//comR//kefF//trxA//sfmH//thiQ//ppc//afuB//hyaA//tmk//gntK//hisF//zapD//gpmM//yfiE//sfmF//insI4//hycA//tyrA//cobT//zapC//hycH//ybaQ//yghU//yhjR//ynbC//phnC//phnL//malZ//feoB//yeaG//lsrB//frwB//polB//metE//valS//ybcL//radD//fdrA//yhjV//idnK//rclB//nfuA//rlmF//tdcG//mcbA//argD//rnc//ddlB//rlmN//yfcU//menI//ybjN//
GO_0098657_5	hofC//yaiV//rpmJ//pdxB//mdaB//ybdN//degQ//xanP//yciA//artQ//bglX//yjhP//rhlE//hycA//yhhZ//queG//fiu//aas//pcnB//sucB//
GO_0098659_8	metE//rutG//
GO_0098660_7	rsmA//torS//ychF//rpsP//htrE//glnP//yfgJ//malZ//thrC//rpnD//satP//dkgB//bdcA//rclC//oppB//mltD//glnH//opgG//yidZ//gapA//secF//pepN//yibH//dcuC//rplT//yghU//baeR//queF//insA-2//mtlA//argE//gspJ//hypB//yddG//fepB//yjaZ//shiA//treF//glsB//fabG//fabH//ybbN//ybcQ//rlpA//yehX//scpB//yccA//waaZ//malY//eutK//zur//manX//nhaB//nikD//ispU//yfaL//dinQ//ymgA//frlB//trg//pdhR//yjiR//yihS//argS//yibF//agaD//ybhF//cysM//mtfA//uidR//glcB//ravA//glmU//htpG//lsrB//cnu//groL//
GO_0098661_8	preA//torA//rbfA//mdtA//dtpC//galK//yfgJ//napB//lpoA//gnd//rfaH//yqcC//wzb//cysB//amiB//ebgA//yidL//alaA//tsaE//
GO_0098662_8	yneL//rpe//yeaD//fryB//djlC//ydjE//fepG//rtcR//kefG//pnp//yfiE//ydcP//recG//gapA//ybcL//sthA//abgB//trmA//ortT//yeaV//glgS//fdoH//waaY//hfq//glk//gudD//dppD//higA//rplS//ftsH//yraN//holE//glgX//thiG//yebK//dsbD//ykgM//eamA//sgcR//dgoA//hisQ//ndh//cydD//yehB//hsdM//lolE//lon//araH//dctR//fliM//ychF//pta//ccmE//fryA//rbsA//fetA//hyaD//ygcW//yibF//rlmN//cspD//
GO_0098670_7	cedA//
GO_0098704_7	cydC//yfaU//fimZ//cmtB//
GO_0098707_10	sppA//
GO_0098708_8	lepB//pphA//yqiH//xthA//
GO_0098710_7	tesB//rsmB//
GO_0098711_9	ygdG//
GO_0098713_8	pdxK//pdxB//solA//hemG//
GO_0098719_9	csrA//
GO_0098732_6	serC//glmS//mutS//rfaQ//
GO_0098739_6	yqjH//mlaE//fliT//secA//malY//mtr//asd//rplA//hiuH//rsmC//rnr//secB//recG//fdnH//mepH//ftnA//sgrT//fhuF//
GO_0098771_7	nikA//puuP//uhpT//frdD//ygdG//phr//ilvA//rhaD//iscX//rluF//metE//mfd//pdxA//moaE//rimL//phnP//ygdG//hinT//tatA//rpsN//fepC//mdtG//secD//nhaB//mreD//flgC//yceD//yfiR//ssuB//tusE//ypdI//menH//hda//dcp//rpsO//rsmB//
GO_0098776_7	priC//uidC//selU//zntA//ydcI//
GO_0098795_9	bamE//
GO_0098869_4	yfcR//hyaA//lolC//spy//clpA//yjcO//atoC//cbtA//accB//hsdR//yieE//ampE//coaA//nlpE//sfsA//dnaQ//dicC//endA//yihO//csdE//trmD//srlD//
GO_0099046_5	yneJ//carA//
GO_0099116_10	ygjK//
GO_0099131_7	glcF//
GO_0099132_7	yfeR//dusC//wzb//yaiW//mutS//nupX//rplE//wza//pepT//sgcC//xisE//fabD//aceA//fiu//rpiR//rdgC//bolA//yeeO//fliL//mukB//cadC//tilS//ptsN//
GO_0099133_8	yfdO//pgaB//ilvH//intE//yggN//rsmJ//sdhC//ydbK//kch//cdaR//lolA//hofO//ydfH//ycjW//trpA//appB//feaR//rfaD//ygiB//hcaT//
GO_0099587_7	hemN//luxS//
GO_0101030_8	mqsR//
GO_0104004_4	amiC//panB//ilvA//rplT//zntR//fadI//yafS//leuO//sapA//yhaM//metN//rpsO//rbbA//atpE//udp//fdhF//ptrA//osmY//cydC//ibaG//agaV//ykfI//gpmA//yneE//
GO_0110017_7	yidR//
GO_0110095_4	yaaA//yraR//
GO_0140115_6	clcB//sbcB//gpsA//yehC//cysH//
GO_1900190_5	allC//yiiE//bdcR//atpF//cysA//fryC//melR//araH//glvB//ilvE//mepA//mocA//rcsF//
GO_1900191_6	nimR//rraA//htpX//bamE//
GO_1900192_6	yaaJ//yfeD//
GO_1900231_6	purC//gltP//eptA//cydD//znuB//
GO_1900232_7	glgP//ydeM//menD//
GO_1900233_7	dapA//
GO_1900371_8	fliG//
GO_1900372_9	mzrA//
GO_1900376_6	gntT//dcm//csgE//
GO_1900377_7	ugpC//
GO_1900378_7	fhlA//
GO_1900542_7	ivbL//
GO_1900543_8	zraS//
GO_1900704_7	sanA//
GO_1900705_8	galS//
GO_1900725_7	yoeB//
GO_1900727_8	yhfK//
GO_1900749_6	lsrD//
GO_1900751_9	htrE//
GO_1900866_6	potE//
GO_1901068_8	sohB//yihU//glvC//fkpB//purF//ygiV//recN//ygdG//hypD//avtA//ibsA//
GO_1901069_9	tcyL//
GO_1901070_9	yhjV//yoaA//rtcR//rbsR//
GO_1901071_6	livF//dgcJ//pgpB//glxR//alsB//
GO_1901072_7	rcnA//modB//adeP//ampD//
GO_1901135_4	yihI//mngA//yehD//potD//selA//rplR//yhjB//trpA//hyfA//yqhC//lapA//yfdK//lacI//fdhD//lhr//yrfG//thiM//prlC//lrhA//narX//tusB//lacI//ygiB//rlmA//ymjB//acnA//yidD//flgE//uspE//ybgP//msrC//uvrY//dgcJ//fabD//rnb//yfjV//glpD//kdsA//nrdA//sulA//soxS//yfiE//rluC//flgF//yahB//sufC//cheZ//uxuA//cobT//aroB//argS//rsmC//envR//lysO//rutR//ygiW//fetB//thiP//uacT//bioC//pgsA//carA//sseA//moaB//tcdA//dfp//ygiV//cysI//pgpC//hisA//livK//epd//acpH//hemC//tolB//ftsI//ybdZ//frdB//hyfF//ampE//proQ//allS//puuA//yiaO//feaR//hicB//yhbY//fliK//purF//glcA//flgG//ybaO//mscK//xerC//bioD2//yidE//carB//puuP//corA//gadA//patZ//asnC//insB-4//potC//alpA//ribE//plsC//ulaG//holE//ypdA//flgG//ygiW//ybiS//mmuM//recR//nagD//sapF//murE//yheT//fabA//astC//rpsJ//prpB//fimI//arsR//dbpA//ybjG//puuC//ssuB//dsbG//galS//rof//yajO//rarD//appA//putA//yiaF//rssB//dnaQ//mog//secD//lpxL//yehU//cpsG//proB//rluB//yebS//dgt//nuoG//pgpB//relB//cbl//emrB//cirA//rcnA//hdhA//mhpC//bioB//ybhF//ade//pheM//sbcC//melA//yhjD//lgoD//comR//groS//psd//queF//nagA//corA//wzb//yeaD//ybjX//yaiP//lldD//rstB//yfaL//fcl//mngA//xerC//secG//plaP//ygaV//lapB//recE//ompC//ligB//btuD//ghoT//ptsP//ubiD//dgcM//marA//nudB//soxR//emrY//tatB//yebZ//yadM//nuoI//rsuA//yceO//cspI//pgm//cdaR//mdtG//chbG//trmI//dnaB//dapB//hypA//sucA//rplX//fnr//yoeE//holB//bamD//cusF//insI4//eco//yggP//relA//rpmA//uvrY//puuC//dapF//csgG//yhjB//yhgH//btuC//yjjX//dnaN//waaU//tmcA//sohB//mdoG//pheP//gcd//ycfS//ssb//seqA//yedL//aspC//ynbC//nrdD//arnT//rffM//dxs//sdaB//greB//trmI//lipA//ygbN//panF//parE//argP//ytfE//bluF//yahB//ygeV//ssuC//entA//rpsP//hisB//psd//ygeV//sdaB//
GO_1901136_5	sutR//rutB//cpxP//yjbF//queA//cysZ//rdgC//creC//pta//betA//nuoI//arnE//uxuR//csgB//yidE//yjjG//pepQ//ssuA//ispF//rnt//alaC//prs//ydcS//fimI//yajD//mutL//gcvA//betB//tilS//ycaN//prs//pflB//ybcC//ygfX//insA-1//msrB//sdaA//yibH//appB//fkpB//rbsB//yafS//bssR//ychF//ulaE//ampG//rdgB//iscU//aroC//ubiD//yihT//malF//
