#From /Users/Daniela/Documents/PhD/Codigos/2018-1/random_regulons.pl on Wed Oct  3 09:16:16 2018 using /Users/Daniela/Documents/CCG/GU_art_2/original_datasets/data_sets/GOs.txt
GO_0000018_7	gcd//nadA//dnaA//hypA//
GO_1901564_4	pyrB//parE//yihQ//hflK//ybdZ//mrr//yagI//artP//entA//yafO//rrrD//menH//dxs//thrB//lgoR//nhaB//ygiN//bcr//glgP//yjfP//ebgR//pinE//thrA//wzyE//asnC//yciH//priA//abgB//ybjN//ghoT//glvC//ung//atpF//yahB//clsA//nagC//miaA//ybcL//artI//ppiD//nikA//yajR//fdoH//srlD//barA//tdcD//rpoH//rnpA//rbfA//yjtD//entA//yiiD//dgt//adhP//tktA//fdhE//phoU//uidR//yfaV//cspD//flgG//yghG//yegS//hscC//gntP//tsaC//ispF//feaR//crr//hokB//lplA//nupG//cbrA//nei//yhjG//rplY//rihC//flgG//rnlB//trpR//cyoD//crl//arcA//argK//idnT//rraB//xanP//rlmE//lsrC//glsA//creB//mrr//xerD//syd//thrS//tcyL//pdeR//alkA//ybjN//srlR//ybiW//kch//yhjV//iscR//allS//rmf//atpG//yejB//glpK//tauB//leuD//yhjB//hexR//ldrD//yjjG//ispU//aspA//recC//bdm//cspI//rsmJ//uhpT//fkpA//lpxT//ygbN//sdaC//rimO//yhfS//agaI//yggE//glrR//yadK//yjcS//ahr//glgX//hcp//ykgO//tadA//cyoC//nagB//nupX//ldrA//ybaQ//menE//ycbB//hsdM//lyxK//prlF//queF//ptsH//yehZ//cvrA//potG//yphD//yqgB//ybiI//pdeH//idnO//birA//pykF//gadE//mdtC//recA//mdtN//arcC//lysA//secY//umpG//rhmR//pspG//ugd//pnp//basR//hslR//paaD//sbcD//cysE//ygeW//yihP//tilS//yhjX//yhhZ//proV//cysK//mngR//insB-2//rsmH//folD//puuA//yibT//eptA//ybcM//waaC//ycbV//pdxJ//uspE//ribA//truC//ybbN//mdtO//glpA//pflC//ptsG//aroA//yidH//queF//yoaB//gcvA//yiaL//yraN//dps//yfdR//ompR//ribF//cpxP//basS//livH//yjiA//bhsA//ais//fimG//tas//cysM//csgE//ydiV//panC//alsC//glvC//bioA//speB//raiA//kefG//priB//sucB//waaG//nudB//lamB//cyaA//fadM//exbD//katG//rtcR//sad//ilvL//mrdB//lnt//phnC//leuS//appY//cydD//yahN//rbsD//xdhB//rseB//ybhD//yjjX//accD//rsfS//yijO//yiaM//yneL//rpiR//yfcV//rplJ//phoQ//moaD//cysG//mzrA//minD//sufE//alsC//tdcR//cysK//ygbL//lpxC//rpsB//glnB//rdgC//rbsK//opgH//feoA//lolE//eamA//yibH//hemL//queF//nhaB//truA//ompF//hybG//yeeJ//xdhB//rutA//selA//aroP//yggP//gabT//tdcD//iraP//dinI//thrA//galM//secM//tolC//frdD//gcvH//hexR//yoeE//lptF//ydiB//ymfK//ibsA//yebQ//livH//rplT//hemE//ydcM//ttcA//rplS//ebgR//casE//idnK//yqaA//dnaC//purN//ratA//queG//folM//recQ//ugd//dhaM//rlmN//pdhR//umpH//yciT//cynT//ptsG//mdtI//ybcJ//yiaO//ribA//yghU//fre//rcnA//yjfP//sgrT//argP//metE//rnr//insB-2//ynbC//yqjA//galE//rutB//nirD//prpC//yihT//rpsO//modA//dusC//corA//mscK//ligA//ytfT//fdhD//yihP//shoB//ldtC//fimD//yfgO//nemA//nadA//yfcU//ggt//rluA//etp//bglB//wza//valS//macB//mutM//gfcE//dmsC//dhaL//ubiJ//rspB//pheT//speC//yqhC//tdcD//metF//yihI//flgJ//yadI//lysA//abgA//garK//lolB//rpmF//gadA//astB//nudF//tldD//basS//fdrA//citX//frlR//rrrD//dld//tsaE//hypB//yfiC//slyD//pdeH//nrdB//lsrB//serB//wzc//nanA//aroE//tonB//hypE//acnB//allS//yihT//yfbS//ymjB//yqaB//thiM//gstB//potC//yagU//yqeG//erfK//yrdA//acrD//pckA//yajO//mltA//murB//ydaC//trxC//rfaF//rpnA//ibsB//bioH//intQ//pncB//sgbU//rne//nagK//mhpD//nikR//greB//ddpA//copA//dnaE//ydiP//kbp//acrA//yciE//chbA//mrcB//fepE//yhdJ//yciT//cpdA//agaC//rplI//tadA//hybB//otsA//hofQ//rlmF//hmp//ynbD//hisI//rlmG//fepC//rpsA//yphC//ligA//efp//betA//hinT//raiA//dam//pdxJ//dhaM//rcsB//paaB//ptsI//argO//curA//fumA//rsmG//tmcA//diaA//rlmE//ygjR//rfbX//ydhK//dgcE//yjjV//ypjD//yhfK//pntA//yciE//fepA//frlC//mltG//coaD//yjhG//holA//yraJ//fabA//agaS//hyaB//gph//ogt//gltL//rimL//idnT//napC//hpt//ydcZ//ynhG//pabC//yaiW//ydhQ//yfaL//rpsN//rbsA//citC//ycgB//torD//frr//yjaA//cueR//rffC//hprR//glpG//acpP//gltL//ygaH//cusR//yidQ//grpE//glcD//rlmH//ypdA//ridA//mreD//rlmL//gcvT//srkA//hpf//torD//ydeE//cysQ//yneL//fur//flgD//cysN//waaL//patD//pspF//mtlD//yggN//nanS//yadC//pstS//aroB//rsgA//yfeR//barA//ycfL//fdnG//speF//cutC//grpE//citE//sgcB//gltD//aes//uspF//degQ//pdxY//alaS//dnaX//tyrB//ampD//bioH//csiR//yjtD//epmA//yjjX//yadM//yadG//ibaG//yjhC//srlD//dsbD//hisF//dapF//hrsA//greB//csgA//ynjD//sbmA//mobA//cysN//yfaX//cheZ//minE//zipA//dnaA//cysB//yhjV//rplD//ettA//potD//dmlR//narV//modB//ubiG//gadX//ftsH//ltaE//torC//rffC//rlmE//feaB//yhjC//aer//dapA//narV//yceK//nadD//yheT//ydiZ//ycaN//nsrR//yadN//thiM//yqiI//mscL//hpf//cheB//cheW//rsmD//rsmG//ynbC//yajO//ibpB//fabZ//hyi//rplQ//sodB//nuoH//crcB//ycaN//nikE//ackA//hslR//rzoR//moeB//wzzE//ubiX//ybaE//nikD//araE//chbA//yfdC//xisR//modC//cobS//yqiH//fre//mlaC//mglC//lpxH//ivbL//hldE//rhlB//hofN//mepA//yfeO//fkpB//dgoK//amyA//lgoD//ykfM//asnA//ltaE//gmhB//atpF//dppA//trmH//xylH//eutK//ribE//yqjH//gldA//yedX//rplW//moaA//ldcA//ybhJ//ubiF//cmk//tolC//nupG//fdhE//hybE//clpA//rstB//dhaR//hemN//yieE//ydbK//nirD//fimA//yjjU//arcB//yqeF//xanQ//apaH//malX//dcuC//lpxP//pdhR//iraD//metK//ykfI//yaiV//tnaB//hscB//astC//rsfS//rsmC//yhjC//cueR//glcF//iscU//thrS//bipA//ybbY//clpA//lsrG//ttdB//fkpB//priB//yrdA//ubiI//zapA//ybhG//tig//ppk//yebZ//recR//cas1//tktA//
GO_1901565_5	paaD//tdcD//srlD//ynbC//lsrK//ompG//mnaT//rzpD//acpP//deaD//alr//yqaB//chpB//agaA//cutA//adeD//fepA//ynfF//kdpB//ompF//narK//glpX//pfkA//yqaA//dusC//glyS//flgG//ychH//kdpF//lnt//yhbQ//ndk//recN//trpL//dgcM//ecpR//ttdB//ccmC//allR//ccmH//yedX//nanC//era//uidA//ispG//menH//valS//hexR//cspD//rplC//cusC//yafN//ileS//fimD//ldcC//marR//rfaQ//manX//ada//dacD//yjiY//pheT//glsB//hemL//amiB//rihA//zupT//cytR//nuoE//ispF//ftp//ampG//tehB//adhP//lgoT//lit//ydiK//clpB//ptsP//radA//ynaE//entA//selU//waaQ//mqsR//marR//lrhA//recQ//yajD//yadK//dcuC//lpxC//mngR//artP//yhhZ//paaB//yabI//ccmC//phoA//mutS//modA//hfq//citX//ydaV//ttdR//rluB//cvrA//insF-1//yehP//nimT//ldtA//yphD//ampD//marR//asnA//uspB//yhaC//ubiA//lacI//yqaA//rhtC//djlC//holD//ynhG//ygaH//ascB//ygcR//sanA//mak//yhcN//cobT//ygaV//artP//metK//
GO_1901566_5	selA//fliT//ptsI//yegD//ynjD//pinR//zraR//mdfA//ymgC//ssuA//puuP//alsA//flgM//yfiE//yhaV//dcuR//ygeV//fliD//tig//narU//narG//bglB//trmH//fliK//flgJ//oppC//crcB//mak//yhjD//yhcF//luxS//menC//malZ//ybcF//ftnB//yjeI//fhuC//sdhB//sdhB//tehB//atpE//tap//lptA//yfcS//intF//arnB//yafN//agaD//narK//rplW//glgS//yidC//nhaB//uxaA//btuR//dosP//rpmF//dpiA//dicB//yidA//ssuC//ccmF//yeeY//flhD//bipA//dam//modB//yeaV//yjbE//ubiG//fiu//syd//rpoH//yhjA//rhsD//clsB//yhjC//yqiG//yibH//priA//gntT//iap//dnaN//tus//mazG//tsaC//helD//aqpZ//amiA//sgcR//ydaV//fadM//ycdY//cspA//rpmG//xdhB//araD//nuoL//yafO//tolR//galM//miaB//feoA//barA//ilvH//yqaA//yfbV//icd//folM//fucA//frwC//kdsB//yjjB//ymfK//caiE//casB//ybiW//yiaM//eptB//lptG//hcaB//ybiY//wrbA//ymgC//ybcM//rcsF//dicA//cspI//cysB//yfaU//torZ//yghU//bamC//ruvB//yajQ//rfaQ//ybfE//ybiV//potI//eutD//cedA//gspE//maa//guaC//pinR//aroG//pspD//ruvC//glgP//cusA//uhpC//rpsL//dinQ//baeR//tktA//ogrK//hypF//cyoB//ycjY//mcbR//rfaH//yoaB//fes//mgsA//rpsK//yihI//hdfR//ytfR//arnT//ribC//groS//deoR//murG//potI//nuoE//bssR//cbrC//yifB//aes//ynaE//gsiD//mltD//hybA//rpmH//dgoT//carA//degS//gluQ//yhhT//ybjI//hybG//dpiA//phnM//fryA//nanT//npr//emrK//ynjA//lpcA//gloA//yeeA//murP//frvB//ybiX//ccmF//tatA//araE//intA//ydeO//yfiE//rclC//leuB//alsK//tldD//ygfA//frdA//ybdG//sodA//hcaC//eutA//fruB//mrr//sxy//ydiP//rpsG//umuC//citG//insF-1//xerD//epd//nhaR//ralR//yhdH//rnpA//intQ//melA//moaE//tauC//ymfA//ydhC//ynfH//hpt//yeaG//trkA//yrdA//insI4//ccmE//tsaB//fumA//tolQ//gcvR//ugpC//trmA//ptsP//narK//frlR//coaA//thiM//ybhP//mhpR//ais//lsrC//insI4//ydjH//dicB//atpE//gcvT//fabA//tsf//secF//ybcF//gadX//rpsJ//atpG//yhhY//uidC//glpT//cspA//hisS//emrK//lysO//araA//intS//nhaB//glcA//aceF//rplM//deaD//yeiE//pfkB//fecC//rnb//yjjQ//yceK//pdxJ//yqjA//uspE//frwD//secB//glcD//flhC//yegS//yfgI//deoA//tomB//argB//yaiW//aaeR//yqaA//erpA//ada//tdk//ssb//rlmB//torI//ycfL//ybiW//dsdA//helD//pgpA//aes//fecD//nrdF//cas3//rplP//lldP//ispF//asnC//hisB//trg//mcbR//ybbW//dosP//mrp//caiE//dgcQ//pncB//atpG//uidC//murC//ycbU//ykgO//rtcB//aroD//fecA//alr//gsiB//allS//hexR//rpsE//acrE//uup//sseA//yghU//uspB//galF//glsA//gltS//gudD//envY//hisG//gloA//rstB//narJ//mfd//kefF//rplD//argG//rfaE//dinB//tcyP//mreB//yjjU//fis//yadN//qseB//holE//ydiP//atpH//pepT//xylA//pphA//ftsI//minC//sgcC//yjiM//ybdR//
GO_1901568_4	leuS//
GO_1901569_5	prmC//
GO_1901575_4	rpe//alaC//gltD//recA//purN//iscU//waaL//yhcN//mraZ//gcd//trg//ygfX//hemG//prfA//insI-1//yhaV//paaJ//hisA//alsE//uxaA//gstA//csdE//rrrQ//mprA//fecB//uvrD//fadJ//rseC//ompG//trkG//opgB//ldrA//cspE//frlA//aldB//oppD//yeeA//gdhA//yqiJ//lspA//ydgA//elaB//rlmB//prpR//secB//yieL//abgB//atpF//rluB//murA//yigL//rutA//rfaB//dhaM//slyA//pgaB//nrfA//osmE//atpF//casE//scpB//fimZ//yphD//rbsC//rutC//opgC//cas3//oppA//sodA//kdpB//citE//zupT//znuC//aroA//basS//fhlA//panF//livJ//cspB//pldB//ydiO//metH//glnD//ygeX//frwC//ratA//nsrR//udk//yibT//clcB//umuC//rnhA//rmuC//sdhD//cueR//nadC//cstA//thrC//rpsA//yabI//hupA//rlmL//phnL//ygcO//thiQ//envR//potB//folP//tolQ//tatC//dgcQ//cysQ//hofQ//htpG//rcsD//metQ//rcsF//bioA//ridA//entS//manY//glpD//ybdR//thiP//mmuP//chiP//rne//csgG//rbsK//xisE//wzyE//mglA//dgcN//alsK//crfC//opgB//ydeI//prfB//ascF//uxaA//rdgC//acnB//fkpA//yfhH//trpS//uof//pgpB//satP//pdeF//ytfR//puuP//iraD//ybfA//ybdR//mepA//yeaE//feoA//glmM//pstC//dedD//arsC//ymjB//suhB//zapE//ybbW//nagC//bglX//artQ//ybbN//mdtE//pyrC//pgaB//pntB//coaE//otsB//sad//entH//tisB//nrdI//adk//yjeH//tolB//gabD//ycjU//ycjD//ybjL//ydiR//purD//fimE//fsr//yneE//pheP//sapC//lhr//murA//yebG//rutG//mnmC//trkH//mcrA//proW//hofO//csiD//uxaA//trmI//hybO//ydeI//yihS//sfsA//maoP//setA//phnG//dusC//phnP//tomB//pntA//cdd//ispF//cyaA//rpsA//macA//pstA//yiaN//ynbB//decR//bfr//ulaA//macB//ddpA//ybdN//torI//glpG//gsiC//cpdA//kdsB//rihA//lptC//yiaO//pheS//erfK//prmB//glnK//yciF//bamE//fis//udp//phnK//clsB//ralR//slt//ansB//yfiF//ubiD//lsrR//frsA//cysC//gldA//dhaM//wecA//mepM//ychH//gpsA//yifB//ftsK//ydjH//hisP//insB-2//rpsO//frlA//cmk//rluE//yhbY//rhaB//mazG//dsdA//rnhB//yqjH//osmE//trmH//ftsH//frdA//opgG//proP//potH//metC//trpC//ahpC//thiH//modA//yeiL//arnF//tsaC//rpoE//fadI//cysE//caiT//norR//rclA//yhdW//ygfI//ygeV//csgF//arnB//btuB//mtlR//htpX//tolA//nagB//alsE//ghoS//yaiW//insB-2//rimM//nuoM//citE//yccX//yfcP//murJ//nuoM//mlaE//ispH//fadD//nikA//yejA//amiB//hdhA//nrdA//paaH//rpe//tdcD//ccmG//pabC//ygdG//adhE//mak//frlA//trg//comR//glsA2//yifB//yrbG//pckA//thiG//menH//yoeB//kduD//yfeX//chpS//dbpA//fimH//ybeY//pldB//sufE//yabI//kefF//rnlB//tyrS//ybhG//endA//dmlR//dicA//ypdF//araD//dtpD//flgK//lspA//kdsC//cysU//gapC//ybcM//yraK//ttdT//speD//ghoS//dnaG//dnaC//rhaM//ydiR//xapB//agaB//glnB//entB//rusA//hcaD//rutF//uxuA//ybfA//truA//ndk//rapA//cca//gabT//pagP//purC//yjjB//ilvD//yehT//yedL//fau//cytR//sthA//ppiA//yihI//
GO_1901576_4	umpH//yjjW//rpe//narY//hycB//pck//sutR//cmtA//yddM//murE//mutT//ybbN//aes//ibsC//yddG//uacT//gltS//fau//dgt//apt//ynfL//yfiR//yiaF//ynfH//gltB//cobT//yqjA//ydgA//ahpC//acrE//acrA//ibsB//ybcL//zinT//ddpA//accC//proQ//ycgB//glyS//uxuR//plsC//nimT//mltD//tdcF//tyrR//trkA//paaK//ybiS//ftsE//yraR//abgR//recJ//parC//sdhE//yhaC//ydcI//preA//mlaF//ynhF//gadB//ymdB//fliM//yfdK//moeA//sxy//rfaF//prs//adhE//amtB//ccmC//kefG//preT//rna//frvA//ftsP//opgG//hofP//rihC//ydhQ//rpsK//yiaJ//hipA//lolE//sdhB//glpB//insK//glgS//sfmD//dcyD//mdtE//nrdB//rfaC//htpG//arnE//lysR//yegD//dhaK//yhcN//rbsK//ldtA//ndk//ldtE//murJ//artP//prpB//yqiJ//patD//yrbG//rlmL//degQ//rlmC//csgB//mgtL//moaE//fruB//yjhB//relB//lgt//bdcA//frwB//pheM//tilS//gntK//cycA//yfjR//ddlB//yaiW//lgoT//ftsZ//yegS//ulaD//umuC//sbcC//dapF//hemA//ibsA//ybbN//rsfS//allR//sufC//yfaL//frdB//ldtD//tufA//yafC//ydeT//ubiD//dbpA//uspF//yjcS//sad//metI//trpE//flgD//yahI//garK//nrfF//ybaK//coaD//glgC//yehA//yiaT//pdeF//yjjQ//purF//secG//aspA//tynA//cpxP//hscC//rapZ//xylG//torD//prs//yoaB//mscS//yfhH//gltK//yihX//rhlE//mreD//norW//prmB//nikB//valS//mcbR//argT//yidR//hdfR//torR//murR//ugpB//kdsC//hscC//ldtB//yjeH//insI-1//poxB//rplQ//yibH//gspE//sucD//yfhH//rfbC//speD//yjiM//yeiG//yqhC//acrB//ftsY//yeeO//yeaV//udp//aroP//yciG//glnK//bdm//cheB//ybhA//fabZ//fau//tabA//intA//rffM//glgB//dgcT//ybdR//livH//ycbX//rfaG//ypdI//ybcF//hpf//frwC//cdgI//modA//surE//ppx//intF//paoC//yagE//mlaD//yiaN//moeA//glmS//araC//ldrA//ftsP//alsB//dgoR//gsiD//cbrA//mog//ansA//pinR//yafC//yidQ//tusB//msrQ//yihI//ilvA//bcp//frdB//maoP//aroC//ccmA//torD//gnd//bioD2//hemE//lon//bioB//ydcZ//lptG//narH//yghU//cpdA//kduI//birA//yddM//dinB//fbp//frlC//yedA//yeiL//dxs//yjiY//nagC//pncB//mltB//prpR//rbsR//yegD//wecE//ribC//bioC//osmC//lpd//gshA//pstB//hypT//rhlE//umpH//rsuA//leuD//kefF//yejB//alaS//thiC//ybcL//eno//mdh//lpxP//aidB//cmoB//minD//bglH//leuB//eptB//rimJ//mreC//dicC//ispG//gloC//gyrB//rmf//hypT//ygiV//yedA//nuoL//insA-2//tag//surA//yqcC//yhgH//yddA//mglB//chaC//feoB//rlmH//yeaV//yiiM//yqaA//trpE//shiA//actP//yagI//yafN//rdgB//rsmG//rlmG//waaS//modC//hscB//mntS//abgR//secY//narH//galF//modC//uhpT//raiA//hypT//yefM//mog//afuB//yhdJ//dsbA//nrdE//glrK//dgoK//murB//surE//pgrR//trmL//arnE//ycfJ//cspI//glpX//malY//gnsB//purL//waaJ//yagG//purF//plsX//selA//ydfH//tehB//kdpE//slmA//mtgA//zapC//fadJ//recC//lepB//sgcC//gnd//ccmF//alsE//yohD//yfaV//dacC//yadC//ybaM//gyrA//ybjC//ydcS//recT//mtlA//tmcA//adk//cusB//cusS//proP//yieK//mdtD//ybcC//malS//cynS//ompW//trmO//rutF//evgS//lldD//cdsA//fliS//gcl//grcA//arsC//mnmA//ilvH//yieE//yadG//topB//ytfQ//yfcS//solA//gntU//elfC//glnQ//chbF//mrr//rplT//nuoH//ffh//xylH//yhaC//ydfK//dnaC//sucA//ygdG//bglJ//ykgF//xerD//fdoI//moaE//ybiH//creB//mog//caiD//hofP//cecR//gatD//motA//rdgB//rsgA//trkG//priA//lpcA//caiB//ynhG//nagK//oppD//ydhQ//ydaV//melB//yaaU//kdgR//yjiA//yjbE//tmcA//satP//ybcQ//purL//mscM//cmtB//rutR//rcsC//speD//pckA//ulaE//thiD//nupG//lsrC//rpmE//hypA//yhdJ//trkH//psuG//asnS//trpC//lldP//insB-2//aspS//fabH//higB//yehT//purN//kdpC//ftnB//cbtA//ptrA//hslJ//bglB//lacY//bssS//gcl//ygdG//agaD//yddM//gpr//intS//ybgI//mngR//arcA//yhjR//ilvC//yhjG//gpr//tamA//pntA//nrfE//napA//trpC//ydiK//hyfF//dhaL//prc//guaA//narY//sdhB//yjcS//dcuS//arnE//pck//nrdB//pgrR//nagE//hemA//lsrG//hisM//gntP//rpsQ//ptsN//tdk//mgrB//metB//rhaM//actP//torC//ttdA//nrfD//mlaD//yiiE//nrdD//mcbR//ydiQ//ybcL//oppC//yieL//dhaR//adeQ//tpiA//hokB//recF//yabI//mug//rraA//torS//dhaL//lsrC//glcF//cas2//recJ//nth//dxs//ykgO//ptsI//sbmC//yagE//entE//truB//feoB//xerC//pdxY//ydfG//dfp//puuR//tauB//fimC//queD//miaA//yedL//yieH//ydhC//yfhM//elbB//oxc//tcdA//ygeA//epmA//livM//lpxD//caiD//secY//yfcP//lolC//alkA//kefC//yggW//ugpA//yraR//ygaZ//ycbU//fimF//mcbA//dnaJ//gutQ//mscK//secE//selA//tolA//hsdR//ibaG//dcd//ade//zntA//lgoD//mqsR//ubiE//lhr//ruvC//aroL//wzzE//phnG//cysH//rbfA//glnE//tnaC//cdh//rpnC//pgpA//yfcS//uup//cbpM//srlE//nrdE//ldcA//pflA//uidR//gshA//rplD//yggE//ulaD//prfB//proS//idnK//napB//yciH//evgS//ascG//yojI//nhaB//ushA//yoeB//sbp//ygeA//yhcF//citG//curA//yjcO//rhmR//ftnB//entE//actP//hsdR//ldrB//fumA//hycH//minC//cas1//pheA//norW//yciA//gabT//mlaC//zapB//yggW//sbp//lpxK//ynjA//secE//raiA//lapA//oppB//mhpC//cpdB//bioB//dgcE//secY//hemN//ygbL//nagZ//ybbY//hrsA//parE//nrdD//aroP//atpB//htpX//setC//hcaF//araC//dgoK//adhP//kdpB//cysW//rpmC//dnaN//mdtC//rraA//aaeB//gstB//csgA//fhlA//moeA//afuB//rpoA//fiu//yfjV//hha//rplE//yieH//proX//yceK//queA//rsmH//tsaE//hyfR//ycbU//phoU//dfp//mngA//fabA//basR//ydeI//glnB//pyrF//lamB//ribF//amyA//phoE//
GO_1901605_5	rusA//yhcF//atoB//otsB//yaaJ//treC//chbR//avtA//pgsA//cobU//lsrR//yibA//waaL//hipB//ytfT//pinQ//yfdG//trmI//cas1//lpoB//cheB//citE//gloB//phnC//sfmF//ycdX//metB//cyoC//metI//exoX//pstB//rsfS//sxy//queD//yjfF//trpS//melA//yhcF//bluF//yajO//azoR//dinG//rhtC//ynjA//rfaB//ghoS//yehW//moaD//icd//rsmA//pntA//cnu//yddA//ftsP//ybcM//ddpA//bamE//yeeA//prs//gpmM//ybaM//hrpA//cobT//lpxT//glcA//xylH//yjhH//puuA//eptC//hyfF//narL//bioD2//hemC//glpG//hisB//acpP//umuC//hcaB//ahpC//ypdF//recC//dcuB//ompF//yfiF//priA//ycjD//yadK//flgE//opgD//rnt//serA//cheZ//ubiB//aroK//wzzE//moaD//lrp//yhaM//lrhA//yhaO//ytfQ//iaaA//entD//vsr//yagJ//fklB//bfr//lnt//bcsA//yfbU//pbpC//dmlA//glyA//sufD//pstC//ftsX//hycA//rsmD//frdB//rlmL//ybbN//yaaY//glcE//ascB//gabD//cmtA//nei//flgM//malY//fumC//aspS//queA//hyaC//phnJ//rsmC//yoeE//dtpA//atpA//alaA//phoP//ligB//frlR//ygbN//ybbW//murG//ygdG//waaF//nanT//fabR//sfmH//shiA//ybcJ//sgcA//holC//ssuE//csgA//srlE//
GO_1901606_6	epmB//flgI//mreC//yphD//atoC//opgC//tpx//araC//yebZ//idnO//nagA//argG//yraI//rplO//tnaB//dacD//yjbH//yeaG//yjbF//ribF//aroP//hisC//nanS//yidR//hemN//dgcM//purN//guaC//rnb//cyoC//mutT//citE//fliT//ralR//ymgF//narV//lsrC//focA//yeiG//mioC//apaH//cyaA//ndh//ulaC//surA//allS//cynS//
GO_1901607_6	recT//xylF//gcvH//lptC//bcsA//yfdK//yqgB//cbrA//srkA//pcnB//phnG//pntB//idnK//yehU//ada//allC//ybiT//ilvN//rcsF//cusA//dhaM//cheZ//sdhE//cobC//speD//rffT//insI4//ibsE//rpsK//clcB//exuT//yciF//gluQ//yajR//slt//fimB//elyC//alr//nlpA//intA//rapA//yahK//rlmM//yccA//folM//helD//yieE//yghB//glsA2//yihT//yqeA//evgS//ybiX//rffT//nhaA//fsr//thiH//tcyJ//glnK//ydaC//sgrR//ascG//rpsQ//lpxK//elbB//pal//rcnB//selU//uspC//pfkB//atoS//yggN//uxaC//lgoD//elfA//rplP//yebC//paaC//ybgQ//dapA//ravA//ibsA//adhE//wcaJ//ecpR//tynA//alsC//yidK//fepE//mepH//wecB//cspB//speC//rseP//casC//yegD//glnH//waaP//ftsA//yfeX//
GO_1901615_4	ynfK//ribF//asnC//ybjG//yieH//rstB//dcd//zntR//tolQ//rfaF//yqeA//dfp//ebgA//yodD//ribA//yihO//asmA//frvA//mtlD//ybdO//puuR//msrQ//parE//ispH//fadI//maeA//mtlR//thiI//secY//topAI//ygcR//bamD//barA//ubiB//cyoC//caiE//lpxT//fnr//nemA//ibsE//hfq//dtpA//essD//gspJ//ulaR//yjiY//uvrD//tag//zinT//dppB//ydbD//sodB//lepA//lipB//lit//lpxB//csiD//wecE//trmD//emrE//yajQ//lgt//hybA//dxr//galK//epmC//trpB//frmA//ynfK//nrfF//sgcA//aceA//lgoD//atpG//metG//ftsZ//ahpC//argP//acnA//pdeK//casC//ompA//manZ//yeeO//
GO_1901616_5	fruK//cpxP//rhoL//aes//lysA//mgsA//mutH//ptsN//nikC//gcvR//nirC//napF//rpmA//bfr//prc//deoD//cvrA//ycjR//yeaV//eutD//aspA//prpD//yagF//yiiE//crl//
GO_1901617_5	uidA//mglB//nrfF//yiaU//leuE//ybjC//mdtC//sgrT//ompG//cspA//hycA//trmD//rluA//pgsA//ahr//csrA//ypdF//gatZ//gpr//rpiA//puuB//nudB//ggt//ybiS//yqhD//yodD//
GO_1901642_6	opgB//pgaB//ybhJ//tig//gadW//yecS//sfmF//yiaB//
GO_1901652_5	oppC//perR//xanQ//nudB//yjjI//
GO_1901653_6	hisI//envY//
GO_1901654_5	alaE//narX//cmk//nudC//setB//
GO_1901656_7	ccmD//menF//mdtB//sthA//dsdC//
GO_1901657_5	mntH//tabA//gsiA//manY//pflB//osmY//yjjW//ybdO//nhaA//arnF//csgG//slyA//kdgR//lnt//torA//ompN//dut//rodZ//xylG//chbB//rnc//ybjX//fimZ//norR//bepA//pyrC//acs//glsA2//lysU//dxs//glpT//hsdR//dxs//vsr//citE//nrdA//ratA//sdhA//hycB//gnd//caiE//zraS//csrD//aroL//
GO_1901658_6	gcvT//xdhB//fecB//alsE//ybeQ//rplM//aas//ortT//ydhJ//udp//thrC//rplB//yagI//rutA//
GO_1901659_6	fimI//dicC//agaD//opgG//yfdR//yiaJ//ilvN//coaD//yijO//ivbL//yhdW//wcaC//phnL//aroC//uxuB//sgcA//sdhB//prc//hokB//
GO_1901661_5	tauC//uhpT//gspF//cueR//purB//ompN//hyaD//xanP//btuF//pmbA//glpR//ldcA//hxpA//flgM//ygcO//nadK//dppC//yhcN//pspA//frlC//atpA//adeP//ptsI//casE//
GO_1901663_6	malK//nikC//sstT//tesB//cysB//hisH//fecB//bipA//bdcR//yraK//araF//yciG//modC//osmY//apaH//msbA//lgoT//rhaS//fryB//mdoG//nirC//pdxK//dicB//
GO_1901678_5	treA//citE//ruvA//prfA//rfaC//hflK//ilvE//lolE//surA//cspI//ftsA//mngA//gspJ//rluE//mreC//tar//acrB//yhcH//eamA//ydeM//nudF//aspC//ybiA//treA//glxR//xseB//dedD//
GO_1901679_6	sfmC//
GO_1901684_8	ygaZ//
GO_1901698_4	tsgA//pdxY//cbrC//uvrY//metC//treC//ibsB//lnt//trpR//hrpA//yhhY//uhpA//yebQ//glcE//uspE//glnH//gudD//purF//pdxY//yqjA//cca//
GO_1901699_5	yhjR//crcB//tehB//proP//mnaT//cobB//
GO_1901700_4	dgoD//secY//mlaB//rhoL//yqjH//waaY//ygjR//ydbD//yghO//acrE//ydjH//galF//caiE//rpsT//purR//purA//fecA//nhaA//lon//rnpA//xapA//metR//truB//kdpA//uidA//exbD//eno//mtr//pgm//mhpC//gcvH//ycaO//codB//nfuA//yahK//coaE//puuP//ccmH//ldtC//kup//sfmC//nadB//nrfC//atpH//lpxB//ycfJ//gltS//adeQ//rpsO//melB//kefG//entA//narP//ypdF//frmA//glnH//pdeF//hflC//rpsB//dcuB//ftsZ//hypF//nuoM//
GO_1901701_5	tsaB//fimG//cstA//ftsB//yghU//yegT//tusB//thiL//rplA//mqsR//uhpC//metG//fieF//phnH//cobU//nagB//tktA//chbB//
GO_1901891_5	pgi//nanC//yjhP//
GO_1901892_6	prkB//
GO_1901998_5	gcd//ibsD//
